index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPU01110208                   ,WPU01110208                   ,"PPI Commodity data for Farm products-Granny Smith apples, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,68.6,74.1,101.3,103.8,92.7,84.7,76.0,83.6,85.7,83.9,89.3,,,103.5,109.3,,87.7,,,,,,,,180.8,132.7,182.1,125.5,
WPU01110209                   ,WPU01110209                   ,"PPI Commodity data for Farm products-Rome apples, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2017-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,,,,,,86.2,,,,,98.0,,,,,,,,,,,,,,,,
WPU01110211                   ,WPU01110211                   ,"PPI Commodity data for Farm products-Golden delicious apples, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.8,91.3,95.9,86.0,102.4,94.9,93.4,82.0,93.6,93.0,108.2,101.4,120.6,93.9,115.8,152.5,,,,,,,,,158.7,161.6,,,,
WPU01110215                   ,WPU01110215                   ,"PPI Commodity data for Farm products-Red delicious apples, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,37.4,38.9,32.4,31.7,53.1,48.7,45.6,43.3,42.7,43.6,32.6,41.5,47.6,49.2,49.5,42.1,40.6,41.8,44.4,43.4,47.7,42.9,34.9,,44.8,54.2,52.8,64.3,58.1,65.8,88.7,100.0,109.1,98.1,100.0,95.0,,118.9,142.6,,,,,,131.3,111.9,101.1,121.1,128.7,105.9,112.3,107.2,114.5,103.2,125.1,122.0,145.3,113.7,152.6,,,,,,,,,,227.6,193.2,198.8,210.4,190.9,241.615
WPU01110216                   ,WPU01110216                   ,"PPI Commodity data for Farm products-McIntosh apples, not seasonally adjusted",Index base: 1982 = 100,1965-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,35.0,38.0,39.7,36.5,34.2,34.8,41.4,51.7,59.3,57.0,62.8,68.1,82.3,83.0,90.3,88.4,100.0,88.1,,104.6,111.5,94.3,,,,114.1,,,,,,,122.0,,119.9,119.1,129.6,,124.5,,,,,,,,,,,,,,,,,
WPU01110219                   ,WPU01110219                   ,"PPI Commodity data for Farm products-Peaches, not seasonally adjusted",Index base: 1982 = 100,1947-M07,2021-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,31.2,23.7,35.0,29.4,25.4,34.0,36.6,29.8,33.0,29.2,24.7,34.9,27.1,25.6,32.0,29.5,38.6,30.8,35.9,57.3,36.7,36.5,47.6,,56.6,60.3,72.3,72.7,66.5,65.9,104.9,68.7,71.5,61.3,100.0,,36.5,81.3,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPU01110220                   ,WPU01110220                   ,"PPI Commodity data for Farm products-Gala apples, not seasonally adjusted",Index base: 2015.03 = 100,2015-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,80.4,75.2,82.9,74.7,90.972
WPU01110221                   ,WPU01110221                   ,"PPI Commodity data for Farm products-Pears, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,30.9,36.2,36.4,35.2,42.7,44.0,41.4,41.6,44.9,48.3,44.0,44.0,47.7,49.4,47.6,51.5,44.0,53.9,53.8,57.5,60.0,56.3,59.7,64.6,68.2,68.8,73.1,80.6,75.9,77.8,99.6,105.1,108.1,103.0,,,,156.5,145.4,,,,,,100.9,105.2,78.4,100.9,103.2,109.3,97.8,90.2,82.4,82.6,85.6,,87.0,97.5,96.9,107.8,,104.7,,,,,,,,118.9,125.3,107.3,124.5,136.887
WPU01110222                   ,WPU01110222                   ,"PPI Commodity data for Farm products-Strawberries, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,28.5,28.5,32.4,26.0,26.2,27.4,29.0,31.5,29.7,32.3,37.7,37.6,38.5,33.0,32.5,30.4,32.7,35.5,37.1,32.1,37.2,40.7,37.5,38.0,41.0,50.0,52.0,51.6,69.0,65.1,75.1,71.5,85.7,96.3,100.0,119.6,112.3,118.6,132.8,104.3,99.9,88.4,104.9,103.0,113.5,102.5,93.1,102.2,100.1,113.2,109.3,116.3,114.4,148.0,119.0,132.6,138.8,129.6,135.7,144.1,160.3,154.3,,163.4,157.4,,170.1,130.0,133.3,112.6,115.9,138.7,134.7,146.962
WPU01110224                   ,WPU01110224                   ,"PPI Commodity data for Farm products-Raspberries, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,36.6,34.5,35.7,,30.1,,,,,,
WPU01110228                   ,WPU01110228                   ,"PPI Commodity data for Farm products-Grapes, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,29.8,29.0,25.5,29.3,23.2,30.7,25.0,27.4,29.1,28.8,31.0,31.4,27.6,30.6,28.9,29.8,30.1,25.0,26.8,29.6,30.7,30.7,31.2,,52.1,50.6,52.1,56.1,60.8,80.9,,88.8,98.7,98.5,100.0,81.7,,81.2,102.8,,,,,,,,,,,,,,,,,,,,,,141.5,103.2,129.2,116.7,122.2,122.8,122.3,126.7,125.8,130.0,130.4,126.3,128.8,123.478
WPU011102283                  ,WPU011102283                  ,"PPI Commodity data for Farm products-Wine grapes, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,95.5,99.9,102.8,104.1,101.8,92.073
WPU011102284                  ,WPU011102284                  ,"PPI Commodity data for Farm products-Juice grapes, not seasonally adjusted",Index base: 2016.01 = 100,2016-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,105.8,114.9,116.0,117.4,120.883
WPU01110229                   ,WPU01110229                   ,"PPI Commodity data for Farm products-Fuji apples, not seasonally adjusted",Index base: 2015.03 = 100,2015-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,112.0,103.3,106.742
WPU01110230                   ,WPU01110230                   ,"PPI Commodity data for Farm products-Empire apples, not seasonally adjusted",Index base: 2015.10 = 100,2015-M10,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9,
WPU011103                     ,WPU011103                     ,"PPI Commodity data for Farm products-Melons, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,97.4,92.7,113.6,113.8,96.9,110.9,125.4,101.8,103.4,119.6,152.4,,,,,,
WPU01110301                   ,WPU01110301                   ,"PPI Commodity data for Farm products-Cantaloupes, not seasonally adjusted",Index base: 1982 = 100,1947-M05,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,38.0,38.8,33.6,35.1,39.6,34.7,25.4,23.7,30.5,33.1,35.7,35.3,36.5,35.2,34.9,36.7,39.5,35.4,41.2,44.1,42.7,40.9,45.4,,48.3,58.2,66.1,68.0,73.3,71.4,91.3,91.7,97.9,112.3,,,154.0,65.3,80.5,81.2,,,,,,,,,,,,,,,,,161.6,117.4,134.8,175.9,154.6,124.3,132.6,155.1,126.3,129.1,157.7,189.8,,,,,,
WPU01110303                   ,WPU01110303                   ,"PPI Commodity data for Farm products-Watermelons, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4,,,,153.5,134.7,,,,,,,,,,,,
WPU0113                       ,WPU0113                       ,"PPI Commodity data for Farm products-Fresh and dry vegetables, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,44.8,40.6,35.2,41.0,52.6,39.7,37.6,41.9,42.1,39.4,43.4,39.7,39.0,34.6,37.0,35.7,40.8,44.6,42.0,40.6,42.0,46.0,47.5,50.2,54.3,74.0,86.9,79.3,73.2,75.9,81.2,81.6,88.9,112.8,100.0,101.0,112.9,99.5,97.8,103.8,105.5,116.7,118.1,103.8,115.0,135.2,129.0,144.4,135.0,123.1,139.5,118.0,126.7,124.7,136.5,135.7,129.4,142.6,153.3,165.5,172.3,162.2,178.5,195.1,156.5,197.8,194.0,200.2,202.2,215.2,211.6,239.2,243.9,228.027
WPU011301                     ,WPU011301                     ,"PPI Commodity data for Farm products-Dry vegetables, not seasonally adjusted",Index base: 1982 = 100,1971-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,,,,,75.8,65.8,68.3,65.0,81.0,117.5,100.0,74.5,94.6,,64.1,85.9,110.3,121.4,98.9,65.3,62.9,72.5,86.2,78.8,88.5,72.9,75.0,63.8,53.4,68.9,106.9,87.8,109.7,116.6,93.4,131.4,181.4,156.6,143.3,190.3,225.9,209.6,187.3,163.5,179.5,178.3,147.3,137.1,162.3,230.64
WPU0113011                    ,WPU0113011                    ,"PPI Commodity data for Farm products-Dry beans, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.1,127.2,106.0,102.8,130.0,159.253
WPU01130110                   ,WPU01130110                   ,"PPI Commodity data for Farm products-Dry pinto beans, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4,173.1,197.8,133.4,185.1,155.5,165.0,119.4,112.3,147.9,253.6,175.2,226.5,255.3,184.9,265.5,344.0,320.2,268.8,371.7,484.7,400.3,327.8,249.7,296.0,296.0,241.7,,364.2,423.166
WPU01130111                   ,WPU01130111                   ,"PPI Commodity data for Farm products-Dry great northern beans, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.4,125.5,176.1,216.9,184.0,131.9,142.8,127.1,117.3,129.2,185.5,198.0,174.9,183.7,194.8,301.7,,,307.3,399.7,,494.8,,,,292.2,231.8,,,329.251
WPU01130112                   ,WPU01130112                   ,"PPI Commodity data for Farm products-Dry pink beans, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.2,146.9,142.8,132.3,164.2,169.3,148.4,124.2,99.6,139.1,230.9,199.6,214.6,221.0,200.5,237.2,,,,,453.0,,,,,,,,,
WPU01130113                   ,WPU01130113                   ,"PPI Commodity data for Farm products-Dry pea beans, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,34.3,21.9,22.1,22.2,23.9,25.6,26.5,29.0,22.3,22.5,26.2,21.0,19.3,20.1,21.1,21.0,21.2,23.2,24.6,22.8,28.1,26.8,25.7,41.4,39.4,49.5,120.7,,75.8,65.8,68.3,65.0,81.0,117.5,100.0,74.5,94.6,,64.1,78.7,101.8,116.4,98.5,65.3,69.5,68.6,96.2,100.4,87.2,66.9,69.8,80.8,50.2,67.4,87.8,82.0,119.8,127.3,107.9,138.1,,,168.8,222.6,238.4,,223.7,151.2,151.8,,146.7,,192.7,226.035
WPU01130114                   ,WPU01130114                   ,"PPI Commodity data for Farm products-Dry kidney beans, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9,86.4,,,106.636
WPU01130116                   ,WPU01130116                   ,"PPI Commodity data for Farm products-Dry garbanzo beans, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,64.2,74.6,83.0,69.4,39.8,39.6,72.509
WPU01130117                   ,WPU01130117                   ,"PPI Commodity data for Farm products-Dry black beans, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2,136.7,119.6,,120.9,177.122
WPU0113012                    ,WPU0113012                    ,"PPI Commodity data for Farm products-Dry peas and lentils, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,82.5,72.0,75.6,136.976
WPU01130120                   ,WPU01130120                   ,"PPI Commodity data for Farm products-Dry peas, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,102.2,103.1,132.0,128.9,128.3,94.2,83.1,75.2,93.5,132.1,149.2,131.2,91.7,99.2,163.6,256.2,209.4,171.4,213.2,254.7,292.5,256.5,235.4,,224.0,203.0,189.1,186.1,339.235
WPU01130121                   ,WPU01130121                   ,"PPI Commodity data for Farm products-Dry lentils, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,104.9,87.0,91.5,110.9,95.8,70.4,75.8,77.0,68.5,88.9,127.8,127.6,93.0,72.8,139.0,,211.1,212.7,,,,,270.8,,239.2,164.2,122.6,149.9,268.477
WPU011302                     ,WPU011302                     ,"PPI Commodity data for Farm products-Fresh vegetables, except potatoes, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,45.6,42.3,37.7,47.1,51.8,42.8,40.8,45.9,44.6,46.0,50.3,45.1,40.7,39.2,43.9,42.0,43.1,45.0,48.7,48.7,50.6,54.2,55.1,60.5,62.9,75.6,73.0,84.5,74.3,78.0,83.5,86.9,84.3,104.7,100.0,102.3,106.8,100.3,99.4,99.0,100.4,103.9,107.8,100.2,116.4,126.6,117.8,139.8,120.9,121.3,137.9,117.7,135.0,135.2,137.7,152.0,142.1,153.5,160.5,178.7,175.7,169.4,194.1,195.5,149.4,206.6,205.7,224.9,225.3,238.2,233.6,260.4,260.7,237.105
WPU01130211                   ,WPU01130211                   ,"PPI Commodity data for Farm products-Cabbage, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,23.7,23.9,19.1,33.9,39.4,22.2,22.1,32.6,23.4,27.1,30.1,34.5,28.7,25.5,33.4,27.4,30.9,32.7,39.4,34.7,32.5,38.5,50.3,44.4,47.3,63.3,49.0,63.4,53.5,85.7,87.6,93.2,78.6,74.7,100.0,92.2,135.9,97.2,103.6,106.5,114.1,121.8,117.3,129.0,84.2,109.8,86.0,127.0,115.1,103.9,157.0,119.4,135.1,150.2,162.9,148.7,137.8,182.1,184.0,193.9,191.2,195.4,219.9,240.3,203.5,258.7,245.8,247.1,238.0,181.1,257.9,306.8,268.7,280.783
WPU01130212                   ,WPU01130212                   ,"PPI Commodity data for Farm products-Carrots, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,38.3,34.1,31.3,42.5,37.2,36.0,37.6,37.1,34.5,39.8,33.9,36.1,36.2,39.7,38.9,34.9,34.4,35.8,41.1,41.0,44.2,44.5,37.7,51.6,49.6,51.8,56.2,62.8,62.6,80.4,80.8,80.7,91.7,102.8,100.0,102.7,104.7,91.9,105.1,92.2,104.1,97.7,97.2,115.1,112.7,90.4,93.9,121.2,99.0,98.0,90.8,110.5,105.5,139.3,144.9,141.5,135.3,133.8,149.4,199.4,179.9,181.9,194.2,228.7,186.9,203.6,194.3,207.2,194.9,178.5,190.0,187.1,191.4,196.607
