index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU14110684                   ,WPU14110684                   ,"PPI Commodity data for Transportation equipment-Trucks, over 14,000 lbs GVW, not seasonally adjusted",Index base: 2005.12 = 100,2005-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,107.0,110.0,114.9,118.2,120.8,124.2,126.4,128.9,131.7,134.4,137.1,138.8,140.2,141.6
WPU141106841                  ,WPU141106841                  ,"PPI Commodity data for Transportation equipment-Truck, truck tractors, and bus chassis (chassis of own manufacture) 14,001 to 33,000 lbs, not seasonally adjusted",Index base: 2011.06 = 100,2011-M06,2018-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,103.6,105.1,106.0,106.9,108.0,,,
WPU141106842                  ,WPU141106842                  ,"PPI Commodity data for Transportation equipment-Truck, truck tractors, and buses chassis (chassis of own manufacturer) 33,001 lbs or more, not seasonally adjusted",Index base: 2011.06 = 100,2011-M06,2021-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,107.0,109.2,112.6,115.7,118.1,,,
WPU141106843                  ,WPU141106843                  ,"PPI Commodity data for Transportation equipment-Buses, including military and firefighting vehicles (chassis of own manufacture), not seasonally adjusted",Index base: 2011.06 = 100,2011-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,101.8,104.2,105.3,106.8,110.1,,,123.2
WPU1412                       ,WPU1412                       ,"PPI Commodity data for Transportation equipment-Motor vehicles parts, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,30.4,31.4,32.9,35.1,36.4,37.3,41.5,49.9,52.8,56.5,60.3,65.2,72.9,92.4,100.0,101.7,102.0,102.5,103.4,105.7,107.2,109.7,111.2,112.5,113.1,113.8,114.3,116.0,116.2,115.4,114.7,114.0,113.6,113.3,112.9,111.8,112.0,113.1,116.3,117.9,119.7,120.7,121.8,123.9,125.2,125.7,125.8,125.9,124.9,125.2,126.9,127.1,127.8
WPU141205                     ,WPU141205                     ,"PPI Commodity data for Transportation equipment-Motor vehicles parts, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,101.4,104.2,105.7,107.3,108.2,109.1,111.1,112.2,112.6,112.7,112.8,111.9,112.2,113.7,113.9,114.5
WPU14120501                   ,WPU14120501                   ,"PPI Commodity data for Transportation equipment-Gasoline engines and engine parts, excl. carburetors, pistons, and valves, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.5,111.3,113.0,113.9,112.6,114.0,117.4,118.1,118.9,118.2,117.4,117.8,119.9,123.0,122.9,125.3
WPU14120502                   ,WPU14120502                   ,"PPI Commodity data for Transportation equipment-Motor vehicle steering and suspension parts, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,104.0,105.0,103.1,105.2,104.5,105.1,107.1,107.3,106.8,106.5,105.3,104.1,103.9,103.7,104.3,103.6
WPU14120503                   ,WPU14120503                   ,"PPI Commodity data for Transportation equipment-Motor vehicle transmission and power train, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,100.3,101.7,104.4,105.2,107.8,107.7,107.9,109.8,111.1,112.6,113.3,112.6,111.2,112.0,112.2,113.7
WPU141205031                  ,WPU141205031                  ,"PPI Commodity data for Transportation equipment-Motor vehicle drive train components, except wheels and brakes, new, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,104.4,105.0,104.3,102.9,103.6,103.8,105.2
WPU1412050310                 ,WPU1412050310                 ,"PPI Commodity data for Transportation equipment-Motor vehicle transmissions except auxiliary and parts, new, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,104.1,105.5,104.3,101.5,102.6,102.7,103.8
WPU1412050313                 ,WPU1412050313                 ,"PPI Commodity data for Transportation equipment-Parts for manual and automatic transmissions, new, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,103.7,104.1,104.0,105.2,104.8,103.7,102.6
WPU1412050315                 ,WPU1412050315                 ,"PPI Commodity data for Transportation equipment-Other motor vehicle drive train components, except wheels and brakes, new, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,99.9,99.3,98.2,98.6,100.1,99.4,99.1
WPU141205033                  ,WPU141205033                  ,"PPI Commodity data for Transportation equipment-Motor vehicle drive train components, rebuilt, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6,103.8,105.4,110.3,,,113.6,113.9
WPU14120504                   ,WPU14120504                   ,"PPI Commodity data for Transportation equipment-Motor vehicle brake systems, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,100.6,101.3,101.5,103.5,105.8,105.6,108.8,110.8,110.3,109.9,110.4,109.7,109.7,112.4,114.2,114.1
WPU141205041                  ,WPU141205041                  ,"PPI Commodity data for Transportation equipment-Motor vehicle brake parts and assemblies, new, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,99.8,100.3,99.6,99.5,102.2,104.0,103.9
WPU141205041A                 ,WPU141205041A                 ,"PPI Commodity data for Transportation equipment-Motor vehicle drum brake assemblies and parts, new, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,101.6,104.2,102.3,,,,121.4
WPU141205041B                 ,WPU141205041B                 ,"PPI Commodity data for Transportation equipment-Other motor vehicle brake parts and assemblies, new, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,98.1,97.2,96.0,95.0,95.7,95.9,95.5
WPU141205041C                 ,WPU141205041C                 ,"PPI Commodity data for Transportation equipment-Motor vehicle disc brake assemblies and parts, new, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.7,101.6,101.8,102.2,105.3,106.9,105.0
WPU14120505                   ,WPU14120505                   ,"PPI Commodity data for Transportation equipment-Filters for internal combustion engines and motor vehicles, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,108.2,106.4,106.3,108.1,113.5,112.5,115.0,117.2,117.7,119.0,120.7,121.4,121.8,123.3,127.7,130.4
WPU14120506                   ,WPU14120506                   ,"PPI Commodity data for Transportation equipment-Exhaust systems, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,101.5,106.0,114.2,120.8,119.1,121.1,125.2,125.1,122.7,122.3,121.3,113.9,116.8,123.7,126.1,127.3
WPU14120507                   ,WPU14120507                   ,"PPI Commodity data for Transportation equipment-Motor vehicle wheels, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2020-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,105.4,,111.0,110.8,,,,,,,,,,,132.0,
WPU14120508                   ,WPU14120508                   ,"PPI Commodity data for Transportation equipment-Other motor vehicle parts, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.5,99.3,99.7,103.4,105.5,108.5,111.2,112.2,111.9,110.3,109.8,109.2,108.6,108.2,107.8,108.0
WPU14120511                   ,WPU14120511                   ,"PPI Commodity data for Transportation equipment-Vehicle seating and interior trim, not seasonally adjusted",Index base: 2004.06 = 100,2004-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.0,101.2,100.3,101.2,100.3,100.6,101.3,101.9,102.8,104.3,104.7,105.1,105.4,104.0,104.0
WPU141205111                  ,WPU141205111                  ,"PPI Commodity data for Transportation equipment-Automobile trimmings, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,97.0,97.5,,,,,95.9,93.8,90.5,90.4
WPU141205113                  ,WPU141205113                  ,"PPI Commodity data for Transportation equipment-Seats for public conveyance and aircraft, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,99.1,99.7,100.3,101.0,102.2,,,,103.7,104.0
WPU141205115                  ,WPU141205115                  ,"PPI Commodity data for Transportation equipment-Metal motor vehicle seat frames, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2020-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1,
WPU14120512                   ,WPU14120512                   ,"PPI Commodity data for Transportation equipment-Motor vehicle air conditioning systems and compressors, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.2,99.9,,,,,100.4,99.6
WPU14120513                   ,WPU14120513                   ,"PPI Commodity data for Transportation equipment-Carburetors, pistons, piston rings, and valves, not seasonally adjusted",Index base: 1982 = 100,1982-M09,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,108.3,109.8,111.4,112.2,113.8,119.0,122.0,123.7,125.8,127.4,128.9,131.3,132.0,132.8,132.5,132.1,134.3,135.9,137.3,139.0,144.4,146.8,154.6,160.4,166.3,164.9,167.5,170.5,171.6,171.8,168.0,172.4,171.5,177.2,181.5,185.7,184.4
WPU14120514                   ,WPU14120514                   ,"PPI Commodity data for Transportation equipment-Motor vehicle electrical and electronic equipment, not seasonally adjusted",Index base: 1982 = 100,1960-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,30.3,30.8,30.9,31.0,32.4,32.7,34.8,37.0,38.8,41.3,43.9,44.8,45.6,49.8,59.9,65.8,67.3,71.5,78.1,86.3,93.4,100.0,102.0,103.8,104.7,106.1,107.2,108.7,111.6,115.5,117.0,118.2,119.3,121.5,123.3,125.2,125.9,124.8,124.6,124.9,125.2,125.2,124.8,124.6,124.1,124.2,124.4,124.2,123.9,124.3,125.3,126.5,125.5,125.8,125.6,124.5,124.4,124.5,125.2,125.8
WPU141205141                  ,WPU141205141                  ,"PPI Commodity data for Transportation equipment-Vehicular lighting equipment, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,104.1,105.6,106.5,110.2,109.7,113.4,116.1,118.6,119.9,119.3,120.2,120.5,120.4,120.7,122.1,122.2,121.2,120.2,119.8,119.0,120.0,121.2,121.3,123.2,126.0,128.6,130.1,131.9,134.1,137.7,140.7,146.5,145.6,144.5,143.7,143.9,143.0
WPU141205142                  ,WPU141205142                  ,"PPI Commodity data for Transportation equipment-Other motor vehicle electrical and electronic equipment, not seasonally adjusted",Index base: 1982 = 100,1960-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,30.3,30.8,30.9,31.0,32.4,32.7,34.8,37.0,38.8,41.3,43.9,44.8,45.6,49.8,59.9,65.8,67.3,71.5,78.1,86.3,93.4,100.0,102.0,103.8,104.7,106.1,107.2,108.7,111.6,115.5,117.0,118.2,119.3,121.5,123.3,125.2,125.9,124.8,124.6,124.9,125.2,125.2,124.8,124.6,124.1,124.2,124.4,124.2,123.9,124.3,125.3,126.5,125.5,125.8,125.5,124.2,124.3,124.7,125.5,126.4
WPU1412051421                 ,WPU1412051421                 ,"PPI Commodity data for Transportation equipment-Ignition wiring harness and cable sets, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,102.9,105.8,106.3,106.7,108.2,111.5,114.6,113.7,116.6,117.0,119.6,122.0,125.1,123.3,124.9,126.2,126.3,130.0,132.9,133.5,135.0,138.1,140.1,137.0,132.3,130.4,129.9,130.7,130.2,,,,125.8,,127.7,128.5,128.1
WPU1412051422                 ,WPU1412051422                 ,"PPI Commodity data for Transportation equipment-Battery charging alternators, generators, and regulators, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.5,100.0,99.4,99.5,100.0,100.6,100.2,102.1,104.3,104.4,103.1,99.5,99.5,98.7,96.7,,102.2,101.5,102.5
WPU1412051423                 ,WPU1412051423                 ,"PPI Commodity data for Transportation equipment-Cranking motors (starters), not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2015-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,106.5,108.5,108.5,108.7,110.0,110.8,114.2,116.8,116.5,117.1,119.1,119.7,119.8,119.2,118.7,117.3,115.7,116.7,117.1,115.8,113.9,112.8,113.2,115.9,118.5,118.4,118.4,118.4,118.4,118.4,118.4,,,,,,
WPU1412051424                 ,WPU1412051424                 ,"PPI Commodity data for Transportation equipment-Parts for electrical and electronic engine equipment, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,94.1,92.1,88.8,78.7,76.9,73.9,82.5,84.1,84.1,87.4,88.0,,,87.5,87.8,88.6,89.2,91.4,93.9
WPU1412051425                 ,WPU1412051425                 ,"PPI Commodity data for Transportation equipment-All other miscellaneous non-engine electrical and electronic equipment, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.6,99.7,,100.4,99.9,100.2,101.4,103.3,102.2,102.5,102.4,102.0,101.8,102.2,103.5,104.0
WPU1412051426                 ,WPU1412051426                 ,"PPI Commodity data for Transportation equipment-All other miscellaneous complete engine electrical equipment, including spark plugs, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,98.7,99.4,99.6,99.6,99.3,99.5,97.9,97.4,97.3,98.3,99.2,98.3,98.6,99.1,97.8,97.4,96.1,95.4,96.4
WPU1413                       ,WPU1413                       ,"PPI Commodity data for Transportation equipment-Truck and bus bodies, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,106.6,109.4,112.3,114.5,118.9,124.9,127.8,130.9,133.0,134.1,138.1,146.0,150.9,154.8,156.7,158.5,161.6,164.5,167.1,169.0,178.2,191.2,200.5,205.0,212.2,215.9,216.8,220.2,224.7,226.6,230.6,235.3,237.5,239.9,246.1,257.5,261.0
WPU141301                     ,WPU141301                     ,"PPI Commodity data for Transportation equipment-Truck and bus bodies sold separately, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,106.8,109.4,111.9,114.5,119.5,125.9,128.0,130.9,132.9,133.8,137.9,144.7,147.8,152.8,154.4,155.8,159.2,162.8,165.8,168.4,179.2,193.3,203.7,208.3,216.8,220.6,220.0,223.3,227.2,228.9,231.4,233.2,234.5,237.1,245.1,258.0,259.4
WPU14130121                   ,WPU14130121                   ,"PPI Commodity data for Transportation equipment-Bus bodies and truck cabs, sold separately, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2010-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,,,,,,,,,,,
