index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU0431                       ,WPU0431                       ,"PPI Commodity data for Hides, skins, leather, and related products-Men's nonathletic footwear, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,21.2,22.9,22.4,23.8,27.4,24.8,24.6,24.6,24.7,26.9,27.3,27.3,29.2,29.9,29.9,30.5,30.5,30.6,31.5,34.2,35.2,36.5,38.1,39.4,40.9,44.4,48.6,53.0,56.1,61.5,66.3,73.1,88.2,92.2,97.0,100.0,100.9,102.4,104.5,108.0,111.8,119.5,126.5,132.8,136.9,140.5,142.8,144.7,150.1,152.4,156.4,158.0,157.0,157.2,158.4,158.8,161.4,161.7,163.5,164.6,167.0,173.7,177.6,180.9,188.0,199.6,210.9,216.9,222.0,225.7,228.2,230.4,235.4,236.6
WPU043105                     ,WPU043105                     ,"PPI Commodity data for Hides, skins, leather, and related products-Men's footwear (size 6 and larger), excluding athletic, not seasonally adjusted",Index base: 1993.12 = 100,1993-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,104.7,106.3,109.0,110.2,109.5,109.6,110.5,110.8,112.5,112.7,114.0,114.8,116.5,121.1,123.9,126.2,131.1,139.2,147.1,151.3,154.8,157.4,159.2,160.7,164.1,165.0
WPU04310501                   ,WPU04310501                   ,"PPI Commodity data for Hides, skins, leather, and related products-Men's footwear (size 6 and larger), excluding athletic, not seasonally adjusted",Index base: 1993.12 = 100,1993-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,104.7,106.3,109.1,110.3,109.5,109.6,110.5,110.8,112.6,112.8,114.1,114.9,116.5,121.2,124.0,126.3,131.2,139.3,147.2,151.4,154.9,157.5,159.3,160.8,164.3,165.1
WPU0432                       ,WPU0432                       ,"PPI Commodity data for Hides, skins, leather, and related products-Women's nonathletic footwear, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,29.2,31.2,30.9,32.3,36.8,34.5,34.4,34.5,34.6,36.1,36.8,37.2,39.5,40.7,41.0,41.2,41.0,41.0,41.6,43.9,45.4,47.8,50.0,51.8,53.1,56.0,56.9,60.3,63.7,67.6,71.0,76.0,90.1,98.4,99.9,100.0,103.4,102.6,104.8,105.9,107.4,111.5,114.8,118.8,120.7,124.2,126.9,127.2,129.0,132.1,132.2,132.4,133.0,133.6,133.8,133.5,132.1,129.2,132.1,134.2,137.0,139.7,139.9,141.0,143.9,148.1,153.3,160.2,164.5,168.2,170.2,170.4,176.4,178.2
WPU043205                     ,WPU043205                     ,"PPI Commodity data for Hides, skins, leather, and related products-Women's footwear (size 4 and larger), excluding athletic, not seasonally adjusted",Index base: 1993.12 = 100,1993-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,100.9,103.3,103.4,103.5,104.0,104.5,104.6,104.3,103.3,101.0,103.3,104.9,107.1,109.2,109.3,110.3,112.5,115.8,119.9,125.3,128.6,131.5,133.0,133.2,137.9,139.3
WPU04320501                   ,WPU04320501                   ,"PPI Commodity data for Hides, skins, leather, and related products-Women's footwear (size 4 and larger), excluding athletic, not seasonally adjusted",Index base: 1993.12 = 100,1993-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,100.8,103.2,103.4,103.3,103.5,104.1,104.6,104.3,103.2,101.0,103.2,104.9,107.1,109.2,109.3,110.2,112.4,115.7,119.8,125.2,128.5,131.5,133.0,133.1,137.8,139.3
WPU0439                       ,WPU0439                       ,"PPI Commodity data for Hides, skins, leather, and related products-Other footwear including slippers, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,98.0,98.4,99.2,100.3,103.4,105.7,106.8,110.5,113.0,115.3,118.0,123.0,124.8,127.1,129.5,133.7,
WPU043901                     ,WPU043901                     ,"PPI Commodity data for Hides, skins, leather, and related products-Other footwear, excluding rubber and plastic soled footwear, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2020-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,98.0,98.4,99.2,100.3,103.4,105.7,106.8,110.5,113.0,115.3,118.0,123.0,124.8,127.1,129.5,133.7,
WPU04390104                   ,WPU04390104                   ,"PPI Commodity data for Hides, skins, leather, and related products-Other footwear, excluding rubber and plastic soled footwear, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2020-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,102.5,104.9,109.4,110.9,113.0,115.1,118.8,
WPU044                        ,WPU044                        ,"PPI Commodity data for Hides, skins, leather, and related products-Other leather and related products, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,35.1,36.0,34.3,34.5,39.5,35.4,34.9,34.1,33.7,34.6,34.4,34.2,38.3,37.2,36.8,37.2,37.1,36.8,37.8,40.8,40.4,40.2,41.8,43.0,43.8,47.6,52.5,55.2,57.0,61.8,66.0,71.5,82.9,88.3,97.7,100.0,102.2,106.6,110.3,110.3,113.0,119.1,123.1,128.9,132.6,134.9,136.3,136.8,138.9,141.0,143.6,144.8,145.5,146.1,147.5,147.8,148.3,149.4,151.3,153.6,156.7,158.8,160.6,161.7,164.7,167.8,172.7,177.9,185.6,187.0,188.9,193.3,195.4,197.2
WPU0441                       ,WPU0441                       ,"PPI Commodity data for Hides, skins, leather, and related products-Luggage and small leather goods, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,44.5,45.5,44.4,44.3,46.7,45.5,45.0,44.8,44.9,44.9,44.9,44.7,46.0,46.9,46.9,47.0,47.6,46.9,47.1,49.0,50.2,50.3,51.5,52.7,53.7,54.6,55.6,60.5,63.1,66.9,70.3,74.3,80.4,86.8,97.3,100.0,102.4,106.9,111.3,110.7,111.8,117.8,121.8,126.7,130.5,133.2,134.4,133.4,133.4,133.8,135.8,137.0,137.6,137.6,138.7,138.5,138.3,138.0,139.9,143.2,148.2,151.5,154.5,153.8,158.2,161.2,163.9,165.6,171.5,172.0,174.4,180.4,182.0,183.3
WPU044101                     ,WPU044101                     ,"PPI Commodity data for Hides, skins, leather, and related products-Luggage and small leather goods, not seasonally adjusted",Index base: 1982 = 100,1975-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,66.9,70.3,74.3,80.4,86.8,97.3,100.0,102.4,106.9,111.3,110.7,111.8,117.8,121.8,126.7,130.5,133.2,134.4,133.4,133.4,133.8,135.8,137.0,137.6,137.6,138.7,138.5,138.3,138.0,139.9,143.2,148.2,151.5,154.5,153.8,158.2,161.2,163.9,165.6,171.5,172.0,174.4,180.4,182.0,183.3
WPU04410112                   ,WPU04410112                   ,"PPI Commodity data for Hides, skins, leather, and related products-Luggage (including suitcases, travel bags, backpacks, and other types), not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,93.8,94.6,100.8,105.5,109.1,110.4,115.0,115.1,114.8,112.6,112.9,115.8,117.4,116.6,115.7,114.9,114.7,114.7,110.6,110.6,111.5,114.5,116.7,120.3,118.9,122.8,125.6,125.9,124.0,124.2,127.3,130.7,131.7,134.9,136.2
WPU04410128                   ,WPU04410128                   ,"PPI Commodity data for Hides, skins, leather, and related products-Women's and children's handbags and purses, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,107.7,112.8,115.1,115.5,121.0,,,,131.5,132.1,127.7,130.3,129.5,127.7,127.7,128.0,128.2,131.0,126.5,129.9,131.9,133.9,139.5,146.6,149.4,149.4,150.1,156.8,163.2,164.8,168.7,181.6,179.2,180.8,193.4,192.9,194.0
WPU04410132                   ,WPU04410132                   ,"PPI Commodity data for Hides, skins, leather, and related products-Personal leather goods (excluding women's handbags and purses), not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,107.1,110.4,111.5,112.4,119.4,123.7,128.8,,136.2,138.2,138.0,138.0,138.5,142.2,143.5,144.4,144.3,146.2,147.9,147.7,147.2,148.6,150.8,156.2,160.9,163.3,163.5,165.1,166.8,174.6,178.0,181.3,181.8,182.9,185.4,186.0,186.7
WPU0445                       ,WPU0445                       ,"PPI Commodity data for Hides, skins, leather, and related products-Leather and leather-like goods, n.e.c., not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,102.5,106.0,110.2,119.3,123.3,124.7,126.6,128.9,133.2,137.0,140.8,141.9,142.9,144.1,145.0,145.9,146.7,148.8,150.6,151.7,152.7,153.5,153.8,156.3,157.5,160.5,168.6,179.8,189.7,192.6,193.3,194.9,197.7,199.9
WPU044501                     ,WPU044501                     ,"PPI Commodity data for Hides, skins, leather, and related products-Leather and leather-like goods, n.e.c., not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7,126.6,128.9,133.2,137.0,140.8,141.9,142.9,144.1,145.0,145.9,146.7,148.8,150.6,151.7,152.7,153.5,153.8,156.3,157.5,160.5,168.6,179.8,189.7,192.6,193.3,194.9,197.7,199.9
WPU04450101                   ,WPU04450101                   ,"PPI Commodity data for Hides, skins, leather, and related products-All other leather goods, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,103.2,106.1,110.1,116.2,120.5,122.4,124.1,126.3,130.2,133.9,138.9,139.1,140.8,142.9,144.0,145.8,147.1,150.5,153.0,154.5,155.6,156.3,159.5,165.2,167.5,171.1,181.7,196.8,210.0,213.3,213.9,215.4,218.8,221.6
WPU044501011                  ,WPU044501011                  ,"PPI Commodity data for Hides, skins, leather, and related products-Boot and shoe cut stock and findings, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,103.9,105.3,,105.9,106.3,106.7,106.2,105.3
WPU044501014                  ,WPU044501014                  ,"PPI Commodity data for Hides, skins, leather, and related products-All other miscellaneous leather goods, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,107.4,117.4,126.2,128.4,128.7,129.8,132.4,134.7
WPU04450111                   ,WPU04450111                   ,"PPI Commodity data for Hides, skins, leather, and related products-Leather belts, made from purchased materials, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,102.0,106.0,110.5,122.4,126.0,127.1,129.1,131.6,136.3,139.9,142.1,144.5,144.5,144.6,145.2,145.2,145.4,145.6,145.8,146.4,147.3,148.0,145.0,143.5,143.3,146.3,148.6,150.3,152.4,154.3,155.3,156.9,157.3,157.5
