index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU06130271                   ,WPU06130271                   ,"PPI Commodity data for Chemicals and allied products-Rock salt, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.1,102.4,106.1,108.9,111.3,119.3,127.5,140.8,145.6,148.7,150.0,152.1,155.6,157.4,153.3,162.1,174.9,172.8,175.4,189.4,206.9,222.0,238.2,274.0,274.8,277.9,298.9,304.0,342.4,353.4,384.1,378.1,385.4,400.5,402.3
WPU06130283                   ,WPU06130283                   ,"PPI Commodity data for Chemicals and allied products-Other inorganic chemicals, nec, not seasonally adjusted",Index base: 2006.12 = 100,2006-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,146.8,145.8,151.8,188.9,177.3,160.5,151.0,149.9,136.0,138.1,146.1,149.4,151.5
WPU061302833                  ,WPU061302833                  ,"PPI Commodity data for Chemicals and allied products-All other inorganic chemicals, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,97.1,98.5,100.1
WPU06130288                   ,WPU06130288                   ,"PPI Commodity data for Chemicals and allied products-Potassium salts & boron, not seasonally adjusted",Index base: 2007.06 = 100,2007-M09,2017-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.9,,219.7,237.8,196.7,,,,
WPU061303                     ,WPU061303                     ,"PPI Commodity data for Chemicals and allied products-Alkalies and chlorine, including natural sodium carbonate and sulfate, not seasonally adjusted",Index base: 1982 = 100,1973-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,61.5,65.6,64.3,63.1,63.1,74.1,93.9,100.0,85.3,78.8,80.9,74.8,76.9,90.3,102.1,101.9,101.4,94.5,90.3,96.6,121.2,120.4,108.5,120.5,94.7,98.1,128.0,110.6,132.1,141.5,205.0,247.4,240.0,305.9,328.9,268.2,305.9,309.6,304.5,293.3,292.2,287.1,307.2,339.8,329.0,315.1
WPU06130301                   ,WPU06130301                   ,"PPI Commodity data for Chemicals and allied products-Natural sodium carbonate and sulfate, not seasonally adjusted",Index base: 1982 = 100,1973-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,48.0,55.2,59.3,65.6,76.9,92.7,98.4,100.0,94.1,86.2,90.4,91.5,92.6,99.5,106.9,109.5,111.2,110.7,102.8,97.7,100.4,109.2,101.3,98.1,90.3,88.9,87.7,87.4,84.6,85.1,100.3,123.2,133.8,158.5,174.8,161.1,179.8,,,194.6,203.7,,186.0,186.8,193.1,181.5
WPU06130302                   ,WPU06130302                   ,"PPI Commodity data for Chemicals and allied products-Chlorine, sodium hydroxide, and other alkalies, not seasonally adjusted",Index base: 2005.06 = 100,2005-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1,115.0,147.3,158.1,127.8,,,,,,,146.6,165.9,158.3,152.2
WPU061303024                  ,WPU061303024                  ,"PPI Commodity data for Chemicals and allied products-Sodium hydroxide (caustic soda), not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1,137.5,130.4,122.0
WPU061303028                  ,WPU061303028                  ,"PPI Commodity data for Chemicals and allied products-Other alkalies, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,112.6,107.2,102.6
WPU0614                       ,WPU0614                       ,"PPI Commodity data for Chemicals and allied products-Basic organic chemicals, not seasonally adjusted",Index base: 1982 = 100,1973-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,60.1,63.2,64.1,63.7,78.6,98.7,107.5,100.0,98.2,97.8,95.3,89.3,95.0,108.2,116.2,112.9,110.6,108.1,110.0,114.5,130.9,127.9,128.4,121.5,121.0,134.3,130.5,129.8,146.7,173.9,203.1,222.8,236.0,277.8,225.6,274.0,331.6,309.6,306.1,293.5,237.5,224.1,254.3,274.4,249.1,219.8
WPU061401                     ,WPU061401                     ,"PPI Commodity data for Chemicals and allied products-Primary basic organic chemicals, not seasonally adjusted",Index base: 1982 = 100,1973-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,43.2,47.9,50.6,51.8,70.3,94.6,109.4,100.0,93.6,89.3,83.4,64.7,76.3,97.0,105.3,100.8,87.0,79.3,76.7,86.6,101.5,92.3,100.9,80.6,87.8,120.5,104.5,103.0,137.9,184.7,230.3,267.1,286.3,338.9,229.0,329.1,420.5,379.7,369.8,345.1,226.2,198.9,248.0,282.2,227.6,171.8
WPU06140197                   ,WPU06140197                   ,"PPI Commodity data for Chemicals and allied products-Aromatics, not seasonally adjusted",Index base: 2001.06 = 100,2001-M08,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,126.0,181.4,224.2,272.5,287.3,323.7,251.9,331.3,432.3,443.0,441.9,375.7,275.6,228.5,289.9,330.1,301.1,161.8
WPU06140198                   ,WPU06140198                   ,"PPI Commodity data for Chemicals and allied products-Liquid refinery gases, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,132.3,173.0,217.2,247.9,273.0,336.5,196.8,299.4,379.9,311.8,298.0,299.8,178.7,164.5,203.3,231.9,171.6,157.0
WPU06140199                   ,WPU06140199                   ,"PPI Commodity data for Chemicals and allied products-Other primary basic organic chemicals, not seasonally adjusted",Index base: 1987.06 = 100,1995-M07,2006-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.3,124.6,128.4,,,,,142.5,140.4,149.7,,,,,,,,,,,,,,,
WPU061402                     ,WPU061402                     ,"PPI Commodity data for Chemicals and allied products-Cyclic intermediate chemicals and dyes, not seasonally adjusted",Index base: 1982 = 100,1973-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,58.0,61.2,62.2,57.8,82.8,102.7,108.6,100.0,103.8,102.4,99.2,99.1,103.4,114.5,123.9,122.8,120.5,111.0,107.5,121.2,155.9,132.2,123.2,120.8,117.6,119.3,110.0,115.4,130.4,164.6,159.9,162.1,172.1,192.8,164.0,172.7,204.2,205.4,202.7,200.2,188.7,187.7,194.9,213.9,214.4,197.3
WPU06140281                   ,WPU06140281                   ,"PPI Commodity data for Chemicals and allied products-Cyclic intermediate chemicals, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,118.8,152.9,148.7,151.2,161.7,181.1,151.0,159.8,191.6,192.2,189.0,187.2,176.6,176.9,183.8,201.7,196.0,182.9
WPU061402812                  ,WPU061402812                  ,"PPI Commodity data for Chemicals and allied products-Other cyclic intermediate chemicals, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,118.8,152.9,148.7,151.2,161.7,181.1,,,,,,,,,,,,
WPU06140282                   ,WPU06140282                   ,"PPI Commodity data for Chemicals and allied products-Synthetic organic dyes, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,88.9,87.6,83.8,82.0,80.8,91.6,95.0,95.6,97.8,101.5,103.4,99.8,92.9,85.1,87.2,96.3,134.2,108.0
WPU061403                     ,WPU061403                     ,"PPI Commodity data for Chemicals and allied products-Other basic organics, not seasonally adjusted",Index base: 1982 = 100,1973-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1,69.9,71.7,71.8,72.8,80.4,98.7,106.1,100.0,95.7,98.7,98.2,89.6,89.3,98.5,104.7,101.2,104.5,105.7,110.2,110.2,121.3,125.3,124.2,123.5,120.2,125.2,129.1,127.5,131.8,140.7,161.5,170.4,175.7,206.2,205.3,214.9,244.5,236.4,237.5,233.4,221.3,217.4,233.8,242.6,235.0,223.5
WPU06140341                   ,WPU06140341                   ,"PPI Commodity data for Chemicals and allied products-Ethanol (ethyl alcohol), not seasonally adjusted",Index base: 1982 = 100,1973-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,62.5,67.2,69.0,66.4,75.6,102.8,110.1,100.0,97.6,99.2,95.2,90.2,90.4,89.1,,,,115.5,117.2,126.9,,,,,,,,157.4,164.7,,195.0,243.4,259.8,282.9,248.5,227.9,309.9,282.1,291.5,269.6,197.3,196.1,195.2,177.4,185.0,174.8
WPU06140399                   ,WPU06140399                   ,"PPI Commodity data for Chemicals and allied products-Other basic organics, n.e.c., not seasonally adjusted",Index base: 1987.06 = 100,1987-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.2,118.4,113.1,115.0,116.0,119.7,118.0,128.2,129.2,128.2,127.2,124.4,125.5,127.4,126.1,130.3,138.4,159.9,167.2,172.2,203.3,204.0,215.2,242.3,236.4,236.6,234.4,228.7,224.5,243.2,256.3,244.4,232.7
WPU061403991                  ,WPU061403991                  ,"PPI Commodity data for Chemicals and allied products-Fatty acids, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3,133.4,145.7,143.5,122.7,118.2
WPU061403992                  ,WPU061403992                  ,"PPI Commodity data for Chemicals and allied products-Bulk pesticides and other bulk synthetic organic agricultural chemicals, excluding preparation, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,187.2,188.3,195.9,,201.0
WPU061403994                  ,WPU061403994                  ,"PPI Commodity data for Chemicals and allied products-Reagent and high-purity grades of organic chemicals refined from purchased technical grades, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2017-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9,99.6,,,,
WPU061403995                  ,WPU061403995                  ,"PPI Commodity data for Chemicals and allied products-Natural organic chemicals, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8,104.4,106.7,110.1,111.2,
WPU061403996                  ,WPU061403996                  ,"PPI Commodity data for Chemicals and allied products-Synthetic organic alcohols, mixed and unmixed, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2017-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3,126.2,,,,
WPU061403997                  ,WPU061403997                  ,"PPI Commodity data for Chemicals and allied products-Synthetic organic chemicals for use as flavor and perfume materials, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.9,124.8,120.1,118.8,121.0,118.2
WPU061403999                  ,WPU061403999                  ,"PPI Commodity data for Chemicals and allied products-Synthetic organic plasticizers, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8,107.1,109.9,119.2,,106.5
WPU06140399A                  ,WPU06140399A                  ,"PPI Commodity data for Chemicals and allied products-Other synthetic organic chemicals, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,73.2,78.3,87.5,80.6,75.1
WPU06140399B                  ,WPU06140399B                  ,"PPI Commodity data for Chemicals and allied products-Miscellaneous end use chemicals and chemical products, excluding urea, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8,177.8,181.3,184.1,192.1,198.3
WPU06140399C                  ,WPU06140399C                  ,"PPI Commodity data for Chemicals and allied products-Miscellaneous cyclic and acyclic chemicals and chemical products, excluding fatty acid esters, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,91.7,108.0,119.8,103.0,87.0
WPU062                        ,WPU062                        ,"PPI Commodity data for Chemicals and allied products-Paints and allied products, not seasonally adjusted",Index base: 1982 = 100,1971-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,,,,60.5,64.3,68.5,71.4,78.5,89.7,,100.0,100.5,105.1,106.7,105.7,107.4,113.1,122.6,128.5,131.6,131.0,132.2,133.9,141.0,144.8,148.0,150.7,152.5,156.3,159.5,167.2,172.6,178.7,190.7,203.6,212.8,226.8,235.4,237.5,256.3,281.4,277.8,275.8,269.7,265.3,269.7,282.1,293.0,298.9
WPU0621                       ,WPU0621                       ,"PPI Commodity data for Chemicals and allied products-Prepared paint, not seasonally adjusted",Index base: 1982 = 100,1926-M13,2021-M11,18.6,18.6,18.3,18.1,18.1,16.6,15.3,14.8,15.9,15.9,15.9,15.9,17.3,17.3,17.5,17.8,18.5,18.5,18.5,18.5,19.3,26.9,27.3,27.6,27.1,29.7,30.1,30.3,30.8,31.2,32.7,34.5,35.0,35.0,35.0,36.1,36.1,36.1,36.5,36.7,37.2,38.1,39.9,41.5,42.8,44.0,44.9,46.5,55.4,63.5,66.3,69.4,73.2,77.8,89.5,95.1,100.0,100.7,103.7,105.3,107.0,108.1,112.2,119.5,124.8,129.9,131.6,133.2,135.3,142.1,147.2,152.1,154.9,157.4,160.8,164.4,166.9,170.8,175.7,187.9,201.3,208.8,223.0,236.4,237.1,248.1,270.3,273.7,276.3,273.0,271.6,274.6,285.6,299.1,305.2
WPU062101                     ,WPU062101                     ,"PPI Commodity data for Chemicals and allied products-Architectural coatings, not seasonally adjusted",Index base: 1982 = 100,1975-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,66.3,69.4,73.2,77.8,89.5,95.1,100.0,100.5,103.9,106.7,109.1,110.8,117.7,127.2,132.7,138.0,139.5,140.6,142.7,152.3,157.8,161.3,163.9,165.5,168.7,174.3,175.2,180.6,187.4,203.3,220.2,230.5,249.0,269.7,264.1,276.3,309.5,308.4,309.4,302.3,303.0,306.1,320.7,343.5,352.6
WPU06210104                   ,WPU06210104                   ,"PPI Commodity data for Chemicals and allied products-Architectural coatings, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,111.5,120.8,126.4,136.6,148.0,144.9,151.6,169.8,169.2,169.7,165.9,166.2,167.9,176.0,188.4,193.5
WPU062101041                  ,WPU062101041                  ,"PPI Commodity data for Chemicals and allied products-Exterior architectural coatings, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,98.5,100.3,103.0,107.1,113.4,115.9
WPU062101042                  ,WPU062101042                  ,"PPI Commodity data for Chemicals and allied products-Interior architectural coatings, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.8,97.3,96.5,96.5,101.6,109.5,112.7
WPU062102                     ,WPU062102                     ,"PPI Commodity data for Chemicals and allied products-OEM finishes excluding marine coatings, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,103.4,104.0,104.2,105.4,109.9,113.4,117.2,118.3,120.2,121.5,124.8,126.5,126.5,126.6,126.7,127.0,125.5,126.2,127.4,129.0,137.1,145.0,147.0,157.0,164.8,169.0,176.2,189.0,193.0,195.3,194.4,191.6,192.9,197.7,200.3,200.8
WPU06210201                   ,WPU06210201                   ,"PPI Commodity data for Chemicals and allied products-OEM finishes excluding marine coatings, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,103.4,104.0,104.2,105.4,109.9,113.4,117.2,118.3,120.2,121.5,124.8,126.5,126.5,126.6,126.7,127.0,125.5,126.2,127.4,129.0,137.1,145.0,147.0,157.0,164.8,169.0,176.2,189.0,193.0,195.3,194.4,191.6,192.9,197.7,200.3,200.8
WPU062102011                  ,WPU062102011                  ,"PPI Commodity data for Chemicals and allied products-Transportation finishes, except powdered and high-solids coatings, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,105.0,105.2,104.9,105.1,107.7,109.3,110.1
WPU062102012                  ,WPU062102012                  ,"PPI Commodity data for Chemicals and allied products-All other product finishes for original equipment manufacturers (OEM), excluding marine coating, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.8,101.1,99.3,100.1,102.5,103.8,103.8
