Descriptions:,Unit:,Multiplier:,Currency:,Unique Identifier:,Series Name:
Primary aluminum production  (NAICS = 331313pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N331313P.S,RIW.N331313P.S
Secondary smelting and alloying of aluminum  (NAICS = 331314); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N331314.S,RIW.N331314.S
"Misc. aluminum materials  (NAICS = 331315,8pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N331315A8M.S,RIW.N331315A8M.S
Aluminum extruded product  (NAICS = 331318pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N331318E.S,RIW.N331318E.S
Nonferrous metal (except aluminum) production and processing  (NAICS = 3314); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3314.S,RIW.G3314.S
Nonferrous metal (except aluminum) smelting and refining  (NAICS = 33141); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33141.S,RIW.G33141.S
Primary smelting and refining of copper  (NAICS = 33141pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33141C.S,RIW.G33141C.S
Primary smelting and refining of nonferrous metal (except copper and aluminum)  (NAICS = 33141pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N33141N.S,RIW.N33141N.S
Foundries  (NAICS = 3315); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3315.S,RIW.G3315.S
Forging and stamping  (NAICS = 3321); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3321.S,RIW.N3321.S
Cutlery and handtool  (NAICS = 3322); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3322.S,RIW.N3322.S
Architectural and structural metals  (NAICS = 3323); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3323.S,RIW.N3323.S
Hardware  (NAICS = 3325); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3325.S,RIW.G3325.S
Spring and wire product  (NAICS = 3326); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3326.S,RIW.N3326.S
"Machine shops; turned product; and screw, nut, and bolt  (NAICS = 3327); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3327.S,RIW.G3327.S
"Coating, engraving, heat treating, and allied activities  (NAICS = 3328); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3328.S,RIW.N3328.S
Other fabricated metal product  (NAICS = 3329); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3329.S,RIW.G3329.S
Ball and roller bearing  (NAICS = 332991); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G332991.S,RIW.G332991.S
"Agriculture, construction, and mining machinery  (NAICS = 3331); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3331.S,RIW.G3331.S
Agricultural implement  (NAICS = 33311); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33311.S,RIW.G33311.S
Farm machinery and equipment  (NAICS = 333111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G333111.S,RIW.G333111.S
Construction machinery  (NAICS = 33312); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33312.S,RIW.G33312.S
Mining and oil and gas field machinery  (NAICS = 33313); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N33313.S,RIW.N33313.S
Industrial machinery  (NAICS = 3332); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3332.S,RIW.G3332.S
"Commercial and service industry machinery and other general purpose machinery  (NAICS = 3333,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3333A9.S,RIW.G3333A9.S
"HVAC, metalworking, and power transmission machinery  (NAICS = 3334-6); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3334T6.S,RIW.G3334T6.S
"Ventilation, heating, air-conditioning, and commercial refrigeration equipment  (NAICS = 3334); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3334.S,RIW.G3334.S
Metalworking machinery  (NAICS = 3335); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3335.S,RIW.G3335.S
"Engine, turbine, and power transmission equipment  (NAICS = 3336); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3336.S,RIW.G3336.S
Audio and video equipment  (NAICS = 3343); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3343.S,RIW.G3343.S
Semiconductor and other electronic component  (NAICS = 3344); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3344.S,RIW.G3344.S
"Navigational, measuring, electromedical, and control instruments  (NAICS = 3345); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3345.S,RIW.G3345.S
Household appliance  (NAICS = 3352); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3352.S,RIW.G3352.S
Small electrical appliance  (NAICS = 33521); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33521.S,RIW.G33521.S
Major appliance  (NAICS = 33522); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33522.S,RIW.G33522.S
"Electrical equipment except appliances  (NAICS = 3351,3,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G335@2.S,RIW.G335@2.S
Electric lighting equipment  (NAICS = 3351); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3351.S,RIW.G3351.S
Electrical equipment  (NAICS = 3353); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3353.S,RIW.G3353.S
Other electrical equipment and component  (NAICS = 3359); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3359.S,RIW.G3359.S
Battery  (NAICS = 33591); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33591.S,RIW.G33591.S
Communication and energy wire and cable  (NAICS = 33592); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N33592.S,RIW.N33592.S
"Other electrical equipment  (NAICS = 33593,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G33593T9.S,RIW.G33593T9.S
Transportation equipment  (NAICS = 336); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G336.S,RIW.G336.S
Automobile and light duty motor vehicle  (NAICS = 33611); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33611.S,RIW.G33611.S
Automobile  (NAICS = 336111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G336111.S,RIW.G336111.S
Light truck and utility vehicle  (NAICS = 336112); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G336112.S,RIW.G336112.S
Heavy duty truck  (NAICS = 33612); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33612.S,RIW.G33612.S
Motor vehicle body and trailer  (NAICS = 3362); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3362.S,RIW.G3362.S
Truck trailer  (NAICS = 336212); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G336212.S,RIW.G336212.S
Motor home  (NAICS = 336213); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N336213.S,RIW.N336213.S
Travel trailer and camper  (NAICS = 336214); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G336214.S,RIW.G336214.S
Aerospace product and parts  (NAICS = 3364); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3364.S,RIW.G3364.S
Aircraft and parts  (NAICS = 336411-3); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G336411T3.S,RIW.G336411T3.S
"Railroad eq., ships and boats, and other transportation equipment  (NAICS = 3365-9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3365T9.S,RIW.G3365T9.S
Railroad rolling stock  (NAICS = 3365); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3365.S,RIW.N3365.S
Ship and boat building  (NAICS = 3366); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3366.S,RIW.G3366.S
Other transportation equipment  (NAICS = 3369); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3369.S,RIW.N3369.S
Household and institutional furniture and kitchen cabinet  (NAICS = 3371); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3371.S,RIW.N3371.S
"Office and other furniture  (NAICS = 3372,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3372A9.S,RIW.G3372A9.S
Medical equipment and supplies  (NAICS = 3391); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3391.S,RIW.N3391.S
Logging  (NAICS = 1133); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N1133.S,RIW.N1133.S
"Newspaper, periodical, book, and directory publishers  (NAICS = 5111); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G5111.S,RIW.G5111.S
Newspaper publishers  (NAICS = 51111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G51111.S,RIW.G51111.S
"Periodical, book, and other publishers  (NAICS = 51112-9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G51112T9.S,RIW.G51112T9.S
Crude processing (capacity); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B5610C.S,RIW.B5610C.S
Primary & semifinished processing (capacity); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B562A3C.S,RIW.B562A3C.S
Finished processing (capacity); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B5640C.S,RIW.B5640C.S
Final products; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B50002.S,RIW.B50002.S
"Autos and trucks, consumer; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.B51111.S,RIW.B51111.S
Auto parts and allied goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51112.S,RIW.B51112.S
Other durable goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51120.S,RIW.B51120.S
Household appliances; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B511221.S,RIW.B511221.S
Carpeting and furniture; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B511222.S,RIW.B511222.S
Miscellaneous nondurable goods; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51215.S,RIW.B51215.S
Fuels; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51221.S,RIW.B51221.S
Residential utilities; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51222.S,RIW.B51222.S
"Equipment, total; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.B52000.S,RIW.B52000.S
Business vehicles; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3361E.S,RIW.G3361E.S
Business light vehicles; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G33611E.S,RIW.G33611E.S
"Automobile, business  (NAICS = 336111pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G336111B.S,RIW.G336111B.S
"Light trucks, business  (NAICS = 336112pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G336112B.S,RIW.G336112B.S
Industrial equipment; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52131.S,RIW.B52131.S
Other equipment; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52132.S,RIW.B52132.S
Oil and gas well drilling and manufactured homes; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52200.S,RIW.B52200.S
Nonindustrial supplies; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B54000.S,RIW.B54000.S
Non-energy business supplies; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B54210.S,RIW.B54210.S
Computer and other board assemblies and parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53121.S,RIW.B53121.S
"Semiconductors, printed circuit boards, and other; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.B53122.S,RIW.B53122.S
Other equipment parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53123.S,RIW.B53123.S
Basic metals; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53131.S,RIW.B53131.S
Miscellaneous durable materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53132.S,RIW.B53132.S
Other nondurable materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53240.S,RIW.B53240.S
Containers; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53241.S,RIW.B53241.S
Miscellaneous nondurable materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53242.S,RIW.B53242.S
