Descriptions:,Unit:,Multiplier:,Currency:,Unique Identifier:,Series Name:
Other food  (NAICS = 3119); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3119.S,IP.G3119.S
Other food  (NAICS = 3119); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3119.N,IP.G3119.N
Coffee and tea  (NAICS = 31192); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G31192.S,IP.G31192.S
Coffee and tea  (NAICS = 31192); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G31192.N,IP.G31192.N
Beverage and tobacco product  (NAICS = 312); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G312.S,IP.G312.S
Beverage and tobacco product  (NAICS = 312); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G312.N,IP.G312.N
Beverage  (NAICS = 3121); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3121.S,IP.G3121.S
Beverage  (NAICS = 3121); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3121.N,IP.G3121.N
Soft drink and ice  (NAICS = 31211); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N31211.S,IP.N31211.S
Soft drink and ice  (NAICS = 31211); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N31211.N,IP.N31211.N
Breweries  (NAICS = 31212); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N31212.S,IP.N31212.S
Breweries  (NAICS = 31212); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N31212.N,IP.N31212.N
Tobacco  (NAICS = 3122); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3122.S,IP.G3122.S
Tobacco  (NAICS = 3122); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3122.N,IP.G3122.N
Textile mills  (NAICS = 313); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G313.S,IP.G313.S
Textile mills  (NAICS = 313); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G313.N,IP.G313.N
"Fiber, yarn, and thread mills  (NAICS = 3131); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3131.S,IP.G3131.S
"Fiber, yarn, and thread mills  (NAICS = 3131); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3131.N,IP.G3131.N
Fabric mills  (NAICS = 3132); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3132.S,IP.G3132.S
Fabric mills  (NAICS = 3132); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3132.N,IP.G3132.N
Textile and fabric finishing and fabric coating mills  (NAICS = 3133); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3133.S,IP.G3133.S
Textile and fabric finishing and fabric coating mills  (NAICS = 3133); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3133.N,IP.G3133.N
Textile product mills  (NAICS = 314); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G314.S,IP.G314.S
Textile product mills  (NAICS = 314); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G314.N,IP.G314.N
Textile furnishings mills  (NAICS = 3141); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3141.S,IP.G3141.S
Textile furnishings mills  (NAICS = 3141); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3141.N,IP.G3141.N
Carpet and rug mills  (NAICS = 31411); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G31411.S,IP.G31411.S
Carpet and rug mills  (NAICS = 31411); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G31411.N,IP.G31411.N
Other textile product mills  (NAICS = 3149); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3149.S,IP.G3149.S
Other textile product mills  (NAICS = 3149); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3149.N,IP.G3149.N
Apparel  (NAICS = 315); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G315.S,IP.G315.S
Apparel  (NAICS = 315); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G315.N,IP.G315.N
Leather and allied product  (NAICS = 316); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G316.S,IP.G316.S
Leather and allied product  (NAICS = 316); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G316.N,IP.G316.N
Paper  (NAICS = 322); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G322.S,IP.G322.S
Paper  (NAICS = 322); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G322.N,IP.G322.N
"Pulp, paper, and paperboard mills  (NAICS = 3221); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3221.S,IP.G3221.S
"Pulp, paper, and paperboard mills  (NAICS = 3221); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3221.N,IP.G3221.N
Pulp mills  (NAICS = 32211); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32211.S,IP.N32211.S
Pulp mills  (NAICS = 32211); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32211.N,IP.N32211.N
Paper mills  (NAICS = 32212); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32212.S,IP.G32212.S
Paper mills  (NAICS = 32212); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32212.N,IP.G32212.N
Paper (except newsprint) mills  (NAICS = 322121); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N322121.S,IP.N322121.S
Paper (except newsprint) mills  (NAICS = 322121); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N322121.N,IP.N322121.N
Paperboard mills  (NAICS = 32213); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32213.S,IP.N32213.S
Paperboard mills  (NAICS = 32213); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32213.N,IP.N32213.N
Converted paper product  (NAICS = 3222); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3222.S,IP.G3222.S
Converted paper product  (NAICS = 3222); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3222.N,IP.G3222.N
Paperboard container  (NAICS = 32221); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32221.S,IP.N32221.S
Paperboard container  (NAICS = 32221); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32221.N,IP.N32221.N
Paper bag and coated and treated paper  (NAICS = 32222); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32222.S,IP.G32222.S
Paper bag and coated and treated paper  (NAICS = 32222); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32222.N,IP.G32222.N
"Other converted paper products  (NAICS = 32223,9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32223A9.S,IP.G32223A9.S
"Other converted paper products  (NAICS = 32223,9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32223A9.N,IP.G32223A9.N
Printing and related support activities  (NAICS = 323); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G323.S,IP.G323.S
Printing and related support activities  (NAICS = 323); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G323.N,IP.G323.N
Petroleum and coal products  (NAICS = 324); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G324.S,IP.G324.S
Petroleum and coal products  (NAICS = 324); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G324.N,IP.G324.N
Petroleum refineries  (NAICS = 32411); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32411.S,IP.G32411.S
Petroleum refineries  (NAICS = 32411); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32411.N,IP.G32411.N
Aviation fuel and kerosene  (NAICS = 32411pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411A.S,IP.N32411A.S
Aviation fuel and kerosene  (NAICS = 32411pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411A.N,IP.N32411A.N
Distillate fuel oil  (NAICS = 32411pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411D.S,IP.N32411D.S
Distillate fuel oil  (NAICS = 32411pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411D.N,IP.N32411D.N
Automotive gasoline  (NAICS = 32411pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411G.S,IP.N32411G.S
Automotive gasoline  (NAICS = 32411pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411G.N,IP.N32411G.N
Residual fuel oil  (NAICS = 32411pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411R.S,IP.N32411R.S
Residual fuel oil  (NAICS = 32411pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32411R.N,IP.N32411R.N
Other refinery output  (NAICS = 32411pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32411X.S,IP.G32411X.S
Other refinery output  (NAICS = 32411pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32411X.N,IP.G32411X.N
"Paving, roofing, and other petroleum and coal products  (NAICS = 32412,9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32412A9.S,IP.N32412A9.S
"Paving, roofing, and other petroleum and coal products  (NAICS = 32412,9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32412A9.N,IP.N32412A9.N
Chemical  (NAICS = 325); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G325.S,IP.G325.S
Chemical  (NAICS = 325); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G325.N,IP.G325.N
Basic chemical  (NAICS = 3251); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3251.S,IP.G3251.S
Basic chemical  (NAICS = 3251); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3251.N,IP.G3251.N
"Organic chemicals  (NAICS = 32511,9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32511A9.S,IP.G32511A9.S
"Organic chemicals  (NAICS = 32511,9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32511A9.N,IP.G32511A9.N
Basic inorganic chemicals  (NAICS = 32512-8); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32512T8.S,IP.G32512T8.S
Basic inorganic chemicals  (NAICS = 32512-8); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32512T8.N,IP.G32512T8.N
Industrial gas  (NAICS = 32512); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32512.S,IP.G32512.S
Industrial gas  (NAICS = 32512); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32512.N,IP.G32512.N
Synthetic dye and pigment  (NAICS = 32513); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32513.S,IP.G32513.S
Synthetic dye and pigment  (NAICS = 32513); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32513.N,IP.G32513.N
Other basic inorganic chemical  (NAICS = 32518pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32518.S,IP.G32518.S
Other basic inorganic chemical  (NAICS = 32518pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32518.N,IP.G32518.N
Alkalies and chlorine  (NAICS = 32518pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32518C.S,IP.N32518C.S
Alkalies and chlorine  (NAICS = 32518pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N32518C.N,IP.N32518C.N
"Resin, synthetic rubber, and artificial and synthetic fibers and filaments  (NAICS = 3252); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3252.S,IP.G3252.S
"Resin, synthetic rubber, and artificial and synthetic fibers and filaments  (NAICS = 3252); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3252.N,IP.G3252.N
Resin and synthetic rubber  (NAICS = 32521); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32521.S,IP.G32521.S
Resin and synthetic rubber  (NAICS = 32521); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32521.N,IP.G32521.N
Plastics material and resin  (NAICS = 325211); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N325211.S,IP.N325211.S
Plastics material and resin  (NAICS = 325211); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.N325211.N,IP.N325211.N
Synthetic rubber  (NAICS = 325212); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G325212.S,IP.G325212.S
Synthetic rubber  (NAICS = 325212); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G325212.N,IP.G325212.N
Artificial and synthetic fibers and filaments  (NAICS = 32522); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32522.S,IP.G32522.S
Artificial and synthetic fibers and filaments  (NAICS = 32522); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32522.N,IP.G32522.N
"Pesticide, fertilizer, and other agricultural chemical  (NAICS = 3253); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3253.S,IP.G3253.S
"Pesticide, fertilizer, and other agricultural chemical  (NAICS = 3253); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3253.N,IP.G3253.N
Pharmaceutical and medicine  (NAICS = 3254); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3254.S,IP.G3254.S
Pharmaceutical and medicine  (NAICS = 3254); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3254.N,IP.G3254.N
"Chemicals except pharmaceuticals and medicines  (NAICS = 3251-3,5-9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G325@4.S,IP.G325@4.S
"Chemicals except pharmaceuticals and medicines  (NAICS = 3251-3,5-9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G325@4.N,IP.G325@4.N
"Paints, soaps and toiletries, and other chemical products  (NAICS = 3255-9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3255T9.S,IP.G3255T9.S
"Paints, soaps and toiletries, and other chemical products  (NAICS = 3255-9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3255T9.N,IP.G3255T9.N
"Paints and other chemical products  (NAICS = 3255,9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3255A9.S,IP.G3255A9.S
"Paints and other chemical products  (NAICS = 3255,9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3255A9.N,IP.G3255A9.N
"Paint, coating, and adhesive  (NAICS = 3255); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3255.S,IP.G3255.S
"Paint, coating, and adhesive  (NAICS = 3255); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3255.N,IP.G3255.N
Paint and coating  (NAICS = 32551); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32551.S,IP.G32551.S
Paint and coating  (NAICS = 32551); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32551.N,IP.G32551.N
"Soap, cleaning compound, and toilet preparation  (NAICS = 3256); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3256.S,IP.G3256.S
"Soap, cleaning compound, and toilet preparation  (NAICS = 3256); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3256.N,IP.G3256.N
Plastics and rubber products  (NAICS = 326); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G326.S,IP.G326.S
Plastics and rubber products  (NAICS = 326); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G326.N,IP.G326.N
Plastics product  (NAICS = 3261); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3261.S,IP.G3261.S
Plastics product  (NAICS = 3261); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3261.N,IP.G3261.N
Rubber product  (NAICS = 3262); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3262.S,IP.G3262.S
Rubber product  (NAICS = 3262); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G3262.N,IP.G3262.N
Tire  (NAICS = 32621); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32621.S,IP.G32621.S
Tire  (NAICS = 32621); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32621.N,IP.G32621.N
"Rubber products ex. tires  (NAICS = 32622,9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32622A9.S,IP.G32622A9.S
"Rubber products ex. tires  (NAICS = 32622,9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G32622A9.N,IP.G32622A9.N
"Newspaper, periodical, book, and directory publishers  (NAICS = 5111); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G5111.S,IP.G5111.S
"Newspaper, periodical, book, and directory publishers  (NAICS = 5111); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G5111.N,IP.G5111.N
Newspaper publishers  (NAICS = 51111); s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G51111.S,IP.G51111.S
Newspaper publishers  (NAICS = 51111); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G51111.N,IP.G51111.N
"Periodical, book, and other publishers  (NAICS = 51112-9); s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G51112T9.S,IP.G51112T9.S
"Periodical, book, and other publishers  (NAICS = 51112-9); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_NONDURABLE_GOODS_DETAIL/IP.G51112T9.N,IP.G51112T9.N
Oil and gas extraction  (NAICS = 211); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211.S,IP.G211.S
Oil and gas extraction  (NAICS = 211); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211.N,IP.G211.N
Crude petroleum and natural gas extraction  (NAICS = 211111); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211111.S,IP.G211111.S
Crude petroleum and natural gas extraction  (NAICS = 211111); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211111.N,IP.G211111.N
Crude oil  (NAICS = 211111pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211111C.S,IP.G211111C.S
Crude oil  (NAICS = 211111pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211111C.N,IP.G211111C.N
Natural gas  (NAICS = 211111pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N211111G.S,IP.N211111G.S
Natural gas  (NAICS = 211111pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N211111G.N,IP.N211111G.N
Natural gas liquid extraction  (NAICS = 211112); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211112.S,IP.G211112.S
Natural gas liquid extraction  (NAICS = 211112); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G211112.N,IP.G211112.N
Mining (except oil and gas)  (NAICS = 212); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G212.S,IP.G212.S
Mining (except oil and gas)  (NAICS = 212); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G212.N,IP.G212.N
Coal mining  (NAICS = 2121); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2121.S,IP.N2121.S
Coal mining  (NAICS = 2121); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2121.N,IP.N2121.N
Metal ore mining  (NAICS = 2122); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2122.S,IP.G2122.S
Metal ore mining  (NAICS = 2122); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2122.N,IP.G2122.N
Iron ore mining  (NAICS = 21221); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N21221.S,IP.N21221.S
Iron ore mining  (NAICS = 21221); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N21221.N,IP.N21221.N
Gold ore and silver ore mining  (NAICS = 21222); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G21222.S,IP.G21222.S
Gold ore and silver ore mining  (NAICS = 21222); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G21222.N,IP.G21222.N
"Copper, nickel, lead, and zinc mining  (NAICS = 21223); s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G21223.S,IP.G21223.S
"Copper, nickel, lead, and zinc mining  (NAICS = 21223); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G21223.N,IP.G21223.N
Nonmetallic mineral mining and quarrying  (NAICS = 2123); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2123.S,IP.G2123.S
Nonmetallic mineral mining and quarrying  (NAICS = 2123); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2123.N,IP.G2123.N
Support activities for mining  (NAICS = 213); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G213.S,IP.G213.S
Support activities for mining  (NAICS = 213); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G213.N,IP.G213.N
Drilling oil and gas wells  (NAICS = 213111); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N213111.S,IP.N213111.S
Drilling oil and gas wells  (NAICS = 213111); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N213111.N,IP.N213111.N
"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2211.S,IP.G2211.S
"Electric power generation, transmission, and distribution  (NAICS = 2211); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2211.N,IP.G2211.N
Electric power generation  (NAICS = 22111); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G22111.S,IP.G22111.S
