index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WDU11710131                   ,WDU11710131                   ,"PPI Commodity data for Machinery and equipment-Blade or pin wire connectors, not seasonally adjusted, discontinued",Index base: 1982 = 100,1985-M01,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.3,112.4,,,,,,,,113.8,120.2,122.1,128.2,132.2,130.7,,,,,,,,,,,,,,,,,,,,
WDU11710133                   ,WDU11710133                   ,"PPI Commodity data for Machinery and equipment-Terminal blocks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.2,,122.8,126.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710134                   ,WDU11710134                   ,"PPI Commodity data for Machinery and equipment-Other current-carrying wiring devices, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105.8,111.6,116.7,121.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710135                   ,WDU11710135                   ,"PPI Commodity data for Machinery and equipment-Other wire connectors, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,104.4,104.6,105.8,106.7,106.1,,,,,,,,,,,,,,,,,,,,
WDU11710136                   ,WDU11710136                   ,"PPI Commodity data for Machinery and equipment-Terminal blocks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.2,,122.8,126.1,,,,,,,,157.7,167.8,174.2,175.5,176.5,178.1,,,,,,,,,,,,,,,,,,,,
WDU11710137                   ,WDU11710137                   ,"PPI Commodity data for Machinery and equipment-Other current carrying wiring devices, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105.8,111.6,116.7,121.3,121.2,123.7,125.4,125.0,129.4,132.1,131.6,134.8,144.3,147.6,150.0,147.3,143.1,,,,,,,,,,,,,,,,,,,,
WDU11710138                   ,WDU11710138                   ,"PPI Commodity data for Machinery and equipment-General-use flush-mounted switches, except dimmers, not seasonally adjusted, discontinued",Index base: 1993.12 = 100,1993-M12,1999-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,102.7,105.0,106.4,107.1,,,,,,,,,,,,,,,,,,,,,
WDU11710139                   ,WDU11710139                   ,"PPI Commodity data for Machinery and equipment-Pressure connectors, not seasonally adjusted, discontinued",Index base: 1993.12 = 100,1993-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,107.1,112.9,113.6,115.6,118.7,,,,,,,,,,,,,,,,,,,,
WDU11710142                   ,WDU11710142                   ,"PPI Commodity data for Machinery and equipment-Convenience & power outlets, ex. pin & sleeve, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,2000-M02,2006-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,94.0,86.6,85.1,84.7,86.3,,,,,,,,,,,,,,
WDU11710145                   ,WDU11710145                   ,"PPI Commodity data for Machinery and equipment-Lampholders, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,101.2,102.3,102.0,102.4,104.9,,,,,,,,,,,,,,
WDU11710146                   ,WDU11710146                   ,"PPI Commodity data for Machinery and equipment-Current carrying wiring devices, n.e.c., not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.0,99.1,99.1,100.6,104.0,,,,,,,,,,,,,,
WDU11710211                   ,WDU11710211                   ,"PPI Commodity data for Machinery and equipment-Ground rod 5/8"" diameter, x8' long, not seasonally adjusted, discontinued",Index base: 1967 = 100,1962-M12,1981-M13,,,,,,,,,,,,,,,,85.6,85.6,86.1,90.1,93.1,100.0,105.7,112.2,,,135.0,135.6,161.0,188.5,191.8,194.9,206.1,,246.8,269.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710212                   ,WDU11710212                   ,"PPI Commodity data for Machinery and equipment-Insulator pin, galvanized steel, not seasonally adjusted, discontinued",Index base: 1967 = 100,1962-M12,1981-M13,,,,,,,,,,,,,,,,98.7,99.1,98.9,98.2,99.5,100.0,103.8,112.2,123.5,131.6,134.4,137.7,167.3,197.8,181.9,188.8,204.7,241.9,292.8,329.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710213                   ,WDU11710213                   ,"PPI Commodity data for Machinery and equipment-Guy clamp, 3 bolt, 6 inches long, not seasonally adjusted, discontinued",Index base: 1967 = 100,1962-M12,1973-M13,,,,,,,,,,,,,,,,95.6,95.7,96.0,96.1,98.8,100.0,105.1,110.0,115.8,124.9,128.0,131.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710214                   ,WDU11710214                   ,"PPI Commodity data for Machinery and equipment-Cross arm bolt, 5/8 inch dia., not seasonally adjusted, discontinued",Index base: 1967 = 100,1962-M12,1981-M13,,,,,,,,,,,,,,,,97.4,97.8,98.1,97.6,99.2,100.0,106.1,110.0,115.9,123.7,125.9,129.6,166.0,200.2,188.1,192.0,213.4,247.6,284.6,335.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710251                   ,WDU11710251                   ,"PPI Commodity data for Machinery and equipment-Porcelain electrical supply mfg, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1991-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,94.7,101.5,112.8,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710261                   ,WDU11710261                   ,"PPI Commodity data for Machinery and equipment-Stamped metal covers, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1990-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710264                   ,WDU11710264                   ,"PPI Commodity data for Machinery and equipment-Plastic boxes and covers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1987-M01,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.7,134.9,141.0,150.2,157.4,158.3,159.9,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710265                   ,WDU11710265                   ,"PPI Commodity data for Machinery and equipment-Wall plate, plastic for switch, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1986-M06,,,,,,,,,,,,,,,24.8,24.8,25.2,25.3,25.3,26.5,27.7,29.3,30.7,33.4,35.2,36.0,37.1,42.8,48.6,52.7,57.3,62.3,69.8,78.4,90.7,100.0,107.3,122.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710266                   ,WDU11710266                   ,"PPI Commodity data for Machinery and equipment-Stamped metal outlet box, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1993-M13,,,,,,,,,,,,,,,,,,,,,28.2,28.5,29.8,31.4,,,,,,,60.7,68.2,75.5,82.7,91.2,100.0,105.2,114.9,119.7,152.0,160.1,168.7,171.7,179.4,179.7,187.2,195.7,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710267                   ,WDU11710267                   ,"PPI Commodity data for Machinery and equipment-Stamped metal switch and receptacle box, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,2004-M13,,,,,,,,,,,,,,,,,,,,,26.7,27.6,29.1,30.1,,,,,,,61.0,69.2,76.1,83.9,92.7,100.0,102.3,110.4,116.3,132.9,138.5,145.5,151.0,158.0,160.8,166.5,172.9,179.1,183.5,186.3,189.0,191.5,192.8,183.0,195.4,195.4,196.1,205.2,,,,,,,,,,,,,,,
WDU11710268                   ,WDU11710268                   ,"PPI Commodity data for Machinery and equipment-Conduit box, cast metal, not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1981-M13,,,,,,,,,,,,,,,,,,,,,100.0,104.2,111.6,121.4,131.9,139.5,141.8,171.9,201.2,212.8,231.8,250.9,286.0,319.5,352.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710269                   ,WDU11710269                   ,"PPI Commodity data for Machinery and equipment-Conduit outlet body, lb, 3/4 in., not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1981-M13,,,,,,,,,,,,,,,,,,,,,100.0,104.5,113.0,125.2,122.4,131.2,132.9,153.0,179.5,191.5,210.5,228.2,257.1,283.2,317.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710271                   ,WDU11710271                   ,"PPI Commodity data for Machinery and equipment-Rigid conduit, galv. steel, not seasonally adjusted, discontinued",Index base: 1972.12 = 100,1972-M12,1981-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3,168.2,219.6,197.9,195.1,220.6,246.4,245.8,287.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710273                   ,WDU11710273                   ,"PPI Commodity data for Machinery and equipment-Electrical metal tubing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M12,1986-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7,65.7,75.3,71.6,72.0,,,,,100.0,100.1,114.3,117.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710274                   ,WDU11710274                   ,"PPI Commodity data for Machinery and equipment-Rigid metal conduit, not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M12,1996-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,54.6,71.3,64.2,63.3,71.6,80.0,79.8,95.1,,,,,,,,,113.6,115.3,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710276                   ,WDU11710276                   ,"PPI Commodity data for Machinery and equipment-Metal raceway and wireway: surface and underfloor, not seasonally adjusted, discontinued",Index base: 1982 = 100,1984-M12,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9,111.7,114.8,119.7,121.3,124.6,129.9,131.9,133.7,137.5,143.8,144.4,148.3,150.6,154.3,,,,,,,,,,,,,,,,,,,,
WDU11710278                   ,WDU11710278                   ,"PPI Commodity data for Machinery and equipment-Fittings: cast conduit body, cover, and gasket, not seasonally adjusted, discontinued",Index base: 1982 = 100,1985-M03,2000-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.9,145.8,155.3,169.7,185.2,200.8,213.0,223.6,233.9,245.0,254.3,268.1,,,,,,,,,,,,,,,,,,,,,,,
WDU11710279                   ,WDU11710279                   ,"PPI Commodity data for Machinery and equipment-Fittings, except cast conduit body, cover, & gasket, not seasonally adjusted, discontinued",Index base: 1982 = 100,1987-M01,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1,130.1,141.8,151.1,154.6,162.3,168.5,174.2,183.1,190.6,198.1,204.5,209.1,213.9,218.8,223.9,228.3,239.3,,,,,,,,,,,,,,,
WDU11710281                   ,WDU11710281                   ,"PPI Commodity data for Machinery and equipment-EMT fittings, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M05,1995-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,101.4,105.5,105.9,111.2,116.8,133.7,130.9,117.3,118.5,118.6,121.8,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710282                   ,WDU11710282                   ,"PPI Commodity data for Machinery and equipment-Cable, cord and flexible conduit fittings, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1987-M01,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6,138.9,183.3,178.7,157.9,159.9,160.1,162.2,170.4,179.0,187.9,195.8,198.9,205.4,212.9,220.1,221.1,228.5,,,,,,,,,,,,,,,
WDU11710283                   ,WDU11710283                   ,"PPI Commodity data for Machinery and equipment-Other electrical metal conduit fittings, not seasonally adjusted, discontinued",Index base: 1982 = 100,1987-M01,1995-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,108.9,117.0,122.4,131.0,140.1,147.1,154.5,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710284                   ,WDU11710284                   ,"PPI Commodity data for Machinery and equipment-Cast metal box, cover, gasket, & access.: junction, not seasonally adjusted, discontinued",Index base: 1982 = 100,1984-M12,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,121.0,123.9,131.3,141.4,147.3,153.6,158.7,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710285                   ,WDU11710285                   ,"PPI Commodity data for Machinery and equipment-Cast metal box, cover, gasket & access. ex. junction, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M09,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9,115.7,116.1,,,,,,,,,183.3,189.9,193.2,200.9,205.2,204.8,213.8,220.6,230.6,241.8,260.5,,,,,,,,,,,,,,,
WDU11710286                   ,WDU11710286                   ,"PPI Commodity data for Machinery and equipment-Commercial pole and transmission line hardware, not seasonally adjusted, discontinued",Index base: 1982 = 100,1986-M03,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1,112.6,114.9,123.6,130.6,135.0,137.0,141.8,144.8,152.8,155.5,159.4,158.8,157.6,161.8,162.4,165.9,166.0,174.0,,,,,,,,,,,,,,,
WDU11710289                   ,WDU11710289                   ,"PPI Commodity data for Machinery and equipment-Other noncurrent-carrying wiring devices, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,106.6,110.3,113.0,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11710294                   ,WDU11710294                   ,"PPI Commodity data for Machinery and equipment-Flexible nonmetallic conduit, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,102.1,107.2,114.8,120.7,123.1,124.3,125.6,,,130.9,134.3,135.2,135.6,137.3,137.7,137.8,140.5,,,,,,,,,,,,,,,
WDU11710298                   ,WDU11710298                   ,"PPI Commodity data for Machinery and equipment-Other noncurrent-carrying wiring devices, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,106.6,110.3,113.0,113.1,116.2,123.6,132.6,138.2,144.6,148.4,153.8,164.5,185.6,192.5,198.4,202.5,208.9,212.1,209.6,213.8,217.5,225.9,,,,,,,,,,,,,,,
WDU117201                     ,WDU117201                     ,"PPI Commodity data for Machinery and equipment-Electrical (direct meas.) instr., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M13,19.7,20.6,20.8,21.6,24.5,24.0,25.0,26.2,26.4,27.7,30.3,32.3,33.5,34.6,35.1,35.5,35.5,35.5,35.7,37.9,40.0,42.5,44.3,46.8,50.1,51.1,51.8,56.2,62.4,66.1,68.8,72.3,76.0,81.4,91.1,100.0,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720101                   ,WDU11720101                   ,"PPI Commodity data for Machinery and equipment-Watt-hour meter, single phase, 30 amp., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M13,43.7,44.5,44.6,45.9,53.2,53.0,53.6,53.8,50.8,47.0,49.6,51.9,53.5,53.5,52.6,52.5,51.8,51.6,51.1,51.1,51.6,52.4,52.4,53.5,53.9,53.9,53.9,58.1,65.2,69.2,72.0,75.3,78.9,75.9,87.9,100.0,104.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720111                   ,WDU11720111                   ,"PPI Commodity data for Machinery and equipment-Voltmeter, d.c., panel type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M09,13.5,14.2,13.5,14.0,15.2,14.4,15.4,16.6,16.5,17.6,19.3,20.7,21.5,23.5,24.6,24.9,25.0,25.0,25.5,29.7,32.3,34.8,37.2,39.8,44.0,44.6,45.6,50.0,55.4,61.5,67.0,72.2,79.2,87.9,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720112                   ,WDU11720112                   ,"PPI Commodity data for Machinery and equipment-Voltmeter,portable type . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1970-M13,35.6,38.4,39.5,42.8,49.5,50.6,53.4,59.4,63.1,68.6,74.8,80.4,80.6,83.1,86.4,89.3,89.6,91.9,92.4,91.6,100.0,114.2,122.0,130.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720121                   ,WDU11720121                   ,"PPI Commodity data for Machinery and equipment-Ammeter,panel type. . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,41.2,43.0,43.6,47.2,55.3,53.8,55.9,59.5,60.4,63.6,68.6,72.6,77.9,84.2,86.8,87.9,88.2,88.2,85.4,94.0,100.0,107.2,113.2,121.2,132.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720122                   ,WDU11720122                   ,"PPI Commodity data for Machinery and equipment-Ammeter,portable type . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1968-M13,,,,,,,,,,,,,,,,,,,,,100.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720131                   ,WDU11720131                   ,"PPI Commodity data for Machinery and equipment-Wattmeter, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M12,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,76.2,77.5,81.8,83.6,91.7,100.0,104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720137                   ,WDU11720137                   ,"PPI Commodity data for Machinery and equipment-I.c. engine analyzer, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M12,1972-M13,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11720139                   ,WDU11720139                   ,"PPI Commodity data for Machinery and equipment-Instrument and relay transformers, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1981-M06,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.3,109.8,124.5,132.3,141.1,137.8,139.9,131.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
