index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
WDU159A03                     ,WDU159A03                     ,"PPI Commodity data for Miscellaneous products-Feathers, plumes, and artificial trees and flowers, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2009-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,99.1,103.0,109.9,115.0,115.0,119.8,120.4,120.6,129.7,136.1,135.8,137.8,136.1,140.3,143.6,144.4,139.9,139.1,151.5,154.3,152.2,155.4,159.5,,,,,,,,,
WDU159A0301                   ,WDU159A0301                   ,"PPI Commodity data for Miscellaneous products-Artifical Christmas trees, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M01,1996-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6,109.5,110.9,110.8,110.8,112.7,,,,,,,,,,,,,,,,,,,,,,
WDU159A0302                   ,WDU159A0302                   ,"PPI Commodity data for Miscellaneous products-Artifical flowers, feathers and plumes, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1998-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,97.8,100.2,107.8,115.7,116.7,124.9,125.0,125.4,138.9,149.1,147.9,148.2,,,,,,,,,,,,,,,,,,,,
WDU159A0303                   ,WDU159A0303                   ,"PPI Commodity data for Miscellaneous products-Feathers, plumes, and artificial trees and flowers, not seasonally adjusted, discontinued",Index base: 1998.12 = 100,1998-M12,2009-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,103.2,105.6,106.2,102.9,102.3,111.4,113.5,112.0,114.3,117.3,,,,,,,,,
WDU159A0401                   ,WDU159A0401                   ,"PPI Commodity data for Miscellaneous products-Electric signs, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2008-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.8,105.6,107.4,112.3,115.7,118.1,123.0,125.0,129.7,132.2,134.3,138.2,138.9,138.7,140.4,141.3,141.2,142.2,146.7,153.4,157.2,158.2,,,,,,,,,,
WDU159A0403                   ,WDU159A0403                   ,"PPI Commodity data for Miscellaneous products-Advertising specialties, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,103.1,106.2,109.4,114.3,114.3,119.1,121.8,122.5,123.5,125.3,126.2,128.8,,132.7,133.1,133.1,132.5,132.2,132.2,,,,137.9,136.8,137.1,,,,,,,
WDU159A041                    ,WDU159A041                    ,"PPI Commodity data for Miscellaneous products-Electric signs, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.8,105.6,107.4,112.3,115.7,118.1,123.0,125.0,129.7,132.2,134.3,138.2,138.9,138.7,140.4,141.3,141.2,142.2,146.7,153.4,157.2,158.2,153.4,152.8,152.9,,,,,,,
WDU159A0411                   ,WDU159A0411                   ,"PPI Commodity data for Miscellaneous products-Luminous tubing electric signs, not seasonally adjusted, discontinued",Index base: 2008.12 = 100,2008-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,95.3,95.5,,,,,,,
WDU159A0412                   ,WDU159A0412                   ,"PPI Commodity data for Miscellaneous products-Fluorescent lamp electric signs, not seasonally adjusted, discontinued",Index base: 2008.12 = 100,2008-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,94.1,94.4,,,,,,,
WDU159A0413                   ,WDU159A0413                   ,"PPI Commodity data for Miscellaneous products-Incandescent bulb electric signs, not seasonally adjusted, discontinued",Index base: 2008.12 = 100,2008-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,97.4,97.1,,,,,,,
WDU159A0902                   ,WDU159A0902                   ,"PPI Commodity data for Miscellaneous products-Recyclable materials, n.e.c., not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2012-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3,115.2,128.8,113.9,105.9,123.2,125.9,197.8,144.7,128.1,136.4,122.3,136.0,140.3,140.9,158.3,177.3,196.2,181.0,196.3,209.1,181.9,195.4,207.5,193.0,,,,,,
WDU159A09022                  ,WDU159A09022                  ,"PPI Commodity data for Miscellaneous products-Recyclable plastics, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2012-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,,,,,,
WDU159A09024                  ,WDU159A09024                  ,"PPI Commodity data for Miscellaneous products-Other recyclable materials, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2012-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8,,,,,,
WDU159A0903                   ,WDU159A0903                   ,"PPI Commodity data for Miscellaneous products-Lampshades, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1990-M12,1998-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,104.1,105.6,107.3,110.8,114.9,117.7,120.1,,,,,,,,,,,,,,,,,,,,
WDU159C                       ,WDU159C                       ,"PPI Commodity data for Miscellaneous products-Prerecorded audio and video media reproduction, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,98.3,95.6,94.0,95.8,95.3,91.3,91.6,92.0,93.3,93.5,92.8,92.7,92.8,92.8
WDU159C01                     ,WDU159C01                     ,"PPI Commodity data for Miscellaneous products-Prerecorded audio and video media reproduction, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,98.3,95.6,94.0,95.8,95.3,91.3,91.6,92.0,93.3,93.5,92.8,92.7,92.8,92.8
WDU159C0101                   ,WDU159C0101                   ,"PPI Commodity data for Miscellaneous products-Reproduction of audio discs and video media, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,98.5,96.7,94.8,96.8,96.4,92.0,92.3,92.7,94.1,94.3,93.6,93.4,93.6,93.6
WDU159C01011                  ,WDU159C01011                  ,"PPI Commodity data for Miscellaneous products-Audio discs, full-length (including CDs and vinyl records), not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,102.4,105.6,106.3,104.9,104.5,104.8,104.8
WDU159C01012                  ,WDU159C01012                  ,"PPI Commodity data for Miscellaneous products-Reproduction of video recording media, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,98.7,98.6,98.3,98.2,98.2,98.2,98.2
WDU159C0106                   ,WDU159C0106                   ,"PPI Commodity data for Miscellaneous products-All other reproduction of audio recording media, including cassettes, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2017-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,97.8,93.3,92.5,92.5,90.6,90.2,90.4,90.5,90.5,90.6,90.6,90.6,,
