series_id                     ,group_code,item_code,seasonal,base_date,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
WDS0412                       ,04,12,S,196700,"PPI Commodity data for Hides, skins, leather, and related products-Calfskins, seasonally adjusted, discontinued",,1975,M01,1980,M12
WDS0413                       ,04,13,S,196700,"PPI Commodity data for Hides, skins, leather, and related products-Kipskins, seasonally adjusted, discontinued",,1975,M01,1981,M02
WDS0414                       ,04,14,S,196700,"PPI Commodity data for Hides, skins, leather, and related products-Goatskins, seasonally adjusted, discontinued",,1975,M01,1981,M02
WDS0415                       ,04,15,S,196700,"PPI Commodity data for Hides, skins, leather, and related products-Sheep and lambskins, seasonally adjusted, discontinued",,1975,M01,1981,M02
WDS0421                       ,04,21,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Finished cattlehide and kipside leather, seasonally adjusted, discontinued",,1975,M01,1989,M12
WDS042104                     ,04,2104,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Finished splits, seasonally adjusted, discontinued",,1990,M01,1991,M06
WDS0425                       ,04,25,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Rough, crust, and wet blue, seasonally adjusted, discontinued",,1992,M01,1992,M05
WDS042501                     ,04,2501,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Rough, crust, and wet blue, seasonally adjusted, discontinued",,1992,M01,1992,M05
WDS04270101                   ,04,270101,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Finished cattlehide and kipside leather, seasonally adjusted, discontinued",,1975,M01,1989,M12
WDS043101                     ,04,3101,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Men's leather upper footwear, seasonally adjusted, discontinued",,1984,M01,1993,M12
WDS044201                     ,04,4201,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Leather gloves and mittens, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS0444                       ,04,44,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Footwear cut stock, seasonally adjusted, discontinued",,1992,M01,1997,M12
WDS044401                     ,04,4401,S,198200,"PPI Commodity data for Hides, skins, leather, and related products-Footwear cut stock, seasonally adjusted, discontinued",,1992,M01,1997,M12
WDS051201                     ,05,1201,S,196700,"PPI Commodity data for Fuels and related products and power-Domestic sizes, seasonally adjusted, discontinued",,1975,M01,1975,M12
WDS051202                     ,05,1202,S,198200,"PPI Commodity data for Fuels and related products and power-Spot sales of prepared bituminous coal, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS051203                     ,05,1203,S,198200,"PPI Commodity data for Fuels and related products and power-Contract sales of prepared bituminous coal, seasonally adjusted, discontinued",,1976,M07,1990,M12
WDS051205                     ,05,1205,S,198612,"PPI Commodity data for Fuels and related products and power-Prepared bituminous coal, resid./comm. use, seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS051206                     ,05,1206,S,198612,"PPI Commodity data for Fuels and related products and power-Prepared bituminous coal for export, seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS051207                     ,05,1207,S,198612,"PPI Commodity data for Fuels and related products and power-Prepared bituminous coal, intracomp. trans., seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS052                        ,05,2,S,198200,"PPI Commodity data for Fuels and related products and power-Coke oven products, seasonally adjusted, discontinued",,1967,M01,1976,M12
WDS0521                       ,05,21,S,196700,"PPI Commodity data for Fuels and related products and power-Coke (foundry by-products), seasonally adjusted, discontinued",,1975,M01,1976,M12
WDS0522                       ,05,22,S,198206,"PPI Commodity data for Fuels and related products and power-Coke, seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS05220101                   ,05,220101,S,198200,"PPI Commodity data for Fuels and related products and power-Coke, seasonally adjusted, discontinued",,1975,M01,1976,M12
WDS054211                     ,05,4211,S,198200,"PPI Commodity data for Fuels and related products and power-New England, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054212                     ,05,4212,S,198200,"PPI Commodity data for Fuels and related products and power-Mid-Atlantic, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054214                     ,05,4214,S,198200,"PPI Commodity data for Fuels and related products and power-West North Central, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054215                     ,05,4215,S,198200,"PPI Commodity data for Fuels and related products and power-South Atlantic, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054216                     ,05,4216,S,198200,"PPI Commodity data for Fuels and related products and power-East South Central, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054217                     ,05,4217,S,198200,"PPI Commodity data for Fuels and related products and power-West South Central, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054218                     ,05,4218,S,198200,"PPI Commodity data for Fuels and related products and power-Mountain, seasonally adjusted, discontinued",,1980,M01,1990,M12
WDS054219                     ,05,4219,S,198200,"PPI Commodity data for Fuels and related products and power-Pacific, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054312                     ,05,4312,S,198200,"PPI Commodity data for Fuels and related products and power-Mid-Atlantic, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054313                     ,05,4313,S,198200,"PPI Commodity data for Fuels and related products and power-East North Central, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054314                     ,05,4314,S,198200,"PPI Commodity data for Fuels and related products and power-West North Central, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054315                     ,05,4315,S,198200,"PPI Commodity data for Fuels and related products and power-South Atlantic, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054316                     ,05,4316,S,198200,"PPI Commodity data for Fuels and related products and power-East South Central, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054317                     ,05,4317,S,198200,"PPI Commodity data for Fuels and related products and power-West South Central, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054318                     ,05,4318,S,198200,"PPI Commodity data for Fuels and related products and power-Mountain, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS054319                     ,05,4319,S,198200,"PPI Commodity data for Fuels and related products and power-Pacific, seasonally adjusted, discontinued",,1975,M01,1990,M12
WDS0545                       ,05,45,S,199012,"PPI Commodity data for Fuels and related products and power-Other electric power, seasonally adjusted, discontinued",,1992,M01,2010,M12
WDS054521                     ,05,4521,S,199012,"PPI Commodity data for Fuels and related products and power-Other electric power, seasonally adjusted, discontinued",,1992,M01,2010,M12
WDS0555                       ,05,55,S,199012,"PPI Commodity data for Fuels and related products and power-Other natural gas, seasonally adjusted, discontinued",,1992,M01,1999,M12
WDS055521                     ,05,5521,S,199012,"PPI Commodity data for Fuels and related products and power-Other natural gas, seasonally adjusted, discontinued",,1992,M01,1999,M12
WDS057102                     ,05,7102,S,198200,"PPI Commodity data for Fuels and related products and power-Leaded regular motor gasoline, seasonally adjusted, discontinued",,1975,M01,1993,M12
WDS05730301                   ,05,730301,S,198200,"PPI Commodity data for Fuels and related products and power-Sales to end users, seasonally adjusted, discontinued",,1973,M03,1974,M12
WDS057304                     ,05,7304,S,198506,"PPI Commodity data for Fuels and related products and power-Other light fuel oils, seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS057402                     ,05,7402,S,197302,"PPI Commodity data for Fuels and related products and power-Cargo shipments to resellers, seasonally adjusted, discontinued",,1975,M01,1980,M12
WDS057408                     ,05,7408,S,198506,"PPI Commodity data for Fuels and related products and power-Sales to end users, seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS0577                       ,05,77,S,198200,"PPI Commodity data for Fuels and related products and power-Petroleum wax, seasonally adjusted, discontinued",,1975,M01,1982,M12
WDS057701                     ,05,7701,S,198200,"PPI Commodity data for Fuels and related products and power-Petroleum wax, seasonally adjusted, discontinued",,1975,M01,1982,M12
WDS058101                     ,05,8101,S,198412,"PPI Commodity data for Fuels and related products and power-Asphalt and other petroleum and coal products, n.e.c., seasonally adjusted, discontinued",,2001,M01,2010,M12
WDS05810112                   ,05,810112,S,198506,"PPI Commodity data for Fuels and related products and power-Asphalt, seasonally adjusted, discontinued",,2009,M01,2010,M12
WDS0635                       ,06,35,S,198200,"PPI Commodity data for Chemicals and allied products-Preparations, ethical (prescription), seasonally adjusted, discontinued",,1976,M01,1993,M12
WDS063502                     ,06,3502,S,198200,"PPI Commodity data for Chemicals and allied products-Anti-arthritics, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS063503                     ,06,3503,S,198200,"PPI Commodity data for Chemicals and allied products-Sedatives, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS063505                     ,06,3505,S,198200,"PPI Commodity data for Chemicals and allied products-Antispasmodic/antisecretory, seasonally adjusted, discontinued",,1984,M01,1988,M02
WDS063506                     ,06,3506,S,198200,"PPI Commodity data for Chemicals and allied products-Cardiovascular therapy, seasonally adjusted, discontinued",,1984,M01,1992,M12
WDS063507                     ,06,3507,S,198200,"PPI Commodity data for Chemicals and allied products-Diabetes therapy, seasonally adjusted, discontinued",,1988,M03,2000,M12
WDS063508                     ,06,3508,S,198200,"PPI Commodity data for Chemicals and allied products-Hormones, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS063509                     ,06,3509,S,198200,"PPI Commodity data for Chemicals and allied products-Diuretics, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS063513                     ,06,3513,S,198200,"PPI Commodity data for Chemicals and allied products-Analgesics, internal, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS063516                     ,06,3516,S,198200,"PPI Commodity data for Chemicals and allied products-Vitamins, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS063599                     ,06,3599,S,198200,"PPI Commodity data for Chemicals and allied products-Miscellaneous ethical preparations, seasonally adjusted, discontinued",,1986,M01,1993,M12
WDS0636                       ,06,36,S,198200,"PPI Commodity data for Chemicals and allied products-Preparations, proprietary (over counter), seasonally adjusted, discontinued",,1973,M01,1993,M12
WDS063601                     ,06,3601,S,198200,"PPI Commodity data for Chemicals and allied products-Vitamins, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS063602                     ,06,3602,S,198200,"PPI Commodity data for Chemicals and allied products-Cough and cold preparations, seasonally adjusted, discontinued",,1984,M01,1993,M12
WDS063603                     ,06,3603,S,198200,"PPI Commodity data for Chemicals and allied products-Laxatives, seasonally adjusted, discontinued",,1984,M01,1991,M12
WDS063604                     ,06,3604,S,198200,"PPI Commodity data for Chemicals and allied products-Analgesics, internal, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS063606                     ,06,3606,S,198200,"PPI Commodity data for Chemicals and allied products-External analgesics and counterirritants, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS063607                     ,06,3607,S,198200,"PPI Commodity data for Chemicals and allied products-Antiseptics and antibacterials, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS063608                     ,06,3608,S,198200,"PPI Commodity data for Chemicals and allied products-Antacids, seasonally adjusted, discontinued",,1986,M01,1991,M12
WDS063609                     ,06,3609,S,198200,"PPI Commodity data for Chemicals and allied products-Dermatologicals, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS063699                     ,06,3699,S,198200,"PPI Commodity data for Chemicals and allied products-Miscellaneous proprietary preparations, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS063712                     ,06,3712,S,198200,"PPI Commodity data for Chemicals and allied products-Vaccines, toxoids & antigens for human use, seasonally adjusted, discontinued",,1990,M01,1991,M06
WDS063715                     ,06,3715,S,198200,"PPI Commodity data for Chemicals and allied products-Biologicals for veterinary use, seasonally adjusted, discontinued",,1994,M01,1996,M12
WDS065203                     ,06,5203,S,198200,"PPI Commodity data for Chemicals and allied products-Potash, seasonally adjusted, discontinued",,1973,M01,1984,M12
WDS0661                       ,06,61,S,196700,"PPI Commodity data for Chemicals and allied products-Plastic resins and materials, seasonally adjusted, discontinued",,1975,M01,1980,M12
WDS066207                     ,06,6207,S,198200,"PPI Commodity data for Chemicals and allied products-Vinyl and vinylidene resins, seasonally adjusted, discontinued",,1994,M01,2003,M12
WDS066304                     ,06,6304,S,198200,"PPI Commodity data for Chemicals and allied products-Urea-formaldehyde resins, seasonally adjusted, discontinued",,1993,M01,1998,M12
WDS067506                     ,06,7506,S,198200,"PPI Commodity data for Chemicals and allied products-Creams, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS067507                     ,06,7507,S,198200,"PPI Commodity data for Chemicals and allied products-Lotions and oils, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS067508                     ,06,7508,S,198200,"PPI Commodity data for Chemicals and allied products-Cosmetics, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS067509                     ,06,7509,S,198200,"PPI Commodity data for Chemicals and allied products-Deodorant, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS067511                     ,06,7511,S,198200,"PPI Commodity data for Chemicals and allied products-Manicure preparations, seasonally adjusted, discontinued",,1984,M01,1989,M12
WDS067512                     ,06,7512,S,198200,"PPI Commodity data for Chemicals and allied products-Powders, seasonally adjusted, discontinued",,1984,M01,1990,M12
WDS067513                     ,06,7513,S,198200,"PPI Commodity data for Chemicals and allied products-Bath oils and salts, seasonally adjusted, discontinued",,1984,M01,1987,M03
WDS067519                     ,06,7519,S,198200,"PPI Commodity data for Chemicals and allied products-Other cosmetics and toiletries, seasonally adjusted, discontinued",,1989,M01,1989,M12
WDS071101                     ,07,1101,S,198200,"PPI Commodity data for Rubber and plastic products-Natural rubber, seasonally adjusted, discontinued",,1973,M01,1985,M12
WDS0725                       ,07,25,S,198200,"PPI Commodity data for Rubber and plastic products-Packaging products from plastics, seasonally adjusted, discontinued",,1995,M01,2000,M12
WDS072502                     ,07,2502,S,198200,"PPI Commodity data for Rubber and plastic products-Plastic packaging (except film and sheet), seasonally adjusted, discontinued",,1995,M01,2000,M12
WDS081101                     ,08,1101,S,198200,"PPI Commodity data for Lumber and wood products-Douglas fir, dressed, seasonally adjusted, discontinued",,1983,M01,1989,M12
WDS081102                     ,08,1102,S,198200,"PPI Commodity data for Lumber and wood products-Southern pine, dressed, seasonally adjusted, discontinued",,1983,M01,2003,M12
WDS081103                     ,08,1103,S,198200,"PPI Commodity data for Lumber and wood products-Other species, dressed, seasonally adjusted, discontinued",,1998,M01,2003,M12
WDS081104                     ,08,1104,S,198200,"PPI Commodity data for Lumber and wood products-Rough softwood lumber, seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS081201                     ,08,1201,S,198200,"PPI Commodity data for Lumber and wood products-Rough hardwood lumber, seasonally adjusted, discontinued",,1987,M01,1999,M12
WDS0823                       ,08,23,S,198406,"PPI Commodity data for Lumber and wood products-Miscellaneous millwork products, seasonally adjusted, discontinued",,1996,M01,2002,M12
WDS082301                     ,08,2301,S,198406,"PPI Commodity data for Lumber and wood products-Miscellaneous millwork products, seasonally adjusted, discontinued",,1996,M01,2002,M12
WDS0832                       ,08,32,S,198200,"PPI Commodity data for Lumber and wood products-Hardwood plywood and related products, seasonally adjusted, discontinued",,1975,M01,1993,M12
WDS083201                     ,08,3201,S,198200,"PPI Commodity data for Lumber and wood products-Hardwood plywood and related products, seasonally adjusted, discontinued",,1991,M07,1993,M12
WDS0833                       ,08,33,S,198200,"PPI Commodity data for Lumber and wood products-Softwood veneer, incl veneer backed, seasonally adjusted, discontinued",,1975,M01,2000,M12
WDS083301                     ,08,3301,S,198200,"PPI Commodity data for Lumber and wood products-Softwood veneer, incl veneer backed, seasonally adjusted, discontinued",,1998,M01,2000,M12
WDS085101                     ,08,5101,S,198200,"PPI Commodity data for Lumber and wood products-Softwood logs, bolts and timber, seasonally adjusted, discontinued",,1993,M01,1999,M12
WDS085103                     ,08,5103,S,198200,"PPI Commodity data for Lumber and wood products-Pulpwood, seasonally adjusted, discontinued",,2000,M01,2011,M12
WDS091202                     ,09,1202,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Mixed wastepaper, seasonally adjusted, discontinued",,1996,M01,2003,M12
WDS091208                     ,09,1208,S,198612,"PPI Commodity data for Pulp, paper, and allied products-Wastepaper exports (all grades), seasonally adjusted, discontinued",,1995,M01,2002,M12
WDS0921                       ,09,21,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Insulation board, seasonally adjusted, discontinued",,1975,M01,1985,M12
WDS093                        ,09,3,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Publications, printed matter & printing mat'l, seasonally adjusted, discontinued",,1983,M01,2009,M06
WDS0931                       ,09,31,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Newspapers, seasonally adjusted, discontinued",,1983,M01,2009,M06
WDS093101                     ,09,3101,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Newspaper circulation, seasonally adjusted, discontinued",,1984,M01,2006,M12
WDS093102                     ,09,3102,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Newspaper advertising, seasonally adjusted, discontinued",,1990,M01,2006,M12
WDS0932                       ,09,32,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Periodicals, seasonally adjusted, discontinued",,1983,M01,2009,M06
WDS093201                     ,09,3201,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Circulation, seasonally adjusted, discontinued",,1984,M01,2003,M12
WDS093202                     ,09,3202,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Periodical advertising, seasonally adjusted, discontinued",,1990,M01,2009,M06
WDS0933                       ,09,33,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Book publishing, seasonally adjusted, discontinued",,1983,M01,2008,M12
WDS093301                     ,09,3301,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Textbooks, seasonally adjusted, discontinued",,1984,M01,2006,M12
WDS093302                     ,09,3302,S,198200,"PPI Commodity data for Pulp, paper, and allied products-Technical, scientific & professional books, seasonally adjusted, discontinued",,2003,M01,2009,M06
WDS093308                     ,09,3308,S,198806,"PPI Commodity data for Pulp, paper, and allied products-Other books, incl. music books & pamphlets, seasonally adjusted, discontinued",,1996,M01,2001,M12
WDS0934                       ,09,34,S,198312,"PPI Commodity data for Pulp, paper, and allied products-Book printing, seasonally adjusted, discontinued",,1990,M01,1993,M12
WDS093401                     ,09,3401,S,198312,"PPI Commodity data for Pulp, paper, and allied products-Book printing, seasonally adjusted, discontinued",,1990,M01,1993,M12
WDS0936                       ,09,36,S,198406,"PPI Commodity data for Pulp, paper, and allied products-Greeting cards and misc. publishing, seasonally adjusted, discontinued",,1991,M01,2009,M06
WDS093601                     ,09,3601,S,198406,"PPI Commodity data for Pulp, paper, and allied products-Miscellaneous publishing, seasonally adjusted, discontinued",,1991,M01,1996,M12
WDS093602                     ,09,3602,S,200312,"PPI Commodity data for Pulp, paper, and allied products-Directory and mailing list publishing, seasonally adjusted, discontinued",,2004,M01,2009,M06
WDS0937                       ,09,37,S,198206,"PPI Commodity data for Pulp, paper, and allied products-Commercial printing, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS093701                     ,09,3701,S,198206,"PPI Commodity data for Pulp, paper, and allied products-Magazine and periodical printing, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS093703                     ,09,3703,S,198206,"PPI Commodity data for Pulp, paper, and allied products-Catalog and directory printing, seasonally adjusted, discontinued",,1998,M01,2000,M12
WDS093705                     ,09,3705,S,198206,"PPI Commodity data for Pulp, paper, and allied products-Advertising printing, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS093706                     ,09,3706,S,198206,"PPI Commodity data for Pulp, paper, and allied products-Other general job printing, seasonally adjusted, discontinued",,1986,M01,1989,M12
WDS0938                       ,09,38,S,198506,"PPI Commodity data for Pulp, paper, and allied products-Blankbooks, binders, and bookbinding work, seasonally adjusted, discontinued",,1990,M01,2005,M12
WDS093801                     ,09,3801,S,198506,"PPI Commodity data for Pulp, paper, and allied products-Bankbooks, looseleaf binders, and devices, seasonally adjusted, discontinued",,1990,M01,2006,M12
WDS093802                     ,09,3802,S,198512,"PPI Commodity data for Pulp, paper, and allied products-Bookbinding and related work, seasonally adjusted, discontinued",,1990,M01,1990,M12
WDS0939                       ,09,39,S,198506,"PPI Commodity data for Pulp, paper, and allied products-Services for the printing trade, seasonally adjusted, discontinued",,1990,M01,2006,M12
