index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
WDU07130132                   ,WDU07130132                   ,"PPI Commodity data for Rubber and plastic products-Tennis shoes, oxfords, men's, not seasonally adjusted, discontinued",Index base: 1967 = 100,1964-M01,1980-M01,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,94.6,97.3,100.0,104.4,104.4,113.7,116.5,118.9,124.8,138.9,153.4,157.9,171.5,190.8,206.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130133                   ,WDU07130133                   ,"PPI Commodity data for Rubber and plastic products-Tennis shoes, oxfords, boys', not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,106.5,115.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130134                   ,WDU07130134                   ,"PPI Commodity data for Rubber and plastic products-Tennis shoes, oxfords women's, not seasonally adjusted, discontinued",Index base: 1972.12 = 100,1973-M01,1980-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,116.6,117.9,119.3,131.0,135.9,147.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130135                   ,WDU07130135                   ,"PPI Commodity data for Rubber and plastic products-Men's footwear, fabric upper, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,100.0,97.6,96.0,94.4,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130137                   ,WDU07130137                   ,"PPI Commodity data for Rubber and plastic products-Women's/misses footwear, fabric upper, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,100.0,99.2,109.2,118.7,136.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU071302                     ,WDU071302                     ,"PPI Commodity data for Rubber and plastic products-Rubber heels and soles, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,,,,,,,,,21.3,22.4,22.3,24.0,29.1,29.0,29.0,29.2,30.0,30.4,30.6,31.0,31.3,31.4,31.2,31.1,31.0,30.9,30.3,30.7,31.4,31.9,32.3,33.5,34.4,34.7,35.1,42.8,48.5,52.9,59.0,65.1,73.7,85.0,94.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130241                   ,WDU07130241                   ,"PPI Commodity data for Rubber and plastic products-Soling slabs, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,,,,,,,,,22.5,23.9,23.2,24.2,29.1,28.7,29.0,29.1,26.8,27.7,28.5,29.0,29.8,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.6,31.1,31.4,,,33.6,33.9,41.0,46.9,51.6,58.2,64.4,72.2,85.7,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130243                   ,WDU07130243                   ,"PPI Commodity data for Rubber and plastic products-Rubber heels women's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1969-M13,,,,,,,,,25.8,24.9,25.5,27.3,32.2,32.2,32.2,33.6,35.5,36.2,36.2,36.2,36.2,36.4,36.4,36.5,36.3,34.8,33.1,34.0,36.6,38.2,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130245                   ,WDU07130245                   ,"PPI Commodity data for Rubber and plastic products-Rubber heels, men's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1980-M08,,,,,,,,,22.1,23.1,23.1,24.9,29.8,29.4,29.4,29.5,31.7,31.9,31.9,32.5,32.9,33.2,32.2,32.4,32.4,33.7,31.3,33.0,35.0,35.9,37.0,38.3,39.1,39.6,40.2,47.7,56.8,59.9,65.9,72.3,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130247                   ,WDU07130247                   ,"PPI Commodity data for Rubber and plastic products-Rubber heels,men's,mfr. to shoe mfr., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1980-M08,,,,,,,,,22.0,22.5,22.4,25.1,30.4,30.3,30.2,30.3,30.8,32.1,32.9,33.6,34.7,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.3,35.6,35.8,36.2,36.2,36.2,37.4,40.4,,55.8,62.3,68.8,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130249                   ,WDU07130249                   ,"PPI Commodity data for Rubber and plastic products-Rubber soles, taps, men's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M12,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,63.2,69.2,77.1,88.3,94.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130251                   ,WDU07130251                   ,"PPI Commodity data for Rubber and plastic products-Rubber soles,full,men's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1951-M01,1983-M06,,,,,,,,,,,,,32.0,32.0,32.0,32.1,31.7,31.1,31.2,31.4,32.0,32.2,32.2,32.2,32.2,32.1,30.7,30.7,31.0,31.4,31.7,32.3,33.1,33.3,33.7,40.8,46.1,51.0,55.9,61.8,70.3,81.7,90.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130361                   ,WDU07130361                   ,"PPI Commodity data for Rubber and plastic products-Conveyor and elevator, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,12.5,14.7,14.8,17.9,22.3,20.3,19.7,20.2,22.1,23.7,24.4,24.8,25.1,25.8,26.0,25.1,25.6,26.8,28.4,29.6,31.8,33.8,36.4,40.0,43.8,46.2,48.4,53.7,57.8,59.3,65.0,67.1,74.8,88.3,99.7,100.0,101.0,99.1,103.9,104.4,104.4,109.8,119.5,130.8,135.5,134.5,138.0,143.5,157.4,167.8,173.9,176.6,174.0,169.7,182.9,179.3,183.7,,,,,,,,,,,,,,,
WDU07130362                   ,WDU07130362                   ,"PPI Commodity data for Rubber and plastic products-Transmission, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1981-M13,,,,,,,,,12.6,12.8,12.4,14.8,18.5,17.6,17.6,18.0,19.4,20.6,21.1,21.3,21.5,22.4,23.0,23.3,23.8,24.3,25.0,25.8,27.8,29.6,32.3,35.4,38.5,40.7,42.9,50.7,59.9,65.0,70.4,75.9,82.3,87.6,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130364                   ,WDU07130364                   ,"PPI Commodity data for Rubber and plastic products-Motor vehicle belts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2002-M13,,,,,,,,,18.1,18.2,20.3,21.1,23.4,23.2,23.2,23.8,23.8,23.8,24.1,25.5,25.8,25.9,26.5,26.5,27.5,27.9,28.0,28.8,29.3,35.2,34.7,37.5,40.6,40.1,39.9,45.0,50.2,56.6,60.4,60.3,62.5,73.4,84.3,,,106.8,107.1,106.7,,,,,,,,,,128.3,128.3,130.0,132.8,135.1,137.3,139.7,,,,,,,,,,,,,,,,
