index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
WDU07220101                   ,WDU07220101                   ,"PPI Commodity data for Rubber and plastic products-Shower curtains, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.0,100.9,128.3,139.8,148.7,153.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220102                   ,WDU07220102                   ,"PPI Commodity data for Rubber and plastic products-Wall covering, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.8,107.0,166.5,190.6,194.9,194.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220103                   ,WDU07220103                   ,"PPI Commodity data for Rubber and plastic products-Pressure sensitive products, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.3,107.9,157.5,179.7,181.8,180.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220104                   ,WDU07220104                   ,"PPI Commodity data for Rubber and plastic products-Baby pants, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1976-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.8,104.3,153.8,174.2,178.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220105                   ,WDU07220105                   ,"PPI Commodity data for Rubber and plastic products-Mattress covers, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,98.5,103.2,149.7,166.0,171.9,171.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220111                   ,WDU07220111                   ,"PPI Commodity data for Rubber and plastic products-Swimming pool liners, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,102.4,106.7,185.7,216.7,212.9,211.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220112                   ,WDU07220112                   ,"PPI Commodity data for Rubber and plastic products-Ring binders, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,102.0,105.0,175.6,185.1,189.8,193.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220116                   ,WDU07220116                   ,"PPI Commodity data for Rubber and plastic products-Packaging, stretch/shrink, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.2,103.1,139.2,156.3,159.1,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220117                   ,WDU07220117                   ,"PPI Commodity data for Rubber and plastic products-PVC and PVC copolymer, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072202                     ,WDU072202                     ,"PPI Commodity data for Rubber and plastic products-Polyethylene, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,95.3,96.9,149.0,175.4,173.5,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220201                   ,WDU07220201                   ,"PPI Commodity data for Rubber and plastic products-Prime display, packaging, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,95.0,98.1,145.0,177.2,175.5,174.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220202                   ,WDU07220202                   ,"PPI Commodity data for Rubber and plastic products-Overwrap, packaging, not seasonally adjusted, discontinued",Index base: 1975.12 = 100,1975-M12,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220203                   ,WDU07220203                   ,"PPI Commodity data for Rubber and plastic products-Laminating, packaging, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,98.6,103.0,142.7,173.1,171.8,169.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220204                   ,WDU07220204                   ,"PPI Commodity data for Rubber and plastic products-Liner, unpigmented, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,98.0,103.2,153.1,173.5,170.5,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220205                   ,WDU07220205                   ,"PPI Commodity data for Rubber and plastic products-Liner, refuse, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,90.7,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220206                   ,WDU07220206                   ,"PPI Commodity data for Rubber and plastic products-Building ( construction ), not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4,89.7,87.3,143.7,142.1,131.8,133.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220207                   ,WDU07220207                   ,"PPI Commodity data for Rubber and plastic products-Agriculture, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4,90.0,87.6,147.9,142.3,131.0,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072203                     ,WDU072203                     ,"PPI Commodity data for Rubber and plastic products-Other plastic film, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,99.2,100.2,119.5,132.2,148.7,169.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220301                   ,WDU07220301                   ,"PPI Commodity data for Rubber and plastic products-Polyester, instrumentation tapes, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2,71.7,69.4,76.7,84.9,89.2,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220302                   ,WDU07220302                   ,"PPI Commodity data for Rubber and plastic products-Polyester, boilable food bags, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.7,76.4,73.0,78.0,84.7,85.8,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220305                   ,WDU07220305                   ,"PPI Commodity data for Rubber and plastic products-Cellophane, packaging, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3,108.0,110.4,135.4,150.0,170.7,194.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072204                     ,WDU072204                     ,"PPI Commodity data for Rubber and plastic products-Other, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,86.4,94.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07220401                   ,WDU07220401                   ,"PPI Commodity data for Rubber and plastic products-Other, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,85.7,94.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072301                     ,WDU072301                     ,"PPI Commodity data for Rubber and plastic products-Decorative, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,98.3,96.3,107.7,116.9,126.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230101                   ,WDU07230101                   ,"PPI Commodity data for Rubber and plastic products-Paper/phenolic, 1/16 inch, distributor, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.4,98.6,111.4,121.3,131.1,140.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230102                   ,WDU07230102                   ,"PPI Commodity data for Rubber and plastic products-Paper/phenolic, 1/16 inch, oem, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,97.6,94.1,105.2,115.2,120.8,129.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230103                   ,WDU07230103                   ,"PPI Commodity data for Rubber and plastic products-Paper/phenolic, 1/32 inch, distributor, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,98.0,93.5,103.0,108.4,116.6,128.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230104                   ,WDU07230104                   ,"PPI Commodity data for Rubber and plastic products-Paper/phenolic, 1/32 inch, oem, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,95.9,95.0,103.1,112.3,125.3,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072302                     ,WDU072302                     ,"PPI Commodity data for Rubber and plastic products-Industrial, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,97.6,101.2,136.2,142.3,143.1,155.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230201                   ,WDU07230201                   ,"PPI Commodity data for Rubber and plastic products-Glass/epoxy, copperclad, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,91.0,92.6,111.1,115.2,114.3,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230203                   ,WDU07230203                   ,"PPI Commodity data for Rubber and plastic products-Canvas/phenolic, unclad, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.5,105.1,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230204                   ,WDU07230204                   ,"PPI Commodity data for Rubber and plastic products-Paper/phenolic, unclad, not seasonally adjusted, discontinued",Index base: 1970.12 = 100,1971-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,100.6,103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072303                     ,WDU072303                     ,"PPI Commodity data for Rubber and plastic products-Laminated plastic sheets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,93.3,101.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07230301                   ,WDU07230301                   ,"PPI Commodity data for Rubber and plastic products-Laminated plastic sheets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,93.1,101.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0724                       ,WDU0724                       ,"PPI Commodity data for Rubber and plastic products-Foamed plastic products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,84.2,92.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072401                     ,WDU072401                     ,"PPI Commodity data for Rubber and plastic products-Foamed plastic products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,84.2,92.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0725                       ,WDU0725                       ,"PPI Commodity data for Rubber and plastic products-Packaging products from plastics, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2006-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,89.9,95.5,100.0,100.7,102.5,103.0,,105.0,114.8,117.9,115.6,116.8,116.8,116.5,117.8,126.0,124.1,124.5,123.1,123.1,126.6,128.6,129.1,137.8,140.7,156.1,162.7,,,,,,,,,,,,
WDU072501                     ,WDU072501                     ,"PPI Commodity data for Rubber and plastic products-Plastic packaging and shipping products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,89.9,95.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07250101                   ,WDU07250101                   ,"PPI Commodity data for Rubber and plastic products-Bottles, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1,93.1,97.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07250102                   ,WDU07250102                   ,"PPI Commodity data for Rubber and plastic products-Foamed protective pads and shapes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,94.1,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07250103                   ,WDU07250103                   ,"PPI Commodity data for Rubber and plastic products-Caps and closures, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,89.3,94.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07250104                   ,WDU07250104                   ,"PPI Commodity data for Rubber and plastic products-Boxes, cases and trays, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,93.0,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07250105                   ,WDU07250105                   ,"PPI Commodity data for Rubber and plastic products-Other plastic and packaging products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072502                     ,WDU072502                     ,"PPI Commodity data for Rubber and plastic products-Plastic packaging (except film and sheet), not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2006-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,89.8,95.5,100.0,100.8,102.6,103.0,,105.1,114.9,118.0,115.6,116.8,116.8,116.6,117.9,126.1,124.1,124.5,123.1,123.2,126.6,128.7,129.2,137.8,140.7,156.1,162.8,,,,,,,,,,,,
WDU07250201                   ,WDU07250201                   ,"PPI Commodity data for Rubber and plastic products-Plastic packaging (except film and sheet), not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2006-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,,,,,114.8,118.0,115.6,116.8,116.8,116.6,117.9,126.1,124.1,124.5,123.1,123.2,126.6,128.7,129.2,137.8,140.7,156.1,,,,,,,,,,,,,
WDU07260101                   ,WDU07260101                   ,"PPI Commodity data for Rubber and plastic products-Motor vehicle parts, including foamed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6,90.6,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07260201                   ,WDU07260201                   ,"PPI Commodity data for Rubber and plastic products-Parts for office and computing machines unit, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,84.3,90.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07260202                   ,WDU07260202                   ,"PPI Commodity data for Rubber and plastic products-Electrical parts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4,88.7,93.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07260203                   ,WDU07260203                   ,"PPI Commodity data for Rubber and plastic products-Other, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2,92.5,97.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0727                       ,WDU0727                       ,"PPI Commodity data for Rubber and plastic products-Dinner/table/kitchen ware, ex. cups, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,98.2,99.6,100.0,,104.7,105.1,103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072701                     ,WDU072701                     ,"PPI Commodity data for Rubber and plastic products-Disposable plastic dinner and table wear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,98.2,99.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07270101                   ,WDU07270101                   ,"PPI Commodity data for Rubber and plastic products-Cups, including foam, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,97.4,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07270102                   ,WDU07270102                   ,"PPI Commodity data for Rubber and plastic products-Other, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1979-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072702                     ,WDU072702                     ,"PPI Commodity data for Rubber and plastic products-Dinnerware/tableware/kitchenware, ex. cups, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,98.2,99.6,100.0,101.3,104.7,105.1,103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07270201                   ,WDU07270201                   ,"PPI Commodity data for Rubber and plastic products-Dinnerware, tableware, kitchenware, except cups, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1983-M02,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0728                       ,WDU0728                       ,"PPI Commodity data for Rubber and plastic products-Consumer, institut., & comm. prod., nec., not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2006-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,90.7,97.4,100.0,101.1,104.1,109.9,111.0,113.4,121.7,122.5,128.6,127.6,126.6,125.3,126.3,133.8,133.0,132.3,131.8,131.1,133.1,137.1,135.9,137.6,141.9,155.9,165.6,,,,,,,,,,,,
WDU072801                     ,WDU072801                     ,"PPI Commodity data for Rubber and plastic products-Consumer and commercial plastics, n.e.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,90.7,97.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07280101                   ,WDU07280101                   ,"PPI Commodity data for Rubber and plastic products-Flower pots and plant containers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,102.7,102.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07280102                   ,WDU07280102                   ,"PPI Commodity data for Rubber and plastic products-Other, not elsewhere classified, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1982-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07280104                   ,WDU07280104                   ,"PPI Commodity data for Rubber and plastic products-All other plastic hose, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072802                     ,WDU072802                     ,"PPI Commodity data for Rubber and plastic products-Consumer, institutional, & comm. prod., nec., not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2006-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9,90.6,97.3,100.0,101.2,104.3,110.1,111.2,113.6,121.9,122.7,128.8,127.8,126.8,125.5,126.5,134.1,133.3,132.5,132.1,131.3,133.4,137.3,136.1,137.9,142.1,156.2,165.8,,,,,,,,,,,,
WDU07280201                   ,WDU07280201                   ,"PPI Commodity data for Rubber and plastic products-Consumer, institution & commercial products, n.e.c., not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2006-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,,,,,121.0,121.8,127.9,126.9,125.9,124.6,125.6,133.1,132.3,131.6,131.1,130.4,132.4,136.3,135.2,136.9,141.1,155.1,,,,,,,,,,,,,
WDU07290101                   ,WDU07290101                   ,"PPI Commodity data for Rubber and plastic products-Plastic furniture components and furnishings, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,104.8,104.6,107.6,107.2,110.5,111.2,112.8,116.2,115.3,117.7,121.9,127.3,128.9,128.6,130.6,135.8,,,,,,,,,,,,,,,,,,,
WDU07290102                   ,WDU07290102                   ,"PPI Commodity data for Rubber and plastic products-Regenerated cellulosic products, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1983-M11,1986-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072901961                  ,WDU072901961                  ,"PPI Commodity data for Rubber and plastic products-Custom compounding of purchased resin (incl color concentrates), not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,119.0,,,,,,,
WDU0729019611                 ,WDU0729019611                 ,"PPI Commodity data for Rubber and plastic products-Custom compounding of purchased plastic resins, not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3,118.9,,,,,,,
WDU0729019612                 ,WDU0729019612                 ,"PPI Commodity data for Rubber and plastic products-Plastics color concentrates, not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,119.2,,,,,,,
WDU07290199                   ,WDU07290199                   ,"PPI Commodity data for Rubber and plastic products-All other plastic products, not seasonally adjusted, discontinued",Index base: 1987.06 = 100,1987-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4,111.2,113.4,116.1,116.9,117.4,119.4,124.8,125.6,127.5,128.2,125.3,,,,,,,,,,,,,,,,,,,
WDU072A01011                  ,WDU072A01011                  ,"PPI Commodity data for Rubber and plastic products-Polystyrene foam product manufacturing, not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,112.3,,,,,,,
WDU072B01014                  ,WDU072B01014                  ,"PPI Commodity data for Rubber and plastic products-Plastics dinnerware, tableware, kitchenware, & oven-microwave ware (excluding foam & cups), not seasonally adjusted, discontinued",Index base: 2007.12 = 100,2007-M12,2019-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.6,128.5,128.3,128.4,127.8
