index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CUUR0200SACE     ,CUUR0200SACE     ,"Energy commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,69.5,95.3,106.6,102.4,99.3,98.4,98.4,76.2,80.7,80.9,89.5,102.8,99.8,96.5,95.1,96.8,97.7,106.6,105.9,93.2,100.7,131.2,128.7,119.7,137.9,162.6,199.1,226.0,247.746,285.615,206.843,245.448,311.756,319.251,311.832,299.68,215.532,190.575,213.88,239.81,231.046,188.952,263.302
CUUR0200SACL1    ,CUUR0200SACL1    ,"Commodities less food in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1,75.5,85.6,92.3,96.7,100.2,103.1,105.2,101.4,104.3,107.9,112.6,117.7,121.3,123.7,125.9,128.3,130.5,133.0,134.1,132.6,134.1,138.5,138.6,135.3,134.9,136.5,142.0,144.9,147.604,153.227,145.413,151.115,160.736,163.834,163.098,161.776,151.08,147.281,148.711,150.882,150.122,146.229,161.55
CUUR0200SACL11   ,CUUR0200SACL11   ,"Commodities less food and beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,75.4,85.5,92.3,96.7,100.2,103.2,105.2,101.1,104.1,107.7,112.4,117.5,120.6,122.9,125.0,127.5,129.5,132.0,132.9,131.3,132.7,137.1,137.1,133.6,133.1,134.6,140.2,143.1,145.621,151.196,142.872,148.621,158.344,161.315,160.488,159.049,148.088,144.148,145.541,147.651,146.795,142.706,158.25
CUUR0200SACL1E   ,CUUR0200SACL1E   ,"Commodities less food and energy commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,76.4,83.5,89.3,95.3,100.4,104.3,107.0,108.3,111.3,115.7,119.7,123.1,128.1,131.8,134.8,137.4,139.9,141.2,142.6,143.3,143.7,143.5,144.1,142.1,138.8,136.9,137.7,137.4,137.443,138.695,140.581,141.937,144.256,146.641,146.83,147.088,146.006,145.134,143.936,143.149,143.406,143.498,152.841
CUUR0200SAD      ,CUUR0200SAD      ,"Durables in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,75.6,83.1,88.8,94.9,100.0,105.2,106.7,106.5,107.7,109.6,111.7,112.5,115.1,117.5,120.3,124.2,127.7,128.8,128.1,127.0,124.9,123.6,123.0,119.5,115.1,111.6,112.2,111.0,109.755,109.315,107.911,108.758,110.297,110.693,109.555,108.256,107.035,104.968,102.512,101.349,101.587,103.275,114.791
CUUR0200SAE      ,CUUR0200SAE      ,"Education and communication in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.6,104.4,106.7,109.9,111.4,113.3,115.1,118.5,121.769,125.423,128.872,131.392,133.002,135.416,137.394,139.655,139.95,140.473,137.552,137.785,137.669,139.913,141.517
CUUR0200SAEC     ,CUUR0200SAEC     ,"Education and communication commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.889,98.628,94.576,92.084,89.203,84.212,80.309,77.115,74.85,72.775,69.691,65.89
CUUR0200SAES     ,CUUR0200SAES     ,"Education and communication services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.546,102.149,104.63,106.581,108.855,109.711,110.704,108.632,109.153,109.327,111.661,113.528
CUUR0200SAF      ,CUUR0200SAF      ,"Food and beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,81.5,88.4,94.8,98.0,99.4,102.7,104.5,107.7,111.8,116.0,122.1,129.3,134.0,135.7,138.6,141.7,145.8,150.8,154.6,157.8,161.4,165.5,170.5,172.9,175.8,180.9,185.6,189.5,196.517,207.303,211.993,213.76,221.601,227.596,230.421,236.207,239.676,240.28,241.482,244.044,247.572,254.126,264.308
CUUR0200SAF1     ,CUUR0200SAF1     ,"Food in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,36.1,38.0,39.9,41.0,42.7,49.1,56.3,60.3,62.6,66.6,73.5,81.5,88.5,94.9,98.1,99.3,102.7,104.4,107.5,111.8,116.0,122.2,129.6,133.5,135.0,137.8,140.9,145.1,150.1,154.0,157.3,160.8,164.8,169.8,172.1,175.0,180.1,185.0,188.8,195.876,206.99,211.451,213.021,221.046,227.021,229.83,235.752,239.345,239.823,240.924,243.376,246.931,253.679,264.268
CUUR0200SAF11    ,CUUR0200SAF11    ,"Food at home in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3,83.4,89.7,95.8,98.8,99.0,102.2,103.2,106.5,111.0,115.1,122.3,130.5,134.0,134.4,137.3,140.5,144.9,150.3,153.9,156.7,160.0,163.7,168.8,170.1,172.5,177.5,181.3,184.2,191.517,203.777,205.71,206.628,216.343,222.011,223.239,228.782,230.046,226.987,226.177,226.243,227.358,233.921,241.943
CUUR0200SAF111   ,CUUR0200SAF111   ,"Cereals and bakery products in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.327,259.419,258.609,263.312,271.118
CUUR0200SAF112   ,CUUR0200SAF112   ,"Meats, poultry, fish, and eggs in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.563,246.761,247.478,261.714,273.402
CUUR0200SAF113   ,CUUR0200SAF113   ,"Fruits and vegetables in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.707,268.381,270.548,270.759,282.59
CUUR0200SAF114   ,CUUR0200SAF114   ,"Nonalcoholic beverages and beverage materials in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.131,160.38,163.562,167.114,174.064
CUUR0200SAF115   ,CUUR0200SAF115   ,"Other food at home in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.541,197.307,198.048,202.951,207.615
CUUR0200SAF116   ,CUUR0200SAF116   ,"Alcoholic beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,81.1,87.2,93.9,97.5,100.0,102.6,105.6,110.0,112.9,116.6,121.1,125.8,139.1,144.4,148.0,150.8,154.4,158.5,162.4,164.6,169.6,173.7,178.7,182.8,185.6,190.3,192.9,197.7,203.854,210.518,217.869,221.943,227.597,233.761,236.808,240.426,241.943,244.328,246.983,251.109,254.25,258.271,263.322
CUUR0200SAG      ,CUUR0200SAG      ,"Other goods and services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,69.3,75.4,83.0,91.5,101.1,107.4,113.3,119.7,126.3,134.9,144.8,155.2,167.4,178.6,187.7,194.2,202.6,209.6,218.8,233.2,252.5,264.1,275.9,286.8,289.9,294.1,304.7,313.9,322.024,333.976,356.168,366.707,371.726,380.387,388.115,394.352,400.843,408.438,415.139,424.445,435.373,445.223,456.143
CUUR0200SAGC     ,CUUR0200SAGC     ,"Other goods in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.684,100.41,102.468,104.756,106.556,108.214,109.846,111.289,111.888,114.853,117.484,119.674
CUUR0200SAGS     ,CUUR0200SAGS     ,"Other personal services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.587,103.802,106.503,108.429,110.039,111.96,114.538,116.818,121.522,124.558,127.365,131.326
CUUR0200SAH      ,CUUR0200SAH      ,"Housing in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6,69.2,80.0,87.7,96.3,100.3,103.5,107.0,109.4,112.4,115.9,119.9,124.1,128.5,132.1,135.8,139.2,143.1,147.8,151.9,155.5,158.3,163.9,169.2,171.8,175.8,179.5,184.3,187.9,192.263,197.386,196.504,197.003,199.258,201.768,205.609,210.22,212.567,216.649,221.772,227.197,233.151,237.716,247.313
CUUR0200SAH1     ,CUUR0200SAH1     ,"Shelter in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,68.0,80.3,87.7,96.7,99.7,103.6,108.4,113.3,118.8,123.9,128.9,135.1,140.6,145.3,150.0,155.6,161.8,167.5,172.9,178.3,182.9,188.8,194.4,201.0,204.8,209.0,212.6,216.4,221.327,224.603,226.459,226.914,229.58,233.902,238.857,243.656,249.121,256.033,262.588,270.774,279.881,286.151,294.914
CUUR0200SAH2     ,CUUR0200SAH2     ,"Fuels and utilities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,64.6,73.4,83.4,92.7,101.7,105.6,107.7,105.8,104.7,105.1,107.8,109.5,112.1,114.2,117.8,117.8,117.5,122.3,126.1,125.0,125.4,136.5,146.2,137.7,152.3,160.5,176.8,184.7,192.908,212.176,195.505,202.973,207.418,203.974,210.101,222.281,214.816,214.254,222.69,222.627,221.183,222.37,241.904
CUUR0200SAH21    ,CUUR0200SAH21    ,"Household energy in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,62.4,73.3,83.8,93.0,102.2,104.8,106.2,101.7,99.1,98.8,100.1,99.6,100.8,102.4,106.2,104.2,103.1,108.5,111.0,108.8,108.7,119.8,129.0,119.2,133.6,141.1,157.3,164.5,171.775,190.125,170.76,176.606,179.44,173.66,177.901,188.781,178.627,175.819,182.774,181.216,178.229,177.681,196.444
CUUR0200SAH3     ,CUUR0200SAH3     ,"Household furnishings and operations in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,79.9,85.9,92.7,98.0,100.5,101.5,103.4,104.5,105.7,107.9,110.7,112.2,115.3,117.4,117.9,119.5,121.2,122.4,123.4,125.3,124.0,123.7,124.6,123.7,121.1,119.2,119.8,119.4,119.802,121.794,122.766,118.724,118.309,119.025,117.738,117.036,115.941,114.452,113.458,114.161,115.546,117.253,123.819
CUUR0200SAH31    ,CUUR0200SAH31    ,"Household furnishings and supplies in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.368,97.704,98.161,96.576,95.416,94.117,92.318,90.627,90.605,91.246,92.599,97.811
CUUR0200SAM      ,CUUR0200SAM      ,"Medical care in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6,68.4,76.0,84.0,92.8,100.5,106.7,112.4,120.4,127.6,135.9,145.0,157.6,171.6,183.7,195.0,205.8,215.4,221.9,226.9,235.4,245.0,255.2,267.9,280.3,291.8,306.9,322.0,336.2,351.519,362.168,374.946,387.626,399.741,415.636,428.173,441.055,451.846,469.789,479.836,484.447,497.201,516.969,523.967
CUUR0200SAM1     ,CUUR0200SAM1     ,"Medical care commodities in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,69.8,76.6,84.6,92.3,100.1,107.6,115.7,123.5,131.6,141.0,151.6,163.2,177.7,190.0,197.4,203.8,205.2,207.6,211.4,218.4,227.8,233.3,242.4,251.4,259.4,266.9,274.5,284.8,290.981,292.169,301.563,311.782,321.325,333.513,339.18,354.394,366.221,379.466,390.741,393.67,391.052,382.074,372.614
CUUR0200SAM2     ,CUUR0200SAM2     ,"Medical care services in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,68.1,75.8,83.9,92.9,100.6,106.5,111.8,119.8,126.8,134.8,143.6,156.5,170.3,182.4,194.7,206.5,217.9,225.4,230.7,239.6,249.3,260.9,274.7,288.2,300.9,318.8,336.7,352.3,370.813,385.306,399.298,412.784,425.772,442.984,458.298,470.211,480.471,500.092,509.659,514.835,532.796,561.996,574.25
CUUR0200SAN      ,CUUR0200SAN      ,"Nondurables in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,78.0,88.3,95.6,98.1,99.8,102.1,104.2,102.4,106.5,111.1,117.4,125.0,129.1,131.1,133.4,135.6,138.2,142.4,145.3,145.9,149.9,156.8,159.4,159.0,162.3,168.4,176.5,182.3,189.225,200.791,194.653,201.442,215.347,221.148,222.221,224.11,214.177,211.481,215.461,220.186,220.578,216.847,231.9
CUUR0200SANL1    ,CUUR0200SANL1    ,"Nondurables less food in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,74.8,88.2,96.2,98.2,100.2,101.6,103.9,97.7,101.7,106.4,112.7,120.6,124.8,127.1,129.0,130.4,131.7,135.2,137.4,135.8,140.2,149.3,150.1,147.4,151.0,157.7,168.2,175.4,182.242,194.047,179.828,190.444,208.34,214.187,213.908,212.675,192.113,186.941,193.177,199.555,197.531,185.717,204.081
CUUR0200SANL11   ,CUUR0200SANL11   ,"Nondurables less food and beverages in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,74.5,88.2,96.3,98.2,100.3,101.5,103.8,97.0,101.1,106.0,112.5,120.6,124.0,126.2,128.0,129.3,130.4,133.8,135.9,134.0,138.4,147.7,148.3,145.4,149.0,155.8,166.7,174.2,181.05,193.217,177.449,188.523,207.219,212.951,212.498,211.021,189.282,183.727,190.178,196.697,194.365,181.481,200.798
CUUR0200SANL113  ,CUUR0200SANL113  ,"Nondurables less food, beverages, and apparel in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,71.0,87.2,96.7,98.2,100.2,101.6,103.8,95.2,99.9,103.7,112.0,121.9,125.4,127.7,129.5,131.4,133.6,139.3,141.4,139.3,147.8,164.5,166.5,164.6,172.2,183.6,202.2,216.1,227.267,246.431,219.987,238.453,267.894,273.775,271.933,269.256,235.913,227.431,237.644,248.575,245.569,228.101,259.064
CUUR0200SANL13   ,CUUR0200SANL13   ,"Nondurables less food and apparel in Midwest urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,71.6,87.2,96.5,98.2,100.2,101.7,103.9,96.2,100.5,104.3,112.2,121.5,125.9,128.6,130.6,132.5,134.8,140.3,142.6,140.8,149.1,164.8,167.1,165.5,172.6,183.4,200.5,213.5,224.093,241.95,219.096,236.053,263.098,269.185,267.73,265.523,235.182,227.583,237.077,247.349,244.897,229.653,257.836
