index,Index,Label,unit,start,last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CUUR0000SETB02   ,CUUR0000SETB02   ,"Other motor fuels in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,95.8,125.7,123.1,111.4,122.0,141.6,183.7,205.0,217.145,283.092,182.549,217.895,279.608,288.282,283.401,276.665,197.519,165.843,190.966,228.81,221.2,188.735,237.726
CUUR0000SETC     ,CUUR0000SETC     ,"Motor vehicle parts and equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6,85.1,95.3,101.0,103.6,100.7,95.6,95.9,95.4,96.1,97.9,100.2,100.9,102.2,103.1,101.6,101.4,102.1,102.2,101.9,101.1,100.5,101.5,104.8,106.9,107.8,108.7,111.9,117.3,121.583,128.747,134.05,136.995,143.909,148.56,146.422,144.823,144.236,143.555,143.041,143.662,146.437,148.051,155.1
CUUR0000SETC01   ,CUUR0000SETC01   ,"Tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M13,2022-M02,32.3,32.0,35.6,36.2,34.8,32.2,33.3,,,,,,38.9,39.6,39.4,44.2,51.3,51.3,51.1,48.2,49.2,50.3,50.9,52.7,51.5,47.9,45.6,47.9,50.1,50.4,51.6,52.8,54.8,57.8,60.1,62.0,63.7,63.5,60.6,64.9,69.2,72.9,75.4,77.7,84.6,95.5,102.4,104.6,101.5,94.0,94.4,93.1,93.6,95.4,98.4,97.7,99.0,100.5,99.8,100.0,101.6,101.3,100.2,98.7,97.6,97.5,100.5,101.8,101.7,101.8,104.5,108.4,111.649,116.83,120.896,123.531,130.648,135.128,131.04,128.012,126.535,125.421,124.014,122.907,125.019,125.172,132.215
CUUR0000SETC02   ,CUUR0000SETC02   ,"Vehicle accessories other than tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.5,101.6,105.0,107.9,110.1,112.0,115.9,123.2,128.856,138.876,145.962,149.124,154.642,159.108,162.159,164.357,166.066,166.373,167.676,171.717,175.566,180.262,186.165
CUUR0000SETD     ,CUUR0000SETD     ,"Motor vehicle maintenance and repair in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M13,2022-M02,13.1,13.1,13.1,13.1,13.1,13.1,13.6,14.8,15.0,15.2,15.3,15.8,17.1,18.1,18.6,18.9,20.4,20.8,22.0,22.7,23.2,24.2,25.0,25.4,26.0,26.5,27.1,27.5,27.8,28.2,28.7,29.2,30.4,32.1,34.1,36.6,39.3,41.1,43.2,47.6,53.7,57.6,61.9,67.0,73.7,81.5,89.2,96.0,100.3,103.8,106.8,110.3,114.8,119.7,124.9,130.1,136.0,141.3,145.9,150.2,154.0,158.4,162.7,167.1,171.9,177.3,183.5,190.2,195.6,200.2,206.9,215.6,222.963,233.859,243.337,247.954,253.099,257.582,261.641,266.025,270.717,275.351,280.827,286.358,296.0,305.99,317.945
CUUR0000SETD01   ,CUUR0000SETD01   ,"Motor vehicle body work in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,70.5,79.4,87.0,95.0,100.5,104.6,108.8,112.1,117.2,123.4,130.5,135.9,140.3,143.8,147.9,153.6,158.9,166.0,172.9,179.5,182.2,187.8,194.9,199.6,202.9,208.2,215.0,224.8,232.233,239.732,248.548,254.398,259.93,264.941,270.976,277.958,280.793,287.58,294.463,302.73,313.465,324.686,342.961
CUUR0000SETD02   ,CUUR0000SETD02   ,"Motor vehicle maintenance and servicing in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,76.1,83.7,90.7,97.0,100.5,102.6,104.8,107.8,112.8,117.8,121.4,125.1,130.8,135.7,138.5,140.4,143.3,146.7,149.6,154.8,158.8,162.7,168.8,175.0,179.5,182.8,189.2,195.7,202.143,213.06,222.326,225.217,228.295,233.271,236.922,240.34,243.337,246.664,252.009,258.418,269.191,277.163,287.204
CUUR0000SETD03   ,CUUR0000SETD03   ,"Motor vehicle repair in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,104.5,108.2,111.8,116.0,119.6,122.7,126.7,132.7,137.37,143.807,149.371,152.814,156.802,159.088,161.503,164.382,168.119,171.558,174.303,175.851,179.36,186.867,194.698
CUUR0000SETE     ,CUUR0000SETE     ,"Motor vehicle insurance in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M13,2022-M02,8.9,8.9,8.9,8.9,8.9,8.8,9.0,9.9,9.0,8.7,8.7,10.4,11.7,13.9,15.7,14.7,15.2,18.1,20.5,20.3,19.5,19.0,20.6,23.6,25.1,25.7,25.9,25.7,26.1,27.5,30.1,32.3,33.2,33.9,36.9,42.0,46.8,46.6,45.8,45.8,48.4,62.3,69.8,71.8,75.8,82.0,85.9,91.4,100.4,108.2,119.2,135.0,146.2,156.6,166.6,177.9,191.5,205.5,216.7,224.8,234.3,243.9,251.6,254.3,253.8,256.7,268.1,291.6,314.4,323.2,329.9,331.8,333.143,341.519,356.997,375.18,388.655,402.476,419.4,437.219,460.611,489.149,526.911,565.957,571.032,544.633,565.313
CUUR0000SETF     ,CUUR0000SETF     ,"Motor vehicle fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,103.8,107.3,109.3,112.5,116.5,131.0,134.7,138.8,141.198,145.83,155.694,165.505,167.301,172.062,174.789,176.452,178.895,182.581,185.023,188.673,192.862,195.596,198.005
CUUR0000SETF01   ,CUUR0000SETF01   ,"State motor vehicle registration and license fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,101.8,105.1,105.6,108.5,112.7,131.3,133.2,137.3,138.785,141.931,152.088,164.926,165.856,166.691,167.819,168.286,169.527,173.0,175.848,178.376,180.804,185.058,186.268
CUUR0000SETF03   ,CUUR0000SETF03   ,"Parking and other fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,108.4,112.6,117.7,121.9,124.8,130.2,137.4,141.1,145.552,152.963,162.339,166.674,170.006,181.248,186.632,190.179,194.355,198.326,200.215,205.442,212.037,212.846,216.923
CUUR0000SETG     ,CUUR0000SETG     ,"Public transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M02,9.1,9.0,8.9,9.0,9.1,9.1,9.1,9.1,9.2,9.2,9.2,9.4,9.9,11.2,12.4,13.4,14.8,15.8,16.8,18.0,18.5,19.2,19.9,20.9,21.5,22.2,23.2,24.0,24.3,24.7,25.2,26.1,27.4,28.7,30.9,35.2,37.8,39.3,39.7,40.6,43.5,47.8,50.0,51.5,54.9,69.0,85.6,94.9,99.5,105.7,110.5,117.0,121.1,123.3,129.5,142.6,148.9,151.4,167.0,172.0,175.9,181.9,186.7,190.3,197.7,209.6,210.6,207.4,209.3,209.1,217.3,226.6,230.002,250.549,236.348,251.351,269.403,271.351,278.851,276.394,268.725,265.397,263.116,258.771,259.463,227.453,231.209
CUUR0000SETG01   ,CUUR0000SETG01   ,"Airline fares in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1963-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,23.8,23.8,23.9,24.4,26.2,28.3,30.3,31.1,32.2,34.9,38.0,41.1,43.5,45.5,49.2,68.0,85.6,94.4,99.8,105.8,112.5,117.1,122.8,124.2,131.6,148.4,155.2,155.2,178.7,185.5,189.7,192.5,199.2,205.3,218.8,239.4,239.4,231.6,231.3,227.2,236.6,247.3,251.686,281.998,257.971,278.186,304.026,304.95,312.709,307.708,292.227,282.557,275.783,264.909,265.401,217.546,217.549
CUUR0000SETG02   ,CUUR0000SETG02   ,"Other intercity transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,63.6,73.1,84.2,92.0,100.0,107.9,114.7,125.5,126.7,132.6,138.5,143.3,149.0,152.5,150.9,152.8,153.3,156.0,155.1,160.4,160.6,156.3,154.4,155.0,150.1,146.4,148.6,154.6,153.884,156.969,148.162,152.508,153.489,152.102,154.034,152.913,152.858,158.297,159.644,160.175,159.111,152.093,162.556
CUUR0000SETG03   ,CUUR0000SETG03   ,"Intracity transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,60.6,69.7,85.8,95.9,99.0,105.2,107.7,115.8,118.8,121.7,125.2,133.5,138.9,146.9,150.7,152.7,157.5,173.2,175.8,174.2,172.4,174.9,180.1,184.1,197.4,208.9,218.5,225.9,230.623,239.84,251.083,261.045,273.302,281.733,293.787,297.427,303.872,308.912,314.291,319.821,323.311,317.08,324.363
CUUR0000SS45011  ,CUUR0000SS45011  ,"New cars in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M13,2022-M02,20.3,20.4,20.8,21.8,21.3,21.3,23.0,,,,,,34.1,37.3,40.8,41.1,43.1,46.8,47.2,46.5,44.8,46.1,48.5,50.0,52.2,51.5,51.5,51.3,51.0,50.9,49.7,48.8,49.3,50.7,51.5,53.0,55.2,54.7,54.8,57.9,62.9,66.9,70.4,75.8,81.8,88.4,93.7,97.4,99.9,102.8,106.1,110.6,114.6,116.9,119.2,121.0,125.3,128.4,131.5,136.0,139.0,141.4,141.7,140.7,139.6,139.6,138.9,137.3,134.7,133.9,135.2,136.4,135.865,135.401,136.685,138.094,142.226,144.178,144.923,144.469,144.396,143.69,142.659,141.968,142.8,143.955,151.958
CUUR0000SS4501A  ,CUUR0000SS4501A  ,"New cars and trucks in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.1,99.0,98.6,97.1,95.6,95.1,95.6,95.4,94.427,93.012,93.983,95.651,98.359,99.97,101.051,101.383,102.005,102.125,101.858,101.372,101.752,102.284,108.295
CUUR0000SS45021  ,CUUR0000SS45021  ,"New trucks in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1983.12=100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,105.5,110.2,112.2,113.5,117.0,121.6,127.0,130.9,135.7,141.7,145.9,149.5,151.4,151.1,152.0,151.7,150.7,147.8,146.1,145.0,145.3,142.9,140.714,137.117,138.84,142.695,146.547,149.393,151.848,153.563,155.441,156.436,156.574,155.785,156.257,157.113,166.688
CUUR0000SS45031  ,CUUR0000SS45031  ,"New motorcycles in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2000-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,107.1,112.1,115.3,120.6,125.6,132.3,143.8,153.0,160.7,163.2,163.1,165.7,,,,,,,,,,,,,,,,,,,,,,
CUUR0000SS47014  ,CUUR0000SS47014  ,"Gasoline, unleaded regular in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6,49.8,52.3,70.5,97.4,108.6,102.7,99.4,97.8,98.8,76.4,79.2,79.6,86.5,98.9,97.2,96.8,95.2,95.8,97.5,103.9,103.8,89.2,98.0,127.3,122.6,114.4,134.0,158.9,194.4,220.0,238.151,277.607,200.479,237.888,301.65,311.274,301.569,289.398,208.711,183.571,207.579,236.04,226.973,188.739,258.872
CUUR0000SS47015  ,CUUR0000SS47015  ,"Gasoline, unleaded midgrade in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,104.4,110.4,110.2,96.2,104.5,133.0,127.9,120.2,139.2,163.8,199.1,224.4,242.455,283.195,207.588,244.818,308.138,318.483,311.144,302.087,225.606,203.107,227.627,257.228,250.813,216.333,284.831
CUUR0000SS47016  ,CUUR0000SS47016  ,"Gasoline, unleaded premium in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,99.0,100.1,81.5,83.2,84.6,91.7,103.7,102.1,101.9,100.9,101.3,102.2,107.1,106.8,94.2,101.8,127.7,123.4,116.3,133.8,156.4,188.7,212.1,228.966,266.547,197.659,231.78,289.46,299.617,293.859,284.886,219.014,199.81,223.312,252.125,247.54,215.465,277.919
CUUR0000SS47021  ,CUUR0000SS47021  ,"Motor oil, coolant, and fluids in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,72.8,86.5,94.5,98.7,100.8,100.5,102.2,102.0,100.3,104.3,110.2,111.4,119.4,118.2,118.1,121.4,128.4,131.9,131.7,131.1,131.1,138.0,147.2,153.2,157.1,165.3,182.8,212.7,231.138,269.078,294.293,305.384,334.564,359.596,360.885,367.002,369.021,367.099,374.485,389.905,394.964,394.338,405.966
CUUR0000SS48021  ,CUUR0000SS48021  ,"Vehicle parts and equipment other than tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.2,86.1,94.7,97.9,101.2,99.2,99.6,99.6,101.0,102.6,104.5,106.2,108.4,109.7,109.9,107.7,107.0,106.8,107.3,107.8,107.9,107.9,108.6,110.8,113.1,115.0,115.9,118.3,123.5,127.975,135.436,141.033,143.463,146.507,149.363,153.051,154.815,156.627,157.358,158.538,162.193,165.74,171.055,175.113
CUUR0000SS52051  ,CUUR0000SS52051  ,"Parking fees and tolls in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,108.6,113.1,118.2,122.5,125.9,132.1,141.4,145.6,150.402,160.32,172.765,178.377,182.524,198.384,205.393,210.396,215.851,221.876,227.284,232.508,238.995,240.531,249.059
CUUR0000SS53021  ,CUUR0000SS53021  ,"Intercity bus fare in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2007.12=100,2007-M12,2020-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.549,104.308,109.342,115.514,,,,,,131.614,133.766,154.303,157.531,
CUUR0000SS53022  ,CUUR0000SS53022  ,"Intercity train fare in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2007.12=100,2007-M12,2019-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.617,105.205,111.495,111.499,112.133,113.635,111.065,109.969,112.407,116.097,,,,
CUUR0000SS53023  ,CUUR0000SS53023  ,"Ship fare in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,101.2,90.7,81.9,78.7,72.2,71.0,71.8,71.6,71.197,70.024,63.542,64.28,63.68,61.94,61.664,61.23,61.76,66.334,65.975,66.395,64.917,60.549,64.836
CUUR0000SS53031  ,CUUR0000SS53031  ,"Intracity mass transit in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.707,108.338,111.061,115.953,117.481,120.157,122.349,124.527,128.013,129.808,125.732,125.796
CUURN000SAT      ,CUURN000SAT      ,"Transportation in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,100.9,107.5,107.7,106.6,109.7,113.9,122.0,127.1,130.193,138.166,125.605,135.932,149.148,152.472,152.133,151.186,138.904,136.394,141.276,147.088,146.431,140.612,162.759
CUURN000SAT1     ,CUURN000SAT1     ,"Private transportation in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,100.3,106.8,107.1,106.1,109.3,113.6,121.9,126.9,130.021,137.776,125.144,135.6,148.865,152.208,151.971,151.017,138.168,135.571,140.706,146.913,146.196,141.327,164.364
CUURN000SATCLTB  ,CUURN000SATCLTB  ,"Transportation commodities less motor fuel in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.238,104.407,105.914,106.361,106.033,106.3,105.958,104.728,104.48,105.262,107.197,122.63
CUURN000SETA     ,CUURN000SETA     ,"New and used motor vehicles in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.4,100.8,101.4,99.3,96.1,93.5,95.2,95.5,94.113,92.934,92.7,96.985,99.592,100.679,101.202,101.118,101.391,101.161,100.178,100.461,100.944,102.66,117.458
CUURN000SETA01   ,CUURN000SETA01   ,"New vehicles in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.7,99.4,99.3,98.0,95.9,95.0,95.9,96.1,95.03,93.751,94.834,96.623,98.896,100.591,101.571,101.463,102.484,103.168,103.485,102.824,103.309,104.241,109.966
