index,Index,Label,unit,start,last,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CUURA311SAH3     ,CUURA311SAH3     ,"Household furnishings and operations in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,102.8,102.6,103.9,105.3,106.7,108.1,108.0,104.8,102.1,101.376,100.807,101.552,98.122,93.994,93.657,92.168,89.9,89.152,87.232,86.857
CUURA311SAH31    ,CUURA311SAH31    ,"Household furnishings and supplies in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-M01,2017-M13,,,,,,,,,,,,,,98.325,94.162,93.688,91.074,87.865,86.447,84.182,82.319
CUURA311SAM      ,CUURA311SAM      ,"Medical care in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1996-M11,2017-M13,102.1,104.4,106.9,109.7,111.0,114.9,118.5,121.8,126.6,129.5,133.843,140.79,142.738,149.515,155.034,161.598,168.491,171.382,178.513,183.851,188.883
CUURA311SAN      ,CUURA311SAN      ,"Nondurables in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,100.6,102.7,107.6,109.4,109.8,112.9,117.1,123.3,127.6,131.649,139.859,134.918,138.295,148.304,151.139,151.277,152.049,146.089,146.048,148.804
CUURA311SANL1    ,CUURA311SANL1    ,"Nondurables less food in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,100.5,103.2,110.7,111.0,108.8,111.8,114.6,124.0,129.1,132.747,142.422,130.478,136.611,150.347,152.948,151.589,150.294,137.182,136.276,140.259
CUURA311SANL11   ,CUURA311SANL11   ,"Nondurables less food and beverages in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,100.5,103.4,111.5,111.4,108.7,112.0,114.8,124.9,130.4,134.079,144.586,131.235,137.964,152.77,155.359,153.5,151.803,137.173,136.079,140.272
CUURA311SAR      ,CUURA311SAR      ,"Recreation in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,101.4,102.8,103.7,105.2,106.8,111.1,110.9,111.3,114.4,115.858,117.452,116.722,116.562,114.625,114.82,116.214,117.162,118.609,118.409,114.344
CUURA311SAS      ,CUURA311SAS      ,"Services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,102.8,105.5,108.8,113.0,117.4,121.9,125.9,131.3,137.0,143.193,149.749,152.646,155.1,158.526,162.965,166.896,170.773,174.963,178.633,181.413
CUURA311SASL2RS  ,CUURA311SASL2RS  ,"Services less rent of shelter in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,102.3,104.9,107.9,111.0,114.0,118.2,121.4,126.9,132.0,137.966,146.64,149.002,153.179,155.708,159.265,163.872,167.647,171.213,174.869,177.846
CUURA311SASL5    ,CUURA311SASL5    ,"Services less medical care services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,102.9,105.6,108.9,113.3,117.8,122.3,126.4,131.8,137.8,143.992,150.482,153.471,155.57,158.878,163.147,166.82,170.789,174.62,177.99,180.589
CUURA311SAT      ,CUURA311SAT      ,"Transportation in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1996-M11,2017-M13,100.3,98.4,100.3,107.3,107.7,105.7,108.7,112.3,121.1,125.8,128.301,136.901,124.546,135.597,149.298,152.022,154.13,154.247,141.385,138.19,142.785
CUURA311SAT1     ,CUURA311SAT1     ,"Private transportation in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,98.1,99.7,106.6,106.9,104.8,107.8,111.8,121.4,126.2,128.801,136.687,124.161,135.22,149.25,151.749,152.59,152.381,138.625,136.078,140.862
CUURA311SATCLTB  ,CUURA311SATCLTB  ,"Transportation commodities less motor fuel in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-M01,2017-M13,,,,,,,,,,,,,,100.248,102.689,103.077,104.373,105.55,103.906,103.126,101.863
CUURA311SEFV     ,CUURA311SEFV     ,"Food away from home in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.11=100,1997-M11,2017-M13,,101.7,104.4,107.4,110.5,113.1,116.8,120.5,124.1,128.8,133.347,139.936,143.794,145.65,149.61,154.202,158.01,161.421,165.197,169.227,173.205
CUURA311SEHA     ,CUURA311SEHA     ,"Rent of primary residence in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1996-M11,2017-M13,100.3,102.8,106.0,109.9,117.2,124.4,130.8,135.5,141.6,148.4,155.271,162.17,169.044,172.437,177.328,184.569,189.427,192.895,198.924,201.983,207.223
CUURA311SEHC     ,CUURA311SEHC     ,"Owners' equivalent rent of residences in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,102.7,105.5,108.7,113.8,118.8,123.9,128.4,134.1,141.1,147.082,151.725,156.109,158.088,162.156,166.797,170.595,174.018,179.206,182.372,185.073
CUURA311SEHC01   ,CUURA311SEHC01   ,"Owners' equivalent rent of primary residence in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,102.7,105.5,108.7,113.8,118.8,123.9,128.4,134.1,141.1,147.082,151.725,156.109,158.089,162.154,166.785,170.585,174.021,179.204,182.359,185.063
CUURA311SEHF     ,CUURA311SEHF     ,"Energy services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,108.1,110.6,112.9,111.9,108.2,113.1,118.0,127.4,138.2,159.764,187.382,186.226,176.437,169.947,164.826,168.297,169.7,167.556,172.717,178.228
CUURA311SEHF01   ,CUURA311SEHF01   ,"Electricity in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,112.2,114.4,113.9,109.2,107.8,108.2,110.8,116.7,128.7,155.213,182.329,193.588,181.379,175.827,171.785,176.581,177.167,178.827,186.451,187.759
CUURA311SEHF02   ,CUURA311SEHF02   ,"Utility (piped) gas service in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,93.7,97.1,109.5,121.4,109.9,130.3,142.6,165.5,163.9,158.962,183.558,141.091,140.45,131.554,126.006,125.55,128.752,117.23,115.881,132.406
CUURA311SETB     ,CUURA311SETB     ,"Motor fuel in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,89.4,94.8,126.2,122.1,114.7,132.9,154.2,189.9,215.0,227.139,267.919,191.803,230.267,292.357,303.367,297.843,285.011,205.428,184.99,208.128
CUURA311SETB01   ,CUURA311SETB01   ,"Gasoline (all types) in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,89.3,94.8,126.2,122.1,114.7,133.1,154.5,190.0,215.2,227.304,267.714,191.757,230.224,292.359,303.132,297.608,284.505,205.045,184.876,207.974
CUURA311SS47014  ,CUURA311SS47014  ,"Gasoline, unleaded regular in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,88.1,93.7,126.8,122.2,114.7,134.2,157.2,193.7,219.4,231.303,272.383,193.637,233.797,297.901,308.826,301.801,287.352,204.377,182.47,206.002
CUURA311SS47015  ,CUURA311SS47015  ,"Gasoline, unleaded midgrade in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,90.4,95.8,126.0,122.2,114.5,131.3,152.6,187.0,211.6,223.918,264.474,191.904,228.08,288.01,298.431,295.346,285.442,213.79,198.832,220.776
CUURA311SS47016  ,CUURA311SS47016  ,"Gasoline, unleaded premium in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,90.8,96.0,124.9,121.7,114.7,130.8,151.0,185.3,209.9,222.554,262.675,192.622,228.205,286.653,297.979,297.661,288.902,219.119,205.889,227.706
