index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
JTU300000000000000OSL         ,JTU300000000000000OSL         ,300000,L,2000-M12,2022-M01,486.0,472.0,458.0,350.0,451.0,413.0,339.0,318.0,276.0,247.0,243.0,253.0,270.0,293.0,267.0,293.0,270.0,247.0,244.0,278.0,283.0
JTU300000000000000OSR         ,JTU300000000000000OSR         ,300000,R,2000-M12,2022-M01,3.0,3.1,3.2,2.4,3.2,2.9,2.4,2.4,2.3,2.1,2.1,2.1,2.2,2.4,2.2,2.4,2.2,1.9,1.9,2.3,2.3
JTU320000000000000OSL         ,JTU320000000000000OSL         ,320000,L,2000-M12,2022-M01,336.0,328.0,298.0,234.0,340.0,272.0,222.0,201.0,184.0,160.0,154.0,160.0,165.0,177.0,171.0,182.0,154.0,161.0,152.0,165.0,182.0
JTU320000000000000OSR         ,JTU320000000000000OSR         ,320000,R,2000-M12,2022-M01,3.3,3.5,3.3,2.6,3.8,3.0,2.5,2.4,2.5,2.3,2.1,2.1,2.2,2.3,2.2,2.4,2.0,2.0,1.9,2.2,2.4
JTU340000000000000OSL         ,JTU340000000000000OSL         ,340000,L,2000-M12,2022-M01,149.0,144.0,162.0,117.0,113.0,140.0,113.0,116.0,91.0,86.0,89.0,94.0,107.0,117.0,96.0,111.0,114.0,87.0,89.0,114.0,102.0
JTU340000000000000OSR         ,JTU340000000000000OSR         ,340000,R,2000-M12,2022-M01,2.4,2.5,2.9,2.2,2.1,2.7,2.2,2.3,2.0,1.9,2.0,2.1,2.4,2.6,2.1,2.4,2.4,1.8,1.9,2.5,2.2
JTU400000000000000OSL         ,JTU400000000000000OSL         ,400000,L,2000-M12,2022-M01,834.0,867.0,900.0,893.0,808.0,1012.0,908.0,917.0,841.0,822.0,874.0,926.0,938.0,1163.0,1189.0,1097.0,891.0,832.0,748.0,632.0,657.0
JTU400000000000000OSR         ,JTU400000000000000OSR         ,400000,R,2000-M12,2022-M01,3.2,3.4,3.6,3.5,3.1,3.9,3.4,3.5,3.4,3.3,3.5,3.6,3.6,4.4,4.4,4.0,3.3,3.0,2.7,2.4,2.4
JTU420000000000000OSL         ,JTU420000000000000OSL         ,420000,L,2000-M12,2022-M01,118.0,158.0,165.0,149.0,115.0,149.0,110.0,122.0,120.0,120.0,173.0,121.0,111.0,128.0,127.0,146.0,115.0,145.0,101.0,76.0,98.0
JTU420000000000000OSR         ,JTU420000000000000OSR         ,420000,R,2000-M12,2022-M01,2.1,2.8,3.0,2.7,2.0,2.6,1.8,2.1,2.2,2.2,3.2,2.2,2.0,2.2,2.2,2.5,2.0,2.5,1.7,1.3,1.7
JTU440000000000000OSL         ,JTU440000000000000OSL         ,440000,L,2000-M12,2022-M01,548.0,528.0,508.0,562.0,491.0,644.0,596.0,617.0,572.0,507.0,500.0,585.0,619.0,832.0,868.0,745.0,622.0,544.0,467.0,325.0,374.0
JTU440000000000000OSR         ,JTU440000000000000OSR         ,440000,R,2000-M12,2022-M01,3.6,3.5,3.4,3.7,3.2,4.2,3.8,4.0,3.9,3.5,3.4,3.9,4.1,5.4,5.6,4.7,3.9,3.4,3.0,2.2,2.4
JTU480099000000000OSL         ,JTU480099000000000OSL         ,480099,L,2000-M12,2022-M01,167.0,179.0,226.0,184.0,198.0,220.0,202.0,173.0,150.0,195.0,204.0,218.0,210.0,206.0,193.0,207.0,155.0,146.0,177.0,232.0,184.0
JTU480099000000000OSR         ,JTU480099000000000OSR         ,480099,R,2000-M12,2022-M01,3.4,3.7,4.7,3.8,4.0,4.4,4.0,3.4,3.1,4.1,4.2,4.4,4.2,3.9,3.6,3.7,2.7,2.4,2.8,3.8,2.8
JTU510000000000000OSL         ,JTU510000000000000OSL         ,510000,L,2000-M12,2022-M01,116.0,86.0,57.0,79.0,89.0,100.0,93.0,73.0,71.0,66.0,55.0,62.0,73.0,89.0,109.0,141.0,96.0,78.0,85.0,66.0,110.0
JTU510000000000000OSR         ,JTU510000000000000OSR         ,510000,R,2000-M12,2022-M01,3.2,2.5,1.8,2.5,2.9,3.3,3.1,2.4,2.5,2.4,2.1,2.3,2.7,3.3,4.0,5.0,3.4,2.7,3.0,2.4,3.9
JTU510099000000000OSL         ,JTU510099000000000OSL         ,510099,L,2000-M12,2022-M01,301.0,228.0,301.0,322.0,240.0,298.0,245.0,263.0,199.0,294.0,216.0,369.0,393.0,372.0,306.0,297.0,333.0,295.0,303.0,308.0,400.0
JTU510099000000000OSR         ,JTU510099000000000OSR         ,510099,R,2000-M12,2022-M01,3.8,2.9,3.7,4.0,2.9,3.6,2.9,3.2,2.5,3.8,2.8,4.7,5.0,4.7,3.8,3.6,3.9,3.4,3.5,3.5,4.6
JTU520000000000000OSL         ,JTU520000000000000OSL         ,520000,L,2000-M12,2022-M01,251.0,169.0,222.0,270.0,184.0,224.0,176.0,183.0,148.0,238.0,163.0,298.0,309.0,310.0,242.0,240.0,282.0,256.0,260.0,240.0,346.0
JTU520000000000000OSR         ,JTU520000000000000OSR         ,520000,R,2000-M12,2022-M01,4.3,2.9,3.7,4.5,3.0,3.6,2.8,3.0,2.5,4.1,2.8,5.1,5.2,5.2,4.0,3.9,4.5,4.0,4.0,3.7,5.3
JTU530000000000000OSL         ,JTU530000000000000OSL         ,530000,L,2000-M12,2022-M01,51.0,61.0,82.0,53.0,54.0,74.0,69.0,80.0,51.0,58.0,54.0,72.0,85.0,63.0,63.0,57.0,48.0,37.0,44.0,68.0,55.0
JTU530000000000000OSR         ,JTU530000000000000OSR         ,530000,R,2000-M12,2022-M01,2.5,3.0,4.0,2.5,2.5,3.4,3.2,3.8,2.6,3.0,2.8,3.7,4.3,3.1,3.0,2.7,2.2,1.6,1.9,3.1,2.4
JTU540099000000000OSL         ,JTU540099000000000OSL         ,540099,L,2000-M12,2022-M01,804.0,918.0,688.0,581.0,631.0,871.0,751.0,741.0,600.0,601.0,602.0,667.0,523.0,593.0,752.0,672.0,679.0,744.0,699.0,827.0,877.0
JTU540099000000000OSR         ,JTU540099000000000OSR         ,540099,R,2000-M12,2022-M01,4.9,5.7,4.3,3.5,3.7,4.9,4.2,4.2,3.6,3.6,3.5,3.7,2.8,3.1,3.8,3.3,3.3,3.6,3.3,4.1,4.1
JTU600000000000000OSL         ,JTU600000000000000OSL         ,600000,L,2000-M12,2022-M01,419.0,443.0,429.0,393.0,388.0,438.0,453.0,468.0,486.0,428.0,548.0,501.0,591.0,511.0,561.0,484.0,571.0,553.0,494.0,522.0,493.0
JTU600000000000000OSR         ,JTU600000000000000OSR         ,600000,R,2000-M12,2022-M01,2.6,2.7,2.5,2.3,2.2,2.4,2.4,2.4,2.5,2.1,2.7,2.4,2.8,2.4,2.5,2.1,2.5,2.3,2.0,2.2,2.1
JTU610000000000000OSL         ,JTU610000000000000OSL         ,610000,L,2000-M12,2022-M01,80.0,54.0,59.0,48.0,51.0,53.0,57.0,52.0,57.0,47.0,72.0,67.0,74.0,64.0,67.0,65.0,66.0,68.0,64.0,55.0,59.0
JTU610000000000000OSR         ,JTU610000000000000OSR         ,610000,R,2000-M12,2022-M01,3.2,2.0,2.2,1.7,1.8,1.8,1.9,1.7,1.8,1.5,2.2,2.0,2.2,1.9,1.9,1.8,1.8,1.8,1.7,1.6,1.6
JTU620000000000000OSL         ,JTU620000000000000OSL         ,620000,L,2000-M12,2022-M01,341.0,388.0,372.0,343.0,337.0,387.0,399.0,416.0,428.0,379.0,476.0,434.0,517.0,445.0,493.0,417.0,505.0,486.0,427.0,466.0,433.0
JTU620000000000000OSR         ,JTU620000000000000OSR         ,620000,R,2000-M12,2022-M01,2.6,2.8,2.6,2.4,2.3,2.5,2.5,2.6,2.6,2.3,2.8,2.5,2.9,2.5,2.7,2.2,2.6,2.4,2.1,2.4,2.2
JTU700000000000000OSL         ,JTU700000000000000OSL         ,700000,L,2000-M12,2022-M01,435.0,355.0,396.0,338.0,297.0,329.0,302.0,297.0,267.0,310.0,272.0,298.0,347.0,323.0,293.0,370.0,309.0,303.0,333.0,296.0,336.0
JTU700000000000000OSR         ,JTU700000000000000OSR         ,700000,R,2000-M12,2022-M01,3.6,3.0,3.3,2.7,2.3,2.5,2.2,2.2,2.0,2.4,2.0,2.2,2.4,2.2,1.9,2.4,1.9,1.9,2.0,2.3,2.4
JTU710000000000000OSL         ,JTU710000000000000OSL         ,710000,L,2000-M12,2022-M01,34.0,28.0,28.0,33.0,19.0,37.0,44.0,34.0,36.0,32.0,26.0,23.0,33.0,35.0,37.0,27.0,41.0,42.0,36.0,28.0,41.0
JTU710000000000000OSR         ,JTU710000000000000OSR         ,710000,R,2000-M12,2022-M01,1.9,1.6,1.5,1.8,1.0,1.9,2.2,1.7,1.9,1.7,1.4,1.2,1.6,1.7,1.7,1.2,1.8,1.8,1.5,1.6,2.1
JTU720000000000000OSL         ,JTU720000000000000OSL         ,720000,L,2000-M12,2022-M01,399.0,326.0,367.0,308.0,276.0,293.0,256.0,263.0,234.0,276.0,245.0,273.0,315.0,289.0,257.0,342.0,271.0,259.0,295.0,263.0,298.0
JTU720000000000000OSR         ,JTU720000000000000OSR         ,720000,R,2000-M12,2022-M01,3.9,3.2,3.5,2.9,2.5,2.6,2.2,2.3,2.1,2.5,2.1,2.3,2.6,2.3,2.0,2.6,2.0,1.9,2.1,2.3,2.5
JTU810000000000000OSL         ,JTU810000000000000OSL         ,810000,L,2000-M12,2022-M01,150.0,148.0,144.0,133.0,153.0,188.0,137.0,82.0,109.0,126.0,123.0,101.0,123.0,128.0,123.0,89.0,126.0,113.0,143.0,98.0,136.0
JTU810000000000000OSR         ,JTU810000000000000OSR         ,810000,R,2000-M12,2022-M01,2.9,2.8,2.7,2.5,2.8,3.5,2.5,1.5,2.0,2.4,2.3,1.9,2.2,2.3,2.2,1.6,2.2,1.9,2.4,1.8,2.5
JTU900000000000000OSL         ,JTU900000000000000OSL         ,900000,L,2000-M12,2022-M01,592.0,723.0,685.0,666.0,635.0,670.0,761.0,592.0,591.0,755.0,711.0,745.0,741.0,736.0,702.0,691.0,698.0,726.0,743.0,910.0,735.0
JTU900000000000000OSR         ,JTU900000000000000OSR         ,900000,R,2000-M12,2022-M01,2.8,3.4,3.2,3.1,2.9,3.0,3.4,2.6,2.6,3.4,3.2,3.4,3.4,3.4,3.2,3.1,3.1,3.2,3.3,4.1,3.3
JTU910000000000000OSL         ,JTU910000000000000OSL         ,910000,L,2000-M12,2022-M01,106.0,119.0,131.0,134.0,111.0,153.0,232.0,89.0,96.0,112.0,122.0,119.0,129.0,118.0,111.0,102.0,104.0,125.0,139.0,151.0,163.0
JTU910000000000000OSR         ,JTU910000000000000OSR         ,910000,R,2000-M12,2022-M01,3.8,4.3,4.7,4.9,4.1,5.6,8.5,3.2,3.4,3.8,4.3,4.2,4.7,4.3,4.0,3.6,3.7,4.5,4.9,5.2,5.6
JTU920000000000000OSL         ,JTU920000000000000OSL         ,920000,L,2000-M12,2022-M01,487.0,603.0,555.0,531.0,525.0,517.0,529.0,501.0,496.0,645.0,588.0,623.0,611.0,616.0,590.0,589.0,593.0,598.0,603.0,756.0,575.0
JTU920000000000000OSR         ,JTU920000000000000OSR         ,920000,R,2000-M12,2022-M01,2.7,3.2,2.9,2.8,2.8,2.7,2.7,2.5,2.5,3.3,3.1,3.3,3.2,3.2,3.1,3.0,3.0,3.0,3.0,4.0,3.0
JTU923000000000000OSL         ,JTU923000000000000OSL         ,923000,L,2000-M12,2022-M01,238.0,298.0,276.0,253.0,254.0,268.0,277.0,238.0,249.0,340.0,284.0,301.0,314.0,271.0,278.0,281.0,292.0,288.0,294.0,420.0,241.0
JTU923000000000000OSR         ,JTU923000000000000OSR         ,923000,R,2000-M12,2022-M01,2.5,3.0,2.8,2.5,2.5,2.6,2.7,2.3,2.4,3.3,2.8,3.0,3.1,2.7,2.7,2.7,2.8,2.8,2.8,4.2,2.4
JTU929000000000000OSL         ,JTU929000000000000OSL         ,929000,L,2000-M12,2022-M01,249.0,304.0,277.0,275.0,273.0,248.0,252.0,265.0,248.0,305.0,304.0,322.0,298.0,349.0,312.0,305.0,299.0,311.0,309.0,337.0,336.0
JTU929000000000000OSR         ,JTU929000000000000OSR         ,929000,R,2000-M12,2022-M01,2.8,3.4,3.1,3.1,3.0,2.7,2.7,2.8,2.7,3.3,3.4,3.6,3.3,3.9,3.5,3.4,3.3,3.4,3.3,3.7,3.7
