index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
JTU100000000000000QUR         ,JTU100000000000000QUR         ,100000,R,2000-M12,2022-M01,29.8,26.4,24.4,26.4,28.5,29.4,28.4,25.1,18.1,19.4,20.2,20.9,22.6,24.5,26.5,27.7,28.7,30.2,31.1,27.9,36.6
JTU110099000000000QUL         ,JTU110099000000000QUL         ,110099,L,2000-M12,2022-M01,130.0,103.0,102.0,111.0,121.0,136.0,174.0,185.0,86.0,91.0,135.0,192.0,165.0,180.0,176.0,161.0,173.0,246.0,179.0,106.0,117.0
JTU110099000000000QUR         ,JTU110099000000000QUR         ,110099,R,2000-M12,2022-M01,21.5,17.7,17.8,18.8,19.3,19.9,24.0,24.2,12.4,12.9,17.1,22.6,19.1,20.2,21.6,24.1,25.6,33.8,24.6,17.7,20.6
JTU230000000000000QUL         ,JTU230000000000000QUL         ,230000,L,2000-M12,2022-M01,2073.0,1843.0,1781.0,1996.0,2379.0,2220.0,1939.0,1646.0,906.0,923.0,987.0,992.0,1152.0,1294.0,1359.0,1492.0,1850.0,2059.0,2083.0,1597.0,2198.0
JTU230000000000000QUR         ,JTU230000000000000QUR         ,230000,R,2000-M12,2022-M01,30.4,27.4,26.4,28.6,32.4,28.9,25.4,23.0,15.1,16.7,17.8,17.6,19.7,21.0,21.0,22.2,26.5,28.3,27.8,22.0,29.7
JTU300000000000000QUL         ,JTU300000000000000QUL         ,300000,L,2000-M12,2022-M01,2491.0,2253.0,2027.0,2233.0,2334.0,2456.0,2441.0,1869.0,1049.0,1131.0,1257.0,1295.0,1326.0,1429.0,1614.0,1777.0,2291.0,2503.0,2492.0,2347.0,3457.0
JTU300000000000000QUR         ,JTU300000000000000QUR         ,300000,R,2000-M12,2022-M01,15.2,14.8,14.0,15.6,16.4,17.3,17.6,13.9,8.9,9.8,10.7,10.9,11.0,11.7,13.1,14.4,18.4,19.7,19.4,19.3,28.0
JTU320000000000000QUL         ,JTU320000000000000QUL         ,320000,L,2000-M12,2022-M01,1367.0,1293.0,1199.0,1325.0,1394.0,1422.0,1381.0,1033.0,503.0,565.0,647.0,721.0,751.0,799.0,921.0,997.0,1261.0,1377.0,1396.0,1274.0,1885.0
JTU320000000000000QUR         ,JTU320000000000000QUR         ,320000,R,2000-M12,2022-M01,13.2,13.6,13.4,14.8,15.6,15.8,15.7,12.2,6.9,8.0,8.9,9.7,10.0,10.4,11.9,12.9,16.3,17.3,17.4,16.8,24.6
JTU340000000000000QUL         ,JTU340000000000000QUL         ,340000,L,2000-M12,2022-M01,1123.0,964.0,827.0,910.0,940.0,1036.0,1063.0,836.0,545.0,567.0,613.0,575.0,575.0,631.0,694.0,779.0,1033.0,1125.0,1092.0,1070.0,1572.0
JTU340000000000000QUR         ,JTU340000000000000QUR         ,340000,R,2000-M12,2022-M01,18.4,16.7,14.9,16.9,17.8,20.0,21.0,16.9,11.9,12.7,13.8,12.9,12.9,14.0,15.2,16.8,22.0,23.7,22.9,23.3,33.7
JTU400000000000000QUL         ,JTU400000000000000QUL         ,400000,L,2000-M12,2022-M01,8384.0,6898.0,6420.0,7167.0,7845.0,8150.0,7750.0,6837.0,4660.0,4896.0,5115.0,5503.0,5989.0,6999.0,7462.0,7709.0,7878.0,8508.0,8916.0,8313.0,11204.0
JTU400000000000000QUR         ,JTU400000000000000QUR         ,400000,R,2000-M12,2022-M01,32.3,27.1,25.4,28.1,30.3,31.1,29.2,26.1,18.8,19.9,20.5,21.7,23.2,26.6,27.8,28.3,28.7,30.8,32.2,31.2,40.4
JTU420000000000000QUL         ,JTU420000000000000QUL         ,420000,L,2000-M12,2022-M01,1031.0,989.0,875.0,970.0,1013.0,1040.0,1106.0,933.0,544.0,536.0,619.0,702.0,721.0,900.0,928.0,978.0,1023.0,1068.0,1029.0,1002.0,1334.0
JTU420000000000000QUR         ,JTU420000000000000QUR         ,420000,R,2000-M12,2022-M01,18.0,17.6,15.7,17.3,17.8,17.8,18.6,15.9,9.9,9.9,11.3,12.5,12.7,15.7,16.1,16.9,17.6,18.3,17.5,17.8,23.5
JTU440000000000000QUL         ,JTU440000000000000QUL         ,440000,L,2000-M12,2022-M01,6230.0,5109.0,4832.0,5364.0,5832.0,6052.0,5772.0,5003.0,3434.0,3726.0,3768.0,3961.0,4413.0,5141.0,5462.0,5585.0,5615.0,5968.0,6236.0,5650.0,7792.0
JTU440000000000000QUR         ,JTU440000000000000QUR         ,440000,R,2000-M12,2022-M01,40.9,34.0,32.4,35.6,38.2,39.4,37.2,32.7,23.6,25.8,25.7,26.7,29.3,33.5,35.0,35.3,35.4,37.8,39.9,38.0,50.6
JTU480099000000000QUL         ,JTU480099000000000QUL         ,480099,L,2000-M12,2022-M01,1122.0,801.0,716.0,833.0,1001.0,1059.0,871.0,900.0,683.0,633.0,730.0,841.0,856.0,958.0,1071.0,1147.0,1242.0,1475.0,1650.0,1661.0,2077.0
JTU480099000000000QUR         ,JTU480099000000000QUR         ,480099,R,2000-M12,2022-M01,22.5,16.6,15.0,17.3,20.3,21.1,17.1,17.7,14.2,13.3,15.0,16.9,16.9,18.4,19.7,20.6,21.6,24.6,26.6,26.9,31.3
JTU510000000000000QUL         ,JTU510000000000000QUL         ,510000,L,2000-M12,2022-M01,922.0,686.0,594.0,542.0,639.0,683.0,536.0,437.0,377.0,361.0,413.0,436.0,432.0,445.0,497.0,482.0,519.0,568.0,553.0,444.0,626.0
JTU510000000000000QUR         ,JTU510000000000000QUR         ,510000,R,2000-M12,2022-M01,25.4,20.2,18.6,17.4,20.9,22.5,17.7,14.6,13.4,13.3,15.4,16.3,16.0,16.3,18.1,17.2,18.4,20.0,19.3,16.3,22.1
JTU510099000000000QUL         ,JTU510099000000000QUL         ,510099,L,2000-M12,2022-M01,1572.0,1398.0,1385.0,1600.0,1527.0,1754.0,1776.0,1434.0,848.0,1031.0,997.0,1069.0,1183.0,1159.0,1217.0,1215.0,1365.0,1406.0,1546.0,1314.0,1565.0
JTU510099000000000QUR         ,JTU510099000000000QUR         ,510099,R,2000-M12,2022-M01,19.9,17.6,17.1,19.7,18.6,21.0,21.3,17.5,10.8,13.4,13.0,13.7,15.0,14.5,15.0,14.7,16.2,16.4,17.7,15.1,17.8
JTU520000000000000QUL         ,JTU520000000000000QUL         ,520000,L,2000-M12,2022-M01,1046.0,894.0,857.0,1012.0,1005.0,1164.0,1284.0,949.0,533.0,679.0,648.0,699.0,794.0,746.0,822.0,808.0,908.0,857.0,1004.0,903.0,1045.0
JTU520000000000000QUR         ,JTU520000000000000QUR         ,520000,R,2000-M12,2022-M01,17.8,15.1,14.2,16.8,16.6,18.8,20.8,15.6,9.1,11.8,11.2,12.0,13.5,12.6,13.6,13.1,14.5,13.5,15.6,13.9,16.0
JTU530000000000000QUL         ,JTU530000000000000QUL         ,530000,L,2000-M12,2022-M01,527.0,506.0,530.0,589.0,524.0,591.0,493.0,482.0,317.0,351.0,349.0,369.0,389.0,412.0,392.0,405.0,458.0,549.0,544.0,410.0,522.0
JTU530000000000000QUR         ,JTU530000000000000QUR         ,530000,R,2000-M12,2022-M01,25.9,24.9,25.8,28.2,24.6,27.2,22.7,22.6,15.9,18.1,18.1,18.9,19.5,20.1,18.8,18.9,20.9,24.4,23.4,18.5,23.1
JTU540099000000000QUL         ,JTU540099000000000QUL         ,540099,L,2000-M12,2022-M01,5822.0,5127.0,4193.0,4445.0,5097.0,6175.0,6121.0,5359.0,3424.0,4238.0,4779.0,4472.0,5300.0,5775.0,6472.0,7135.0,7457.0,7562.0,7768.0,6639.0,8597.0
JTU540099000000000QUR         ,JTU540099000000000QUR         ,540099,R,2000-M12,2022-M01,35.3,32.0,26.2,27.0,30.0,35.0,34.0,30.1,20.6,25.3,27.5,24.9,28.5,30.2,32.9,35.5,36.4,36.1,36.5,32.7,40.5
JTU600000000000000QUL         ,JTU600000000000000QUL         ,600000,L,2000-M12,2022-M01,3606.0,3206.0,3171.0,3372.0,3616.0,3777.0,3697.0,3495.0,2985.0,2980.0,2986.0,3344.0,3655.0,3877.0,4487.0,4643.0,4924.0,5378.0,5537.0,5370.0,6728.0
JTU600000000000000QUR         ,JTU600000000000000QUR         ,600000,R,2000-M12,2022-M01,22.8,19.6,18.8,19.6,20.5,20.8,19.8,18.2,15.2,14.9,14.7,16.1,17.3,18.1,20.4,20.5,21.2,22.8,22.9,23.1,28.4
JTU610000000000000QUL         ,JTU610000000000000QUL         ,610000,L,2000-M12,2022-M01,352.0,356.0,367.0,402.0,417.0,460.0,430.0,411.0,337.0,379.0,410.0,445.0,428.0,498.0,548.0,575.0,581.0,581.0,648.0,486.0,613.0
JTU610000000000000QUR         ,JTU610000000000000QUR         ,610000,R,2000-M12,2022-M01,14.0,13.5,13.6,14.6,14.7,15.9,14.6,13.5,10.9,12.0,12.6,13.3,12.8,14.6,15.8,16.1,15.8,15.6,17.3,14.0,17.1
JTU620000000000000QUL         ,JTU620000000000000QUL         ,620000,L,2000-M12,2022-M01,3255.0,2848.0,2804.0,2971.0,3202.0,3319.0,3267.0,3083.0,2645.0,2600.0,2575.0,2901.0,3225.0,3381.0,3941.0,4070.0,4342.0,4796.0,4888.0,4882.0,6115.0
JTU620000000000000QUR         ,JTU620000000000000QUR         ,620000,R,2000-M12,2022-M01,24.5,20.7,19.8,20.5,21.6,21.8,20.8,19.0,16.0,15.5,15.1,16.6,18.2,18.8,21.2,21.3,22.2,24.1,23.9,24.7,30.4
JTU700000000000000QUL         ,JTU700000000000000QUL         ,700000,L,2000-M12,2022-M01,6740.0,5936.0,5586.0,6065.0,6766.0,7022.0,7086.0,6292.0,4301.0,4290.0,4584.0,5035.0,5491.0,6292.0,7142.0,7917.0,7750.0,8452.0,9242.0,6361.0,9413.0
JTU700000000000000QUR         ,JTU700000000000000QUR         ,700000,R,2000-M12,2022-M01,56.0,49.5,45.9,48.5,52.8,53.6,52.8,46.8,32.9,32.9,34.3,36.6,38.5,42.8,47.1,50.6,48.3,51.9,55.7,48.4,66.8
JTU710000000000000QUL         ,JTU710000000000000QUL         ,710000,L,2000-M12,2022-M01,676.0,670.0,579.0,583.0,724.0,638.0,648.0,578.0,391.0,469.0,535.0,544.0,604.0,647.0,671.0,810.0,778.0,921.0,941.0,538.0,843.0
JTU710000000000000QUR         ,JTU710000000000000QUR         ,710000,R,2000-M12,2022-M01,37.1,37.6,31.9,31.5,38.3,33.1,32.9,29.3,20.4,24.5,27.9,27.6,29.8,30.8,31.0,36.0,33.3,38.6,38.6,30.3,42.6
JTU720000000000000QUL         ,JTU720000000000000QUL         ,720000,L,2000-M12,2022-M01,6063.0,5265.0,5005.0,5483.0,6042.0,6385.0,6435.0,5715.0,3908.0,3822.0,4050.0,4493.0,4886.0,5647.0,6470.0,7107.0,6973.0,7531.0,8301.0,5824.0,8574.0
JTU720000000000000QUR         ,JTU720000000000000QUR         ,720000,R,2000-M12,2022-M01,59.4,51.6,48.3,51.5,55.3,57.1,56.2,49.8,35.0,34.3,35.4,38.1,40.0,44.8,49.8,53.0,50.8,54.1,58.7,51.2,70.7
JTU810000000000000QUL         ,JTU810000000000000QUL         ,810000,L,2000-M12,2022-M01,1329.0,1357.0,1331.0,1566.0,1621.0,1280.0,1360.0,1248.0,1024.0,982.0,989.0,1098.0,1180.0,1270.0,1370.0,1308.0,1470.0,1512.0,1634.0,1046.0,1552.0
JTU810000000000000QUR         ,JTU810000000000000QUR         ,810000,R,2000-M12,2022-M01,25.3,25.3,24.6,29.0,30.0,23.5,24.8,22.6,19.1,18.4,18.5,20.2,21.5,22.8,24.4,23.0,25.5,25.9,27.7,19.6,28.4
JTU900000000000000QUL         ,JTU900000000000000QUL         ,900000,L,2000-M12,2022-M01,1863.0,1773.0,1674.0,1690.0,1797.0,2011.0,1980.0,1645.0,1241.0,1335.0,1427.0,1571.0,1577.0,1689.0,1864.0,2043.0,2035.0,2165.0,2243.0,2337.0,2372.0
JTU900000000000000QUR         ,JTU900000000000000QUR         ,900000,R,2000-M12,2022-M01,8.8,8.2,7.8,7.8,8.2,9.2,8.9,7.3,5.5,5.9,6.5,7.2,7.2,7.7,8.5,9.2,9.1,9.6,9.9,10.6,10.8
JTU910000000000000QUL         ,JTU910000000000000QUL         ,910000,L,2000-M12,2022-M01,220.0,277.0,214.0,179.0,177.0,267.0,270.0,98.0,80.0,145.0,107.0,123.0,126.0,122.0,141.0,149.0,179.0,183.0,209.0,236.0,260.0
JTU910000000000000QUR         ,JTU910000000000000QUR         ,910000,R,2000-M12,2022-M01,8.0,10.0,7.8,6.6,6.5,9.8,9.9,3.5,2.8,4.9,3.7,4.4,4.6,4.5,5.1,5.3,6.4,6.5,7.4,8.1,9.0
JTU920000000000000QUL         ,JTU920000000000000QUL         ,920000,L,2000-M12,2022-M01,1645.0,1494.0,1462.0,1513.0,1618.0,1743.0,1711.0,1547.0,1163.0,1189.0,1318.0,1447.0,1452.0,1569.0,1725.0,1893.0,1858.0,1982.0,2033.0,2101.0,2109.0
JTU920000000000000QUR         ,JTU920000000000000QUR         ,920000,R,2000-M12,2022-M01,9.0,8.0,7.8,8.0,8.5,9.1,8.8,7.8,5.9,6.1,6.9,7.6,7.6,8.2,9.0,9.7,9.5,10.1,10.3,11.0,11.0
JTU923000000000000QUL         ,JTU923000000000000QUL         ,923000,L,2000-M12,2022-M01,783.0,723.0,760.0,771.0,820.0,910.0,908.0,778.0,599.0,646.0,726.0,804.0,760.0,759.0,868.0,929.0,935.0,1048.0,1108.0,1191.0,1009.0
JTU923000000000000QUR         ,JTU923000000000000QUR         ,923000,R,2000-M12,2022-M01,8.2,7.3,7.6,7.7,8.1,8.9,8.8,7.5,5.7,6.2,7.1,7.9,7.5,7.4,8.5,9.0,9.0,10.0,10.5,11.9,10.0
JTU929000000000000QUL         ,JTU929000000000000QUL         ,929000,L,2000-M12,2022-M01,862.0,774.0,699.0,741.0,801.0,831.0,801.0,767.0,565.0,541.0,595.0,642.0,692.0,810.0,855.0,964.0,923.0,932.0,927.0,909.0,1101.0
JTU929000000000000QUR         ,JTU929000000000000QUR         ,929000,R,2000-M12,2022-M01,9.8,8.7,7.9,8.3,8.9,9.2,8.7,8.2,6.1,5.9,6.6,7.2,7.8,9.1,9.5,10.6,10.1,10.1,10.0,10.1,12.2
