index,Index,Label,unit,start,last,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU4349300081    ,CEU4349300081    ,43493000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,13605.0,13486.0,13764.0,14116.0,14822.0,15202.0,15420.0,15877.0,16274.0,16948.0,17617.0,17137.0,17341.0,17496.0,18120.0,19146.0,21233.0,22593.0,23194.0,21996.0,22226.0,22895.0,24124.0,25756.0,27114.0,30269.0,35106.0,37240.0,41526.0,43705.0,48180.0
CEU4349300082    ,CEU4349300082    ,43493000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,145939.0,148247.0,154994.0,162023.0,173728.0,182770.0,191375.0,204142.0,216877.0,235263.0,255331.0,255106.0,258143.0,259509.0,270592.0,289075.0,320347.0,342530.0,352373.0,339902.0,346118.0,366500.0,385585.0,393997.0,421159.0,473270.0,557929.0,633622.0,740596.0,810604.0,891363.0
CEU4349311007    ,CEU4349311007    ,43493110,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,37.8,37.8,38.2,38.5,38.6,38.5,38.3,38.7,38.6,38.7,38.5,37.8,38.4,38.2,37.2,36.6,37.3,38.2,38.9,39.3,40.0,40.0,40.5,42.4,42.0,41.5,43.0,41.3,41.3,40.1,40.5
CEU4349311008    ,CEU4349311008    ,43493110,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.78,11.05,11.35,11.53,11.75,12.05,12.45,12.92,13.42,13.96,14.52,14.89,14.69,14.68,14.83,15.21,15.29,15.29,15.13,15.57,15.69,16.09,15.9,14.95,15.16,15.28,15.56,16.78,17.59,18.25,18.19
CEU4349311030    ,CEU4349311030    ,43493110,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,407.08,417.44,433.4,443.44,453.13,463.71,477.02,499.4,518.33,539.83,558.88,562.59,563.77,561.12,552.04,556.5,570.17,584.82,589.23,611.3,628.12,643.43,643.97,634.48,636.44,633.42,669.66,693.3,726.6,732.11,737.23
CEU4349311031    ,CEU4349311031    ,43493110,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,315.57,310.83,313.6,312.06,311.22,309.55,309.55,316.88,324.56,330.78,330.89,324.26,320.51,312.08,299.21,291.36,289.28,288.42,279.19,291.61,293.56,290.39,284.65,276.67,273.42,273.25,286.09,290.02,296.39,293.76,292.26
CEU4349311032    ,CEU4349311032    ,43493110,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.36,8.23,8.21,8.11,8.07,8.04,8.08,8.2,8.4,8.55,8.6,8.58,8.35,8.16,8.04,7.96,7.76,7.54,7.17,7.43,7.33,7.26,7.03,6.52,6.51,6.59,6.65,7.02,7.18,7.32,7.21
CEU4349311034    ,CEU4349311034    ,43493110,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,80.5,79.7,81.3,83.5,87.5,89.8,91.0,93.5,95.6,99.3,102.6,98.8,100.0,101.5,105.2,110.8,122.5,131.8,137.2,129.1,131.3,134.1,142.4,153.9,163.4,183.4,214.9,230.2,258.4,272.6,305.2
CEU4349311035    ,CEU4349311035    ,43493110,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,59.1,59.9,62.8,65.5,70.0,73.7,77.1,82.2,87.4,94.4,101.5,100.1,100.0,101.4,106.3,114.7,127.5,137.2,141.3,136.8,140.2,146.8,154.1,156.7,168.7,190.7,227.6,263.1,309.5,338.8,377.8
CEU4349311081    ,CEU4349311081    ,43493110,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11599.0,11487.0,11723.0,12034.0,12621.0,12943.0,13122.0,13475.0,13784.0,14320.0,14792.0,14239.0,14417.0,14634.0,15171.0,15970.0,17663.0,19008.0,19776.0,18609.0,18931.0,19328.0,20524.0,22185.0,23564.0,26434.0,30976.0,33189.0,37252.0,39302.0,43996.0
CEU4349311082    ,CEU4349311082    ,43493110,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,125062.0,126933.0,133000.0,138775.0,148265.0,155987.0,163322.0,174086.0,185049.0,199962.0,214834.0,211976.0,211758.0,214803.0,225023.0,242939.0,270085.0,290636.0,299169.0,289673.0,296944.0,310895.0,326269.0,331728.0,357276.0,403877.0,481930.0,557052.0,655397.0,717450.0,800108.0
CEU4422000007    ,CEU4422000007    ,44220000,7,1972-M01,2021-M11,41.2,41.5,41.2,40.8,40.9,41.0,41.5,41.4,41.4,41.1,41.1,41.1,41.2,41.4,41.5,41.2,41.2,41.6,41.6,41.5,41.7,42.1,42.3,42.3,42.0,42.0,42.0,42.0,42.0,41.4,40.9,41.1,40.9,41.1,41.4,42.4,42.7,42.0,42.0,42.1,41.1,41.7,42.3,42.4,42.5,42.5,42.7,42.4,42.6
CEU4422000008    ,CEU4422000008    ,44220000,8,1972-M01,2021-M11,5.65,5.96,6.34,6.86,7.41,7.94,8.48,9.08,9.73,10.72,11.61,12.32,13.03,13.66,14.22,14.62,15.1,15.55,16.14,16.7,17.17,17.95,18.66,19.19,19.78,20.59,21.48,22.03,22.75,23.58,23.96,24.77,25.61,26.68,27.4,27.88,28.83,29.48,30.04,30.82,31.61,32.27,32.86,34.02,35.33,36.22,36.76,36.91,38.47
CEU4422000030    ,CEU4422000030    ,44220000,30,1972-M01,2021-M11,232.74,247.68,261.65,279.84,303.3,325.42,351.83,375.73,403.03,440.4,477.4,506.44,536.59,565.78,589.77,602.07,622.25,646.69,670.8,693.61,716.65,756.5,790.13,811.72,831.24,865.02,902.44,924.4,955.09,977.25,979.26,1017.44,1048.01,1095.91,1135.57,1182.65,1230.65,1239.34,1262.89,1296.92,1298.23,1344.7,1388.91,1444.03,1502.09,1540.27,1569.38,1566.91,1639.29
CEU4422000031    ,CEU4422000031    ,44220000,31,1972-M01,2021-M11,552.83,554.09,527.52,517.26,530.24,534.35,536.33,513.99,486.16,481.84,492.67,507.45,519.45,529.26,543.07,535.17,531.84,527.48,520.0,516.46,518.56,532.37,542.67,541.87,539.42,548.87,565.08,566.42,565.48,563.26,556.71,565.87,568.03,573.77,576.14,583.26,583.1,591.2,590.23,585.32,573.86,586.38,596.69,622.94,641.71,644.33,640.18,628.72,649.87
CEU4422000032    ,CEU4422000032    ,44220000,32,1972-M01,2021-M11,13.42,13.33,12.78,12.68,12.95,13.04,12.93,12.42,11.74,11.73,11.98,12.34,12.61,12.78,13.09,13.0,12.91,12.68,12.51,12.43,12.42,12.63,12.82,12.81,12.84,13.06,13.45,13.5,13.47,13.59,13.62,13.78,13.88,13.97,13.9,13.75,13.66,14.06,14.04,13.91,13.97,14.07,14.12,14.68,15.09,15.15,15.0,14.81,15.25
CEU4422000034    ,CEU4422000034    ,44220000,34,1972-M01,2021-M11,99.6,102.3,102.9,99.9,99.7,100.8,105.1,108.8,112.2,115.1,117.6,117.4,118.3,120.8,121.3,120.4,119.8,122.6,124.3,123.5,121.6,119.9,117.1,112.9,108.6,106.1,105.7,105.0,104.1,102.3,100.0,97.4,94.2,93.1,93.8,96.2,98.3,97.0,95.4,94.9,92.6,94.9,96.3,97.0,97.1,97.2,96.9,95.6,93.9
CEU4422000035    ,CEU4422000035    ,44220000,35,1972-M01,2021-M11,23.5,25.5,27.2,28.6,30.8,33.4,37.2,41.2,45.6,51.5,57.0,60.4,64.3,68.9,72.0,73.5,75.5,79.6,83.7,86.1,87.1,89.9,91.2,90.4,89.7,91.2,94.8,96.5,98.9,100.7,100.0,100.7,100.6,103.6,107.3,112.0,118.3,119.3,119.6,122.0,122.2,127.8,132.1,137.7,143.2,147.0,148.6,147.2,150.8
CEU4422000081    ,CEU4422000081    ,44220000,81,1972-M01,2021-M11,19481.0,20001.0,20121.0,19525.0,19490.0,19709.0,20559.0,21271.0,21935.0,22508.0,23004.0,22949.0,23131.0,23630.0,23727.0,23543.0,23431.0,23965.0,24311.0,24146.0,23777.0,23448.0,22898.0,22069.0,21244.0,20744.0,20677.0,20530.0,20363.0,20010.0,19554.0,19050.0,18413.0,18197.0,18340.0,18816.0,19224.0,18961.0,18646.0,18547.0,18112.0,18558.0,18831.0,18960.0,18990.0,19011.0,18942.0,18685.0,18368.0
CEU4422000082    ,CEU4422000082    ,44220000,82,1972-M01,2021-M11,110000.0,119265.0,127654.0,133864.0,144475.0,156392.0,174366.0,193159.0,213528.0,241293.0,267106.0,282838.0,301375.0,322732.0,337394.0,344111.0,353811.0,372685.0,392330.0,403335.0,408155.0,421004.0,427370.0,423588.0,420211.0,427155.0,444198.0,452195.0,463337.0,471855.0,468469.0,471781.0,471510.0,485496.0,502547.0,524496.0,554275.0,558922.0,560122.0,571682.0,572562.0,598920.0,618816.0,644974.0,670871.0,688592.0,696307.0,689687.0,706536.0
CEU4422110007    ,CEU4422110007    ,44221100,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,41.5,41.5,41.7,42.1,42.3,42.3,42.0,41.9,41.9,42.0,42.2,41.6,40.8,40.7,40.5,41.0,41.4,42.3,42.6,41.8,41.9,42.3,41.4,42.3,42.7,42.8,43.0,43.1,43.5,42.7,42.8
CEU4422110008    ,CEU4422110008    ,44221100,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,16.23,16.82,17.21,17.95,18.7,19.23,19.9,20.83,21.81,22.43,23.13,23.92,24.58,25.65,26.48,27.63,28.35,29.24,30.25,30.74,31.25,32.01,32.83,33.43,34.23,35.36,37.12,38.53,38.62,38.12,38.98
CEU4422110030    ,CEU4422110030    ,44221100,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,674.28,697.4,717.88,755.96,791.24,814.2,836.45,873.0,914.56,941.16,975.73,996.21,1002.18,1044.76,1072.75,1132.29,1173.01,1235.8,1289.82,1285.58,1308.93,1354.76,1360.1,1412.53,1461.2,1512.23,1596.57,1659.31,1678.18,1626.93,1666.2
CEU4422110031    ,CEU4422110031    ,44221100,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,522.7,519.29,519.45,531.99,543.43,543.52,542.8,553.93,572.67,576.69,577.7,574.18,569.74,581.07,581.44,592.82,595.13,609.47,611.14,613.26,611.74,611.42,601.2,615.95,627.74,652.36,682.07,694.12,684.56,652.8,660.54
CEU4422110032    ,CEU4422110032    ,44221100,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,12.58,12.52,12.45,12.63,12.84,12.84,12.91,13.22,13.66,13.74,13.69,13.79,13.97,14.27,14.35,14.47,14.38,14.42,14.33,14.66,14.61,14.45,14.51,14.58,14.71,15.25,15.86,16.12,15.75,15.3,15.45
CEU4422110034    ,CEU4422110034    ,44221100,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,126.0,124.0,122.3,120.5,117.1,112.8,108.1,105.3,105.3,104.0,103.9,102.1,100.0,96.5,92.2,91.6,92.4,94.9,97.6,95.7,94.3,95.1,92.6,95.0,96.1,97.0,97.3,96.9,97.3,94.1,92.3
CEU4422110035    ,CEU4422110035    ,44221100,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,83.2,84.9,85.7,88.0,89.1,88.2,87.5,89.3,93.4,94.9,97.8,99.4,100.0,100.7,99.3,102.9,106.7,112.9,120.1,119.7,119.9,123.8,123.6,129.2,133.9,139.6,147.0,151.9,152.9,146.0,146.4
CEU4422110081    ,CEU4422110081    ,44221100,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,17722.0,17446.0,17209.0,16955.0,16473.0,15862.0,15207.0,14817.0,14810.0,14627.0,14620.0,14360.0,14066.0,13576.0,12966.0,12878.0,13004.0,13348.0,13723.0,13464.0,13259.0,13371.0,13019.0,13362.0,13524.0,13644.0,13691.0,13628.0,13692.0,13241.0,12983.0
CEU4422110082    ,CEU4422110082    ,44221100,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,287652.0,293478.0,296209.0,304326.0,307995.0,305025.0,302669.0,308590.0,322946.0,328137.0,338090.0,343468.0,345711.0,348209.0,343368.0,355776.0,368727.0,390338.0,415170.0,413829.0,414365.0,427969.0,427458.0,446632.0,462969.0,482464.0,508134.0,525060.0,528711.0,504686.0,505996.0
CEU4422111007    ,CEU4422111007    ,44221110,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,41.7,41.7,41.9,42.4,42.5,42.6,42.2,42.2,42.2,42.2,42.4,41.9,40.8,40.6,40.0,40.8,40.9,42.1,42.0,41.8,42.6,43.1,40.5,40.9,42.2,42.6,42.8,43.0,43.1,42.1,41.7
CEU4422111008    ,CEU4422111008    ,44221110,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,16.94,17.56,17.97,18.74,19.52,20.08,20.78,21.75,22.77,23.42,24.14,24.97,25.66,27.25,27.86,28.73,29.45,30.21,30.94,31.65,32.44,33.87,35.45,36.5,36.95,38.15,39.47,40.48,39.7,38.99,41.16
CEU4422111030    ,CEU4422111030    ,44221110,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,707.08,731.7,753.19,793.96,830.64,854.96,877.41,917.41,960.87,988.84,1024.46,1045.67,1046.43,1106.52,1114.56,1171.98,1203.25,1273.46,1300.89,1324.34,1382.4,1460.76,1434.98,1494.09,1557.96,1626.95,1688.81,1739.22,1711.66,1641.5,1715.48
CEU4422111031    ,CEU4422111031    ,44221110,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,548.12,544.83,545.0,558.73,570.49,570.73,569.38,582.11,601.67,605.91,606.55,602.69,594.9,615.42,604.1,613.6,610.48,628.04,616.38,631.75,646.08,659.26,634.3,651.52,669.31,701.85,721.48,727.55,698.22,658.65,680.08
CEU4422111032    ,CEU4422111032    ,44221110,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,13.13,13.08,13.0,13.19,13.41,13.4,13.48,13.8,14.26,14.35,14.29,14.39,14.59,15.16,15.1,15.04,14.94,14.9,14.66,15.1,15.16,15.29,15.67,15.92,15.87,16.46,16.86,16.93,16.19,15.64,16.32
CEU4422111034    ,CEU4422111034    ,44221110,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,130.7,128.7,126.9,125.1,121.5,116.9,112.1,109.4,109.3,108.0,107.9,104.9,100.0,93.0,86.2,85.5,86.6,89.2,90.4,81.8,64.0,63.6,59.1,61.1,62.4,62.1,62.3,61.2,59.9,55.2,51.8
CEU4422111035    ,CEU4422111035    ,44221110,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,86.3,88.1,88.9,91.4,92.4,91.5,90.7,92.7,97.0,98.6,101.5,102.1,100.0,98.8,93.6,95.8,99.3,105.1,109.1,100.9,80.9,84.0,81.6,86.9,89.8,92.3,95.9,96.6,92.7,83.9,83.1
CEU4422111081    ,CEU4422111081    ,44221110,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11244.0,11071.0,10917.0,10764.0,10450.0,10059.0,9640.0,9410.0,9404.0,9290.0,9279.0,9022.0,8603.0,8003.0,7418.0,7358.0,7446.0,7678.0,7781.0,7039.0,5508.0,5473.0,5083.0,5255.0,5368.0,5341.0,5362.0,5269.0,5156.0,4748.0,4455.0
CEU4422111082    ,CEU4422111082    ,44221110,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,190465.0,194412.0,196173.0,201713.0,204025.0,202012.0,200312.0,204652.0,214121.0,217578.0,224014.0,225306.0,220754.0,218067.0,206667.0,211386.0,219302.0,231972.0,240740.0,222808.0,178687.0,185359.0,180197.0,191804.0,198341.0,203735.0,211636.0,213286.0,204714.0,185106.0,183371.0
CEU4422111207    ,CEU4422111207    ,44221112,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,43.4,43.4,43.6,44.1,44.3,44.3,44.0,44.0,44.0,44.1,44.3,43.9,42.3,41.2,41.8,42.7,42.0,42.5,43.0,43.0,43.3,44.1,43.6,44.1,43.1,42.6,42.7,43.4,43.9,43.5,42.7
CEU4422111208    ,CEU4422111208    ,44221112,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,16.68,17.33,17.73,18.5,19.29,19.85,20.51,21.49,22.51,23.12,23.81,24.77,25.49,27.04,27.37,28.12,29.26,30.16,30.85,31.35,32.21,34.35,36.24,36.35,36.57,38.41,40.07,42.25,42.38,41.42,43.16
CEU4422111230    ,CEU4422111230    ,44221112,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,724.45,751.59,773.62,816.83,854.3,879.44,901.72,945.86,991.21,1019.22,1053.74,1087.29,1077.92,1113.73,1144.89,1199.39,1228.66,1280.83,1327.06,1348.08,1395.81,1514.04,1580.18,1603.48,1578.02,1635.22,1712.46,1835.02,1858.76,1803.28,1843.09
CEU4422111231    ,CEU4422111231    ,44221112,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,561.59,559.64,559.78,574.83,586.74,587.08,585.15,600.16,620.67,624.52,623.88,626.68,612.8,619.43,620.54,627.95,623.37,631.68,628.78,643.08,652.35,683.31,698.49,699.22,677.93,705.41,731.58,767.63,758.23,723.56,730.67
CEU4422111232    ,CEU4422111232    ,44221112,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,12.93,12.9,12.83,13.02,13.25,13.25,13.31,13.64,14.1,14.17,14.1,14.28,14.49,15.04,14.83,14.72,14.85,14.87,14.62,14.95,15.05,15.5,16.02,15.85,15.71,16.57,17.12,17.67,17.29,16.62,17.11
CEU4422111234    ,CEU4422111234    ,44221112,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,131.2,129.1,127.2,125.3,121.3,116.4,111.9,109.6,109.5,108.3,108.1,104.7,100.0,91.0,87.7,87.6,88.2,88.7,94.4,87.5,72.4,74.2,73.1,75.0,72.0,68.7,68.0,67.1,64.7,57.4,52.1
CEU4422111235    ,CEU4422111235    ,44221112,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,85.8,87.8,88.4,91.0,91.8,90.6,90.0,92.4,96.7,98.2,100.9,101.8,100.0,96.5,94.2,96.6,101.3,104.9,114.2,107.6,91.4,99.9,104.0,106.9,103.3,103.4,106.8,111.1,107.5,93.2,88.2
CEU4422111281    ,CEU4422111281    ,44221112,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,6238.0,6142.0,6048.0,5960.0,5770.0,5536.0,5321.0,5212.0,5210.0,5153.0,5140.0,4981.0,4756.0,4329.0,4172.0,4165.0,4197.0,4218.0,4490.0,4163.0,3442.0,3528.0,3479.0,3566.0,3425.0,3266.0,3233.0,3189.0,3077.0,2728.0,2478.0
CEU4422111282    ,CEU4422111282    ,44221112,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,104061.0,106450.0,107217.0,110293.0,111315.0,109864.0,109108.0,112006.0,117244.0,119105.0,122400.0,123381.0,121257.0,117071.0,114194.0,117120.0,122815.0,127229.0,138490.0,130517.0,110885.0,121173.0,126099.0,129628.0,125242.0,125435.0,129547.0,134721.0,130392.0,112960.0,106946.0
CEU4422112007    ,CEU4422112007    ,44221120,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,41.2,41.1,41.3,41.7,41.9,41.9,41.6,41.5,41.5,41.5,41.8,41.3,40.8,40.9,41.2,41.2,42.1,42.4,43.4,41.8,41.4,41.8,42.1,43.2,43.0,42.8,43.2,43.2,43.7,43.0,43.3
CEU4422112008    ,CEU4422112008    ,44221120,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,15.0,15.54,15.9,16.58,17.26,17.76,18.38,19.23,20.13,20.72,21.36,22.14,22.88,23.36,24.64,26.16,26.88,27.93,29.36,29.73,30.41,30.72,31.15,31.43,32.44,33.57,35.6,37.3,37.96,37.63,37.83
CEU4422112030    ,CEU4422112030    ,44221120,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,617.55,638.45,657.03,691.47,724.13,744.8,765.32,798.4,836.18,860.64,892.9,913.78,932.21,956.08,1015.74,1078.42,1131.62,1184.48,1275.3,1243.09,1257.63,1283.39,1310.18,1357.16,1395.78,1437.55,1537.11,1609.48,1658.78,1618.42,1639.07
CEU4422112031    ,CEU4422112031    ,44221120,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,478.72,475.39,475.42,486.61,497.34,497.2,496.64,506.6,523.59,527.35,528.66,526.67,529.97,531.75,550.54,564.62,574.13,584.16,604.26,592.99,587.77,579.21,579.14,591.81,599.64,620.14,656.67,673.28,676.65,649.39,649.79
CEU4422112032    ,CEU4422112032    ,44221120,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.63,11.57,11.51,11.67,11.85,11.86,11.93,12.2,12.6,12.7,12.65,12.76,13.01,12.99,13.36,13.7,13.64,13.77,13.91,14.18,14.21,13.86,13.77,13.71,13.94,14.48,15.21,15.6,15.48,15.1,15.0
CEU4422112034    ,CEU4422112034    ,44221120,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,118.6,116.7,115.1,113.4,110.3,106.3,101.8,99.2,99.1,97.8,97.9,97.7,100.0,102.1,101.6,101.0,101.8,103.8,108.8,117.7,141.9,144.6,145.3,148.5,149.3,152.0,152.6,153.1,156.4,155.5,156.1
CEU4422112035    ,CEU4422112035    ,44221120,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,77.7,79.3,80.0,82.2,83.3,82.5,81.8,83.4,87.2,88.6,91.4,94.6,100.0,104.3,109.5,115.5,119.7,126.8,139.7,152.9,188.6,194.2,197.9,204.1,211.8,223.0,237.4,249.7,259.5,255.8,258.2
CEU4422112081    ,CEU4422112081    ,44221120,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,6476.0,6374.0,6288.0,6195.0,6025.0,5804.0,5560.0,5415.0,5412.0,5342.0,5344.0,5338.0,5461.0,5576.0,5551.0,5518.0,5560.0,5670.0,5943.0,6425.0,7747.0,7896.0,7936.0,8109.0,8154.0,8300.0,8331.0,8363.0,8541.0,8492.0,8526.0
CEU4422112082    ,CEU4422112082    ,44221120,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,97104.0,99034.0,99973.0,102689.0,104009.0,103043.0,102208.0,104118.0,108934.0,110693.0,114142.0,118160.0,124916.0,130234.0,136777.0,144337.0,149468.0,158365.0,174493.0,191011.0,235564.0,242571.0,247243.0,254897.0,264547.0,278620.0,296585.0,311918.0,324208.0,319544.0,322556.0
CEU4422120007    ,CEU4422120007    ,44221200,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,42.0,42.2,42.3,42.6,42.8,42.5,42.4,42.6,42.4,42.4,42.0,42.0,42.8,43.3,43.0,41.6,41.9,43.9,43.9,43.9,43.2,41.7,40.4,40.8,41.7,42.4,41.8,41.4,41.2,42.8,43.3
CEU4422120008    ,CEU4422120008    ,44221200,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,16.69,17.28,17.98,19.01,19.69,20.27,20.7,21.35,22.15,22.49,23.41,24.37,23.58,23.84,25.32,26.86,27.65,26.76,26.82,27.71,28.36,29.12,30.75,32.0,31.96,32.78,33.14,32.97,35.54,38.3,41.95
CEU4422120030    ,CEU4422120030    ,44221200,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,700.36,728.75,760.45,809.67,841.9,861.47,878.21,909.46,939.54,952.69,982.16,1023.06,1008.87,1032.22,1089.02,1118.01,1159.07,1173.7,1177.3,1214.88,1225.69,1215.09,1243.53,1306.19,1334.22,1388.86,1385.11,1363.87,1465.51,1640.99,1816.79
CEU4422120031    ,CEU4422120031    ,44221200,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,542.91,542.63,550.25,569.79,578.23,575.08,569.9,577.07,588.32,583.76,581.5,589.66,573.55,574.09,590.25,585.35,588.06,578.84,557.82,579.54,572.84,548.39,549.68,569.58,573.19,599.14,591.74,570.54,597.81,658.45,720.24
CEU4422120032    ,CEU4422120032    ,44221200,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,12.94,12.87,13.01,13.38,13.52,13.53,13.43,13.55,13.87,13.78,13.86,14.05,13.41,13.26,13.72,14.06,14.03,13.2,12.71,13.22,13.25,13.14,13.59,13.95,13.73,14.14,14.16,13.79,14.5,15.37,16.63
CEU4422120034    ,CEU4422120034    ,44221200,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,133.2,135.5,132.3,129.5,127.1,120.9,116.6,112.9,109.8,108.7,104.5,102.9,100.0,100.0,98.0,94.0,93.2,94.4,94.8,96.8,94.0,90.3,88.2,90.6,92.0,93.2,92.2,91.8,88.1,91.9,92.6
CEU4422120035    ,CEU4422120035    ,44221200,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,94.3,99.3,100.8,104.4,106.1,104.0,102.3,102.2,103.1,103.6,103.8,106.3,100.0,101.1,105.2,107.1,109.3,107.1,107.8,113.7,113.0,111.6,115.0,122.9,124.7,129.5,129.6,128.3,132.9,149.2,164.7
CEU4422120081    ,CEU4422120081    ,44221200,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,5507.0,5601.0,5468.0,5352.0,5253.0,5000.0,4819.0,4666.0,4540.0,4492.0,4321.0,4253.0,4134.0,4136.0,4053.0,3887.0,3851.0,3903.0,3918.0,4002.0,3884.0,3735.0,3646.0,3745.0,3802.0,3853.0,3811.0,3793.0,3644.0,3799.0,3829.0
CEU4422120082    ,CEU4422120082    ,44221200,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,91916.0,96809.0,98289.0,101741.0,103406.0,101338.0,99765.0,99616.0,100538.0,101016.0,101163.0,103636.0,97482.0,98603.0,102595.0,104404.0,106509.0,104450.0,105074.0,110878.0,110139.0,108761.0,112114.0,119810.0,121514.0,126271.0,126299.0,125056.0,129527.0,145487.0,160589.0
CEU4422130007    ,CEU4422130007    ,44221300,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,39.7,39.6,39.7,40.2,40.6,40.6,40.7,40.6,41.2,40.7,40.0,38.2,36.9,38.1,39.0,40.6,40.8,40.6,40.4,39.8,40.6,40.7,39.5,38.7,39.9,40.1,40.0,40.8,39.8,39.7,40.0
CEU4422130008    ,CEU4422130008    ,44221300,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.81,11.87,12.39,13.07,13.59,14.24,14.61,15.01,15.57,16.31,16.93,17.72,18.67,18.62,18.3,17.7,18.39,19.0,21.47,22.94,23.73,24.23,22.8,22.37,22.8,24.82,24.48,24.17,23.7,23.97,25.68
CEU4422130030    ,CEU4422130030    ,44221300,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,469.43,470.3,492.14,525.21,552.27,578.64,594.09,609.28,641.84,664.32,676.59,676.18,689.21,709.83,713.6,718.33,750.96,771.94,866.62,913.67,963.45,986.46,899.61,865.54,910.75,994.14,979.41,985.7,943.95,951.77,1027.82
CEU4422130031    ,CEU4422130031    ,44221300,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,363.9,350.19,356.11,369.61,379.31,386.28,385.52,386.6,401.9,407.06,400.59,389.73,391.82,394.79,386.78,376.09,381.0,380.7,410.62,435.85,450.28,445.2,397.65,377.43,391.26,428.86,418.42,412.34,385.06,381.9,407.46
CEU4422130032    ,CEU4422130032    ,44221300,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,9.16,8.84,8.97,9.2,9.33,9.51,9.48,9.52,9.75,9.99,10.02,10.21,10.61,10.36,9.92,9.27,9.33,9.37,10.17,10.94,11.09,10.94,10.08,9.75,9.8,10.71,10.46,10.11,9.67,9.62,10.18
