index,Index,Label,unit,start,last,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU4348100081    ,CEU4348100081    ,43481000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,18464.0,18033.0,17913.0,20660.0,20359.0,18864.0,19317.0,20456.0,21041.0,19545.0,19970.0,19479.0,17884.0,16324.0,16125.0,16144.0,14651.0,14238.0,13435.0,12912.0,13309.0,12883.0,12477.0,11851.0,12055.0,12656.0,13016.0,13265.0,13108.0,13208.0,10950.0
CEU4348100082    ,CEU4348100082    ,43481000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,232241.0,227873.0,216127.0,226137.0,225072.0,217006.0,227433.0,228349.0,239620.0,237468.0,270953.0,289031.0,276319.0,261191.0,275137.0,286953.0,288863.0,309967.0,320450.0,311210.0,326832.0,335156.0,313016.0,339941.0,384114.0,395562.0,418885.0,438069.0,440408.0,443322.0,389927.0
CEU4348400007    ,CEU4348400007    ,43484000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,38.1,37.9,38.3,39.1,39.5,39.3,39.5,39.8,39.5,39.8,40.0,39.4,39.7,40.0,41.3,41.2,40.9,40.7,41.5,40.6,41.3,41.6,41.6,41.7,41.9,42.0,41.8,41.8,42.0,41.4,41.4
CEU4348400008    ,CEU4348400008    ,43484000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,12.84,13.01,13.28,13.5,13.77,14.11,14.42,14.88,15.43,15.73,15.86,15.32,15.78,16.3,16.61,16.74,17.24,17.6,17.99,18.04,18.62,19.41,19.75,20.01,20.61,20.71,21.21,21.56,22.16,23.29,24.4
CEU4348400030    ,CEU4348400030    ,43484000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,489.65,493.26,508.39,527.52,543.97,554.1,569.4,591.88,610.09,625.58,635.14,603.92,626.35,652.09,686.37,690.27,705.77,716.45,745.83,733.18,768.45,806.33,821.78,833.94,862.91,870.58,885.44,902.25,930.91,963.94,1009.52
CEU4348400031    ,CEU4348400031    ,43484000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,379.57,367.28,367.87,371.23,373.61,369.89,369.5,375.56,382.02,383.32,376.04,348.08,356.08,362.68,372.02,361.4,358.08,353.34,353.39,349.75,359.14,363.91,363.25,363.65,370.71,375.56,378.27,377.43,379.74,386.78,400.21
CEU4348400032    ,CEU4348400032    ,43484000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,9.95,9.69,9.61,9.5,9.46,9.42,9.36,9.44,9.66,9.64,9.39,8.83,8.97,9.07,9.0,8.76,8.75,8.68,8.52,8.61,8.7,8.76,8.73,8.73,8.85,8.93,9.06,9.02,9.04,9.35,9.67
CEU4348400034    ,CEU4348400034    ,43484000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,76.8,75.0,76.0,80.7,85.3,87.9,90.8,93.6,96.4,99.7,102.1,100.2,100.0,100.4,106.4,110.5,113.1,113.2,111.2,98.8,99.1,104.1,108.4,111.6,115.0,118.5,116.9,117.4,120.8,121.4,116.2
CEU4348400035    ,CEU4348400035    ,43484000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,62.5,61.8,63.9,69.1,74.4,78.6,83.0,88.3,94.3,99.5,102.6,97.3,100.0,103.7,112.0,117.3,123.6,126.3,126.8,112.9,116.9,128.0,135.7,141.6,150.3,155.5,157.2,160.5,169.7,179.2,179.7
CEU4348400081    ,CEU4348400081    ,43484000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,34983.0,34152.0,34613.0,36786.0,38879.0,40050.0,41389.0,42671.0,43939.0,45445.0,46518.0,45652.0,45566.0,45762.0,48465.0,50371.0,51553.0,51593.0,50680.0,45001.0,45149.0,47432.0,49401.0,50865.0,52423.0,54007.0,53284.0,53513.0,55061.0,55310.0,52938.0
CEU4348400082    ,CEU4348400082    ,43484000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,449238.0,444289.0,459737.0,496641.0,535185.0,564989.0,596659.0,635157.0,677965.0,715065.0,737725.0,699534.0,718916.0,745729.0,804878.0,843097.0,888930.0,908128.0,911493.0,811824.0,840584.0,920474.0,975877.0,1017880.0,1080368.0,1118248.0,1129938.0,1153713.0,1220191.0,1288200.0,1291689.0
CEU4348410007    ,CEU4348410007    ,43484100,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,38.4,38.2,38.5,39.3,39.7,39.5,39.7,40.0,39.8,40.0,40.3,39.7,40.3,40.6,41.6,41.4,41.1,40.9,41.8,41.3,42.1,42.0,41.9,41.9,41.9,42.2,42.1,42.3,42.2,41.5,41.8
CEU4348410008    ,CEU4348410008    ,43484100,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,13.31,13.48,13.77,13.99,14.26,14.61,14.95,15.44,15.99,16.28,16.37,15.72,16.19,16.7,17.13,17.2,17.54,17.67,17.99,17.91,18.51,19.47,19.88,20.18,20.74,20.92,21.49,21.71,22.09,23.11,24.35
CEU4348410030    ,CEU4348410030    ,43484100,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,510.43,514.32,529.86,549.5,566.45,576.67,593.53,617.39,636.72,651.83,659.67,624.64,652.15,677.47,713.42,711.76,721.53,722.12,752.69,739.97,778.7,817.29,833.35,845.82,868.06,883.17,904.22,917.42,932.87,959.58,1017.38
CEU4348410031    ,CEU4348410031    ,43484100,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,395.68,382.96,383.4,386.7,389.05,384.96,385.16,391.74,398.7,399.41,390.57,360.02,370.75,376.79,386.68,372.65,366.07,356.13,356.64,352.99,363.93,368.85,368.37,368.83,372.92,380.99,386.29,383.78,380.54,385.03,403.33
CEU4348410032    ,CEU4348410032    ,43484100,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.32,10.04,9.96,9.85,9.79,9.75,9.7,9.8,10.01,9.98,9.69,9.06,9.2,9.29,9.28,9.01,8.9,8.71,8.52,8.54,8.65,8.79,8.79,8.8,8.91,9.02,9.18,9.08,9.01,9.27,9.65
CEU4348410034    ,CEU4348410034    ,43484100,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,76.6,74.8,75.7,80.5,85.0,87.8,90.7,93.5,96.4,99.7,102.0,99.4,100.0,100.3,105.0,108.3,110.8,110.6,109.6,97.3,97.1,100.8,104.0,106.4,108.7,113.0,112.9,113.4,116.8,116.8,113.0
CEU4348410035    ,CEU4348410035    ,43484100,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,62.9,62.3,64.4,69.5,74.8,79.2,83.7,89.1,95.2,100.3,103.2,96.5,100.0,103.4,111.1,115.1,120.1,120.7,121.8,107.7,111.0,121.2,127.7,132.6,139.3,146.1,149.8,152.1,159.4,166.7,169.9
CEU4348410081    ,CEU4348410081    ,43484100,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,25278.0,24681.0,24995.0,26554.0,28040.0,28963.0,29923.0,30846.0,31825.0,32908.0,33677.0,32799.0,33005.0,33107.0,34647.0,35747.0,36585.0,36507.0,36177.0,32118.0,32053.0,33258.0,34327.0,35124.0,35889.0,37308.0,37255.0,37437.0,38553.0,38547.0,37292.0
CEU4348410082    ,CEU4348410082    ,43484100,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,336336.0,332677.0,344084.0,371473.0,399766.0,423172.0,447211.0,476153.0,508965.0,535747.0,551284.0,515735.0,534377.0,552773.0,593642.0,614894.0,641629.0,644947.0,650811.0,575320.0,593225.0,647451.0,682530.0,708715.0,744322.0,780490.0,800445.0,812825.0,851675.0,890941.0,908091.0
CEU4348411007    ,CEU4348411007    ,43484110,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,38.9,38.7,39.0,39.9,40.4,40.3,40.4,40.6,40.2,40.4,40.8,39.8,40.5,40.8,41.9,41.6,40.4,40.7,40.9,40.3,40.3,40.8,40.9,41.2,42.3,42.7,41.4,41.4,41.9,40.7,40.2
CEU4348411008    ,CEU4348411008    ,43484110,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.34,11.49,11.73,11.92,12.17,12.43,12.61,13.01,13.48,13.96,14.35,14.87,15.35,15.62,15.94,16.08,16.43,17.03,17.5,17.47,18.15,18.37,19.15,19.08,19.4,19.99,20.89,21.01,21.76,22.72,23.28
CEU4348411030    ,CEU4348411030    ,43484110,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,441.52,444.79,457.92,475.32,492.4,500.8,509.61,528.02,541.86,564.36,585.77,591.41,621.1,636.97,668.16,669.37,663.87,693.61,715.77,704.86,732.02,750.31,782.99,785.48,820.07,854.39,864.25,868.73,911.2,925.04,935.44
CEU4348411031    ,CEU4348411031    ,43484110,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,342.26,331.19,331.35,334.5,338.19,334.31,330.7,335.04,339.3,345.81,346.81,340.87,353.1,354.27,362.15,350.46,336.82,342.07,339.14,336.24,342.12,338.63,346.11,342.52,352.31,368.57,369.22,363.41,371.7,371.17,370.84
CEU4348411032    ,CEU4348411032    ,43484110,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.79,8.56,8.49,8.39,8.36,8.3,8.18,8.26,8.44,8.55,8.5,8.57,8.73,8.69,8.64,8.42,8.34,8.4,8.29,8.33,8.48,8.29,8.46,8.32,8.33,8.62,8.92,8.79,8.88,9.12,9.23
CEU4348411034    ,CEU4348411034    ,43484110,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,79.8,78.0,78.9,83.9,88.9,90.7,93.8,96.9,98.7,101.9,104.1,99.4,100.0,99.2,100.9,102.4,102.0,102.3,99.4,86.9,86.2,92.9,97.0,100.7,106.5,112.6,110.2,111.0,117.4,115.5,111.4
CEU4348411035    ,CEU4348411035    ,43484110,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,59.0,58.4,60.3,65.2,70.5,73.4,77.1,82.1,86.7,92.7,97.3,96.3,100.0,101.0,104.8,107.3,109.2,113.4,113.3,98.9,101.9,111.2,121.0,125.1,134.6,146.6,149.9,151.9,166.5,170.9,169.0
CEU4348411081    ,CEU4348411081    ,43484110,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,6471.0,6318.0,6397.0,6803.0,7203.0,7351.0,7606.0,7853.0,8000.0,8261.0,8437.0,8057.0,8105.0,8041.0,8179.0,8303.0,8266.0,8289.0,8053.0,7044.0,6987.0,7529.0,7862.0,8158.0,8629.0,9124.0,8930.0,8993.0,9519.0,9359.0,9029.0
CEU4348411082    ,CEU4348411082    ,43484110,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,73385.0,72593.0,75045.0,81113.0,87692.0,91363.0,95905.0,102133.0,107852.0,115313.0,121041.0,119796.0,124406.0,125616.0,130341.0,133473.0,135822.0,141126.0,140948.0,123068.0,126828.0,138307.0,150562.0,155636.0,167390.0,182370.0,186511.0,188912.0,207146.0,212667.0,210217.0
CEU4348412007    ,CEU4348412007    ,43484120,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,38.2,38.0,38.3,39.1,39.5,39.2,39.5,39.8,39.7,39.9,40.2,39.7,40.2,40.5,41.6,41.3,41.4,40.9,42.1,41.6,42.6,42.3,42.2,42.2,41.8,42.1,42.3,42.6,42.3,41.8,42.3
CEU4348412008    ,CEU4348412008    ,43484120,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,13.98,14.16,14.46,14.7,14.98,15.35,15.74,16.27,16.84,17.06,17.04,16.0,16.47,17.04,17.5,17.54,17.86,17.86,18.13,18.03,18.61,19.79,20.1,20.51,21.17,21.22,21.67,21.93,22.2,23.24,24.69
CEU4348412030    ,CEU4348412030    ,43484120,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,534.17,538.06,554.34,575.27,592.0,602.2,621.94,647.52,668.62,681.09,684.54,636.05,662.09,690.48,727.35,724.33,738.57,730.75,763.13,750.14,792.0,837.35,848.46,864.45,883.73,892.5,917.59,933.36,940.03,970.47,1044.7
CEU4348412031    ,CEU4348412031    ,43484120,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,414.09,400.64,401.11,404.83,406.59,402.0,403.6,410.86,418.67,417.33,405.29,366.6,376.4,384.03,394.23,379.23,374.72,360.39,361.58,357.84,370.15,377.91,375.04,376.96,379.66,385.01,392.01,390.44,383.46,389.4,414.16
CEU4348412032    ,CEU4348412032    ,43484120,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.84,10.54,10.46,10.34,10.29,10.25,10.21,10.32,10.54,10.45,10.09,9.22,9.36,9.48,9.49,9.18,9.06,8.81,8.59,8.6,8.7,8.93,8.88,8.94,9.09,9.15,9.26,9.17,9.06,9.33,9.79
CEU4348412034    ,CEU4348412034    ,43484120,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,75.6,73.8,74.8,79.5,83.8,86.9,89.7,92.4,95.8,99.1,101.5,99.5,100.0,100.7,106.4,110.2,113.8,113.4,112.9,100.8,100.7,103.3,106.3,108.3,109.6,113.3,113.9,114.3,116.6,117.2,113.5
CEU4348412035    ,CEU4348412035    ,43484120,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,64.2,63.5,65.7,70.9,76.2,81.0,85.8,91.3,97.9,102.6,105.1,96.7,100.0,104.2,113.0,117.4,123.4,122.9,124.3,110.3,113.7,124.2,129.7,134.9,140.9,145.9,149.9,152.2,157.2,165.4,170.2
CEU4348412081    ,CEU4348412081    ,43484120,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,18822.0,18371.0,18609.0,19777.0,20853.0,21629.0,22334.0,22997.0,23838.0,24658.0,25264.0,24763.0,24890.0,25073.0,26472.0,27436.0,28315.0,28225.0,28109.0,25077.0,25053.0,25722.0,26455.0,26967.0,27279.0,28192.0,28340.0,28448.0,29033.0,29177.0,28256.0
CEU4348412082    ,CEU4348412082    ,43484120,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,263194.0,260220.0,269134.0,290723.0,312368.0,332042.0,351574.0,374141.0,401381.0,420630.0,430621.0,396319.0,409902.0,427224.0,463346.0,481324.0,505672.0,503971.0,509570.0,452251.0,466137.0,508990.0,531751.0,553037.0,577373.0,598237.0,614259.0,623984.0,644519.0,677939.0,697702.0
CEU4348412107    ,CEU4348412107    ,43484121,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,38.4,38.2,38.5,39.3,39.7,39.4,39.7,40.0,39.9,40.1,40.4,40.2,40.2,40.2,41.2,41.0,41.5,41.8,43.0,41.8,42.6,41.8,40.9,41.3,40.9,41.6,42.0,42.5,42.2,41.5,42.1
CEU4348412108    ,CEU4348412108    ,43484121,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,13.67,13.84,14.14,14.37,14.64,15.01,15.38,15.9,16.45,16.67,16.65,15.46,15.96,16.37,16.68,16.71,17.24,17.31,17.77,17.59,18.08,19.37,20.04,20.72,21.42,21.21,21.37,21.65,21.66,22.85,24.45
CEU4348412130    ,CEU4348412130    ,43484121,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,524.77,528.68,544.65,565.13,581.67,591.7,610.86,635.93,656.63,668.75,671.83,620.83,642.07,657.92,687.54,685.56,716.2,723.78,764.18,735.4,770.45,808.91,818.93,855.2,876.79,882.2,898.13,919.53,913.74,947.7,1028.81
CEU4348412131    ,CEU4348412131    ,43484121,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,406.8,393.66,394.1,397.7,399.5,394.99,396.4,403.51,411.16,409.77,397.77,357.83,365.02,365.92,372.65,358.93,363.37,356.95,362.08,350.81,360.08,365.07,361.99,372.92,376.67,380.57,383.69,384.66,372.73,380.26,407.86
CEU4348412132    ,CEU4348412132    ,43484121,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.6,10.31,10.23,10.11,10.05,10.02,9.98,10.09,10.3,10.21,9.86,8.91,9.07,9.1,9.04,8.75,8.75,8.54,8.42,8.39,8.45,8.74,8.86,9.04,9.2,9.15,9.13,9.06,8.84,9.17,9.69
CEU4348412134    ,CEU4348412134    ,43484121,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,74.8,73.0,74.0,78.6,83.7,86.1,88.9,91.6,95.0,98.3,100.7,99.6,100.0,100.1,104.2,109.0,114.1,116.2,116.7,102.0,99.6,100.7,101.6,104.8,104.4,106.8,108.0,108.7,109.7,109.9,106.8
CEU4348412135    ,CEU4348412135    ,43484121,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,64.0,63.3,65.5,70.8,76.8,80.9,85.7,91.2,97.9,102.6,105.0,96.4,100.0,102.7,108.8,114.1,123.2,126.0,129.9,112.4,112.8,122.2,127.6,136.0,140.1,141.9,144.7,147.4,148.9,157.4,163.5
CEU4348412181    ,CEU4348412181    ,43484121,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,13156.0,12845.0,13013.0,13832.0,14727.0,15139.0,15640.0,16108.0,16704.0,17282.0,17708.0,17516.0,17588.0,17614.0,18319.0,19168.0,20068.0,20446.0,20524.0,17942.0,17526.0,17715.0,17876.0,18436.0,18363.0,18787.0,19003.0,19110.0,19295.0,19334.0,18777.0
CEU4348412182    ,CEU4348412182    ,43484121,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,179783.0,177833.0,183941.0,198732.0,215664.0,227201.0,240583.0,256085.0,274826.0,288014.0,294762.0,270728.0,280786.0,288355.0,305541.0,320350.0,346057.0,353891.0,364757.0,315579.0,316789.0,343052.0,358195.0,381910.0,393330.0,398394.0,406180.0,413756.0,418022.0,441864.0,458994.0
CEU4348412207    ,CEU4348412207    ,43484122,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,37.7,37.5,37.8,38.6,39.0,38.7,39.0,39.3,39.2,39.4,39.6,38.7,40.2,41.3,42.3,41.9,40.9,38.7,39.9,41.1,42.5,43.6,45.3,44.1,43.5,43.0,43.0,42.7,42.7,42.4,42.8
CEU4348412208    ,CEU4348412208    ,43484122,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,14.71,14.91,15.23,15.48,15.78,16.16,16.58,17.13,17.74,17.98,17.98,17.33,17.68,18.62,19.36,19.47,19.36,19.3,19.1,19.16,19.84,20.73,20.23,20.06,20.64,21.25,22.28,22.52,23.26,23.98,25.18
CEU4348412230    ,CEU4348412230    ,43484122,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,554.36,559.09,576.26,597.35,615.38,625.95,646.33,673.35,694.91,708.35,712.36,670.53,709.82,769.92,818.97,815.94,792.58,747.65,761.39,786.73,842.99,902.65,916.97,885.32,898.33,912.99,957.41,962.23,992.4,1015.94,1076.85
CEU4348412231    ,CEU4348412231    ,43484122,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,429.74,416.3,416.98,420.37,422.65,417.86,419.42,427.25,435.13,434.04,421.76,386.47,403.54,428.21,443.89,427.19,402.12,368.72,360.76,375.29,393.98,407.38,405.33,386.06,385.93,393.85,409.02,402.52,404.82,407.64,426.9
CEU4348412232    ,CEU4348412232    ,43484122,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.4,11.1,11.02,10.89,10.84,10.79,10.76,10.87,11.11,11.02,10.65,9.99,10.05,10.36,10.49,10.19,9.82,9.52,9.05,9.14,9.27,9.36,8.94,8.75,8.87,9.17,9.52,9.42,9.49,9.62,9.98
CEU4348412234    ,CEU4348412234    ,43484122,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,77.5,75.6,76.6,81.3,83.8,88.8,91.6,94.3,97.5,100.9,103.3,99.1,100.0,102.2,111.7,113.2,113.0,106.5,104.0,97.8,103.2,109.6,117.5,116.8,122.1,128.7,127.8,127.9,133.4,134.8,129.9
CEU4348412235    ,CEU4348412235    ,43484122,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,64.5,63.8,66.0,71.2,74.8,81.2,85.9,91.4,97.9,102.6,105.1,97.2,100.0,107.7,122.3,124.7,123.8,116.3,112.4,105.9,115.9,128.5,134.5,132.5,142.5,154.7,161.1,163.0,175.5,182.9,185.0
