index,Index,Label,unit,start,last,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU5051100034    ,CEU5051100034    ,50511000,34,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,109.5,113.2,116.0,118.2,117.2,105.9,101.1,100.7,100.5,99.9,99.4,100.3,99.9,100.5,103.2,106.6,106.0
CEU5051100035    ,CEU5051100035    ,50511000,35,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7,118.5,126.8,133.5,139.0,140.0,129.7,125.4,133.7,138.9,146.5,154.1,158.4,159.6,159.1,167.5,183.7,193.5
CEU5051100081    ,CEU5051100081    ,50511000,81,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22710.0,23033.0,23803.0,24407.0,24860.0,24655.0,22267.0,21262.0,21190.0,21145.0,21011.0,20902.0,21105.0,21013.0,21147.0,21699.0,22416.0,22298.0
CEU5051100082    ,CEU5051100082    ,50511000,82,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498074.0,538145.0,576048.0,606481.0,631419.0,635956.0,588852.0,569442.0,607372.0,630718.0,665513.0,699902.0,719542.0,724923.0,722663.0,760637.0,834152.0,878789.0
CEU5051110007    ,CEU5051110007    ,50511100,7,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,34.7,35.2,34.5,34.4,34.9,34.4,34.3,34.7,35.2,34.9,35.1,35.6,35.3,34.9,34.9,34.2,34.4
CEU5051110008    ,CEU5051110008    ,50511100,8,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46,17.77,18.57,19.15,19.68,20.03,20.33,20.98,21.68,22.32,22.83,24.07,24.32,23.71,23.74,23.83,25.03,26.72
CEU5051110030    ,CEU5051110030    ,50511100,30,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.58,617.3,653.25,661.62,677.27,698.54,698.42,718.86,751.26,786.51,797.25,844.56,865.18,837.22,828.46,830.59,855.5,918.17
CEU5051110031    ,CEU5051110031    ,50511100,31,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.67,334.58,342.02,335.68,334.01,330.98,333.17,335.97,339.05,347.66,347.65,362.83,373.23,357.67,346.56,338.81,343.27,363.99
CEU5051110032    ,CEU5051110032    ,50511100,32,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,9.63,9.72,9.72,9.71,9.49,9.7,9.81,9.78,9.87,9.96,10.34,10.49,10.13,9.93,9.72,10.04,10.59
CEU5051110034    ,CEU5051110034    ,50511100,34,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8,124.7,129.6,131.5,132.2,128.5,110.1,101.5,98.7,95.6,91.8,88.3,85.7,80.7,74.3,68.9,62.8,54.7
CEU5051110035    ,CEU5051110035    ,50511100,35,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.1,140.6,152.7,159.8,164.9,163.2,142.0,135.1,135.7,135.3,132.9,134.8,132.2,121.3,111.8,104.1,99.6,92.7
CEU5051110081    ,CEU5051110081    ,50511100,81,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15530.0,16298.0,16943.0,17191.0,17272.0,16790.0,14391.0,13269.0,12902.0,12492.0,11997.0,11540.0,11205.0,10543.0,9706.0,9006.0,8201.0,7150.0
CEU5051110082    ,CEU5051110082    ,50511100,82,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255699.0,289675.0,314664.0,329289.0,339906.0,336343.0,292528.0,278385.0,279682.0,278862.0,273876.0,277791.0,272480.0,250002.0,230479.0,214597.0,205243.0,191041.0
CEU5051111007    ,CEU5051111007    ,50511110,7,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,34.1,34.3,33.6,33.4,33.6,32.7,32.5,32.9,34.2,34.2,33.9,33.4,33.2,33.0,33.3,32.6,33.0
CEU5051111008    ,CEU5051111008    ,50511110,8,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68,16.7,17.42,17.81,18.27,18.36,18.13,18.17,18.85,18.77,18.48,18.71,19.05,19.43,19.66,19.0,19.29,19.3
CEU5051111030    ,CEU5051111030    ,50511110,30,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.41,570.06,597.82,598.3,609.58,617.11,592.85,590.75,619.35,641.49,631.14,634.85,636.41,644.58,648.73,632.38,628.26,637.54
CEU5051111031    ,CEU5051111031    ,50511110,31,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.11,308.98,312.99,303.55,300.63,292.4,282.81,276.09,279.52,283.56,275.22,272.74,274.54,275.37,271.38,257.96,252.09,252.74
CEU5051111032    ,CEU5051111032    ,50511110,32,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72,9.05,9.12,9.04,9.01,8.7,8.65,8.49,8.51,8.3,8.06,8.04,8.22,8.3,8.22,7.75,7.74,7.65
CEU5051111034    ,CEU5051111034    ,50511110,34,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.6,138.0,140.2,141.6,140.7,133.1,111.3,101.5,97.5,96.0,91.8,87.3,81.2,74.0,67.6,61.7,54.7,46.2
CEU5051111035    ,CEU5051111035    ,50511110,35,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,156.1,165.5,170.8,174.1,165.6,136.7,124.9,124.5,122.1,114.9,110.6,104.8,97.4,90.0,79.4,71.4,60.4
CEU5051111081    ,CEU5051111081    ,50511110,81,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8745.0,8966.0,9112.0,9200.0,9139.0,8648.0,7233.0,6595.0,6333.0,6239.0,5964.0,5670.0,5277.0,4806.0,4391.0,4010.0,3551.0,3000.0
CEU5051111082    ,CEU5051111082    ,50511110,82,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137108.0,149684.0,158687.0,163806.0,166979.0,158788.0,131115.0,119819.0,119386.0,117089.0,110218.0,106088.0,100542.0,93367.0,86319.0,76191.0,68497.0,57910.0
CEU5051112007    ,CEU5051112007    ,50511120,7,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,33.5,35.4,34.7,35.2,36.5,36.6,36.1,36.3,36.2,35.1,35.3,36.6,35.9,34.8,35.4,34.2,34.6
CEU5051112008    ,CEU5051112008    ,50511120,8,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24,21.67,21.97,21.86,22.17,22.7,23.56,25.34,26.58,27.15,28.28,30.63,30.89,29.8,30.19,30.41,30.13,31.14
CEU5051112030    ,CEU5051112030    ,50511120,30,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.35,726.27,777.06,759.39,780.68,828.95,861.91,913.88,965.54,982.45,992.72,1082.19,1131.23,1070.65,1051.8,1075.78,1031.56,1076.19
CEU5051112031    ,CEU5051112031    ,50511120,31,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8,393.64,406.84,385.28,385.01,392.77,411.16,427.11,435.76,434.27,432.89,464.92,488.0,457.39,439.99,438.83,413.91,426.64
CEU5051112032    ,CEU5051112032    ,50511120,32,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,11.75,11.5,11.09,10.93,10.76,11.24,11.84,12.0,12.0,12.33,13.16,13.33,12.73,12.63,12.4,12.09,12.34
CEU5051112034    ,CEU5051112034    ,50511120,34,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5,118.7,131.9,134.9,140.2,141.7,121.4,112.5,111.5,105.8,104.3,103.3,105.2,100.3,90.7,86.0,80.4,72.8
CEU5051112035    ,CEU5051112035    ,50511120,35,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9,141.7,159.5,162.3,171.2,177.0,157.5,156.9,163.1,158.2,162.3,174.2,178.9,164.5,150.8,144.0,133.4,124.9
CEU5051112081    ,CEU5051112081    ,50511120,81,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942.0,3249.0,3609.0,3691.0,3838.0,3877.0,3323.0,3079.0,3051.0,2897.0,2854.0,2828.0,2878.0,2745.0,2483.0,2353.0,2201.0,1993.0
CEU5051112082    ,CEU5051112082    ,50511120,82,2003-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56605.0,70424.0,79286.0,80666.0,85088.0,87993.0,78311.0,78023.0,81090.0,78662.0,80683.0,86602.0,88924.0,81798.0,74976.0,71566.0,66312.0,62078.0
CEU5051120007    ,CEU5051120007    ,50511200,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,38.3,37.8,38.4,38.3,38.5,38.5,38.8,38.7,40.4,41.1,41.4,40.4,38.6,36.4,36.7,37.6,37.8,37.0,37.5,37.9,38.3,38.3,38.6,38.0,38.5,37.9,38.0,38.5,38.2,39.0
CEU5051120008    ,CEU5051120008    ,50511200,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,18.28,18.99,19.22,19.99,20.5,21.01,22.39,23.8,24.31,26.55,28.48,30.91,31.14,33.78,36.89,38.11,38.42,38.42,38.08,37.63,36.41,39.55,40.68,43.45,45.09,45.15,45.34,43.02,43.02,44.25,45.41
CEU5051120030    ,CEU5051120030    ,50511200,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,710.4,726.57,727.09,767.45,785.18,807.83,862.83,922.87,941.86,1071.62,1169.48,1281.09,1258.45,1304.32,1341.96,1400.06,1444.08,1453.19,1407.0,1412.05,1378.86,1514.34,1556.61,1677.03,1713.66,1736.68,1720.28,1634.5,1654.49,1691.18,1770.56
CEU5051120031    ,CEU5051120031    ,50511200,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,550.7,541.01,526.11,540.08,539.27,539.27,559.92,585.58,589.77,656.63,692.41,738.38,715.43,725.43,727.35,733.02,732.66,716.68,666.66,673.59,644.43,683.44,688.07,731.29,736.2,749.18,734.92,683.75,674.9,678.58,701.91
CEU5051120032    ,CEU5051120032    ,50511200,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17,14.14,13.91,14.07,14.08,14.03,14.53,15.1,15.22,16.27,16.86,17.82,17.7,18.79,19.99,19.95,19.49,18.95,18.04,17.95,17.02,17.85,17.98,18.95,19.37,19.48,19.37,18.0,17.55,17.76,18.0
CEU5051120034    ,CEU5051120034    ,50511200,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,41.0,43.9,49.9,53.6,59.9,66.4,76.3,84.5,96.2,107.0,109.3,100.0,89.9,84.6,86.0,90.5,95.2,98.8,98.8,100.3,103.9,108.4,113.1,117.4,124.3,131.6,143.5,159.3,178.3,190.0
CEU5051120035    ,CEU5051120035    ,50511200,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,25.0,27.1,32.0,35.3,40.4,47.7,58.3,66.0,82.0,97.9,108.5,100.0,97.5,100.2,105.3,111.7,117.4,120.8,119.4,117.3,131.9,141.6,157.8,170.1,180.2,191.6,198.3,220.1,253.3,277.0
CEU5051120081    ,CEU5051120081    ,50511200,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,2978.0,3267.0,3495.0,3975.0,4271.0,4776.0,5290.0,6080.0,6733.0,7667.0,8528.0,8707.0,7969.0,7165.0,6738.0,6857.0,7215.0,7584.0,7872.0,7871.0,7995.0,8278.0,8641.0,9015.0,9358.0,9905.0,10485.0,11436.0,12697.0,14209.0,15139.0
CEU5051120082    ,CEU5051120082    ,50511200,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,54447.0,62031.0,67177.0,79470.0,87541.0,100346.0,118445.0,144691.0,163687.0,203563.0,242892.0,269157.0,248145.0,242027.0,248531.0,261297.0,277202.0,291412.0,299750.0,296201.0,291123.0,327387.0,351497.0,391683.0,421974.0,447239.0,475399.0,492040.0,546201.0,628667.0,687377.0
CEU5051200007    ,CEU5051200007    ,50512000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,27.1,27.2,27.8,28.5,29.2,29.6,29.2,29.4,29.8,30.4,31.2,30.8,30.2,29.8,30.2,29.3,28.6,29.7,29.5,28.2,28.0,27.3,26.8,26.5,25.6,25.3,27.2,27.4,27.4,28.8
CEU5051200008    ,CEU5051200008    ,50512000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,16.01,17.25,17.36,18.1,19.61,19.7,20.09,20.45,21.01,22.34,21.25,20.7,21.2,21.32,19.96,18.75,20.07,20.58,20.98,21.59,22.11,22.69,23.0,22.04,23.4,22.82,23.22,24.2,25.15,27.25,30.12
CEU5051200030    ,CEU5051200030    ,50512000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,431.4,467.85,471.62,504.03,559.87,575.9,594.86,596.46,616.82,665.39,645.99,645.66,653.14,644.26,594.9,565.96,588.52,589.54,623.27,636.23,624.27,634.58,628.37,590.34,620.5,583.99,586.57,658.14,689.97,746.96,866.06
CEU5051200031    ,CEU5051200031    ,50512000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,334.42,348.36,341.26,354.7,384.53,384.45,386.02,378.46,386.24,407.71,382.47,372.14,371.31,358.32,322.44,296.31,298.59,290.75,295.31,303.5,291.76,286.4,277.76,257.43,266.57,251.93,250.59,275.31,281.45,299.72,343.34
CEU5051200032    ,CEU5051200032    ,50512000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,12.41,12.84,12.56,12.74,13.47,13.15,13.04,12.98,13.16,13.69,12.58,11.93,12.05,11.86,10.82,9.82,10.18,10.15,9.94,10.3,10.33,10.24,10.17,9.61,10.05,9.84,9.92,10.12,10.26,10.93,11.94
CEU5051200034    ,CEU5051200034    ,50512000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1,57.4,56.0,59.0,65.3,75.2,82.7,86.0,90.2,96.3,98.3,99.2,100.0,94.4,93.9,91.9,88.5,84.3,84.9,78.7,80.2,80.6,81.0,80.6,80.9,82.0,86.5,94.0,96.7,96.0,61.2
CEU5051200035    ,CEU5051200035    ,50512000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,46.7,45.8,50.4,60.4,69.9,78.3,82.9,89.4,101.5,98.5,96.9,100.0,94.9,88.4,81.3,83.8,81.8,84.0,80.1,83.6,86.3,87.9,83.8,89.2,88.3,94.7,107.3,114.7,123.3,87.0
CEU5051200081    ,CEU5051200081    ,50512000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,5545.0,5574.0,5432.0,5728.0,6339.0,7300.0,8021.0,8342.0,8752.0,9349.0,9539.0,9626.0,9704.0,9156.0,9115.0,8919.0,8591.0,8178.0,8235.0,7637.0,7781.0,7826.0,7861.0,7822.0,7846.0,7960.0,8395.0,9120.0,9388.0,9312.0,5943.0
CEU5051200082    ,CEU5051200082    ,50512000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,88772.0,96164.0,94297.0,103675.0,124319.0,143818.0,161118.0,170598.0,183888.0,208876.0,202696.0,199299.0,205761.0,195215.0,181915.0,167266.0,172391.0,168313.0,172776.0,164874.0,172059.0,177589.0,180781.0,172400.0,183570.0,181689.0,194946.0,220686.0,236056.0,253793.0,178994.0
CEU5051500007    ,CEU5051500007    ,50515000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,33.3,33.5,33.4,33.3,33.7,33.9,34.0,34.4,34.7,34.4,34.2,34.6,35.3,35.6,35.5,35.9,35.5,35.8,36.2,35.8,35.9,35.8,35.5,34.3,33.9,34.5,34.6,34.6,34.3,34.0
CEU5051500008    ,CEU5051500008    ,50515000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34,11.9,12.26,12.69,13.14,13.54,14.13,15.07,15.76,16.21,16.74,17.76,18.57,19.39,19.74,21.22,23.07,23.66,23.84,24.21,24.01,24.23,25.35,26.41,27.63,28.93,28.5,28.36,29.9,31.3,30.22
CEU5051500030    ,CEU5051500030    ,50515000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,380.53,395.98,410.92,424.2,438.21,456.34,479.08,512.9,542.11,562.39,575.38,606.91,641.72,683.5,702.98,752.69,827.32,840.27,852.55,877.3,859.18,869.31,907.69,938.69,947.81,980.04,983.39,981.31,1036.01,1074.8,1028.05
CEU5051500031    ,CEU5051500031    ,50515000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,294.98,294.85,297.34,298.52,300.97,304.63,310.89,325.44,339.46,344.6,340.66,349.8,364.82,380.14,381.02,394.08,419.75,414.4,403.95,418.5,401.55,392.33,401.23,409.33,407.19,422.78,420.12,410.5,422.61,431.26,407.56
CEU5051500032    ,CEU5051500032    ,50515000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79,8.86,8.87,8.93,9.02,9.04,9.17,9.56,9.87,9.93,9.91,10.24,10.56,10.78,10.7,11.11,11.7,11.67,11.3,11.55,11.22,10.94,11.21,11.52,11.87,12.48,12.18,11.86,12.2,12.56,11.98
CEU5051500034    ,CEU5051500034    ,50515000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,85.0,85.6,86.8,88.4,92.0,95.6,96.5,98.5,101.0,103.3,102.5,100.0,100.0,103.5,103.8,103.5,100.8,102.7,97.6,91.8,91.3,92.1,91.5,88.5,85.0,84.2,83.7,83.6,82.4,74.8
CEU5051500035    ,CEU5051500035    ,50515000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,54.5,56.5,59.3,62.6,67.1,72.7,78.3,83.6,88.2,93.1,98.1,100.0,104.4,110.1,118.6,128.6,128.4,131.9,127.3,118.7,119.2,125.8,130.1,131.7,132.5,129.2,127.8,134.6,138.9,121.8
CEU5051500081    ,CEU5051500081    ,50515000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,7616.0,7507.0,7554.0,7664.0,7804.0,8119.0,8439.0,8519.0,8696.0,8916.0,9121.0,9051.0,8827.0,8829.0,9140.0,9160.0,9134.0,8895.0,9069.0,8618.0,8105.0,8062.0,8133.0,8074.0,7810.0,7506.0,7430.0,7387.0,7381.0,7276.0,6603.0
CEU5051500082    ,CEU5051500082    ,50515000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,86364.0,89333.0,92612.0,97261.0,102570.0,109947.0,119223.0,128346.0,137072.0,144524.0,152678.0,160782.0,163916.0,171194.0,180437.0,194389.0,210746.0,210418.0,216206.0,208659.0,194604.0,195306.0,206159.0,213254.0,215801.0,217176.0,211781.0,209461.0,220697.0,227723.0,199578.0
CEU5051511007    ,CEU5051511007    ,50515110,7,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,34.2,34.1,33.9,33.3,32.3,31.4,30.9,30.6,30.3,29.9,30.3,29.7,29.6,29.7,29.5,30.0,30.0,30.1,29.1,27.2,26.9,27.9,28.6,28.7,29.9,30.3,31.2,31.2,31.0,31.5,31.9,32.5,31.9,31.0,31.3,31.0,30.8,31.0,31.1
