index,Index,Label,unit,start,last,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPUIP23110023                 ,WPUIP23110023                 ,"PPI Commodity data for Inputs to residential construction, services less trade, transportation, and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,105.8,109.6,113.6,116.3,115.0,118.786
WPUIP231110                   ,WPUIP231110                   ,"PPI Commodity data for Inputs to single family residential construction, excl. capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,100.0,103.6,109.6,110.5,112.9,133.68
WPUIP2311101                  ,WPUIP2311101                  ,"PPI Commodity data for Inputs to single family residential construction, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,97.4,101.4,108.0,107.4,107.0,126.118
WPUIP23111012                 ,WPUIP23111012                 ,"PPI Commodity data for Inputs to single family residential construction, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7,74.1,88.0,105.0,96.0,74.6,114.957
WPUIP23111013                 ,WPUIP23111013                 ,"PPI Commodity data for Inputs to single family residential construction, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.5,103.2,108.2,109.0,112.5,129.799
WPUIP2311102                  ,WPUIP2311102                  ,"PPI Commodity data for Inputs to single family residential construction, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,103.0,106.0,111.4,113.9,119.2,141.68
WPUIP23111021                 ,WPUIP23111021                 ,"PPI Commodity data for Inputs to single family residential construction, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,102.0,104.5,110.1,112.3,121.6,151.011
WPUIP23111022                 ,WPUIP23111022                 ,"PPI Commodity data for Inputs to single family residential construction, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23111023                 ,WPUIP23111023                 ,"PPI Commodity data for Inputs to single family residential construction, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,106.5,110.7,115.3,118.3,116.7,120.468
WPUIP231120                   ,WPUIP231120                   ,"PPI Commodity data for Inputs to multifamily residential construction, excl. capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.5,103.9,110.1,111.0,114.7,136.124
WPUIP2311201                  ,WPUIP2311201                  ,"PPI Commodity data for Inputs to multifamily residential construction, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.2,103.4,110.0,110.2,109.6,128.138
WPUIP23112012                 ,WPUIP23112012                 ,"PPI Commodity data for Inputs to multifamily residential construction, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,75.3,88.5,105.0,96.3,75.8,116.142
WPUIP23112013                 ,WPUIP23112013                 ,"PPI Commodity data for Inputs to multifamily residential construction, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,102.0,105.2,110.3,112.1,114.7,131.189
WPUIP2311202                  ,WPUIP2311202                  ,"PPI Commodity data for Inputs to multifamily residential construction, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.1,104.5,110.3,112.0,120.1,144.491
WPUIP23112021                 ,WPUIP23112021                 ,"PPI Commodity data for Inputs to multifamily residential construction, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.6,105.0,111.4,112.7,123.6,155.36
WPUIP23112022                 ,WPUIP23112022                 ,"PPI Commodity data for Inputs to multifamily residential construction, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23112023                 ,WPUIP23112023                 ,"PPI Commodity data for Inputs to multifamily residential construction, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,103.0,105.4,107.7,110.4,110.3,114.28
WPUIP231130                   ,WPUIP231130                   ,"PPI Commodity data for Inputs to other residential construction, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.5,102.6,108.5,109.7,112.4,132.325
WPUIP2311301                  ,WPUIP2311301                  ,"PPI Commodity data for Inputs to other residential construction, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,97.9,101.5,107.8,108.2,107.2,125.142
WPUIP23113012                 ,WPUIP23113012                 ,"PPI Commodity data for Inputs to other residential construction, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2,69.2,84.9,104.7,94.4,69.8,112.31
WPUIP23113013                 ,WPUIP23113013                 ,"PPI Commodity data for Inputs to other residential construction, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.5,103.0,107.9,109.6,111.5,126.573
WPUIP2311302                  ,WPUIP2311302                  ,"PPI Commodity data for Inputs to other residential construction, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,101.7,104.1,109.5,111.7,118.7,140.796
WPUIP23113021                 ,WPUIP23113021                 ,"PPI Commodity data for Inputs to other residential construction, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,102.1,104.6,110.7,112.8,122.5,152.772
WPUIP23113022                 ,WPUIP23113022                 ,"PPI Commodity data for Inputs to other residential construction, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23113023                 ,WPUIP23113023                 ,"PPI Commodity data for Inputs to other residential construction, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.3,104.4,106.6,108.7,108.0,111.087
WPUIP231200                   ,WPUIP231200                   ,"PPI Commodity data for Inputs to new nonresidential construction, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,98.3,101.7,107.8,109.4,109.7,129.962
WPUIP2312001                  ,WPUIP2312001                  ,"PPI Commodity data for Inputs to nonresidential construction, goods, not seasonally adjusted",Index base: 2010.06 = 100,2010-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,107.9,109.7,110.4,111.3,106.2,104.4,108.5,116.0,116.4,114.6,136.533
WPUIP23120012                 ,WPUIP23120012                 ,"PPI Commodity data for Inputs to nonresidential construction, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2,73.2,87.4,104.9,95.7,73.6,118.06
WPUIP23120013                 ,WPUIP23120013                 ,"PPI Commodity data for Inputs to nonresidential construction, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.2,102.5,107.8,110.0,112.0,129.365
WPUIP2312002                  ,WPUIP2312002                  ,"PPI Commodity data for Inputs to nonresidential construction, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.1,103.8,108.3,112.1,115.7,134.842
WPUIP23120021                 ,WPUIP23120021                 ,"PPI Commodity data for Inputs to nonresidential construction, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.4,104.4,109.4,114.1,120.2,152.887
WPUIP23120022                 ,WPUIP23120022                 ,"PPI Commodity data for Inputs to nonresidential construction, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23120023                 ,WPUIP23120023                 ,"PPI Commodity data for Inputs to nonresidential construction, services less trade, transportation, and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.4,104.6,106.9,109.3,108.6,111.229
WPUIP231210                   ,WPUIP231210                   ,"PPI Commodity data for Inputs to commercial and healthcare structures, excl. capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,98.9,102.2,108.2,110.1,110.6,130.512
WPUIP2312101                  ,WPUIP2312101                  ,"PPI Commodity data for Inputs to commercial and healthcare structures, goods, not seasonally adjusted",Index base: 2010.06 = 100,2010-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,106.4,108.2,109.2,110.6,107.6,106.3,110.3,117.6,118.4,117.4,138.576
WPUIP23121012                 ,WPUIP23121012                 ,"PPI Commodity data for Inputs to commercial and healthcare structures, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,74.2,88.0,105.0,96.1,74.7,115.835
WPUIP23121013                 ,WPUIP23121013                 ,"PPI Commodity data for Inputs to commercial and healthcare structures, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.4,103.0,108.4,110.5,112.4,130.153
WPUIP2312102                  ,WPUIP2312102                  ,"PPI Commodity data for Inputs to commercial and healthcare structures, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.1,103.7,108.4,112.4,115.5,135.237
WPUIP23121021                 ,WPUIP23121021                 ,"PPI Commodity data for Inputs to commercial and healthcare structures, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.4,104.2,109.5,114.4,120.0,154.38
WPUIP23121022                 ,WPUIP23121022                 ,"PPI Commodity data for Inputs to commercial and healthcare structures, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23121023                 ,WPUIP23121023                 ,"PPI Commodity data for Inputs to commercial and healthcare structures, services less trade, transp., and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,102.6,104.9,107.2,109.8,108.9,111.576
WPUIP231211                   ,WPUIP231211                   ,"PPI Commodity data for Inputs to commercial structures, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.0,102.4,108.6,110.4,110.6,130.691
WPUIP2312111                  ,WPUIP2312111                  ,"PPI Commodity data for Inputs to commercial structures, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,97.8,101.5,108.2,109.0,107.9,127.561
WPUIP23121112                 ,WPUIP23121112                 ,"PPI Commodity data for Inputs to commercial structures, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7,74.0,87.9,105.0,96.0,74.4,115.868
WPUIP23121113                 ,WPUIP23121113                 ,"PPI Commodity data for Inputs to commercial structures, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.4,102.9,108.4,110.6,112.3,130.175
WPUIP2312112                  ,WPUIP2312112                  ,"PPI Commodity data for Inputs to commercial structures, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.6,104.5,109.5,113.5,116.2,135.839
WPUIP23121121                 ,WPUIP23121121                 ,"PPI Commodity data for Inputs to commercial structures, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.3,104.2,109.5,114.5,119.9,154.641
WPUIP23121122                 ,WPUIP23121122                 ,"PPI Commodity data for Inputs to commercial structures, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23121123                 ,WPUIP23121123                 ,"PPI Commodity data for Inputs to commercial structures, services less trade, transportation, and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,104.6,107.8,111.2,113.7,112.0,115.043
WPUIP231212                   ,WPUIP231212                   ,"PPI Commodity data for Inputs to healthcare structures, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.1,102.4,108.3,110.0,111.0,130.745
WPUIP2312121                  ,WPUIP2312121                  ,"PPI Commodity data for Inputs to healthcare structures, goods, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,98.0,101.8,108.3,108.9,108.3,127.597
WPUIP23121212                 ,WPUIP23121212                 ,"PPI Commodity data for Inputs to healthcare structures, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,74.9,88.5,104.9,96.4,75.4,115.78
WPUIP23121213                 ,WPUIP23121213                 ,"PPI Commodity data for Inputs to healthcare structures, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.5,103.2,108.5,110.3,112.6,130.145
WPUIP2312122                  ,WPUIP2312122                  ,"PPI Commodity data for Inputs to healthcare structures, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.3,103.9,108.5,112.3,115.9,135.774
WPUIP23121221                 ,WPUIP23121221                 ,"PPI Commodity data for Inputs to healthcare structures, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.7,104.5,109.6,114.2,120.2,153.035
WPUIP23121222                 ,WPUIP23121222                 ,"PPI Commodity data for Inputs to healthcare structures, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23121223                 ,WPUIP23121223                 ,"PPI Commodity data for Inputs to healthcare structures, services less trade, transportation, and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,102.7,105.0,107.1,109.6,109.3,112.299
WPUIP231220                   ,WPUIP231220                   ,"PPI Commodity data for Inputs to industrial structures, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,98.9,102.1,106.9,110.2,110.7,129.037
WPUIP2312201                  ,WPUIP2312201                  ,"PPI Commodity data for Inputs to industrial structures, goods, not seasonally adjusted",Index base: 2010.06 = 100,2010-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,106.7,108.7,109.3,110.1,106.7,105.3,108.6,114.6,116.6,114.8,131.683
WPUIP23122012                 ,WPUIP23122012                 ,"PPI Commodity data for Inputs to industrial structures, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,73.5,87.6,104.8,96.0,74.0,117.039
WPUIP23122013                 ,WPUIP23122013                 ,"PPI Commodity data for Inputs to industrial structures, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.3,102.9,106.8,110.3,111.7,124.627
WPUIP2312202                  ,WPUIP2312202                  ,"PPI Commodity data for Inputs to industrial structures, services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,100.5,104.0,107.6,113.0,116.8,138.263
WPUIP23122021                 ,WPUIP23122021                 ,"PPI Commodity data for Inputs to industrial structures, trade services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,100.6,104.8,108.2,115.0,120.4,157.54
WPUIP23122022                 ,WPUIP23122022                 ,"PPI Commodity data for Inputs to industrial structures, transportation and warehousing services, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,97.3,99.6,106.3,108.8,108.2,121.708
WPUIP23122023                 ,WPUIP23122023                 ,"PPI Commodity data for Inputs to industrial structures, services less trade, transportation, and warehousing, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,102.8,105.1,107.1,109.7,110.8,113.64
WPUIP231230                   ,WPUIP231230                   ,"PPI Commodity data for Inputs to other nonresidential construction, excluding capital investment, labor, and imports, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,97.9,101.5,107.7,109.2,109.3,129.594
WPUIP2312301                  ,WPUIP2312301                  ,"PPI Commodity data for Inputs to other nonresidential construction, goods, not seasonally adjusted",Index base: 2010.06 = 100,2010-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,108.6,110.5,111.0,111.7,105.4,103.3,107.6,115.4,115.7,113.3,135.553
WPUIP23123012                 ,WPUIP23123012                 ,"PPI Commodity data for Inputs to other nonresidential construction, energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,73.0,87.2,104.8,95.7,73.5,115.79
WPUIP23123013                 ,WPUIP23123013                 ,"PPI Commodity data for Inputs to other nonresidential construction, goods less foods and energy, not seasonally adjusted",Index base: 2014.12 = 100,2014-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.0,102.4,107.7,109.9,111.8,129.242
