index,Index,Label,unit,start,last,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU212111212111P              ,PCU212111212111P              ,"PPI industry data for Bituminous coal and lignite surface mining-Primary products, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,101.5,107.1,112.0,117.2,120.9,140.6,149.5,157.3,169.8,177.0,185.4,183.8,179.9,179.3,178.6,182.8,184.3,179.5,181.054
PCU212112212112               ,PCU212112212112               ,"PPI industry data for Bituminous coal underground mining, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.2,118.2,145.3,159.3,163.6,214.3,258.3,266.0,294.6,295.2,273.6,252.9,242.7,231.3,250.1,251.6,249.0,227.3,226.44
PCU2121122121121              ,PCU2121122121121              ,"PPI industry data for Bituminous coal underground mining-Raw bituminous coal shipped from underground mining operations, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2017-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.5,118.3,132.3,140.7,149.2,158.4,176.3,178.9,188.7,196.0,167.6,163.4,153.1,,,,,,
PCU2121122121123              ,PCU2121122121123              ,"PPI industry data for Bituminous coal underground mining-Processed bituminous coal shipped from underground operations, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.2,118.2,148.7,164.2,167.1,230.6,282.2,291.3,325.7,324.3,303.9,278.3,268.0,258.9,283.8,286.9,283.9,258.7,258.261
PCU21211221211231             ,PCU21211221211231             ,"PPI industry data for Bituminous coal underground mining-Processed bituminous coal washed by wet-washing, pneumatic, or other methods, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,102.0,116.1,149.7,164.8,165.5,239.6,299.4,311.9,342.8,341.6,318.2,287.6,267.1,249.3,280.9,283.7,280.4,251.5,249.15
PCU21211221211232             ,PCU21211221211232             ,"PPI industry data for Bituminous coal underground mining-Processed bituminous coal mechanically crushed, screened, or sized only, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,103.3,135.3,140.3,159.3,,,182.5,172.6,225.7,222.5,217.1,216.8,254.9,287.9,279.4,283.9,282.5,276.6,285.018
PCU212112212112P              ,PCU212112212112P              ,"PPI industry data for Bituminous coal underground mining-Primary products, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,102.2,118.2,145.4,159.5,163.7,214.8,258.9,266.6,295.4,295.9,273.9,252.9,242.6,231.0,250.1,251.7,249.1,227.0,226.543
PCU212112212112S              ,PCU212112212112S              ,"PPI industry data for Bituminous coal underground mining-Secondary products, not seasonally adjusted",Index base: 2001.12 = 100,2001-M12,2013-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,98.6,115.0,134.1,141.7,157.5,,,208.0,217.9,,,,,,,,,,
PCU212113212113               ,PCU212113212113               ,"PPI industry data for Anthracite mining, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,2022-M02,,,,,,,,,,,,,,,,110.6,136.7,153.8,148.7,146.9,148.5,148.3,149.0,151.0,154.7,157.8,158.9,159.1,159.3,160.7,158.9,158.6,159.0,160.1,158.7,157.3,161.0,163.0,168.4,180.9,205.4,234.9,240.9,267.0,275.4,268.8,286.3,314.7,297.8,291.4,290.6,277.9,281.5,288.9,302.2,302.5,307.871
PCU2121132121131              ,PCU2121132121131              ,"PPI industry data for Anthracite mining-Run-of-mine (raw) anthracite, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,2018-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5,151.5,,,,,,,,,154.7,165.9,169.6,172.4,179.2,170.3,,166.7,171.8,171.6,171.3,171.0,168.2,157.6,,,,
PCU2121132121133              ,PCU2121132121133              ,"PPI industry data for Anthracite mining-Processed anthracite, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,2022-M02,,,,,,,,,,,,,,,,110.3,136.8,154.5,149.3,147.4,149.0,148.8,149.5,151.5,155.4,158.5,159.6,159.9,160.1,161.2,158.8,158.7,159.1,159.9,158.6,157.1,161.2,163.6,171.5,187.8,217.9,259.3,266.6,300.9,317.1,311.8,334.7,374.0,348.7,339.1,338.0,320.3,327.8,341.7,360.7,358.4,365.382
PCU212113212113P              ,PCU212113212113P              ,"PPI industry data for Anthracite mining-Primary products, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,2022-M02,,,,,,,,,,,,,,,,,137.3,152.8,147.4,145.7,147.0,149.8,150.3,152.0,155.4,158.2,158.6,158.9,159.0,159.8,158.0,157.7,158.1,159.2,157.8,156.4,159.9,161.8,167.4,179.7,204.0,233.3,239.3,265.2,273.5,267.0,284.5,313.4,295.8,289.1,288.3,275.1,276.9,284.2,297.3,295.7,300.699
PCU2122--2122--               ,PCU2122--2122--               ,"PPI industry group data for Metal ore mining, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,91.2,100.1,100.7,100.3,93.4,82.2,76.6,69.7,81.4,101.4,92.1,85.8,73.2,70.3,73.8,70.8,73.6,81.6,111.8,146.0,204.6,226.4,232.6,203.4,270.3,330.9,321.4,285.0,273.4,240.0,231.8,267.1,281.9,298.4,348.7,405.603
PCU21221-21221-               ,PCU21221-21221-               ,"PPI industry data for Iron ore mining, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,96.5,90.0,81.8,80.9,81.5,82.2,82.7,82.8,82.1,82.1,91.0,95.7,95.3,94.5,94.0,93.9,95.2,94.2,95.0,97.2,115.7,131.2,127.5,141.0,143.5,145.6,163.7,178.9,125.7,134.0,130.6,123.0,130.5,135.4,144.0,147.2,173.711
PCU212210212210               ,PCU212210212210               ,"PPI industry data for Iron ore mining, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,96.5,90.0,81.8,80.9,81.5,82.2,82.7,82.8,82.1,82.1,91.0,95.7,95.3,94.5,94.0,93.9,95.2,94.2,95.0,97.2,115.7,131.2,127.5,141.0,143.5,145.6,163.7,178.9,125.7,134.0,130.6,123.0,130.5,135.4,144.0,147.2,173.711
PCU2122102122100              ,PCU2122102122100              ,"PPI industry data for Iron ore mining-Iron ore (including crude, concentrates, agglomerates and pellates), not seasonally adjusted",Index base: 1997.12 = 100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,99.7,99.6,101.0,100.0,100.8,103.2,122.9,139.2,135.4,149.7,152.3,154.6,173.8,190.0,133.4,142.3,138.7,130.6,138.6,143.7,152.9,156.2,184.41
PCU212210212210P              ,PCU212210212210P              ,"PPI industry data for Iron ore mining-Primary products, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,96.9,91.0,83.7,82.8,83.3,84.0,84.4,84.4,83.6,83.6,93.1,98.0,97.6,96.7,96.2,96.1,97.5,96.5,97.2,99.6,118.5,134.3,130.6,144.4,146.9,149.1,167.7,183.2,128.7,137.3,133.8,126.0,133.7,138.6,147.5,150.7,177.88
PCU21222-21222-               ,PCU21222-21222-               ,"PPI industry data for Gold ore & silver ore mining, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2018-M08,,,,,,,,,,,,,,,,,,,,,,76.7,96.0,96.1,82.9,81.2,71.3,68.0,69.1,75.9,77.1,78.6,67.9,61.1,58.2,57.0,55.2,62.6,72.6,82.6,89.5,121.3,138.8,143.9,161.9,206.7,279.5,295.2,251.6,221.2,201.7,215.5,217.2,,,,
PCU212221212221               ,PCU212221212221               ,"PPI industry data for Gold ore mining, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2017-M13,,,,,,,,,,,,,,,,,,,,,,104.8,130.7,129.7,114.2,113.8,108.0,104.6,106.0,114.7,115.9,117.0,100.9,90.0,85.6,84.2,81.5,92.4,107.6,121.6,131.7,177.5,203.0,208.9,236.3,301.0,400.3,423.3,360.6,316.9,289.0,308.7,311.1,,,,
PCU2122212122210              ,PCU2122212122210              ,"PPI industry data for Gold ore mining-Gold ores, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2017-M13,,,,,,,,,,,,,,,,,,,,,,104.8,130.7,129.7,114.2,113.8,108.0,104.6,106.0,114.7,115.9,117.0,100.9,90.0,85.6,84.2,81.5,92.4,107.7,121.5,131.6,177.1,202.3,207.5,234.2,298.3,396.2,417.9,357.1,314.7,287.9,307.4,309.6,,,,
PCU212221212221P              ,PCU212221212221P              ,"PPI industry data for Gold ore mining-Primary products, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2017-M13,,,,,,,,,,,,,,,,,,,,,,104.8,130.7,129.7,114.2,113.8,108.0,104.6,106.0,114.7,115.9,117.0,100.9,90.0,85.6,84.2,81.5,92.4,107.7,121.5,131.6,177.1,202.3,207.5,234.2,298.3,396.2,417.9,357.1,314.7,287.9,307.4,309.6,,,,
PCU21223-21223-               ,PCU21223-21223-               ,"PPI industry data for Copper, nickel, lead & zinc mining, not seasonally adjusted",Index base: 1988.06 = 100,1988-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,129.5,112.8,99.5,96.6,79.1,106.9,157.1,117.0,110.4,76.8,71.3,88.7,81.7,80.1,90.1,147.7,195.2,350.2,386.5,390.3,288.6,407.4,461.8,416.2,389.0,372.0,306.5,280.5,354.8,370.3,343.5,349.2,451.268
PCU212230212230               ,PCU212230212230               ,"PPI industry data for Copper, nickel, lead  and zinc  mining, not seasonally adjusted",Index base: 1988.06 = 100,1988-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,129.5,112.8,99.5,96.6,79.1,106.9,157.1,117.0,110.4,76.8,71.3,88.7,81.7,80.1,90.1,150.1,200.8,360.4,397.8,401.7,297.1,419.4,475.4,428.4,400.5,383.0,315.5,288.8,365.2,381.2,353.7,359.7,464.792
PCU2122302122304              ,PCU2122302122304              ,"PPI industry data for Copper, nickel, lead  and zinc  mining-Copper ore and nickel ore, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2020-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.6,186.2,334.9,370.3,370.5,268.3,380.6,432.9,391.1,364.9,346.5,273.7,242.1,307.9,322.9,300.8,,
PCU212230212230P              ,PCU212230212230P              ,"PPI industry data for Copper, nickel, lead  and zinc  mining-Primary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.6,186.2,334.9,370.3,370.5,268.3,380.6,432.9,391.1,364.9,348.2,286.0,257.5,334.0,352.2,322.5,315.6,412.924
PCU21229-21229-               ,PCU21229-21229-               ,"PPI industry data for Other metal ore mining, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,98.5,100.7,87.9,57.9,58.0,49.2,33.9,32.6,32.9,33.6,31.9,29.9,27.6,25.9,26.4,24.7,28.9,34.9,80.0,159.1,128.7,145.5,147.8,110.9,171.7,221.4,200.5,213.8,229.7,201.3,178.5,235.2,287.0,,628.4,
PCU212290212290               ,PCU212290212290               ,"PPI industry data for Other metal ore mining, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,100.2,101.3,106.6,118.8,137.9,128.0,115.0,111.0,112.7,119.3,110.5,100.8,89.9,82.9,85.8,77.9,91.6,113.2,264.1,525.4,424.8,480.4,,366.0,566.9,731.0,661.9,705.9,758.3,664.5,589.3,776.7,947.6,,2075.0,
PCU2122902122901              ,PCU2122902122901              ,"PPI industry data for Other metal ore mining-Other metal ores, including uranium, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3,403.7,323.4,365.6,,278.8,434.7,562.0,508.2,541.8,582.4,509.0,450.5,596.2,728.3,,1594.8,
PCU21229021229019             ,PCU21229021229019             ,"PPI industry data for Other metal ore mining-All other metal ores, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2008-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3,403.7,323.4,365.6,,,,,,,,,,,,,,
PCU212290212290P              ,PCU212290212290P              ,"PPI industry data for Other metal ore mining-Primary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3,403.7,323.4,365.6,,278.8,434.7,562.0,508.2,541.8,582.4,509.0,450.5,596.2,728.3,,1594.8,
PCU2123--2123--               ,PCU2123--2123--               ,"PPI industry group data for Nonmetallic mineral mining & quarrying, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,102.8,104.2,105.1,108.0,111.2,113.7,116.3,117.5,118.8,120.5,123.8,127.1,128.8,132.2,134.0,137.0,141.0,143.5,146.4,151.2,161.3,176.0,191.1,217.6,228.9,224.6,233.4,242.2,244.9,252.8,261.9,267.3,272.9,280.3,290.6,297.6,306.634
PCU21231-21231-               ,PCU21231-21231-               ,"PPI industry data for Stone mining & quarrying, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,104.2,107.0,110.3,111.8,113.6,115.7,118.7,120.6,123.4,126.3,130.7,133.2,135.4,138.8,142.1,147.3,152.2,156.1,160.2,166.1,176.7,192.7,210.2,224.7,236.8,241.3,245.3,251.2,257.1,264.8,272.5,282.4,291.8,300.4,311.6,324.8,338.257
PCU212311212311               ,PCU212311212311               ,"PPI industry data for Dimension stone mining and quarrying, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,103.7,106.3,108.3,110.5,113.4,116.7,118.2,120.3,123.4,126.4,132.2,138.2,142.2,145.9,153.4,156.9,164.0,169.9,173.4,182.0,185.4,188.2,195.4,207.1,210.7,214.4,219.4,232.1,243.3,245.3,252.4,256.8,256.3,258.9,261.1,265.477
PCU2123112123110              ,PCU2123112123110              ,"PPI industry data for Dimension stone mining and quarrying-Dimension stone, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,113.4,116.5,118.5,120.5,123.6,126.0,131.7,137.9,141.8,145.5,151.8,155.0,161.5,166.3,169.7,178.2,181.4,183.8,190.9,203.4,207.3,210.9,215.6,225.2,237.9,240.1,242.1,246.5,243.7,246.6,248.1,251.943
PCU212311212311P              ,PCU212311212311P              ,"PPI industry data for Dimension stone mining and quarrying-Primary products, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,113.4,116.5,118.5,120.5,123.6,126.0,131.7,137.9,141.8,145.5,151.8,155.0,161.5,166.3,169.7,178.2,181.4,183.8,190.9,203.4,207.3,210.9,215.6,225.2,237.9,240.1,242.1,246.5,243.7,246.6,248.1,251.943
PCU212311212311S              ,PCU212311212311S              ,"PPI industry data for Dimension stone mining and quarrying-Secondary products, not seasonally adjusted",Index base: 1989.06 = 100,1989-M06,2001-M08,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,109.1,103.4,106.0,110.1,120.4,129.4,132.7,137.1,141.0,161.9,,,,,,,,,,,,,,,,,,,,,
PCU212312212312               ,PCU212312212312               ,"PPI industry data for Crushed and broken limestone mining, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,103.0,107.5,109.7,112.7,114.1,116.4,119.0,122.5,123.5,125.8,128.0,130.9,132.4,134.5,137.4,140.6,145.6,150.9,154.7,159.2,165.4,174.3,189.5,204.9,218.6,230.0,235.9,242.5,250.7,257.8,266.0,274.0,284.5,294.8,304.6,313.1,326.7,342.474
PCU2123122123120              ,PCU2123122123120              ,"PPI industry data for Crushed and broken limestone mining-Crushed and broken limestone, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,103.2,108.1,110.4,113.7,115.1,117.5,120.0,123.5,124.6,127.0,129.3,132.2,133.8,135.6,138.3,141.7,146.8,152.5,156.5,161.0,167.2,176.3,191.5,207.6,220.8,232.7,238.6,244.9,252.9,259.8,268.2,276.5,288.2,299.1,309.1,317.7,331.7,348.283
PCU212312212312M              ,PCU212312212312M              ,"PPI industry data for Crushed and broken limestone mining-Miscellaneous receipts, not seasonally adjusted",Index base: 2005.06 = 100,2005-M06,2014-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,115.7,130.9,,,,,,,,,,,,,
PCU212312212312P              ,PCU212312212312P              ,"PPI industry data for Crushed and broken limestone mining-Primary products, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,103.2,108.1,110.4,113.7,115.1,117.5,120.0,123.5,124.6,127.0,129.3,132.2,133.8,135.6,138.3,141.7,146.8,152.5,156.5,161.0,167.2,176.3,191.5,207.6,220.8,232.7,238.6,244.9,252.9,259.8,268.2,276.5,288.2,299.1,309.1,317.7,331.7,348.283
PCU212312212312S              ,PCU212312212312S              ,"PPI industry data for Crushed and broken limestone mining-Secondary products, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2014-M13,,,,,,,,,,,,,,,,,,,,100.1,100.4,100.7,101.1,101.8,102.0,102.8,106.1,103.5,105.4,108.1,110.9,111.6,117.3,122.3,122.9,126.8,127.5,130.1,133.4,139.5,146.4,161.3,166.9,183.6,192.5,201.1,211.2,225.6,237.0,244.1,,,,,,,
PCU212313212313               ,PCU212313212313               ,"PPI industry data for Crushed and broken granite mining, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,104.1,110.8,115.1,118.0,119.8,120.7,124.1,129.9,138.4,144.3,147.3,153.6,156.5,159.7,166.4,172.5,182.3,188.3,193.2,197.5,203.7,217.3,242.5,279.3,305.1,329.1,329.3,325.4,320.4,324.9,335.6,350.1,364.0,378.2,391.3,418.7,428.8,446.769
PCU2123132123130              ,PCU2123132123130              ,"PPI industry data for Crushed and broken granite mining-Crushed and broken granite, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,104.1,110.8,115.1,118.1,119.9,120.8,124.1,129.9,138.5,144.5,147.5,153.9,156.8,160.0,166.9,173.1,182.8,189.0,193.9,198.2,204.4,218.2,243.7,281.0,306.2,330.8,331.7,327.6,322.0,326.3,337.3,352.1,366.5,381.3,395.0,423.4,433.8,450.099
PCU212313212313P              ,PCU212313212313P              ,"PPI industry data for Crushed and broken granite mining-Primary products, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,104.1,110.8,115.1,118.1,119.9,120.8,124.1,129.9,138.5,144.5,147.5,153.9,156.8,160.0,166.9,173.1,182.8,189.0,193.9,198.2,204.4,218.2,243.7,281.0,306.2,330.8,331.7,327.6,322.0,326.3,337.3,352.1,366.5,381.3,395.0,423.4,433.8,450.099
PCU212319212319               ,PCU212319212319               ,"PPI industry data for Other crushed and broken stone mining, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,103.7,110.1,114.4,119.9,121.6,122.9,122.8,121.5,121.1,122.9,128.3,137.1,143.0,145.4,147.9,149.9,153.1,156.8,160.8,164.0,170.3,187.1,201.5,213.8,223.7,229.3,233.8,237.5,243.4,245.1,247.8,250.4,256.4,260.0,262.8,276.1,293.7,298.313
PCU2123192123190              ,PCU2123192123190              ,"PPI industry data for Other crushed and broken stone mining-Bituminous limestone and sandstone, and other crushed and broken stone, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,103.9,110.4,114.8,120.4,122.0,123.2,123.1,121.6,121.1,123.1,128.4,137.4,143.6,145.9,148.1,150.0,153.5,157.4,161.6,164.4,170.2,186.9,202.4,217.0,227.1,234.1,237.9,241.0,247.1,248.9,251.3,254.1,260.8,265.4,266.9,279.9,299.0,303.355
PCU212319212319P              ,PCU212319212319P              ,"PPI industry data for Other crushed and broken stone mining-Primary products, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M02,,,,,,,,,,,,,,,,,,,,103.9,110.4,114.8,120.4,122.0,123.2,123.1,121.6,121.1,123.1,128.4,137.4,143.6,145.9,148.1,150.0,153.5,157.4,161.6,164.4,170.2,186.9,202.4,217.0,227.1,234.1,237.9,241.0,247.1,248.9,251.3,254.1,260.8,265.4,266.9,279.9,299.0,303.355
PCU212319212319S              ,PCU212319212319S              ,"PPI industry data for Other crushed and broken stone mining-Secondary products, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2014-M13,,,,,,,,,,,,,,,,,,,,101.3,106.5,109.1,112.2,115.9,118.0,119.1,120.7,121.0,121.4,128.7,131.6,134.4,136.9,143.0,146.7,146.7,147.9,150.8,159.4,171.8,191.1,198.6,193.3,201.8,195.4,208.0,216.9,219.5,220.3,226.1,,,,,,,
PCU21232-21232-               ,PCU21232-21232-               ,"PPI industry data for Sand/gravel/clay/refractory minerals mining, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,108.8,117.6,126.1,135.1,142.2,143.4,146.6,151.9,154.9,162.2,168.5,174.0,179.8,185.3,191.9,196.4,201.258
PCU212321212321               ,PCU212321212321               ,"PPI industry data for Construction sand and gravel mining, not seasonally adjusted",Index base: 1982.06 = 100,1965-M01,2022-M02,32.5,33.1,33.8,35.3,36.8,39.0,40.8,41.7,43.2,47.0,53.1,56.6,60.4,65.8,73.6,85.4,93.8,99.6,101.4,104.8,107.5,111.5,115.6,120.5,123.1,126.9,130.4,132.4,136.8,142.8,146.6,151.1,155.3,163.0,169.0,175.5,181.6,185.8,188.9,195.0,209.9,229.1,247.0,262.6,271.1,271.1,275.8,282.5,288.9,304.6,320.2,332.9,345.8,360.2,381.0,399.7,416.249
