index,Index,Label,unit,start,last,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SEED     ,CUUS0000SEED     ,"Telephone services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.704,90.046,88.98700000000002,89.728,90.512,93.87799999999999,94.227
CUUS0000SEED03   ,CUUS0000SEED03   ,"Wireless telephone services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.85,47.342,46.415,46.37,46.339,48.318999999999996,48.19300000000001
CUUS0000SEED04   ,CUUS0000SEED04   ,"Land-line telephone services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.052,117.38,118.71600000000001,122.866,128.19299999999998,129.624,134.085
CUUS0000SEEE     ,CUUS0000SEEE     ,"Information technology, hardware and services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1988.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.468,7.4670000000000005,7.401,7.371,7.358,7.2860000000000005,7.307
CUUS0000SEEE01   ,CUUS0000SEEE01   ,"Personal computers and peripheral equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2007.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.294,40.404,39.518,39.223,38.516999999999996,38.082,38.766999999999996
CUUS0000SEEE02   ,CUUS0000SEEE02   ,"Computer software and accessories in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.229,32.064,30.445999999999998,28.709,26.978,25.921,26.254
CUUS0000SEEE03   ,CUUS0000SEEE03   ,"Internet services and electronic information providers in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.362,76.546,76.92,77.26,78.274,78.115,78.766
CUUS0000SEEE04   ,CUUS0000SEEE04   ,"Telephone hardware, calculators, and other consumer information items in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.737000000000002,18.426,16.882,15.749,14.56,13.459000000000001,11.939
CUUS0000SEEEC    ,CUUS0000SEEEC    ,"Information technology commodities in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.747,54.121,52.23,51.145,49.498999999999995,48.177,47.713
CUUSN000SAE      ,CUUSN000SAE      ,"Education and communication in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,99.7,100.1,100.1,100.9,101.2,102.0,102.8,105.2,105.6,107.3,107.7,108.7,108.9,109.9,110.3,111.9,113.2,114.7,115.234,117.176,117.865,120.76299999999999,121.62,123.734,124.51299999999999,125.85600000000001,125.89200000000001,127.476,128.67600000000002,129.524,130.268,131.217,132.60399999999998,133.224,132.718,133.799,134.244,134.852,131.73,130.217,130.287,131.16899999999998,131.08,131.95,133.131,135.554,135.817
CUUSN000SAEC     ,CUUSN000SAEC     ,"Education and communication commodities in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.40700000000001,99.125,99.225,97.318,96.944,96.54299999999999,94.906,93.66799999999999,93.73299999999999,91.956,91.057,89.81,87.61,87.755,85.887,84.461,83.564,81.627,78.392,76.76100000000002,74.46600000000002,73.883,73.683
CUUSN000SAES     ,CUUSN000SAES     ,"Education and communication services in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.066,101.391,101.412,103.016,104.125,104.93799999999999,105.807,106.81299999999999,108.054,108.82600000000001,108.479,109.601,110.29,110.825,108.236,107.053,107.244,108.285,108.61200000000001,109.604,110.96,113.227,113.49
CUUSN000SEEB     ,CUUSN000SEEB     ,"Tuition, other school fees, and childcare in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2017-S02,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.71400000000003,251.199,256.72700000000003,259.565,263.041,264.945,267.36,267.508
CUUSS000SAE      ,CUUSS000SAE      ,"Education and communication in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,100.1,100.9,101.1,102.4,102.7,103.8,105.0,107.2,107.5,110.0,110.0,111.4,112.1,113.5,114.2,116.2,117.2,119.3,119.79,122.76299999999999,124.436,127.484,128.857,131.108,131.85299999999998,133.15200000000002,133.078,134.589,135.316,136.60399999999998,137.606,138.756,139.011,139.814,139.559,141.04399999999995,141.27700000000004,140.89,139.161,138.999,139.15200000000002,140.256,140.11700000000002,141.764,142.24200000000005,143.893,144.434
CUUSS000SAEC     ,CUUSS000SAEC     ,"Education and communication commodities in Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.36,97.632,95.02799999999999,91.771,90.726,88.485,87.62,85.086,82.958,80.869,78.334,76.71,74.82,72.454,71.631,71.006,70.33800000000001,68.79899999999999,67.721,66.848,65.29,63.411,62.791000000000004
CUUSS000SAES     ,CUUSS000SAES     ,"Education and communication services in Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.493,101.72,101.887,103.42299999999999,104.12200000000001,105.428,106.354,107.575,108.03200000000001,108.97,109.064,110.52600000000001,110.964,110.949,109.579,109.524,109.744,110.895,110.921,112.448,113.069,114.75,115.301
CUUSS000SEEB     ,CUUSS000SEEB     ,"Tuition, other school fees, and childcare in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2017-S02,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.067,541.96,554.685,559.2719999999998,569.255,573.4159999999998,578.461,579.3
