index,Index,Label,unit,start,last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CUUR0000SEGC     ,CUUR0000SEGC     ,"Personal care services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2022-M01,,,,,,,,,,,,,,,,,,,24.1,24.4,25.6,27.2,28.3,29.0,30.0,31.0,31.5,32.2,33.0,33.9,34.8,36.4,38.1,40.1,42.2,44.2,45.7,46.8,49.7,53.9,57.7,61.9,66.4,71.3,77.2,83.7,90.2,95.7,100.0,104.4,108.9,112.5,116.2,120.7,126.8,132.8,137.0,140.0,144.0,147.9,151.5,156.6,162.4,166.0,171.4,178.1,184.3,188.4,193.2,197.6,203.9,209.7,216.559,223.669,227.588,229.614,230.8,234.227,238.791,241.999,247.168,252.899,257.37,264.218,271.354,283.174,297.54
CUUR0000SEGC01   ,CUUR0000SEGC01   ,"Haircuts and other personal care services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,104.6,108.7,112.5,114.9,117.9,120.6,124.4,127.9,132.136,136.475,138.866,140.102,140.826,142.916,145.702,147.659,150.813,154.309,157.038,161.216,165.57,172.782,181.548
CUUR0000SEGD     ,CUUR0000SEGD     ,"Miscellaneous personal services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,61.0,69.2,78.5,88.9,100.9,110.2,117.4,125.1,133.8,140.3,148.1,158.4,168.8,177.5,186.1,195.9,205.9,215.6,226.1,234.7,243.0,252.3,263.1,274.4,283.5,293.9,303.0,313.6,324.984,338.921,344.469,354.052,362.854,372.723,381.912,389.697,399.333,411.794,423.96,439.76,448.898,456.671,465.353
CUUR0000SEGD01   ,CUUR0000SEGD01   ,"Legal services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,107.7,114.1,122.6,129.6,136.2,142.0,146.8,151.6,157.1,163.8,171.7,180.0,189.3,199.5,211.1,221.7,232.3,241.8,250.0,260.273,270.726,278.146,288.13,297.427,303.465,311.817,318.492,323.558,334.478,346.391,361.244,364.754,368.721,374.381
CUUR0000SEGD02   ,CUUR0000SEGD02   ,"Funeral expenses in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,106.6,111.3,118.3,125.7,131.5,137.7,144.7,153.4,161.2,169.9,176.5,182.7,187.8,194.6,204.1,212.1,221.3,228.8,240.6,252.567,265.372,275.684,282.011,288.272,293.768,301.641,307.095,313.676,319.442,325.593,331.738,337.915,343.322,348.8
CUUR0000SEGD03   ,CUUR0000SEGD03   ,"Laundry and dry cleaning services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.9,106.0,109.9,113.2,115.8,119.0,121.8,125.5,129.436,135.133,139.061,142.184,144.281,146.874,149.442,152.218,155.747,160.462,164.719,169.455,175.798,180.18,188.295
CUUR0000SEGD04   ,CUUR0000SEGD04   ,"Apparel services other than laundry and dry cleaning in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,103.2,106.4,111.4,114.0,116.6,120.7,126.3,131.8,136.904,145.787,152.456,157.841,163.759,168.737,174.356,178.025,181.616,184.725,186.915,189.112,197.817,207.542,211.995
CUUR0000SEGD05   ,CUUR0000SEGD05   ,"Financial services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,108.5,115.1,123.5,133.7,141.5,149.6,162.4,172.8,182.6,191.7,199.0,206.4,215.7,224.3,232.7,239.5,247.4,252.3,259.8,268.183,274.571,261.039,267.673,275.023,290.091,297.897,304.702,317.571,329.823,341.917,358.577,364.24,369.687,370.186
CUUR0000SEGE     ,CUUR0000SEGE     ,"Miscellaneous personal goods in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,98.9,96.2,94.9,94.1,92.1,87.6,86.1,86.3,87.076,88.452,88.66,87.691,86.448,86.058,84.816,84.278,81.837,79.334,77.734,75.026,74.304,75.648,76.892
CUUR0000SS33032  ,CUUR0000SS33032  ,"Stationery, stationery supplies, gift wrap in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,78.1,83.7,90.1,96.3,100.5,103.2,105.9,107.4,108.9,111.3,115.6,119.4,123.6,129.5,132.1,135.8,142.5,148.6,155.2,159.3,158.2,155.6,155.8,156.1,153.0,147.7,148.3,150.2,152.868,154.799,155.603,156.142,155.766,156.425,155.152,155.423,151.184,150.266,150.256,148.666,151.434,156.547,162.883
CUURN000SAG      ,CUURN000SAG      ,"Other goods and services in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,113.8,119.7,125.2,129.7,130.9,133.1,136.9,140.5,146.949,152.9,166.077,172.594,175.444,178.212,180.59,183.753,187.741,191.803,196.426,200.663,204.372,210.464,216.562
CUURN000SAGC     ,CUURN000SAGC     ,"Other goods in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.096,102.969,104.186,105.06,106.724,108.599,110.248,112.873,114.218,116.407,119.668,123.467
CUURN000SAGS     ,CUURN000SAGS     ,"Other personal services in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.125,102.523,104.633,106.654,108.726,111.61,114.832,117.635,121.494,123.643,127.582,130.885
CUURS000SAG      ,CUURS000SAG      ,"Other goods and services in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,110.3,119.2,128.4,138.3,148.2,156.6,161.3,167.5,173.7,181.1,190.5,205.3,215.2,223.9,232.5,238.1,243.5,250.2,256.6,264.267,272.889,286.409,294.667,298.638,304.368,309.903,315.419,319.582,324.821,331.871,339.913,347.614,353.885,365.899
CUURS000SAGC     ,CUURS000SAGC     ,"Other goods in Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.687,101.501,103.079,104.312,106.346,106.496,106.998,108.928,110.256,111.812,112.986,116.159
CUURS000SAGS     ,CUURS000SAGS     ,"Other personal services in Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.144,102.98,105.282,107.716,109.493,111.928,114.808,117.648,121.583,125.123,128.042,132.896
