index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CUURA212SANL11   ,CUURA212SANL11   ,"Nondurables less food and beverages in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,61.4,63.5,73.2,86.5,95.2,98.4,99.9,101.6,103.3,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAS      ,CUURA212SAS      ,"Services in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,29.0,30.9,33.5,35.2,36.4,37.8,40.1,44.1,47.7,51.6,56.2,64.2,75.8,87.8,94.8,100.3,104.7,108.8,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SASL2RS  ,CUURA212SASL2RS  ,"Services less rent of shelter in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,106.7,109.1,110.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SASL5    ,CUURA212SASL5    ,"Services less medical care services in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,29.3,31.1,33.9,35.5,36.9,38.2,40.2,44.1,47.4,51.2,55.8,63.8,75.6,88.0,94.9,100.3,104.7,108.8,111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAT      ,CUURA212SAT      ,"Transportation in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1946-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,21.9,22.8,23.2,24.8,26.2,27.1,26.8,26.5,27.2,28.4,28.9,29.8,29.5,29.8,30.8,31.0,31.1,32.2,32.4,32.9,33.2,35.0,36.4,38.5,39.2,41.4,46.0,49.9,53.5,57.0,60.5,70.5,83.2,93.5,98.5,99.0,102.5,103.9,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAT1     ,CUURA212SAT1     ,"Private transportation in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1946-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,22.9,24.4,23.9,25.1,27.1,28.2,27.6,27.0,27.7,29.1,29.5,30.5,30.1,30.3,31.4,31.5,31.7,32.9,33.2,33.5,33.7,35.4,36.2,38.3,38.7,40.6,45.4,49.4,53.7,57.5,61.2,71.6,84.3,94.1,98.7,98.9,102.4,104.0,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SEFV     ,CUURA212SEFV     ,"Food away from home in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,21.8,22.3,22.7,23.6,23.9,24.4,24.9,25.2,26.3,26.8,27.0,27.3,28.9,30.1,31.1,33.0,35.5,36.9,38.4,41.7,46.8,50.9,55.1,60.1,68.4,77.2,83.3,91.8,97.3,99.5,103.2,108.3,107.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SEHA     ,CUURA212SEHA     ,"Rent of primary residence in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,20.7,21.1,21.7,22.1,22.2,22.0,22.4,23.4,23.3,23.4,23.5,23.6,24.2,25.6,27.2,30.9,35.2,37.9,40.0,41.1,41.5,42.1,42.9,43.2,43.2,43.4,43.7,43.8,43.8,43.8,44.2,44.9,45.4,46.3,47.9,49.8,51.8,53.5,55.7,58.5,62.1,65.4,69.2,72.4,76.6,81.5,87.5,94.8,100.3,104.9,110.6,115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SEHC     ,CUURA212SEHC     ,"Owners' equivalent rent of residences in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6,109.0,115.4,120.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SEHC01   ,CUURA212SEHC01   ,"Owners' equivalent rent of primary residence in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6,109.0,115.4,120.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SEHF     ,CUURA212SEHF     ,"Energy services in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,21.6,21.2,21.0,20.7,20.6,20.6,20.6,20.6,20.6,20.6,20.2,19.8,20.3,21.7,22.9,20.9,20.9,20.9,21.3,21.6,21.3,21.1,21.2,21.5,22.5,22.5,22.5,22.5,22.6,22.6,22.4,22.1,22.1,22.1,23.5,25.7,26.2,28.5,29.9,31.4,37.4,43.3,47.9,51.1,56.0,66.5,79.7,93.5,103.1,103.4,103.1,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SEHF01   ,CUURA212SEHF01   ,"Electricity in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,40.9,42.7,47.5,52.0,54.7,57.9,62.8,70.8,82.5,96.3,102.2,101.5,101.3,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SEHF02   ,CUURA212SEHF02   ,"Utility (piped) gas service in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,23.3,24.3,30.6,36.9,42.3,44.8,49.9,62.5,77.2,90.9,104.0,105.1,104.8,100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SETB     ,CUURA212SETB     ,"Motor fuel in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,67.8,94.0,105.1,102.1,99.0,98.9,99.1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SETB01   ,CUURA212SETB01   ,"Gasoline (all types) in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,67.9,94.1,105.2,102.2,99.1,98.8,98.9,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SS47014  ,CUURA212SS47014  ,"Gasoline, unleaded regular in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,47.9,50.0,68.4,94.7,105.6,102.4,99.1,98.5,98.7,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SS47016  ,CUURA212SS47016  ,"Gasoline, unleaded premium in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,100.2,100.7,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213AA0      ,CUURA213AA0      ,"All items - old base in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1967=100,1917-M12,1986-M13,,,,45.0,52.2,59.8,51.2,48.1,49.2,49.6,52.1,53.0,52.0,51.6,52.2,51.6,46.6,41.1,39.6,41.1,42.5,42.9,44.3,43.2,42.3,42.6,45.0,50.1,53.0,54.0,55.2,59.6,69.3,74.6,73.3,74.0,79.7,81.4,82.6,82.6,82.3,84.0,86.6,88.5,89.2,90.0,90.4,91.3,92.2,93.7,94.4,97.2,100.0,104.8,109.8,115.7,120.7,124.7,132.1,146.3,160.3,170.1,182.2,199.1,223.8,254.0,272.1,293.5,312.0,322.6,329.8,332.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SA0      ,CUURA213SA0      ,"All items in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,14.5,16.9,19.3,16.5,15.5,15.9,16.0,16.8,17.1,16.8,16.7,16.9,16.7,15.1,13.3,12.8,13.3,13.7,13.9,14.3,14.0,13.7,13.8,14.5,16.2,17.1,17.5,17.8,19.3,22.4,24.1,23.7,23.9,25.8,26.3,26.7,26.7,26.6,27.1,28.0,28.6,28.8,29.1,29.2,29.5,29.8,30.3,30.5,31.4,32.3,33.9,35.5,37.4,39.0,40.3,42.7,47.3,51.8,55.0,58.9,64.3,72.3,82.1,87.9,94.9,100.8,104.3,106.6,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SA0E     ,CUURA213SA0E     ,"Energy in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,81.6,91.9,98.5,101.3,100.2,100.4,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SA0L1E   ,CUURA213SA0L1E   ,"All items less food and energy in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7,101.2,105.1,108.3,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SA0L2    ,CUURA213SA0L2    ,"All items less shelter in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,62.7,67.6,74.1,82.6,90.1,96.0,100.3,103.7,105.6,105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SA0L5    ,CUURA213SA0L5    ,"All items  less medical care in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,34.3,35.8,37.8,39.3,40.6,43.0,47.7,52.2,55.2,58.9,64.3,72.3,82.3,88.1,95.0,100.9,104.1,106.2,106.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SA0LE    ,CUURA213SA0LE    ,"All items less energy in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,82.1,87.4,94.3,100.7,104.9,107.6,110.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAA      ,CUURA213SAA      ,"Apparel in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,37.2,37.6,38.5,38.8,39.1,39.5,40.1,40.3,40.6,41.0,41.5,41.8,43.3,45.0,48.1,51.2,53.5,55.0,55.3,57.6,61.6,64.6,68.8,72.3,77.7,82.1,89.1,93.4,97.6,100.6,101.7,103.4,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAC      ,CUURA213SAC      ,"Commodities in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,36.3,37.8,39.6,41.0,42.4,45.6,51.2,56.1,59.0,62.5,67.8,76.3,86.2,92.1,96.5,100.0,103.5,104.2,102.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SACL1    ,CUURA213SACL1    ,"Commodities less food in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,38.8,40.2,41.8,43.3,44.3,45.7,50.5,55.9,59.4,62.3,66.5,75.1,86.5,91.8,96.4,100.5,103.1,103.8,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SACL11   ,CUURA213SACL11   ,"Commodities less food and beverages in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,62.0,66.2,74.9,86.5,91.6,96.3,100.6,103.2,103.8,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAD      ,CUURA213SAD      ,"Durables in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,41.2,42.1,43.5,45.2,46.0,46.7,49.4,56.4,61.0,63.8,67.9,76.2,85.1,87.3,93.7,100.5,105.7,106.9,107.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAF      ,CUURA213SAF      ,"Food and beverages in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,64.3,71.1,79.1,85.9,93.2,97.0,99.2,103.8,104.6,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAF1     ,CUURA213SAF1     ,"Food in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,15.7,17.6,20.2,15.3,14.0,14.2,14.1,15.6,16.5,15.7,15.6,16.1,15.8,12.8,10.0,9.9,10.9,12.1,12.3,12.5,11.4,10.9,11.2,12.4,14.7,16.1,16.0,16.3,18.5,23.1,25.2,23.9,24.4,27.0,27.8,27.7,27.5,27.0,27.3,28.2,29.4,28.6,29.0,29.3,29.3,29.6,30.0,30.5,32.1,32.3,33.4,35.1,37.1,38.3,40.2,46.2,52.9,57.3,59.5,63.9,70.8,79.0,85.8,92.7,96.8,99.1,104.1,104.9,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAF11    ,CUURA213SAF11    ,"Food at home in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,28.7,27.9,28.1,29.1,30.3,29.2,29.6,29.8,29.8,30.0,30.4,30.9,32.6,32.3,33.3,35.0,37.0,37.8,39.9,46.6,53.6,58.5,60.3,64.6,72.1,80.4,86.7,93.1,97.0,99.2,103.8,103.2,105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAF116   ,CUURA213SAF116   ,"Alcoholic beverages in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,70.4,74.5,80.7,87.9,99.7,99.6,99.6,100.8,101.1,103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAG      ,CUURA213SAG      ,"Other goods and services in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8,59.2,62.7,67.6,74.2,81.6,90.1,101.5,108.4,115.5,120.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAH      ,CUURA213SAH      ,"Housing in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,54.5,60.4,69.1,80.1,84.2,93.6,102.1,104.2,106.8,108.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAH1     ,CUURA213SAH1     ,"Shelter in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,23.3,23.6,24.5,25.1,25.4,25.4,25.3,25.3,25.5,25.6,25.8,25.7,26.4,27.5,29.1,30.8,33.2,34.5,35.5,36.7,40.0,45.5,48.5,50.5,57.4,68.5,81.0,83.3,92.6,101.7,105.6,109.6,113.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAH2     ,CUURA213SAH2     ,"Fuels and utilities in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,22.2,22.9,23.0,23.3,23.7,24.2,24.8,25.1,25.1,25.3,25.4,25.0,24.8,24.9,25.2,25.6,27.1,29.2,30.3,31.1,36.6,42.6,45.6,56.4,61.1,63.7,71.8,80.4,94.4,103.2,102.4,103.0,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAH21    ,CUURA213SAH21    ,"Household energy in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,52.5,56.9,60.6,70.5,80.1,95.4,102.8,101.9,102.3,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAH3     ,CUURA213SAH3     ,"Household furnishings and operations in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,69.2,73.1,77.5,85.8,92.3,96.9,100.8,102.4,103.6,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAM      ,CUURA213SAM      ,"Medical care in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,13.1,13.4,13.5,13.8,14.9,15.6,16.0,16.5,17.5,18.0,19.1,19.6,20.0,20.6,21.1,21.8,22.4,23.9,24.9,26.7,28.7,31.1,32.7,35.2,36.4,38.4,42.4,47.2,52.6,58.9,65.5,72.6,79.2,85.9,93.6,100.2,106.3,112.0,117.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAN      ,CUURA213SAN      ,"Nondurables in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,34.7,36.4,38.2,39.5,41.1,45.1,51.5,55.7,58.1,61.8,67.3,75.9,86.4,94.4,97.5,99.8,102.7,103.3,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SANL1    ,CUURA213SANL1    ,"Nondurables less food in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,36.7,38.4,40.0,41.3,42.3,44.1,50.3,54.5,57.2,60.0,63.9,73.0,87.0,96.0,98.3,100.4,101.4,101.7,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SANL11   ,CUURA213SANL11   ,"Nondurables less food and beverages in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,59.3,63.2,72.4,87.0,95.8,98.2,100.4,101.4,101.8,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAS      ,CUURA213SAS      ,"Services in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,30.4,32.2,34.4,36.4,37.6,38.5,41.7,45.7,49.3,53.9,59.8,67.0,76.5,82.4,92.8,101.8,105.3,109.6,113.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SASL2RS  ,CUURA213SASL2RS  ,"Services less rent of shelter in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7,108.1,112.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SASL5    ,CUURA213SASL5    ,"Services less medical care services in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,31.2,32.9,35.2,37.1,38.3,39.1,42.0,45.9,49.0,53.3,59.0,66.2,76.1,82.0,92.7,102.0,105.2,109.3,112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAT      ,CUURA213SAT      ,"Transportation in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,23.3,25.1,25.6,27.5,29.2,30.0,29.2,28.2,28.4,30.1,30.8,32.8,33.1,33.1,33.8,34.0,34.5,34.5,35.1,35.9,37.7,38.8,40.7,43.0,44.4,44.3,47.7,51.7,56.0,60.0,62.5,71.5,84.1,93.8,97.3,99.7,103.0,106.0,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SAT1     ,CUURA213SAT1     ,"Private transportation in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,25.6,27.2,27.2,28.7,30.2,30.7,29.7,28.4,28.6,30.4,30.8,33.1,33.4,33.4,33.6,33.7,34.3,34.3,34.7,35.2,36.7,37.7,39.2,40.9,41.5,43.0,48.3,52.6,57.2,61.1,63.4,72.7,85.4,94.8,97.9,99.4,102.7,105.4,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SEFV     ,CUURA213SEFV     ,"Food away from home in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,22.7,23.1,23.8,24.8,25.7,26.6,27.2,27.4,27.8,28.7,29.2,29.7,31.2,33.1,34.5,36.2,38.7,40.9,42.4,45.7,51.3,54.5,57.9,62.9,68.4,76.5,83.7,91.5,96.2,99.0,104.8,108.1,110.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SEHA     ,CUURA213SEHA     ,"Rent of primary residence in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,26.4,27.5,30.8,33.6,34.8,37.1,39.3,39.8,40.7,41.3,41.4,41.3,40.7,39.1,35.1,30.4,28.7,28.2,28.5,29.4,30.1,29.9,29.9,30.1,30.7,30.9,30.9,31.0,31.3,32.2,34.0,35.1,35.4,36.7,37.9,42.1,43.6,44.6,45.9,47.2,48.0,48.5,48.7,48.9,49.0,49.2,49.2,49.4,49.7,49.9,50.2,50.8,52.8,54.0,54.7,55.7,57.6,60.0,61.9,66.6,71.3,77.5,84.4,91.6,95.8,100.0,104.3,108.5,113.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SEHC     ,CUURA213SEHC     ,"Owners' equivalent rent of residences in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,105.9,110.0,113.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
