index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CUURS12ASAN      ,CUURS12ASAN      ,"Nondurables in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,37.8,40.0,42.3,44.1,45.8,49.6,56.2,60.4,62.5,65.5,69.8,77.1,86.7,94.7,97.6,99.5,102.8,105.7,106.3,111.8,115.4,122.3,130.7,135.1,137.5,139.9,140.8,143.6,147.5,150.1,150.3,154.0,160.4,161.8,162.6,166.7,174.1,182.3,188.4,193.68400000000003,206.38400000000001,200.805,207.835,221.14700000000002,226.644,227.39700000000002,228.06,220.81799999999998,217.764,222.81099999999998,228.706,228.31099999999998,227.855
CUURS12ASANL1    ,CUURS12ASANL1    ,"Nondurables less food in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,41.3,43.6,45.5,47.4,48.8,50.5,56.9,60.5,62.9,65.6,68.1,76.2,88.6,96.8,97.9,100.2,101.9,104.0,99.7,104.0,105.2,111.5,120.5,125.2,128.2,129.9,128.8,130.3,134.6,136.8,134.4,137.5,147.4,146.0,145.1,149.5,156.4,166.8,173.0,175.706,188.71400000000003,174.78799999999995,185.593,202.898,207.394,206.465,203.787,186.679,180.356,186.394,192.023,187.86,179.422
CUURS12ASANL11   ,CUURS12ASANL11   ,"Nondurables less food and beverages in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,65.2,67.7,75.9,88.8,97.2,98.0,100.2,101.8,103.8,99.0,103.2,103.9,110.2,119.5,123.7,126.8,128.5,127.2,128.6,132.8,134.6,131.7,134.7,144.9,143.1,141.7,146.0,153.0,163.7,170.1,172.50400000000005,185.717,170.731,181.928,199.958,204.543,203.428,200.59900000000002,182.382,175.562,181.952,187.52599999999998,182.84599999999998,173.502
CUURS12ASAR      ,CUURS12ASAR      ,"Recreation in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,103.6,105.6,107.4,109.5,111.4,112.7,114.0,114.8,114.28200000000001,114.87700000000001,116.77600000000001,115.419,115.52600000000001,118.427,119.22,119.052,118.945,119.735,123.079,123.535,125.948,132.342
CUURS12ASAS      ,CUURS12ASAS      ,"Services in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,31.9,34.3,37.8,40.9,43.3,45.5,49.4,53.2,58.3,61.9,65.5,70.4,78.2,87.3,94.3,99.6,106.1,111.2,117.8,124.4,132.2,140.2,149.0,157.0,164.3,170.2,175.7,180.9,186.7,192.6,197.8,201.9,208.2,215.9,225.1,234.3,243.4,253.4,264.7,273.502,283.20799999999997,289.035,292.381,297.248,302.824,310.552,317.09,322.153,329.654,336.962,343.395,351.39599999999996,359.86699999999996
CUURS12ASASL2RS  ,CUURS12ASASL2RS  ,"Services less rent of shelter in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,110.9,115.3,120.4,125.1,129.9,137.3,145.5,153.8,161.4,169.4,174.4,180.1,187.3,192.7,196.0,198.9,204.4,211.7,217.0,226.0,232.5,242.4,250.5,257.506,268.594,274.453,279.812,284.988,290.381,298.099,301.952,303.034,307.508,313.376,318.486,326.422,336.3
CUURS12ASASL5    ,CUURS12ASASL5    ,"Services less medical care services in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,32.4,34.6,38.3,41.5,44.1,46.4,50.1,53.6,58.5,61.8,65.4,70.3,78.2,87.6,94.5,99.6,105.9,110.7,117.0,123.2,131.0,138.7,146.9,154.4,161.2,166.9,172.2,177.0,182.6,188.1,193.1,196.9,202.8,210.2,219.2,228.2,237.1,246.9,258.1,266.26099999999997,275.86,281.587,284.536,289.084,293.91,301.232,307.465,312.16,318.897,325.532,331.3230000000001,337.839,344.82599999999996
CUURS12ASAT      ,CUURS12ASAT      ,"Transportation in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,18.8,21.5,22.4,23.5,23.9,24.5,24.9,24.2,25.0,25.9,26.3,27.6,27.7,27.8,28.0,28.2,28.3,28.7,29.8,31.2,32.0,33.9,38.1,40.2,41.5,42.3,45.6,50.3,57.5,60.5,62.6,70.6,82.5,92.4,95.9,99.1,105.0,107.1,104.8,108.7,112.8,116.5,123.1,127.9,131.5,137.7,141.8,145.9,152.4,154.1,151.1,152.3,160.0,160.8,159.8,166.4,172.0,181.2,188.1,190.446,202.25599999999997,189.98,202.96,223.11,228.58700000000002,231.236,229.365,213.14700000000002,208.571,214.236,221.68,220.86900000000003,214.609
CUURS12ASAT1     ,CUURS12ASAT1     ,"Private transportation in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,23.7,25.0,25.5,26.4,27.5,27.7,26.8,25.9,26.6,27.8,28.4,30.0,30.3,30.4,30.7,31.0,31.1,31.6,32.3,33.3,34.3,36.7,39.1,41.4,41.7,42.7,47.1,51.5,57.7,61.4,63.8,73.2,85.5,94.4,96.5,99.5,104.1,105.9,101.7,105.6,109.7,113.3,118.5,123.2,126.2,131.1,135.9,140.2,145.0,146.3,143.1,144.8,152.7,153.2,151.8,157.8,163.1,171.9,178.8,181.045,192.238,179.65599999999995,192.112,211.99599999999998,217.642,217.942,216.46099999999998,198.563,193.708,200.458,209.04,207.549,204.09
CUURS12ASATCLTB  ,CUURS12ASATCLTB  ,"Transportation commodities less motor fuel in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.588,104.09700000000001,105.89200000000001,106.412,106.15,106.456,104.98200000000001,103.124,103.866,104.87799999999999,107.51299999999999
CUURS12ASEEB     ,CUURS12ASEEB     ,"Tuition, other school fees, and childcare in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.183,1178.097,1219.938,1262.5410000000004
CUURS12ASEFJ     ,CUURS12ASEFJ     ,"Dairy and related products in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.363,223.81,227.502,237.40200000000002
CUURS12ASEFV     ,CUURS12ASEFV     ,"Food away from home in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,20.5,21.0,21.6,22.6,23.4,24.4,25.5,26.0,27.3,28.0,28.6,29.2,30.3,31.9,33.3,35.6,39.5,42.1,44.2,47.0,52.1,56.2,59.0,61.6,65.8,71.1,79.4,89.2,95.4,99.4,105.2,111.7,119.3,125.9,131.6,139.0,144.4,148.8,150.2,152.2,153.7,157.5,160.8,164.5,169.0,174.3,177.3,181.6,185.9,189.1,195.3,200.7,208.9,217.389,227.41400000000002,234.44400000000002,236.775,242.649,249.472,252.505,257.969,264.642,273.426,280.058,288.5490000000001,296.4890000000001,307.078
CUURS12ASEHA     ,CUURS12ASEHA     ,"Rent of primary residence in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2021-M11,18.9,18.9,19.2,19.8,21.7,25.0,27.2,29.4,30.3,31.2,31.8,32.1,32.2,32.0,31.6,31.2,30.5,28.7,25.6,23.9,23.5,23.6,23.9,24.4,24.5,24.6,24.7,24.8,24.8,24.9,24.9,25.0,25.4,26.3,27.0,27.3,27.8,28.6,29.8,30.6,31.0,31.6,32.4,33.3,34.2,35.3,36.2,37.1,37.7,38.5,39.1,39.7,40.5,41.6,43.0,44.9,48.3,51.5,55.4,58.8,62.3,65.9,69.5,73.0,76.5,82.1,88.2,94.3,100.3,105.5,111.4,119.9,127.9,134.8,142.3,150.4,155.6,160.6,164.8,168.9,173.4,178.3,184.4,190.7,196.9,205.4,213.6,223.2,233.0,243.5,256.3,269.5,281.724,295.991,307.539,313.87,320.731,328.483,338.565,348.67,359.45099999999996,371.81300000000016,381.224,388.74800000000016,400.345,408.365
CUURS12ASEHC     ,CUURS12ASEHC     ,"Owners' equivalent rent of residences in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,108.9,115.0,124.4,133.4,145.6,155.0,164.7,171.1,179.0,183.8,191.1,196.3,200.8,206.5,213.6,219.0,224.8,234.2,249.2,259.8,270.4,276.7,292.1,302.517,312.3,319.834,321.414,325.434,330.975,338.5030000000001,347.744,356.015,366.256,374.781,383.91900000000004,391.463,400.255
CUURS12ASEHC01   ,CUURS12ASEHC01   ,"Owners' equivalent rent of primary residence in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,108.9,115.0,124.4,133.4,145.6,155.0,164.7,171.1,179.0,183.8,191.1,196.3,200.8,206.5,213.6,219.0,224.8,234.2,249.2,259.8,270.4,276.7,292.1,302.517,312.3,319.834,321.376,325.332,330.80699999999996,338.32199999999995,347.49300000000005,355.645,365.795,374.315,383.444,390.978,399.759
CUURS12ASEHF     ,CUURS12ASEHF     ,"Gas (piped) and electricity in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2021-M11,,,,,,,,,,,,,,,,,,,,,18.6,18.2,17.9,17.9,17.9,17.9,17.8,17.6,17.6,17.6,17.6,17.1,17.2,18.0,18.5,18.5,18.5,18.9,19.4,19.4,19.5,19.7,19.9,20.6,21.1,21.7,21.9,21.7,21.6,21.7,22.1,22.2,22.7,22.8,23.0,23.4,25.4,27.7,30.5,39.3,44.5,51.0,56.9,60.2,67.0,76.7,89.0,95.2,101.2,103.6,104.6,103.2,96.8,95.4,100.9,103.7,105.6,109.7,117.8,120.4,121.1,124.9,126.2,124.7,123.5,128.2,134.1,126.4,141.4,147.0,165.5,176.7,185.895,201.38099999999997,196.891,195.40599999999998,187.468,176.995,182.218,184.625,171.426,166.095,174.102,179.237,176.92700000000005,180.382
CUURS12ASEHF01   ,CUURS12ASEHF01   ,"Electricity in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,35.7,49.1,53.3,56.7,61.2,62.7,68.3,78.5,94.1,96.4,99.0,104.5,104.6,104.1,98.8,98.0,103.4,108.0,110.1,112.3,122.7,122.5,125.8,128.3,128.3,125.5,123.6,126.3,124.7,118.1,128.6,133.2,146.6,156.2,168.456,181.47099999999998,186.19400000000002,190.088,184.854,180.77,186.59,194.545,186.713,178.19799999999995,180.31900000000002,182.62400000000002,177.729,182.735
CUURS12ASEHF02   ,CUURS12ASEHF02   ,"Utility (piped) gas service in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,24.2,27.8,34.1,43.9,51.4,56.7,65.1,74.1,81.6,93.5,104.2,102.3,104.5,101.8,93.3,90.8,96.7,96.3,97.9,105.4,109.5,116.9,113.0,119.3,122.7,123.3,123.3,132.1,151.9,141.5,165.1,171.9,200.6,216.9,220.012,239.41,213.669,200.565,186.946,164.07,167.947,159.16,135.296,135.836,153.651,163.641,165.458,163.185
CUURS12ASETA     ,CUURS12ASETA     ,"New and used motor vehicles in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.009,91.096,90.006,92.92299999999999
CUURS12ASETA01   ,CUURS12ASETA01   ,"New vehicles in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.25799999999998,201.55599999999998,203.081,207.292
CUURS12ASETA02   ,CUURS12ASETA02   ,"Used cars and trucks in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.618,265.70799999999997,268.94599999999997,278.635
CUURS12ASETB     ,CUURS12ASETB     ,"Motor fuel in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,72.1,100.5,110.4,103.6,99.9,96.5,97.6,76.7,79.2,81.2,87.6,98.3,100.6,99.2,97.3,95.8,96.5,100.9,101.4,88.3,94.8,122.3,117.9,108.3,127.5,149.2,180.0,204.4,215.97,254.222,186.298,220.739,283.142,294.715,285.531,273.67400000000004,193.21900000000002,172.801,202.173,227.925,217.418,185.093
CUURS12ASETB01   ,CUURS12ASETB01   ,"Gasoline (all types) in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,72.1,100.5,110.5,103.6,100.0,96.5,97.5,76.5,79.1,81.2,87.5,98.6,100.9,99.8,97.5,95.5,96.3,100.7,101.2,88.0,94.5,121.9,117.5,107.9,127.0,148.7,179.3,203.6,215.12900000000002,252.778,185.61,219.98,282.232,293.639,284.366,272.421,192.32,172.097,201.32,226.863,216.385,184.072
CUURS12ASETE     ,CUURS12ASETE     ,"Motor vehicle insurance in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.355,747.203,763.023,749.992
CUURS12ASS47014  ,CUURS12ASS47014  ,"Gasoline, unleaded regular in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,51.4,52.9,72.8,100.9,111.0,103.9,100.0,96.0,97.0,74.5,76.9,78.7,84.8,96.0,98.5,97.0,94.4,92.3,94.2,99.4,100.5,86.6,93.9,123.0,118.3,108.1,128.0,150.4,181.7,206.4,217.47099999999998,255.872,186.885,222.261,285.925,296.94599999999997,286.58299999999997,273.866,191.015,169.975,200.053,226.077,215.08599999999998,181.59900000000002
CUURS12ASS47015  ,CUURS12ASS47015  ,"Gasoline, unleaded midgrade in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,100.1,103.8,103.9,90.8,96.3,123.0,118.6,108.8,127.2,148.5,178.6,202.9,215.097,253.15,187.58599999999998,221.25,282.387,294.9840000000001,287.103,277.184,202.795,185.24,210.71599999999998,234.03799999999998,225.39,200.176
CUURS12ASS47016  ,CUURS12ASS47016  ,"Gasoline, unleaded premium in New York-Newark-Jersey City, NY-NJ-PA, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,98.1,99.5,80.4,82.5,84.7,91.1,102.0,103.9,103.4,101.4,99.7,99.3,102.7,102.3,90.3,96.1,121.1,117.8,109.0,127.1,147.7,177.5,201.1,213.28900000000002,249.03400000000002,184.69,216.368,275.063,287.496,282.27299999999997,272.992,204.248,188.502,212.18400000000003,234.338,227.726,204.00400000000002
CUURS12BAA0      ,CUURS12BAA0      ,"All items - old base in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1967=100,1914-M12,2021-M10,29.1,31.3,37.8,44.9,51.7,59.1,52.7,49.7,50.9,51.2,53.2,54.1,52.9,52.1,51.5,50.2,46.0,41.0,38.9,41.1,41.4,42.0,43.0,42.0,41.3,41.4,43.4,48.3,51.4,52.1,53.4,58.0,66.4,71.7,70.9,71.3,77.9,79.5,79.8,80.7,80.6,81.6,84.2,85.8,86.8,88.4,89.4,90.1,91.8,93.2,94.7,97.3,100.0,104.8,110.4,117.8,123.5,127.0,135.5,151.6,164.2,172.4,183.5,194.3,213.6,241.4,266.0,279.0,287.1,300.6,314.2,322.0,337.5,353.6,370.7,392.4,410.8,423.5,434.0,446.8,458.5,470.4,480.8,486.0,496.5,509.8,523.7,534.2,545.5,567.7,590.0,612.7,626.16,647.501,645.065,657.8560000000001,675.461,687.8489999999997,695.947,705.048,704.493,708.63,717.681,726.75,741.362,748.013
CUURS12BSA0      ,CUURS12BSA0      ,"All items in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2021-M10,10.1,10.8,13.1,15.5,17.9,20.5,18.2,17.2,17.6,17.7,18.4,18.7,18.3,18.0,17.8,17.4,15.9,14.2,13.5,14.2,14.3,14.5,14.9,14.5,14.3,14.3,15.0,16.7,17.8,18.0,18.5,20.1,23.0,24.8,24.5,24.7,27.0,27.5,27.6,27.9,27.9,28.2,29.1,29.7,30.0,30.6,30.9,31.2,31.8,32.3,32.8,33.7,34.6,36.3,38.2,40.8,42.7,44.0,46.9,52.5,56.8,59.7,63.5,67.3,73.9,83.6,92.1,96.6,99.4,104.1,108.8,111.5,116.8,122.4,128.3,135.8,142.2,146.6,150.2,154.6,158.7,162.8,166.5,168.2,171.9,176.5,181.3,184.9,188.8,196.5,204.2,212.1,216.743,224.13099999999997,223.28799999999998,227.715,233.80900000000003,238.097,240.9,244.05,243.858,245.29,248.423,251.563,256.621,258.923
CUURS12BSA0E     ,CUURS12BSA0E     ,"Energy in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,64.5,87.2,100.0,100.3,97.9,101.7,103.6,90.8,90.0,90.1,97.4,107.8,109.0,108.8,105.4,106.7,109.9,113.2,116.3,109.4,109.7,125.1,132.6,123.5,136.6,151.8,172.5,198.2,206.959,232.75900000000001,194.136,208.243,237.072,237.683,231.645,227.36900000000003,187.92700000000002,176.082,189.18900000000002,202.82299999999998,199.975,183.548
CUURS12BSA0L1E   ,CUURS12BSA0L1E   ,"All items less food and energy in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,99.5,105.0,110.9,116.4,123.3,130.1,135.4,142.7,150.7,156.4,161.3,166.6,170.3,174.7,178.7,182.1,185.9,189.7,194.0,199.1,201.9,208.8,215.3,221.7,225.644,230.47099999999998,234.308,238.05,241.108,245.66299999999998,249.78400000000002,253.763,257.784,261.323,263.596,265.651,271.955,275.325
CUURS12BSA0L2    ,CUURS12BSA0L2    ,"All items less shelter in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2,63.1,67.2,74.1,83.1,91.0,96.2,99.7,104.1,107.6,109.1,113.2,117.3,122.8,129.7,135.1,138.8,142.2,146.9,151.4,155.2,157.9,159.2,162.6,167.0,171.5,172.6,176.2,182.8,190.7,197.0,200.062,208.80200000000002,206.088,211.023,218.422,221.96099999999998,224.415,226.111,223.173,223.655,225.65200000000002,228.055,231.50799999999998,232.19099999999997
CUURS12BSA0L5    ,CUURS12BSA0L5    ,"All items less medical care in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,36.8,38.7,41.3,43.2,44.4,47.4,53.2,57.4,60.1,63.8,67.5,74.3,84.1,92.6,96.8,99.3,103.8,108.1,110.5,115.8,121.2,126.8,134.1,140.0,144.0,147.2,151.2,155.1,159.0,162.5,164.0,167.4,171.7,175.7,178.6,182.1,189.6,196.8,204.4,208.743,215.83900000000003,214.78,219.076,225.032,229.165,231.709,234.533,233.52599999999998,234.269,237.467,240.187,244.55599999999998,246.321
CUURS12BSA0LE    ,CUURS12BSA0LE    ,"All items less energy in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,75.1,83.1,91.0,96.0,99.6,104.4,109.5,114.3,120.7,126.9,132.7,139.9,146.9,151.9,156.4,161.2,165.4,169.6,173.3,176.1,180.1,183.5,188.1,193.2,196.2,202.9,209.1,215.0,219.329,224.53400000000002,228.18400000000003,231.62599999999998,235.292,239.83599999999998,243.71,247.782,251.862,254.767,256.836,258.80400000000003,264.829,268.996
CUURS12BSAA      ,CUURS12BSAA      ,"Apparel in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,44.6,44.4,44.8,46.0,45.6,46.3,48.0,49.1,49.6,50.2,50.3,51.0,52.9,55.3,58.5,61.5,64.1,65.9,66.4,69.0,73.1,75.2,77.1,79.1,80.9,86.2,94.4,95.9,98.8,100.3,100.9,101.4,101.3,107.7,109.9,99.4,101.4,103.7,106.5,106.0,105.8,102.1,103.8,104.0,106.2,107.5,102.6,99.8,100.7,97.0,103.2,103.9,101.3,99.559,99.508,102.945,104.405,106.185,112.28,112.633,112.205,107.425,110.94,111.743,110.42299999999999,106.646,104.95200000000001
CUURS12BSAC      ,CUURS12BSAC      ,"Commodities in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,39.2,41.0,43.3,44.9,45.8,49.4,55.8,60.3,62.8,66.2,70.1,77.6,87.7,95.0,97.9,99.6,102.5,104.5,103.3,106.7,109.6,113.1,119.2,123.1,125.2,126.4,129.4,132.7,135.6,136.5,136.4,139.7,144.0,145.2,145.2,146.1,152.0,159.5,162.8,164.247,171.43099999999995,165.67,170.304,179.865,183.845,182.967,183.15099999999998,176.645,174.61700000000005,176.703,180.481,181.171,181.176
CUURS12BSACL1    ,CUURS12BSACL1    ,"Commodities less food in Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,42.4,44.2,46.7,48.4,49.1,50.9,56.5,60.8,63.5,66.4,68.9,76.6,88.5,96.3,98.0,99.5,102.5,104.2,100.6,103.4,105.8,106.9,112.5,116.9,119.0,119.6,122.5,124.2,126.7,127.0,126.5,129.1,134.5,133.5,130.7,130.4,135.9,144.2,147.3,146.77200000000005,153.61,144.685,150.218,160.05,163.71200000000005,161.491,159.87,149.085,146.387,148.765,153.039,152.44299999999996,149.386
