index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WDU021103                     ,WDU021103                     ,"PPI Commodity data for Processed foods and feeds-Other bakery products, not seasonally adjusted, discontinued",Index base: 1977 = 100,1947-M01,1980-M13,86.1,87.7,85.6,82.1,87.9,90.2,90.2,90.2,90.2,90.2,90.8,90.7,90.7,90.6,91.0,92.6,92.6,92.6,94.3,97.5,100.0,102.9,104.4,113.1,119.1,121.9,129.8,168.7,198.2,197.7,215.8,232.1,249.2,281.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02110311                   ,WDU02110311                   ,"PPI Commodity data for Processed foods and feeds-Cookies, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,96.0,96.0,93.1,87.8,93.5,96.1,96.1,96.1,96.1,96.0,96.0,95.9,95.8,95.7,95.6,95.6,95.6,95.6,95.6,96.8,100.0,101.8,103.3,111.5,117.9,121.0,129.8,170.6,206.6,204.1,225.9,243.8,260.1,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02110321                   ,WDU02110321                   ,"PPI Commodity data for Processed foods and feeds-Crackers, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,62.8,69.0,69.0,70.5,76.9,78.8,78.8,78.8,78.8,78.8,82.4,82.2,82.2,82.1,83.5,87.7,87.7,87.7,92.2,98.3,100.0,104.7,106.4,115.6,121.1,123.3,129.8,165.5,184.3,188.7,196.1,208.5,228.6,247.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU021104                     ,WDU021104                     ,"PPI Commodity data for Processed foods and feeds-Other bread, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,100.0,103.8,107.7,110.8,114.3,115.3,122.1,132.8,138.6,145.2,154.3,158.1,161.5,165.7,174.3,179.4,180.9,182.1,186.9,194.7,197.0,203.2,206.3,213.2,,,,,,,,,,,,,,
WDU02110401                   ,WDU02110401                   ,"PPI Commodity data for Processed foods and feeds-White hearth bread, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,100.0,102.3,106.4,108.5,112.7,114.3,124.6,138.6,140.8,152.6,165.9,171.5,174.0,181.0,186.7,190.7,193.0,196.8,198.9,207.6,211.1,220.0,220.2,224.5,,,,,,,,,,,,,,
WDU02110402                   ,WDU02110402                   ,"PPI Commodity data for Processed foods and feeds-Dark wheat bread, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,101.6,104.8,109.6,112.9,113.6,117.6,126.7,133.9,138.2,145.7,151.2,152.8,155.5,167.2,173.2,173.6,171.9,178.3,186.4,189.1,193.9,197.2,205.0,,,,,,,,,,,,,,
WDU02110403                   ,WDU02110403                   ,"PPI Commodity data for Processed foods and feeds-Rye bread, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,100.0,102.9,105.4,109.3,114.3,120.3,127.8,140.9,144.8,149.0,159.4,169.4,177.8,180.6,188.1,193.5,198.1,,,,,,,,,,,,,,,,,,,,,
WDU02110404                   ,WDU02110404                   ,"PPI Commodity data for Processed foods and feeds-Other variety bread, including rye, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,100.0,111.4,118.3,118.9,119.3,116.7,127.4,136.7,144.9,153.4,160.4,153.0,159.9,164.7,171.1,176.0,177.1,179.9,184.7,190.4,190.2,194.9,201.8,210.9,,,,,,,,,,,,,,
WDU02110501                   ,WDU02110501                   ,"PPI Commodity data for Processed foods and feeds-Hamburger and wiener rolls, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,100.0,102.7,106.4,111.2,114.3,114.8,121.5,130.5,132.5,137.2,147.2,150.4,154.1,160.0,166.0,168.6,171.9,173.6,180.5,186.5,187.3,189.9,191.6,196.5,,,,,,,,,,,,,,
WDU02110502                   ,WDU02110502                   ,"PPI Commodity data for Processed foods and feeds-Brown and serve rolls, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6,,134.5,139.2,,144.0,145.9,147.6,150.7,159.9,163.1,167.2,,,,,,,,,,,,,,,,,,,,,
WDU02110503                   ,WDU02110503                   ,"PPI Commodity data for Processed foods and feeds-English muffins, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6,100.0,102.7,106.1,108.7,110.3,108.9,,,,,,,,170.5,171.3,178.3,186.0,,,,,,,,,,,,,,,,,,,,,
WDU02110504                   ,WDU02110504                   ,"PPI Commodity data for Processed foods and feeds-Other bread type rolls, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,100.0,103.4,106.4,109.7,109.1,110.2,117.5,128.7,134.9,142.6,144.4,146.9,153.0,156.7,163.5,166.1,164.9,,,,,,,,,,,,,,,,,,,,,
WDU02110507                   ,WDU02110507                   ,"PPI Commodity data for Processed foods and feeds-Bagels, not seasonally adjusted, discontinued",Index base: 1994.06 = 100,1994-M06,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6,112.0,113.5,114.7,,,,,,,,,,,,,,,,,,,,,
WDU02110508                   ,WDU02110508                   ,"PPI Commodity data for Processed foods and feeds-Other bread rolls and stuffing, not seasonally adjusted, discontinued",Index base: 1999.06 = 100,1999-M06,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,103.9,106.6,107.6,109.0,116.2,,,,,,,,,,,,,,
WDU021106                     ,WDU021106                     ,"PPI Commodity data for Processed foods and feeds-Bread stuffing, croutons, and bread crumbs, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1986-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.0,102.0,103.7,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02110601                   ,WDU02110601                   ,"PPI Commodity data for Processed foods and feeds-Bread stuffing, croutons, and bread crumbs, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1986-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.0,102.0,103.7,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02110701                   ,WDU02110701                   ,"PPI Commodity data for Processed foods and feeds-Yeast raised doughnuts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,100.0,104.1,111.5,117.1,,,,,,,,144.0,156.9,163.0,170.6,170.5,169.6,,,,,,,,,,,,,,,,,,,,,
WDU02110702                   ,WDU02110702                   ,"PPI Commodity data for Processed foods and feeds-Other sweet yeast goods, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6,100.0,105.3,109.2,113.0,109.0,108.8,114.2,119.7,122.8,127.1,128.6,132.9,138.2,145.0,151.1,153.9,155.2,,,,,,,,,,,,,,,,,,,,,
WDU02110801                   ,WDU02110801                   ,"PPI Commodity data for Processed foods and feeds-Snack cakes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,100.0,104.9,115.0,123.2,128.5,128.1,146.3,153.6,156.1,163.9,169.9,181.6,184.8,189.2,189.7,192.7,192.1,,,,,,,,,,,,,,,,,,,,,
WDU02110802                   ,WDU02110802                   ,"PPI Commodity data for Processed foods and feeds-Other soft cakes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,108.5,114.8,116.9,117.6,123.7,133.3,138.7,143.1,147.9,151.0,153.1,152.6,153.9,160.5,165.3,167.2,,,,,,,,,,,,,,,,,,,,,
WDU02110901                   ,WDU02110901                   ,"PPI Commodity data for Processed foods and feeds-Snack pies, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M02,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1,100.0,105.4,117.9,125.2,128.0,129.1,151.1,159.7,162.0,169.0,178.7,190.5,197.0,198.1,199.4,200.1,200.1,,,,,,,,,,,,,,,,,,,,,
WDU02110902                   ,WDU02110902                   ,"PPI Commodity data for Processed foods and feeds-Other pies, not seasonally adjusted, discontinued",Index base: 1982 = 100,1986-M07,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.1,133.8,136.6,144.0,147.0,152.5,152.5,153.3,156.1,157.3,160.9,162.0,,,,,,,,,,,,,,,,,,,,,
WDU021111                     ,WDU021111                     ,"PPI Commodity data for Processed foods and feeds-Pastries, not seasonally adjusted, discontinued",Index base: 1982 = 100,1988-M03,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6,,,,,,,159.3,161.1,160.1,163.0,165.1,167.3,170.3,169.7,170.5,,,,,,,,,,,,,,,,
WDU02111101                   ,WDU02111101                   ,"PPI Commodity data for Processed foods and feeds-Pastries, not seasonally adjusted, discontinued",Index base: 1982 = 100,1986-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.2,128.6,,,,,,,159.3,161.1,160.1,163.0,165.1,167.3,170.3,169.7,170.5,,,,,,,,,,,,,,,,
WDU021112                     ,WDU021112                     ,"PPI Commodity data for Processed foods and feeds-Cake type doughnuts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,100.0,105.5,110.6,117.8,117.0,116.2,118.7,124.5,132.7,137.2,144.7,151.2,157.5,160.8,167.8,172.6,172.2,175.4,178.7,180.1,182.0,184.9,,,,,,,,,,,,,,,,
WDU02111201                   ,WDU02111201                   ,"PPI Commodity data for Processed foods and feeds-Cake type doughnuts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,100.0,105.5,110.6,117.8,117.0,116.2,118.7,124.5,132.7,137.2,144.7,151.2,157.5,160.8,167.8,172.6,172.2,175.4,178.7,180.1,182.0,184.9,,,,,,,,,,,,,,,,
WDU02112101                   ,WDU02112101                   ,"PPI Commodity data for Processed foods and feeds-Cookies, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,29.6,29.6,28.7,27.1,28.9,29.7,29.7,29.7,29.7,29.6,29.6,29.6,29.6,29.6,29.5,29.5,29.5,29.5,29.5,29.9,30.9,31.4,31.9,34.4,36.4,37.4,40.1,52.7,63.8,63.0,69.8,75.3,80.3,92.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02112102                   ,WDU02112102                   ,"PPI Commodity data for Processed foods and feeds-Crackers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,22.2,24.4,24.4,24.9,27.2,27.9,27.9,27.9,27.9,27.9,29.2,29.1,29.1,29.0,29.5,31.0,31.0,31.0,32.6,34.8,35.4,37.0,37.6,40.9,42.9,43.6,45.9,58.6,65.2,66.8,69.4,73.8,80.9,87.4,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU021201                     ,WDU021201                     ,"PPI Commodity data for Processed foods and feeds-Flour, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,53.9,48.3,45.0,46.7,49.5,47.2,48.7,52.5,51.7,49.4,49.3,47.3,46.2,47.9,48.9,52.3,50.6,51.4,52.1,56.7,54.5,52.7,53.0,55.3,55.9,58.4,79.6,103.0,89.1,80.6,64.8,77.2,93.8,102.3,104.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120101                   ,WDU02120101                   ,"PPI Commodity data for Processed foods and feeds-Standard patents, Buffalo, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,51.6,46.1,42.5,44.2,47.5,45.4,48.8,53.1,52.4,49.6,48.6,47.4,46.2,46.6,47.9,51.2,49.0,49.2,50.2,54.9,52.9,51.2,51.2,53.4,53.9,55.9,74.1,100.9,91.0,83.7,65.1,72.6,85.1,96.0,101.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120102                   ,WDU02120102                   ,"PPI Commodity data for Processed foods and feeds-95 pct. patents, Kansas City, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M01,54.8,48.0,45.1,46.7,49.6,47.2,48.6,52.8,51.1,48.9,48.9,46.7,45.8,48.0,49.7,54.0,51.6,51.8,52.5,57.6,54.0,52.2,52.9,54.1,52.9,57.0,82.2,107.5,91.0,80.4,60.6,72.7,90.0,97.9,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120103                   ,WDU02120103                   ,"PPI Commodity data for Processed foods and feeds-Standard patents, Minneapolis, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,59.3,52.9,48.8,51.4,52.7,49.1,52.4,57.6,56.4,53.0,52.3,51.3,50.4,50.5,52.5,56.1,53.5,53.6,54.9,60.4,58.1,55.9,56.2,58.6,58.2,60.5,82.8,112.8,100.1,90.1,67.7,76.1,90.1,100.2,102.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120108                   ,WDU02120108                   ,"PPI Commodity data for Processed foods and feeds-Family flour, all purpose, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M03,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120109                   ,WDU02120109                   ,"PPI Commodity data for Processed foods and feeds-Soft red winter wheat flour, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M03,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,88.5,78.6,65.9,85.7,108.7,115.9,113.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120111                   ,WDU02120111                   ,"PPI Commodity data for Processed foods and feeds-Standard patents, Portland, Oregon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1983-M06,,,,,,,,,,,,,,,,,,57.4,57.9,62.0,60.4,58.5,59.0,60.5,58.8,62.3,90.1,112.3,96.8,82.7,64.5,77.8,94.3,102.4,103.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU021202                     ,WDU021202                     ,"PPI Commodity data for Processed foods and feeds-Flour base mixes and doughs, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1983-M06,,,,,,,,,,,,,,,,,,,,,41.0,41.8,42.8,43.2,45.8,46.6,48.5,60.3,72.5,68.3,71.1,76.7,83.2,91.6,97.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120215                   ,WDU02120215                   ,"PPI Commodity data for Processed foods and feeds-Flour base cake mix, not seasonally adjusted, discontinued",Index base: 1982 = 100,1955-M01,1983-M06,,,,,,,,,37.1,36.1,34.9,35.1,36.3,40.0,41.6,40.9,41.6,42.9,43.0,43.3,43.4,44.0,45.5,,,,,,,70.9,73.3,79.1,84.2,91.7,98.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120221                   ,WDU02120221                   ,"PPI Commodity data for Processed foods and feeds-Refrig biscuit dough, not seasonally adjusted, discontinued",Index base: 1982 = 100,1968-M13,1968-M13,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120223                   ,WDU02120223                   ,"PPI Commodity data for Processed foods and feeds-Pie crust mix, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1981-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8,66.6,70.8,75.0,78.6,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02120302                   ,WDU02120302                   ,"PPI Commodity data for Processed foods and feeds-Other flour, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1992-M07,1998-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,65.0,69.1,88.0,77.8,,,,,,,,,,,,,,,,,,,,,,
WDU02130101                   ,WDU02130101                   ,"PPI Commodity data for Processed foods and feeds-Medium grain milled rice, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M06,63.3,71.5,51.5,51.7,59.0,63.0,64.5,52.6,59.1,51.6,55.2,58.4,52.8,48.7,51.7,56.5,55.7,51.6,49.4,49.7,51.1,52.2,51.1,51.3,52.0,58.9,107.9,151.5,114.2,84.0,91.0,106.3,104.0,135.1,154.3,100.0,103.3,103.6,105.5,91.2,83.3,112.6,107.9,102.4,110.2,105.7,101.4,121.4,110.6,131.8,125.4,126.8,128.0,104.3,87.1,83.8,,,,,,,,,,,,,,,,,
WDU02130102                   ,WDU02130102                   ,"PPI Commodity data for Processed foods and feeds-Long grain milled rice, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M06,65.2,79.0,65.3,55.8,56.5,59.9,65.6,57.3,59.3,53.5,56.4,58.4,56.6,54.7,56.5,56.9,57.6,57.5,57.2,57.4,57.6,56.4,54.1,53.9,55.4,61.5,117.0,158.1,113.6,86.2,93.4,111.7,114.9,128.9,146.5,100.0,105.5,107.5,103.7,86.9,84.9,122.5,106.2,107.2,115.3,114.5,105.0,125.0,121.1,132.3,135.9,128.7,110.9,90.1,87.1,70.9,,,,,,,,,,,,,,,,,
WDU02140102                   ,WDU02140102                   ,"PPI Commodity data for Processed foods and feeds-Rolled oats, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M13,14.1,15.5,14.5,15.1,16.6,16.7,16.7,17.1,17.6,18.1,20.1,20.1,20.6,21.9,21.9,23.7,,,,,,32.6,34.6,37.0,39.6,39.6,40.6,50.5,57.1,60.1,61.8,64.3,70.6,79.7,90.3,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02140103                   ,WDU02140103                   ,"PPI Commodity data for Processed foods and feeds-Corn meal, white, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M01,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,59.5,73.1,66.8,69.6,74.6,75.7,83.1,101.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02140104                   ,WDU02140104                   ,"PPI Commodity data for Processed foods and feeds-Macaroni, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,20.6,21.6,20.8,20.9,21.8,21.8,22.9,25.1,29.9,32.2,32.2,32.2,32.2,32.2,32.7,34.4,34.2,34.5,35.1,36.7,38.7,38.7,39.1,40.3,41.0,41.2,45.7,64.9,67.3,65.8,65.0,68.4,77.2,90.5,97.5,100.0,99.3,101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02140106                   ,WDU02140106                   ,"PPI Commodity data for Processed foods and feeds-Cornmeal, grits and hominy, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02140107                   ,WDU02140107                   ,"PPI Commodity data for Processed foods and feeds-Breakfast cereals, ready to serve, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02140109                   ,WDU02140109                   ,"PPI Commodity data for Processed foods and feeds-Breakfast cereals, cooked, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02140201                   ,WDU02140201                   ,"PPI Commodity data for Processed foods and feeds-Macaroni,spaghetti, vermicelli,& other macaroni prod, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2002-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,102.5,111.6,115.5,115.8,113.9,118.7,122.4,128.2,125.5,128.2,125.3,123.7,123.0,122.6,123.4,122.8,,,,,,,,,,,,,,,,,
WDU02140202                   ,WDU02140202                   ,"PPI Commodity data for Processed foods and feeds-Noodle products, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2002-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,98.5,105.3,108.8,108.4,110.9,119.9,121.7,126.2,127.4,128.2,129.4,121.6,122.4,121.0,120.2,120.4,,,,,,,,,,,,,,,,,
WDU0214020301                 ,WDU0214020301                 ,"PPI Commodity data for Processed foods and feeds-Dry macaroni, spaghetti, vermicelli, & other pasta prods, mitse (except canned or frozen), not seasonally adjusted, discontinued",Index base: 2009.06 = 100,2009-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.7,101.9,,,,,,,,
