index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
WDU14130191                   ,WDU14130191                   ,"PPI Commodity data for Transportation equipment-Truck and bus bodies sold separately, not seasonally adjusted, discontinued",Index base: 2000.12 = 100,2000-M12,2008-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.9,104.5,111.2,120.0,126.4,129.3,134.6,,,,,,
WDU14130202                   ,WDU14130202                   ,"PPI Commodity data for Transportation equipment-Trucks & other h'way vehicles sold on purc. chassis, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2000-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105.8,107.4,107.5,108.5,111.6,117.4,123.1,123.8,123.3,124.0,126.1,137.5,142.3,143.1,144.8,146.3,148.8,,,,,,,,,,,,,,
WDU14130204                   ,WDU14130204                   ,"PPI Commodity data for Transportation equipment-Bus bodies sold on purchased chassis, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1984-M02,2000-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9,119.6,,,,,,,,164.4,166.6,167.7,169.0,,,,,,,,,,,,,,
WDU14130206                   ,WDU14130206                   ,"PPI Commodity data for Transportation equipment-Emergency vehicles sold on purchased chassis, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,107.2,111.3,116.7,118.5,122.8,128.7,135.4,142.5,149.3,152.0,155.5,163.4,174.2,179.0,182.6,187.1,191.9,194.3,198.5,200.6,,,,,,,,,,,
WDU14130271                   ,WDU14130271                   ,"PPI Commodity data for Transportation equipment-Buses, complete, produced on purchased chassis, not seasonally adjusted, discontinued",Index base: 2008.12 = 100,2008-M12,2015-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,106.7,108.3,110.0,110.1
WDU14130278                   ,WDU14130278                   ,"PPI Commodity data for Transportation equipment-Complete vehicles produced on purchased chassis, not seasonally adjusted, discontinued",Index base: 2000.12 = 100,2000-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,101.2,101.4,,,,,,,,,,,
WDU14130293                   ,WDU14130293                   ,"PPI Commodity data for Transportation equipment-Other trucks and vehicles, complete, produced on purchased chassis, including upfitting, not seasonally adjusted, discontinued",Index base: 2008.12 = 100,2008-M12,2015-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,97.5,99.1,102.4,103.4,106.6
WDU141401                     ,WDU141401                     ,"PPI Commodity data for Transportation equipment-Vans, over 10,000 lbs., not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,100.0,100.9,106.3,109.6,106.6,104.9,107.4,111.4,112.3,114.7,119.0,123.4,128.2,139.0,137.5,137.2,142.4,144.5,148.7,148.6,148.5,149.7,,,,,,,,,,,
WDU14140101                   ,WDU14140101                   ,"PPI Commodity data for Transportation equipment-Closed top vans, insul. & semi-ins., not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14140103                   ,WDU14140103                   ,"PPI Commodity data for Transportation equipment-Drop frame vans, except livestock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1981-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14140104                   ,WDU14140104                   ,"PPI Commodity data for Transportation equipment-Other closed top vans, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14140105                   ,WDU14140105                   ,"PPI Commodity data for Transportation equipment-Open top vans, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1986-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,100.0,101.3,103.4,106.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14140106                   ,WDU14140106                   ,"PPI Commodity data for Transportation equipment-Closed top vans, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.4,109.8,106.8,105.1,107.5,111.5,112.5,114.8,119.1,123.5,128.4,139.2,137.5,137.2,142.4,144.5,148.7,148.6,148.5,149.7,,,,,,,,,,,
WDU141402                     ,WDU141402                     ,"PPI Commodity data for Transportation equipment-Tanks, over 10,000 lbs., not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7,100.0,99.9,103.6,104.7,,103.5,118.1,123.9,122.5,123.1,123.6,124.4,126.8,133.4,135.6,134.8,136.7,136.5,137.9,138.4,137.6,142.7,,,,,,,,,,,
WDU14140201                   ,WDU14140201                   ,"PPI Commodity data for Transportation equipment-Tanks for flammable liquids, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,121.6,122.7,122.5,122.1,122.0,120.7,127.0,,,,,,,,,,,
WDU14140206                   ,WDU14140206                   ,"PPI Commodity data for Transportation equipment-Other tanks, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,119.7,,,,,,133.5,136.8,136.4,136.3,137.0,137.1,138.3,138.4,138.5,147.5,,,,,,,,,,,
WDU141403                     ,WDU141403                     ,"PPI Commodity data for Transportation equipment-Other trailers and chassis, over 10,000 lbs., not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,100.0,100.7,100.7,101.1,101.0,101.0,102.5,106.2,107.0,107.2,107.9,108.3,110.8,118.6,118.1,118.3,120.9,122.2,123.3,123.1,122.6,123.3,,,,,,,,,,,
WDU14140301                   ,WDU14140301                   ,"PPI Commodity data for Transportation equipment-Bulk commodity trailers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,100.0,98.9,97.1,97.9,,,100.6,,,,,,,,118.2,119.4,124.7,127.0,134.1,135.0,135.0,135.0,,,,,,,,,,,
WDU14140303                   ,WDU14140303                   ,"PPI Commodity data for Transportation equipment-Platform trailers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,100.0,100.5,101.7,102.0,101.5,99.3,98.9,104.5,106.0,107.6,109.6,110.7,114.4,123.6,120.9,118.9,120.7,120.8,123.1,122.5,123.5,126.4,,,,,,,,,,,
WDU14140304                   ,WDU14140304                   ,"PPI Commodity data for Transportation equipment-Low-bed heavy haulers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3,100.0,100.9,100.7,100.6,102.4,103.0,103.8,107.7,,,,,,,114.0,114.9,117.7,119.0,117.5,117.6,115.3,114.3,,,,,,,,,,,
WDU14140305                   ,WDU14140305                   ,"PPI Commodity data for Transportation equipment-Dump trailers and chassis, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.0,106.1,107.1,105.5,107.5,113.3,119.5,120.7,119.9,,,,,133.4,135.3,136.9,139.6,139.8,139.4,138.8,138.9,,,,,,,,,,,
WDU14140307                   ,WDU14140307                   ,"PPI Commodity data for Transportation equipment-Other trailers and chassis, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,91.4,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14140309                   ,WDU14140309                   ,"PPI Commodity data for Transportation equipment-Other trailer and chassis, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,91.4,91.4,91.7,94.2,97.6,,,,,,,102.0,104.3,110.3,113.2,117.7,117.4,117.5,117.3,,,,,,,,,,,
WDU141404                     ,WDU141404                     ,"PPI Commodity data for Transportation equipment-Detach. trailers & converter gear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M09,1986-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.8,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14140601                   ,WDU14140601                   ,"PPI Commodity data for Transportation equipment-Truck trailers, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1991-M07,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.7,119.7,124.5,124.5,127.4,129.7,129.7,130.4,130.9,131.7,134.8,143.5,152.3,159.4,164.2,171.6,172.2,175.9,184.2,,,
WDU141602012                  ,WDU141602012                  ,"PPI Commodity data for Transportation equipment-Truck campers, caps, and box covers, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2014-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,104.3,
WDU14210201                   ,WDU14210201                   ,"PPI Commodity data for Transportation equipment-Single engine, fixed wing, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1992-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,107.1,111.1,112.3,116.8,123.5,128.4,,,,,,,,,,,,,,,,,,,,,,
WDU14210202                   ,WDU14210202                   ,"PPI Commodity data for Transportation equipment-Multiengine, fixed wing, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1992-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,102.6,104.0,108.5,115.2,122.9,128.7,,,,,,,,,,,,,,,,,,,,,,
WDU14210203                   ,WDU14210203                   ,"PPI Commodity data for Transportation equipment-Rotary wing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,,,47.4,50.7,54.5,60.4,65.5,72.3,85.8,100.0,97.0,106.9,112.9,114.6,120.1,123.6,124.6,128.5,135.4,141.3,144.8,145.9,147.1,148.9,150.9,155.3,158.0,159.5,164.1,166.3,173.8,,,,,,,,,,,
WDU14210205                   ,WDU14210205                   ,"PPI Commodity data for Transportation equipment-Fixed wing, not seasonally adjusted, discontinued",Index base: 1992.12 = 100,1992-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,105.0,110.0,114.3,116.4,116.6,117.6,123.9,130.9,133.1,139.7,,,,,,,,,,,
WDU142111                     ,WDU142111                     ,"PPI Commodity data for Transportation equipment-Fixed wing, utility aircraft, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,36.0,36.8,38.8,39.1,42.1,49.0,55.4,60.3,65.0,70.8,80.3,92.5,100.0,110.8,116.9,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU1422                       ,WDU1422                       ,"PPI Commodity data for Transportation equipment-Rotary wing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,,,47.4,50.7,54.5,60.4,65.5,72.3,85.8,100.0,97.0,106.9,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU142211                     ,WDU142211                     ,"PPI Commodity data for Transportation equipment-Rotary wing, utility, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,35.8,37.7,37.9,39.6,41.1,47.4,50.7,54.5,60.4,65.5,72.3,85.8,100.0,97.0,106.9,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU14250101                   ,WDU14250101                   ,"PPI Commodity data for Transportation equipment-Other aircraft parts and equipment, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1991-M07,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,131.2,134.0,135.7,139.3,141.3,142.9,143.7,145.7,149.2,151.1,150.6,152.0,155.3,157.0,158.2,164.6,167.6,167.7,170.6,,,
WDU143101                     ,WDU143101                     ,"PPI Commodity data for Transportation equipment-Nonmilitary ships, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,100.7,101.0,105.4,110.1,114.6,122.1,129.1,131.1,132.8,,,,,,,,,,,,,,,,,,,
WDU14310102                   ,WDU14310102                   ,"PPI Commodity data for Transportation equipment-Self-propelled ships, nonmilitary, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,,,107.5,116.1,122.1,133.5,142.5,143.7,145.6,,,,,,,,,,,,,,,,,,,
WDU14310104                   ,WDU14310104                   ,"PPI Commodity data for Transportation equipment-Nonpropelled ships, nonmilitary, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1995-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.0,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,
