index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
WDU10220133                   ,WDU10220133                   ,"PPI Commodity data for Metals and metal products-Zinc, slab, special high grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M01,2004-M06,,,,,,,,,,,,,,,,,,,,,,,,31.3,32.4,37.0,39.6,39.6,37.6,36.4,39.4,41.1,42.8,47.0,55.0,93.7,98.7,95.7,87.7,80.3,96.5,96.5,115.0,100.0,107.8,125.7,107.3,102.4,111.4,155.2,208.4,191.3,141.0,153.2,121.9,125.6,134.5,130.0,163.3,129.5,136.5,143.3,115.1,101.8,107.1,,,,,,,,,,,,,,
WDU10220134                   ,WDU10220134                   ,"PPI Commodity data for Metals and metal products-Zinc, slab, high grade, not seasonally adjusted, discontinued",Index base: 1988.06 = 100,1990-M04,1995-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,102.7,80.3,83.7,,,,,,,,,,,,,,,,,,,,,,,
WDU10220136                   ,WDU10220136                   ,"PPI Commodity data for Metals and metal products-Antimony, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M02,,,,,,,,,23.2,25.3,26.7,20.0,30.6,30.6,24.6,20.6,21.7,23.8,23.8,21.4,21.0,21.0,22.9,23.5,23.5,29.0,31.8,31.8,31.8,31.8,38.9,104.1,49.9,41.2,48.1,128.8,127.5,117.3,126.5,126.5,129.2,135.5,124.8,100.0,82.4,135.2,120.7,117.6,103.2,98.8,93.8,81.0,78.6,78.6,72.0,151.2,197.1,123.9,95.3,62.9,58.6,66.6,66.5,90.1,,,,,,,,,,,,,,,
WDU10220141                   ,WDU10220141                   ,"PPI Commodity data for Metals and metal products-Cadmium metal, 99.90 pct. min., not seasonally adjusted, discontinued",Index base: 1998.12 = 100,1947-M01,2003-M13,,,,,,,,,1433.6,1521.1,1668.7,1808.8,2126.6,1876.4,1658.7,1438.6,1418.5,1418.5,1418.5,1273.4,1140.8,1298.5,1438.6,1553.6,2124.1,2842.1,2354.2,2209.1,2501.8,2479.3,3032.2,3360.0,1861.4,2396.8,3400.0,3847.8,3200.1,2486.6,2751.6,2284.2,2541.0,,,,,,,,,3067.3,2865.7,1538.8,937.0,456.5,225.2,523.2,862.0,587.0,252.4,138.3,56.1,51.5,70.5,91.8,182.1,,,,,,,,,,,,,,
WDU10220146                   ,WDU10220146                   ,"PPI Commodity data for Metals and metal products-Mercury, 76 lb. flask, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1987-M02,,,,,,,,,22.6,20.8,21.6,21.8,57.0,54.0,52.2,71.5,78.5,70.2,66.6,61.9,61.3,56.6,53.3,51.7,51.0,85.3,155.1,120.6,133.2,145.2,137.5,113.2,82.3,59.8,77.1,77.1,43.1,32.9,37.6,40.6,75.1,106.1,110.9,100.0,86.4,84.6,84.5,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220151                   ,WDU10220151                   ,"PPI Commodity data for Metals and metal products-Magnesium, pig ingot, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,2003-M13,,,,,,,,,,,,,,,,,,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,27.5,27.8,28.5,46.5,61.2,66.8,72.6,74.9,79.1,86.9,97.2,100.0,101.6,108.6,110.6,114.2,114.2,116.7,121.6,121.0,106.7,107.3,110.8,113.2,134.4,144.4,134.7,134.3,134.3,134.3,134.3,134.3,99.5,,,,,,,,,,,,,,
WDU10220156                   ,WDU10220156                   ,"PPI Commodity data for Metals and metal products-Titanium sponge, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,1999-M13,,,,,,,,,,,,,,,,,,,,33.1,27.1,26.1,24.0,22.4,21.6,21.6,21.9,22.2,22.2,22.0,21.7,21.2,21.2,21.2,22.2,28.9,40.9,43.2,44.5,49.3,60.9,88.0,119.3,100.0,88.8,88.8,,,,92.2,107.3,116.1,115.1,87.7,82.2,86.8,89.1,95.9,95.9,95.9,87.5,,,,,,,,,,,,,,,,,,
WDU10220162                   ,WDU10220162                   ,"PPI Commodity data for Metals and metal products-Other refined copper, domestic, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1988-M01,1996-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7,104.4,98.1,87.5,84.3,73.6,85.1,103.9,82.6,,,,,,,,,,,,,,,,,,,,,
WDU102202                     ,WDU102202                     ,"PPI Commodity data for Metals and metal products-Precious metals, not seasonally adjusted, discontinued",Index base: 1982 = 100,1957-M12,2003-M13,,,,,,,,,,,,,,,,,,,12.1,11.7,12.1,12.4,12.4,13.3,14.4,14.7,15.1,15.1,16.9,20.8,19.7,19.4,18.3,20.6,30.5,49.8,47.7,43.1,46.9,58.9,103.2,202.4,125.1,100.0,125.7,97.5,79.0,84.5,107.4,101.6,88.0,82.5,72.5,69.0,73.1,85.4,85.2,85.1,76.0,78.2,73.7,72.6,66.3,73.2,83.1,,,,,,,,,,,,,,
WDU10220271                   ,WDU10220271                   ,"PPI Commodity data for Metals and metal products-Gold, refined, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,2003-M13,,,,,,,,,,,,,,,,,,,,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,10.3,11.0,9.6,10.8,15.3,25.5,41.8,42.7,33.3,39.0,51.0,80.2,163.3,121.2,100.0,113.0,95.3,83.4,97.2,117.9,115.4,100.7,101.7,96.5,90.7,94.3,101.5,101.6,102.4,87.6,78.0,73.8,74.0,71.4,81.6,95.9,,,,,,,,,,,,,,
WDU10220272                   ,WDU10220272                   ,"PPI Commodity data for Metals and metal products-Silver, bar, refined, .999 fine, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,9.0,9.3,9.0,9.3,11.2,10.7,10.7,10.7,11.2,11.4,11.4,11.2,11.5,11.5,11.6,13.6,16.1,16.2,16.2,16.2,19.1,26.6,22.5,22.2,19.5,21.1,32.2,59.7,55.6,54.8,57.5,67.9,133.8,270.7,133.9,100.0,145.0,102.1,77.1,69.3,88.4,81.6,69.2,61.2,51.2,49.5,53.3,66.1,65.4,65.3,60.6,70.4,66.0,62.9,54.7,58.0,61.1,,,,,,,,,,,,,,
WDU10220273                   ,WDU10220273                   ,"PPI Commodity data for Metals and metal products-Platinum, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,2003-M13,,,,,,,,,,,,,,,,,,,,13.7,15.4,17.2,17.3,17.3,16.8,18.5,20.5,20.9,23.2,24.7,26.1,27.9,26.0,26.0,32.0,38.9,35.4,35.5,35.2,49.6,73.6,92.3,100.0,100.0,100.0,84.9,60.9,98.3,117.9,111.2,107.4,99.8,80.2,75.9,78.4,85.4,89.8,83.9,84.1,78.9,79.5,115.6,111.9,113.5,141.9,,,,,,,,,,,,,,
WDU10230106                   ,WDU10230106                   ,"PPI Commodity data for Metals and metal products-Copper scrap, no. 2 refiner, not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M13,,,,,,,,,,,,,,,46.5,51.3,70.8,69.9,46.8,41.9,51.9,51.2,51.5,51.6,52.8,63.8,81.7,105.9,76.9,83.0,105.9,107.6,84.4,84.5,129.7,148.6,87.5,103.1,95.5,98.4,138.3,146.9,127.3,100.0,114.9,96.5,94.0,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230111                   ,WDU10230111                   ,"PPI Commodity data for Metals and metal products-Heavy yellow brass scrap, not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M13,,,,,,,,,,,,,,,44.8,49.5,67.6,66.6,48.8,41.5,48.5,47.9,52.8,48.4,48.2,58.3,66.3,81.9,69.2,71.2,93.1,91.6,76.6,72.2,106.7,126.0,91.9,94.1,88.1,106.3,121.2,128.9,124.7,100.0,107.2,109.0,100.1,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230116                   ,WDU10230116                   ,"PPI Commodity data for Metals and metal products-No. 1 composition (red brass) scrap, not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M13,,,,,,,,,,,,,,,35.9,39.2,55.7,57.7,41.5,35.3,40.5,39.2,43.0,44.6,44.8,50.1,58.8,73.3,64.1,62.4,76.1,77.6,65.6,61.7,88.3,98.5,74.6,75.4,76.2,89.5,119.3,138.6,126.9,100.0,101.3,98.2,86.9,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230199                   ,WDU10230199                   ,"PPI Commodity data for Metals and metal products-Copper and brass scrap, exports, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2,180.0,212.8,215.2,200.1,187.5,161.4,178.8,222.0,,,,,,,,,,,,,,,,,,,,,,
WDU10230222                   ,WDU10230222                   ,"PPI Commodity data for Metals and metal products-Aluminum seg. low-copper clips, N.Y. lb., not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M13,,,,,,,,,,,,,,,29.1,28.7,38.3,38.1,32.6,31.4,33.1,31.4,29.3,27.9,28.7,30.3,32.2,30.4,30.0,29.8,31.6,32.4,31.1,28.7,41.6,62.0,39.5,61.7,79.8,104.6,154.0,183.7,148.3,100.0,127.3,144.4,104.8,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230223                   ,WDU10230223                   ,"PPI Commodity data for Metals and metal products-Old aluminum,scrap,sheet and cast, N.Y. lb., not seasonally adjusted, discontinued",Index base: 1982 = 100,1960-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,35.9,33.0,30.9,31.2,32.5,36.1,32.6,31.1,30.2,32.9,34.2,32.3,31.4,48.2,73.6,45.6,78.3,92.9,121.5,175.1,184.0,139.4,100.0,147.5,175.7,129.8,131.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230299                   ,WDU10230299                   ,"PPI Commodity data for Metals and metal products-Aluminum scrap, exports, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1990-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,204.5,200.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230301                   ,WDU10230301                   ,"PPI Commodity data for Metals and metal products-Lead scrap, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1998-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1,152.1,151.5,167.8,121.1,124.9,96.7,96.9,124.1,147.5,134.9,,,,,,,,,,,,,,,,,,,,
WDU10230304                   ,WDU10230304                   ,"PPI Commodity data for Metals and metal products-Other nonferrous scrap, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.2,161.6,138.3,165.9,179.2,131.3,142.4,189.0,205.1,,,,,,,,,,,,
WDU10230321                   ,WDU10230321                   ,"PPI Commodity data for Metals and metal products-Scrap lead battery plates, not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M06,,,,,,,,,,,,,,,38.1,39.2,44.1,47.4,40.2,29.0,29.5,27.0,23.3,20.4,24.3,31.8,39.7,39.0,33.9,30.7,39.0,37.0,27.7,32.3,35.3,56.6,41.4,45.9,62.3,71.2,123.7,150.1,140.8,100.0,84.1,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230326                   ,WDU10230326                   ,"PPI Commodity data for Metals and metal products-New scrap nickel, clips and solids, N.Y.lb., not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M13,,,,,,,,,,,,,,,63.2,51.7,69.5,150.1,84.5,39.4,44.7,44.7,46.7,49.1,49.4,51.1,51.5,52.7,73.5,75.7,179.3,98.3,70.8,73.8,89.5,116.4,104.6,104.2,113.1,99.8,139.5,159.7,131.3,100.0,90.9,102.1,103.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230331                   ,WDU10230331                   ,"PPI Commodity data for Metals and metal products-Block tin pipe scrap, not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M11,,,,,,,,,,,,,,,17.9,16.9,17.5,18.6,17.2,17.1,17.4,17.3,19.1,19.5,21.0,26.3,31.7,31.9,28.6,25.2,25.4,26.0,25.5,25.5,27.7,34.7,43.8,42.5,52.8,85.9,129.9,160.9,130.2,100.0,91.7,92.8,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10230336                   ,WDU10230336                   ,"PPI Commodity data for Metals and metal products-Old scrap zinc N.Y., not seasonally adjusted, discontinued",Index base: 1982 = 100,1953-M01,1986-M13,,,,,,,,,,,,,,,40.5,37.2,43.9,44.7,36.2,33.2,37.2,46.0,37.0,37.4,40.4,48.2,50.8,51.6,45.3,41.4,43.3,45.1,42.0,42.0,50.2,189.4,98.3,87.7,78.0,88.6,137.7,133.9,148.3,100.0,104.2,132.2,120.3,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240101                   ,WDU10240101                   ,"PPI Commodity data for Metals and metal products-Aluminum, r.s.i., buyers prices, not seasonally adjusted, discontinued",Index base: 1972.12 = 100,1972-M13,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,119.6,205.0,179.0,191.6,216.9,226.6,302.2,332.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240106                   ,WDU10240106                   ,"PPI Commodity data for Metals and metal products-Red brass ingot (85-5-5-5 alloy), not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,,,,,,,,,43.1,45.4,38.5,49.6,63.4,60.7,57.9,59.9,83.2,87.0,67.1,59.7,66.9,65.7,68.1,71.3,71.3,78.4,91.3,112.1,100.0,98.6,115.0,125.1,118.0,115.6,147.5,188.1,145.5,155.6,156.1,161.8,206.3,238.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240111                   ,WDU10240111                   ,"PPI Commodity data for Metals and metal products-Babbit, grade 7, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,,,,,,,,,77.4,91.3,89.1,81.3,115.7,96.3,76.7,75.5,80.0,85.0,80.7,73.9,74.8,73.2,75.8,73.2,77.4,97.7,111.4,105.2,100.0,97.1,115.3,167.2,124.6,127.7,149.4,282.0,252.0,236.0,285.8,315.3,393.3,396.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240116                   ,WDU10240116                   ,"PPI Commodity data for Metals and metal products-Bar solder, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M12,,,,,,,,,55.8,72.4,69.0,64.3,94.7,81.8,66.1,64.5,66.8,70.9,67.6,65.6,69.2,68.4,74.4,74.4,76.7,100.5,114.6,106.1,100.0,97.0,107.7,114.3,108.5,114.9,140.1,249.0,219.6,229.9,320.6,379.0,457.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240128                   ,WDU10240128                   ,"PPI Commodity data for Metals and metal products-Antimonial lead, not seasonally adjusted, discontinued",Index base: 1967 = 100,1962-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,70.5,75.9,91.8,108.9,104.1,100.0,97.0,109.9,150.4,109.8,113.8,124.0,211.5,204.5,196.7,246.5,272.0,390.7,340.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240151                   ,WDU10240151                   ,"PPI Commodity data for Metals and metal products-Zinc, die casting alloy, (zamac no.3), not seasonally adjusted, discontinued",Index base: 1967 = 100,1964-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,104.0,104.6,100.0,97.3,104.5,108.6,112.9,127.4,193.6,328.1,252.2,244.3,230.6,210.4,256.0,260.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240201                   ,WDU10240201                   ,"PPI Commodity data for Metals and metal products-Aluminum ingot, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.7,100.0,,134.7,109.1,115.1,134.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240202                   ,WDU10240202                   ,"PPI Commodity data for Metals and metal products-Other types, except extrusion billet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4,100.0,121.0,130.5,104.2,106.0,122.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240221                   ,WDU10240221                   ,"PPI Commodity data for Metals and metal products-Ingot for die casting, not seasonally adjusted, discontinued",Index base: 1988.06 = 100,1988-M06,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,74.1,63.3,61.8,58.1,75.5,83.7,69.2,,,,,,,,,,,,,,,,,,,,,
WDU10240224                   ,WDU10240224                   ,"PPI Commodity data for Metals and metal products-Other aluminum, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4,100.0,121.0,130.5,104.2,106.0,122.9,172.3,161.9,135.2,114.1,109.2,102.3,127.6,157.6,129.8,,,,,,,,,,,,,,,,,,,,,
WDU10240302                   ,WDU10240302                   ,"PPI Commodity data for Metals and metal products-Brass ingot, alloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1990-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,101.7,93.6,88.3,87.5,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240304                   ,WDU10240304                   ,"PPI Commodity data for Metals and metal products-Bronze ingot, alloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1984-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240305                   ,WDU10240305                   ,"PPI Commodity data for Metals and metal products-Other copper-base alloys, except brass and bronze, not seasonally adjusted, discontinued",Index base: 1982 = 100,1983-M05,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,103.9,106.1,122.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU102404                     ,WDU102404                     ,"PPI Commodity data for Metals and metal products-Refined lead, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2011-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.2,100.0,94.1,97.4,87.5,77.4,102.9,107.3,119.3,128.6,94.6,99.9,83.0,93.7,112.4,123.5,106.5,99.0,97.3,96.4,95.8,91.4,89.2,106.9,122.4,148.9,239.1,290.9,227.1,239.9,,,,,,,
WDU10240401                   ,WDU10240401                   ,"PPI Commodity data for Metals and metal products-Lead, unalloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8,,,,,,,,151.3,171.5,117.1,117.8,96.1,120.4,143.0,162.1,,,,,,,,,,,,,,,,,,,,,
WDU10240402                   ,WDU10240402                   ,"PPI Commodity data for Metals and metal products-Antimonial lead, alloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,31.6,34.1,41.2,48.9,46.7,44.9,43.5,49.3,67.5,49.2,51.1,55.6,94.9,91.8,88.2,110.6,122.0,175.3,152.7,121.5,,,90.4,75.3,82.2,131.8,134.4,140.6,157.4,112.4,110.0,,,,149.4,,,,,,,,,,,,,,,,,,,,,
WDU10240403                   ,WDU10240403                   ,"PPI Commodity data for Metals and metal products-Babbitt metal, alloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M07,,,,,,,,,27.1,32.0,31.2,28.5,40.5,33.7,26.8,26.4,28.0,29.7,28.2,25.9,26.2,25.6,26.5,25.6,27.1,34.2,39.0,36.8,35.0,34.0,40.4,58.5,43.6,44.7,52.3,98.7,88.2,82.6,100.0,110.4,137.6,138.0,111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240404                   ,WDU10240404                   ,"PPI Commodity data for Metals and metal products-Solder, alloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1981-M13,,,,,,,,,11.6,15.1,14.4,13.4,19.8,17.1,13.8,13.5,13.9,14.8,14.1,13.7,14.4,14.3,15.5,15.5,16.0,21.0,23.9,22.1,20.9,20.2,22.5,23.8,22.6,24.0,29.2,51.9,45.8,48.0,66.9,79.1,95.5,,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240449                   ,WDU10240449                   ,"PPI Commodity data for Metals and metal products-Refined lead, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M06,2011-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,93.0,92.2,91.6,87.4,85.3,102.3,117.1,142.4,228.6,,,229.4,,,,,,,
WDU102405                     ,WDU102405                     ,"PPI Commodity data for Metals and metal products-Refined zinc, slab and dust, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2013-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9,100.0,104.7,118.5,102.7,95.5,101.6,136.3,172.6,156.0,116.1,125.2,102.9,109.1,118.2,112.4,135.6,115.6,116.7,123.1,101.4,90.5,92.6,,,,,203.0,182.1,227.2,,259.6,,,,,
WDU10240502                   ,WDU10240502                   ,"PPI Commodity data for Metals and metal products-Zinc dust, unalloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,,,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240503                   ,WDU10240503                   ,"PPI Commodity data for Metals and metal products-Zinc-base alloys, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.4,100.0,104.7,117.8,101.2,93.5,,,,,,122.8,101.0,107.1,115.9,110.3,,,,,,,,,,,,,,,,,,,,,
WDU10240559                   ,WDU10240559                   ,"PPI Commodity data for Metals and metal products-Refined zinc, slab and dust, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M06,2013-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,84.2,88.8,73.2,65.3,66.8,,,,,146.5,131.4,164.0,,187.4,,,,,
WDU10240601                   ,WDU10240601                   ,"PPI Commodity data for Metals and metal products-Gold, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1997-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1,100.0,112.6,95.6,,96.9,,,,,,,,,,102.3,,,,,,,,,,,,,,,,,,,,,
WDU10240602                   ,WDU10240602                   ,"PPI Commodity data for Metals and metal products-Silver, unalloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6,100.0,141.5,104.1,80.0,71.2,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU102407                     ,WDU102407                     ,"PPI Commodity data for Metals and metal products-Other nonferrous metals, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2011-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8,100.0,94.2,85.6,85.9,,,83.1,110.9,98.1,84.5,82.9,69.7,79.7,89.6,105.7,98.0,86.7,85.2,89.6,106.0,105.0,105.5,133.2,164.5,206.1,259.2,232.2,173.3,202.7,,,,,,,
WDU10240755                   ,WDU10240755                   ,"PPI Commodity data for Metals and metal products-Other nonferrous metals, not seasonally adjusted, discontinued",Index base: 1988.06 = 100,1991-M11,1994-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5,99.6,,,,,,,,,,,,,,,,,,,,,,,,
WDU10240779                   ,WDU10240779                   ,"PPI Commodity data for Metals and metal products-Other nonferrous metals, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M06,2011-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,82.6,86.8,102.7,101.7,102.3,129.1,159.4,199.7,251.2,225.0,167.9,196.4,,,,,,,
WDU10250101                   ,WDU10250101                   ,"PPI Commodity data for Metals and metal products-Sheet, flat 5052-H 32, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1986-M06,,,,,,,,,20.0,21.0,22.3,23.1,24.9,25.4,27.4,28.2,30.0,32.2,34.1,34.4,34.7,36.6,36.5,35.1,33.0,,,,34.3,35.1,37.6,37.9,36.6,36.0,36.1,46.8,52.4,60.2,68.9,80.8,84.1,85.4,96.4,100.0,101.3,116.7,112.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10250102                   ,WDU10250102                   ,"PPI Commodity data for Metals and metal products-Sheet, flat 2024-T3, heat treatable, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,33.7,33.7,35.7,36.0,44.4,51.5,55.4,60.4,72.3,88.0,91.7,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
