index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CWUR0000SAC      ,CWUR0000SAC      ,"Commodities in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,14.9,15.0,15.6,15.0,14.8,14.9,15.9,18.2,19.8,20.1,20.7,22.9,27.5,29.5,28.7,28.9,31.5,31.9,31.8,31.5,31.2,31.5,32.5,33.3,33.3,33.6,33.8,34.1,34.4,34.7,35.1,36.0,36.7,38.1,39.8,41.7,43.1,44.4,47.7,53.4,58.1,60.6,64.1,68.6,76.6,85.9,93.3,96.9,100.2,102.9,105.1,103.9,107.3,111.0,116.3,122.4,126.2,128.7,131.2,133.4,136.4,139.9,141.8,141.8,144.7,149.8,151.4,150.4,151.8,155.4,161.4,165.7,169.554,177.618,171.452,177.545,188.157,192.293,192.269,192.337,184.625,181.482,183.777,187.844,188.377,187.849,204.183
CWUR0000SACE     ,CWUR0000SACE     ,"Energy commodities in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1957-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,21.2,21.5,21.9,21.8,21.9,22.0,21.9,22.6,23.1,23.9,24.4,25.1,25.6,26.1,26.4,29.1,40.3,43.3,45.3,48.6,50.9,68.9,95.3,107.6,102.8,99.0,98.1,98.2,77.2,80.3,80.9,88.2,101.4,99.4,98.5,97.5,97.8,99.1,105.9,105.9,92.3,100.3,129.7,125.3,117.3,136.8,161.5,197.7,223.0,241.257,284.27,205.325,242.805,306.719,316.585,307.925,296.958,216.686,191.454,215.9,245.697,236.863,198.147,268.791
CWUR0000SACL1    ,CWUR0000SACL1    ,"Commodities less food in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,17.7,17.9,18.7,18.7,18.4,18.5,19.4,21.5,22.5,23.7,24.7,26.2,29.6,31.8,31.4,31.3,33.7,34.0,34.1,33.7,33.4,33.8,34.8,35.2,35.7,35.8,35.9,36.2,36.5,36.8,37.0,37.5,38.5,39.9,41.6,43.3,44.9,45.9,47.5,52.6,57.4,60.3,63.5,67.2,75.1,85.5,93.0,96.7,100.5,102.8,105.0,101.2,103.9,107.2,111.6,117.0,120.7,123.7,125.9,127.6,130.0,132.8,133.6,132.0,134.6,140.4,140.2,137.3,137.7,140.0,146.5,150.6,152.875,159.538,149.78,157.422,168.646,172.009,170.741,168.596,156.592,152.243,154.608,158.739,157.809,153.899,171.702
CWUR0000SACL11   ,CWUR0000SACL11   ,"Commodities less food and beverages in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,39.6,41.3,43.0,44.6,45.6,47.2,52.2,57.1,60.0,63.4,67.0,75.0,85.5,93.1,96.7,100.5,102.8,104.9,100.8,103.6,106.8,111.2,116.6,119.8,122.7,125.0,126.6,129.0,131.8,132.4,130.6,133.2,139.0,138.7,135.5,135.8,138.1,144.7,148.7,150.865,157.481,147.327,155.064,166.459,169.749,168.366,166.117,153.813,149.287,151.616,155.732,154.707,150.603,168.556
CWUR0000SACL1E   ,CWUR0000SACL1E   ,"Commodities less food and energy commodities in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1957-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,38.0,38.5,38.7,38.8,39.1,39.4,39.8,39.9,40.5,41.4,43.0,44.9,46.9,48.7,49.9,51.3,55.2,60.4,63.5,66.7,70.7,76.5,83.3,89.9,95.4,100.8,103.8,106.4,107.6,110.8,114.7,118.6,122.3,127.3,131.2,134.3,136.2,138.9,140.9,141.9,142.7,144.3,145.4,146.1,144.4,141.1,139.4,140.6,141.1,140.612,141.084,143.099,145.728,148.05,150.098,150.17,149.694,149.016,148.156,146.974,146.877,147.271,147.979,158.802
CWUR0000SAD      ,CWUR0000SAD      ,"Durables in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,18.0,18.2,19.3,19.7,19.3,19.1,20.4,23.2,24.0,26.2,28.2,29.4,31.9,34.2,34.7,35.1,37.8,38.3,38.0,37.1,36.3,36.3,37.5,38.1,38.7,38.4,38.4,38.8,38.9,39.2,39.1,39.1,39.7,41.0,42.5,44.4,46.3,47.2,48.4,51.9,57.8,61.3,64.8,69.0,75.6,82.9,89.7,95.5,100.8,103.7,105.3,104.9,106.6,108.9,110.8,111.7,114.1,116.8,120.1,123.8,127.9,129.2,128.4,127.3,126.0,125.8,125.3,121.8,117.4,114.0,115.1,114.6,112.64,111.217,109.61,112.513,114.313,114.76,114.02,112.656,111.389,109.336,107.08,106.348,106.688,108.105,120.982
CWUR0000SAN      ,CWUR0000SAN      ,"Nondurables in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,13.9,14.1,14.6,14.0,13.7,13.9,14.8,17.0,18.5,18.6,19.1,21.2,25.6,27.5,26.7,26.9,29.4,29.7,29.6,29.6,29.4,29.8,30.7,31.6,31.4,31.9,32.1,32.4,32.8,33.1,33.7,35.0,35.6,37.0,38.8,40.6,41.9,43.4,47.3,53.8,58.1,60.3,63.7,68.4,77.2,87.8,95.4,97.8,99.8,102.4,104.7,103.3,107.2,111.5,118.0,125.9,130.1,132.5,134.7,136.4,139.0,143.3,146.2,146.5,151.3,158.9,161.4,161.9,166.4,173.9,182.5,189.5,196.772,210.333,201.628,209.36,224.728,230.813,231.19,232.205,220.794,217.171,222.408,229.576,230.199,228.024,244.889
CWUR0000SAN1D    ,CWUR0000SAN1D    ,"Domestically produced farm food in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M11,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,52.6,59.9,64.2,64.9,66.3,73.7,82.4,88.3,94.9,98.2,99.1,102.8,103.9,106.2,111.4,116.2,124.3,133.1,137.0,137.9,141.4,144.8,148.6,155.2,159.0,162.1,165.4,169.1,175.5,178.2,182.8,191.0,194.2,197.1,205.481,218.968,219.049,220.286,231.522,237.795,240.435,247.298,250.552,246.571,245.847,246.975,248.802,257.86,267.155
CWUR0000SANL1    ,CWUR0000SANL1    ,"Nondurables less food in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,16.1,16.2,16.9,16.8,16.5,16.7,17.4,19.2,20.1,21.1,21.9,23.5,26.9,29.0,28.5,28.4,30.6,30.7,31.0,31.1,31.1,31.8,32.7,32.9,33.3,33.8,34.0,34.2,34.6,34.9,35.4,36.2,37.3,38.8,40.6,42.2,43.6,44.7,46.6,52.6,56.6,59.0,62.1,65.1,74.5,88.5,97.0,98.2,100.1,101.7,104.1,98.0,101.4,105.3,111.3,119.7,124.2,127.4,128.9,129.2,130.4,134.3,136.2,134.1,140.0,150.7,150.8,149.2,154.2,162.6,174.6,183.8,190.698,206.047,187.718,200.147,220.793,226.949,225.173,222.462,198.936,192.383,200.279,210.336,207.821,196.254,218.37
CWUR0000SANL11   ,CWUR0000SANL11   ,"Nondurables less food and beverages in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,38.1,39.9,41.4,42.8,43.9,45.8,52.0,55.9,58.4,61.7,64.6,74.2,88.6,97.3,98.4,100.0,101.6,103.9,97.3,100.8,104.6,110.9,119.5,123.2,126.2,127.7,127.9,129.0,132.8,134.5,132.1,138.1,149.1,149.0,147.0,152.1,160.6,173.2,182.6,189.507,205.279,185.579,198.517,220.1,226.244,224.201,221.246,196.396,189.311,197.419,207.774,204.957,192.472,215.434
CWUR0000SANL113  ,CWUR0000SANL113  ,"Nondurables less food, beverages, and apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,32.0,33.2,34.5,35.7,36.6,38.4,45.4,50.1,52.7,56.0,59.1,70.6,87.5,97.4,98.4,100.0,101.6,103.9,95.3,99.2,102.9,110.9,121.4,125.1,128.1,129.7,130.1,132.6,138.3,140.4,137.0,147.2,165.3,166.3,165.3,175.6,189.6,210.6,226.1,237.858,263.756,230.503,252.481,286.167,293.463,289.541,284.872,244.687,232.992,246.546,263.155,259.578,242.417,278.796
CWUR0000SANL13   ,CWUR0000SANL13   ,"Nondurables less food and apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,14.7,14.9,15.3,15.2,15.0,15.2,15.7,16.6,17.3,17.8,18.1,18.9,21.5,23.5,23.5,23.7,25.2,25.7,26.3,26.6,26.7,27.3,28.4,28.7,29.1,29.5,29.7,29.9,30.2,30.5,31.0,31.7,32.5,33.6,34.8,36.1,37.4,38.4,40.1,46.7,51.3,53.8,56.9,60.1,71.2,87.4,97.0,98.2,100.0,101.7,104.0,96.4,100.0,103.7,111.2,121.1,125.9,129.0,130.7,131.2,133.7,139.3,141.6,138.7,148.4,165.5,166.7,166.1,175.9,189.0,208.4,223.0,234.201,258.423,228.679,248.965,279.965,287.163,283.825,279.692,243.102,232.696,245.407,260.963,257.942,242.751,276.451
CWUR0000SAS      ,CWUR0000SAS      ,"Services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,11.9,12.0,12.4,12.6,12.6,12.6,12.8,13.2,13.5,13.8,14.0,14.2,14.8,15.7,16.5,17.0,17.9,18.7,19.5,20.1,20.6,21.1,21.9,22.8,23.4,24.2,24.7,25.2,25.7,26.1,26.7,27.8,29.0,30.5,32.6,35.3,37.2,38.6,40.3,44.1,48.3,52.3,56.3,61.1,68.0,78.5,88.8,96.8,99.4,103.8,109.4,114.7,119.4,124.7,130.8,137.7,144.6,150.0,155.5,160.6,166.0,171.4,176.5,181.0,185.3,191.6,199.6,205.9,212.6,218.6,225.7,234.1,241.696,250.272,254.267,256.628,260.925,266.311,272.724,279.778,285.997,294.068,301.982,310.294,318.4,325.552,334.837
CWUR0000SAS24    ,CWUR0000SAS24    ,"Utilities and public transportation in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1957-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,26.1,26.8,27.7,28.2,28.6,28.9,29.1,29.1,29.3,29.8,30.4,31.5,33.5,35.8,37.5,38.8,42.3,46.9,51.4,55.9,59.5,63.6,72.3,83.0,93.5,100.6,105.9,108.9,110.7,110.6,112.3,116.0,120.1,124.7,127.9,133.0,135.0,136.2,140.4,144.2,144.2,145.2,150.1,158.5,156.0,162.2,165.5,174.4,184.1,188.73,199.556,197.689,199.694,202.331,203.134,207.438,212.021,210.071,210.444,210.954,211.794,212.238,214.155,223.51
CWUR0000SAS2RS   ,CWUR0000SAS2RS   ,"Rent of shelter in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,109.0,114.0,119.4,124.8,131.3,137.0,141.6,145.8,150.3,155.0,159.9,164.7,170.1,174.9,180.5,187.3,194.5,199.2,204.3,209.5,216.6,224.617,230.555,233.917,233.507,236.603,241.738,247.38,254.281,262.067,270.941,280.141,289.649,299.665,307.569,315.784
CWUR0000SAS367   ,CWUR0000SAS367   ,"Other services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,38.4,40.3,42.6,44.8,46.0,48.1,51.8,55.6,58.9,62.6,67.1,72.7,79.6,86.5,93.7,100.0,106.3,112.6,118.7,124.7,131.4,139.6,148.7,157.8,166.1,174.1,182.4,190.1,198.1,206.4,213.7,219.6,225.9,233.7,241.6,248.5,254.1,260.0,268.2,275.218,284.319,291.572,296.066,299.544,306.249,311.612,315.987,319.128,324.754,323.911,327.185,331.542,340.127,347.52
CWUR0000SAS4     ,CWUR0000SAS4     ,"Transportation services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,12.0,11.9,11.8,11.9,11.9,11.9,12.0,12.6,12.6,12.6,12.6,12.9,13.3,14.8,16.5,17.6,19.2,20.6,21.9,22.8,22.9,23.2,24.3,25.9,26.8,27.5,28.1,28.5,28.8,29.5,30.6,31.9,33.0,34.3,36.7,40.6,43.8,44.8,45.1,46.8,50.3,57.5,62.1,65.2,70.3,79.8,89.2,96.5,98.9,104.6,109.5,115.4,120.8,127.1,134.8,142.7,149.8,154.3,160.0,165.7,173.6,178.3,182.6,185.4,187.9,192.9,199.1,207.7,216.2,220.9,225.9,230.6,233.42,242.563,250.96,259.985,268.161,274.195,281.864,288.09,296.285,306.741,319.701,334.188,337.812,327.556,339.186
CWUR0000SASL2RS  ,CWUR0000SASL2RS  ,"Services less rent of shelter in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,107.1,110.8,115.6,121.7,128.1,135.3,141.0,147.0,152.1,157.6,162.7,167.6,170.7,174.1,180.1,188.5,193.1,201.3,207.4,215.9,224.7,230.876,241.567,245.814,251.21,256.386,261.381,267.891,274.203,277.805,283.921,289.389,295.325,300.38,305.832,315.18
CWUR0000SASL5    ,CWUR0000SASL5    ,"Services less medical care services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1957-M03,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,23.7,24.4,25.2,25.6,26.0,26.5,26.9,27.5,28.5,29.5,31.0,33.1,35.8,37.7,39.1,40.8,44.6,48.6,52.5,56.3,61.1,68.0,78.9,89.4,97.3,99.2,103.5,108.9,113.9,118.2,123.3,129.0,135.4,141.7,146.5,151.4,156.1,161.1,166.2,171.2,175.4,179.5,185.4,193.1,198.9,205.2,210.6,217.2,225.3,232.195,240.275,243.796,245.533,249.355,254.093,260.04,266.828,272.715,280.032,287.613,295.753,303.079,308.746,317.98
CWUR0000SASLE    ,CWUR0000SASLE    ,"Services less energy services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1957-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,22.9,23.6,24.3,24.9,25.4,25.9,26.4,27.1,28.2,29.5,31.2,33.5,36.2,38.3,39.7,41.4,45.1,49.2,53.1,57.0,61.8,68.7,79.3,89.6,97.3,99.1,103.6,109.6,115.8,121.2,127.0,133.4,141.0,148.2,154.0,159.7,165.3,171.3,176.8,182.2,187.7,192.6,198.7,206.0,213.9,220.2,226.2,232.3,239.9,247.888,255.598,261.022,263.713,268.27,274.8,281.359,288.219,295.709,305.034,313.102,322.232,331.291,339.15,347.893
CWURN000SA0      ,CWURN000SA0      ,"All items in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.12=100,1996-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.9,103.9,107.4,109.9,110.8,112.9,115.9,119.8,123.6,127.095,132.472,131.461,134.49,139.524,142.302,144.104,146.163,144.827,145.753,148.531,151.923,154.201,155.96,164.808
CWURN000SA0E     ,CWURN000SA0E     ,"Energy in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,98.4,116.1,118.8,111.6,124.7,139.1,162.4,180.5,191.062,218.991,176.964,195.085,227.13,229.812,228.174,227.138,186.744,173.799,187.352,200.791,195.164,177.298,215.669
