index,Index,Label,unit,start,last,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
CWURA104SACL11   ,CWURA104SACL11   ,"Commodities less food and beverages in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,63.6,66.8,74.8,85.9,93.7,96.8,101.7,101.5,102.6,97.4,99.6,103.5,107.2,111.9,113.9,116.0,118.1,120.2,124.7,127.1,130.4
CWURA104SAD      ,CWURA104SAD      ,"Durables in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,42.6,44.1,45.6,47.3,47.9,49.0,51.8,57.5,61.8,64.0,68.7,75.8,84.8,92.1,96.6,102.6,100.8,101.3,100.1,100.4,101.9,103.1,103.1,105.0,106.9,109.9,114.2,120.9,122.7,123.6
CWURA104SAF      ,CWURA104SAF      ,"Food and beverages in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,66.2,72.8,80.5,87.4,94.1,98.0,101.1,100.9,102.1,104.7,109.1,111.9,118.0,124.5,129.6,133.1,137.4,140.5,143.4,148.8,151.8
CWURA104SAF1     ,CWURA104SAF1     ,"Food in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1997-M13,17.3,19.1,21.2,16.1,14.7,15.7,15.5,16.8,17.4,16.8,16.6,17.0,15.8,12.9,10.5,10.2,11.5,12.5,12.7,13.3,12.3,11.7,12.0,13.3,15.4,17.2,17.0,17.3,20.1,24.8,26.7,25.7,26.0,28.8,29.3,29.2,29.2,28.6,29.1,30.1,31.3,30.8,31.2,31.5,31.5,31.9,32.2,33.1,34.4,34.2,35.6,37.6,39.5,40.7,42.0,48.4,56.1,60.7,61.9,66.2,72.9,80.6,87.5,94.2,98.1,101.1,100.8,101.8,104.4,109.0,111.5,117.6,123.8,127.8,131.1,135.5,138.7,141.8,147.5,150.1
CWURA104SAF11    ,CWURA104SAF11    ,"Food at home in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,30.8,30.1,30.4,31.3,32.8,32.1,32.5,32.8,32.8,33.1,33.4,34.3,35.7,35.2,36.4,38.4,40.2,41.2,42.5,49.6,57.4,61.9,62.8,66.9,74.0,82.6,89.2,95.8,99.1,101.7,99.3,99.2,102.1,106.6,108.7,115.9,122.4,126.2,129.0,134.0,137.4,140.5,147.4,148.7
CWURA104SAF116   ,CWURA104SAF116   ,"Alcoholic beverages in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,67.5,72.9,78.9,86.4,92.1,96.1,101.0,103.0,107.3,109.0,110.9,116.2,122.4,132.1,148.1,154.2,158.3,159.1,160.3,161.5,169.4
CWURA104SAG      ,CWURA104SAG      ,"Other goods and services in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1,61.0,64.7,69.2,75.2,82.1,89.9,101.1,108.9,113.7,118.7,123.1,134.3,142.5,153.4,158.6,172.6,181.6,186.6,195.2,207.3,219.3
CWURA104SAH      ,CWURA104SAH      ,"Housing in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,57.7,64.1,72.0,83.9,92.5,98.5,102.8,98.7,100.4,102.9,104.8,106.9,110.3,115.6,121.6,125.5,128.6,134.1,138.5,141.3,144.0
CWURA104SAH1     ,CWURA104SAH1     ,"Shelter in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,23.6,23.5,24.1,24.6,25.5,25.7,26.3,26.3,26.5,26.3,26.7,26.9,27.7,28.5,30.0,32.5,35.2,37.5,39.2,40.7,44.1,48.3,51.4,54.3,62.1,72.0,87.3,95.9,101.3,104.1,94.6,97.5,102.2,105.5,108.7,110.9,116.4,122.8,129.3,133.6,140.9,145.6,149.3,151.7
CWURA104SAH2     ,CWURA104SAH2     ,"Fuels and utilities in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,21.8,22.2,22.8,23.7,24.3,25.5,27.0,27.2,27.8,27.7,28.1,28.0,28.5,28.6,28.9,29.8,31.6,33.3,34.2,34.9,39.0,45.2,48.2,55.7,60.0,64.8,72.4,81.7,90.2,100.9,108.9,110.0,108.4,107.1,107.0,114.4,122.6,130.0,129.6,131.2,134.6,136.7,138.3,144.1
CWURA104SAH21    ,CWURA104SAH21    ,"Household energy in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,50.6,55.4,61.6,71.3,81.8,90.3,102.3,107.4,108.4,105.8,102.4,100.0,106.4,115.8,123.8,124.2,124.7,130.6,130.8,129.0,138.5
CWURA104SAH3     ,CWURA104SAH3     ,"Household furnishings and operations in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,70.8,74.7,79.5,84.6,92.1,97.8,100.6,101.6,100.6,101.6,103.1,104.5,106.7,107.8,111.1,112.5,112.9,115.5,121.8,123.4,123.6
CWURA104SAM      ,CWURA104SAM      ,"Medical care in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,12.4,12.7,13.0,13.6,14.1,14.8,15.5,15.9,16.9,17.9,18.6,19.8,20.9,21.6,22.5,23.2,23.9,24.5,25.3,27.0,28.5,30.3,31.8,33.1,34.8,36.3,39.7,44.0,48.5,53.7,57.9,64.4,73.3,80.6,89.9,100.6,109.5,113.6,121.7,130.9,139.4,147.5,161.3,175.4,184.1,194.1,203.8,208.6,220.0,223.2
CWURA104SAN      ,CWURA104SAN      ,"Nondurables in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,38.3,40.3,42.2,43.4,44.7,48.8,55.5,59.6,61.1,64.5,69.0,77.3,87.2,94.6,97.5,100.9,101.6,102.8,100.4,104.5,108.7,114.6,121.9,125.7,128.6,131.6,133.4,136.2,140.5,144.5
CWURA104SANL1    ,CWURA104SANL1    ,"Nondurables less food in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,41.4,43.5,45.2,46.7,47.8,49.7,55.4,58.6,60.5,63.0,65.2,74.1,86.9,95.1,97.0,100.6,102.4,103.8,96.5,100.0,105.8,111.5,120.0,123.4,126.1,127.6,128.1,130.6,133.5,138.9
CWURA104SANL11   ,CWURA104SANL11   ,"Nondurables less food and beverages in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6,63.1,64.8,73.8,86.9,95.3,97.1,100.7,102.3,103.6,95.8,99.6,105.4,111.1,119.6,121.7,124.0,125.3,125.7,128.4,131.4,136.6
CWURA104SAS      ,CWURA104SAS      ,"Services in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,29.5,31.5,33.8,36.1,37.5,38.9,42.3,46.2,49.9,55.0,60.6,67.7,78.9,89.2,96.7,101.1,102.1,105.5,109.4,112.2,115.5,120.9,127.3,133.4,139.4,144.1,150.7,156.2,160.4,164.7
CWURA104SASL2RS  ,CWURA104SASL2RS  ,"Services less rent of shelter in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,103.4,105.4,108.4,115.9,122.5,127.6,132.5,136.9,142.2,147.5,151.8,157.4
CWURA104SASL5    ,CWURA104SASL5    ,"Services less medical care services in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,30.1,32.0,34.5,36.9,38.2,39.5,42.9,46.7,50.3,55.3,61.2,68.3,79.6,90.2,97.5,101.2,101.3,104.7,108.2,110.6,113.7,118.8,125.1,130.7,136.6,140.8,147.4,152.6,156.6,161.0
CWURA104SAT      ,CWURA104SAT      ,"Transportation in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,17.7,18.7,20.7,22.5,24.1,24.4,24.0,23.9,24.1,25.3,26.6,28.1,28.8,28.8,29.5,29.5,29.9,30.4,30.7,31.2,32.3,33.7,35.5,37.4,37.8,38.8,42.8,46.4,50.9,55.6,59.1,67.9,81.4,93.7,96.9,99.4,103.7,105.2,98.2,99.3,101.7,106.8,111.5,111.9,114.7,117.5,121.7,128.5,130.2,133.1
CWURA104SAT1     ,CWURA104SAT1     ,"Private transportation in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,21.7,23.3,23.7,24.6,26.4,26.8,25.7,25.6,25.6,26.8,27.5,29.3,29.6,29.5,29.6,29.6,30.0,30.5,30.7,31.3,32.4,33.5,35.4,36.9,37.1,38.3,42.8,46.6,50.9,56.0,59.8,69.0,82.5,94.7,97.5,99.1,103.4,105.1,97.5,98.7,101.6,106.7,110.9,111.2,114.1,116.8,121.2,128.2,130.0,133.7
CWURA104SEFV     ,CWURA104SEFV     ,"Food away from home in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,22.5,22.5,23.6,24.7,24.8,25.3,25.7,25.8,26.1,26.5,27.1,27.7,28.8,30.4,33.0,34.8,37.2,39.5,40.7,44.5,51.4,56.1,59.8,65.1,70.1,76.0,83.4,90.2,95.7,100.0,104.3,107.7,110.2,114.7,118.4,122.4,128.3,132.8,136.0,138.2,141.5,145.2,148.3,154.4
CWURA104SEHA     ,CWURA104SEHA     ,"Rent of primary residence in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1997-M13,25.5,27.6,32.0,37.1,38.2,38.9,41.1,42.7,42.8,42.7,42.2,41.2,40.3,38.4,33.6,27.8,25.4,25.1,25.8,27.2,28.0,28.2,28.3,28.6,28.9,28.9,28.9,28.9,28.9,29.9,31.6,32.5,33.0,34.0,35.5,37.1,38.6,39.0,39.4,40.0,40.8,41.4,42.2,42.8,43.1,43.3,43.3,43.9,44.4,45.0,45.8,47.1,49.1,51.4,52.7,53.9,55.7,58.1,61.7,67.2,73.3,78.3,83.4,89.4,95.3,100.7,104.0,109.6,115.8,118.2,120.5,123.7,127.4,131.1,135.6,139.2,143.0,146.9,149.7,151.5
CWURA104SEHC     ,CWURA104SEHC     ,"Owners' equivalent rent of residences in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,106.1,109.5,112.9,115.9,122.2,127.3,134.4,140.0,148.7,153.7,157.3,158.9
CWURA104SEHC01   ,CWURA104SEHC01   ,"Owners' equivalent rent of primary residence in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,106.1,109.5,112.9,115.9,122.2,127.3,134.4,140.0,148.7,153.7,157.3,158.9
CWURA104SEHF     ,CWURA104SEHF     ,"Energy services in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,1997-M13,,,,,,,,,,,,,,,,,,14.1,13.9,13.9,13.9,13.9,14.0,14.2,14.4,14.6,14.4,14.4,14.4,14.4,14.4,14.4,14.4,15.8,15.5,16.5,16.9,17.6,18.2,18.5,19.0,20.0,20.9,20.9,21.6,21.5,21.8,21.7,22.4,22.3,22.7,23.6,25.4,27.0,27.7,28.5,33.0,39.8,43.0,51.7,56.7,61.5,69.2,79.1,88.8,103.0,108.2,109.6,108.9,105.6,103.2,109.8,118.9,127.6,127.8,128.5,134.7,135.1,133.0,143.1
CWURA104SEHF01   ,CWURA104SEHF01   ,"Electricity in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,38.5,44.9,54.0,55.4,59.2,66.0,68.9,74.6,86.1,94.1,100.8,105.1,108.0,109.9,110.6,111.4,117.6,126.6,141.3,144.4,144.8,139.9,139.5,138.3,137.7
CWURA104SEHF02   ,CWURA104SEHF02   ,"Utility (piped) gas service in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,22.1,25.4,30.8,34.0,42.7,47.0,54.1,63.9,72.1,83.5,105.1,111.4,111.2,108.0,101.0,96.1,102.9,112.0,115.9,113.9,114.8,129.9,130.9,128.0,146.5
CWURA104SETB     ,CWURA104SETB     ,"Motor fuel in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M04,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,96.5,109.0,102.0,98.8,99.2,99.4,75.2,77.3,76.2,84.1,96.9,97.1,95.7,93.3,96.4,101.8,105.2,106.1
CWURA104SETB01   ,CWURA104SETB01   ,"Gasoline (all types) in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M04,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,96.4,108.9,101.9,98.9,99.2,99.4,75.2,77.3,76.2,84.0,96.9,97.1,95.7,93.2,96.3,101.7,105.0,106.5
CWURA104SS47014  ,CWURA104SS47014  ,"Gasoline, unleaded regular in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,50.0,51.5,69.1,96.0,108.7,101.7,98.9,99.4,99.8,74.4,75.9,74.4,81.5,94.2,94.6,92.7,89.7,92.4,97.9,102.4,104.2
CWURA104SS47015  ,CWURA104SS47015  ,"Gasoline, unleaded midgrade in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,109.8,113.3,115.6
CWURA104SS47016  ,CWURA104SS47016  ,"Gasoline, unleaded premium in Pittsburgh, PA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,99.8,100.5,79.3,81.1,80.2,86.6,98.5,98.2,97.7,95.8,98.6,102.1,104.7,107.0
