index,Index,Label,unit,start,last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CWUR0000SEGC     ,CWUR0000SEGC     ,"Personal care services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2022-M01,,,,,,,,,,,,,,,,,,,24.5,24.9,26.1,27.7,28.8,29.6,30.6,31.6,32.1,32.9,33.7,34.5,35.5,37.2,38.8,40.9,43.1,45.1,46.6,47.7,50.7,55.0,58.8,63.1,67.7,72.8,78.7,85.3,90.6,95.7,99.9,104.4,109.0,112.6,116.1,120.5,126.6,132.6,136.7,140.0,143.9,147.9,151.5,156.6,162.5,166.3,171.7,178.6,184.9,189.1,193.9,198.2,204.2,209.8,216.823,223.978,227.804,229.824,230.958,234.348,239.02,242.308,247.91,253.874,258.304,265.365,272.44,284.345,299.298
CWUR0000SEGC01   ,CWUR0000SEGC01   ,"Haircuts and other personal care services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,104.7,108.8,112.7,115.3,118.2,120.8,124.4,127.9,132.154,136.515,138.847,140.079,140.77,142.836,145.683,147.687,151.102,154.737,157.437,161.741,166.053,173.309,182.423
CWUR0000SEGD     ,CWUR0000SEGD     ,"Miscellaneous personal services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,60.7,68.0,77.8,88.7,100.9,110.3,117.2,124.8,133.6,140.1,147.6,157.2,166.8,175.1,184.3,195.0,205.1,214.7,225.2,234.0,243.1,251.9,262.8,274.0,283.3,294.0,303.4,314.1,326.1,340.533,346.5,355.502,364.346,373.865,382.652,390.237,400.466,413.981,426.346,440.34,450.758,458.54,468.099
CWUR0000SEGD01   ,CWUR0000SEGD01   ,"Legal services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,107.5,113.6,120.6,126.7,132.4,139.8,145.8,151.1,157.0,163.5,171.2,180.2,188.8,198.5,210.3,220.9,232.8,243.0,251.0,261.452,273.64,279.622,288.478,297.808,303.379,310.867,317.244,322.987,335.682,346.824,357.037,359.786,362.565,367.754
CWUR0000SEGD02   ,CWUR0000SEGD02   ,"Funeral expenses in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,107.8,112.9,120.0,127.2,133.4,139.5,146.7,155.1,162.7,171.8,179.0,186.6,191.4,198.9,208.2,217.0,226.3,234.8,246.7,259.04,272.945,283.368,289.927,296.385,302.119,309.513,314.688,322.569,329.074,335.331,340.904,347.582,352.705,358.814
CWUR0000SEGD03   ,CWUR0000SEGD03   ,"Laundry and dry cleaning services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.8,105.9,109.7,113.2,115.7,118.9,121.6,125.3,129.11,134.787,138.676,141.799,143.877,146.439,149.302,152.107,155.508,160.17,164.348,169.078,175.346,179.543,186.974
CWUR0000SEGD04   ,CWUR0000SEGD04   ,"Apparel services other than laundry and dry cleaning in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,103.5,107.0,112.4,115.0,118.0,122.1,127.7,133.1,138.146,146.912,152.885,159.158,165.789,171.02,176.54,179.913,183.584,186.716,188.474,190.916,201.922,212.981,217.525
CWUR0000SEGD05   ,CWUR0000SEGD05   ,"Financial services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,108.8,115.0,123.6,133.2,140.9,148.9,162.9,173.2,182.3,191.0,198.0,205.4,214.9,224.3,233.5,240.3,248.0,253.1,261.6,270.929,279.322,271.871,278.069,285.809,302.543,310.174,317.706,331.522,345.891,360.044,379.45,387.551,392.464,392.65
CWUR0000SEGE     ,CWUR0000SEGE     ,"Miscellaneous personal goods in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,98.5,95.8,94.1,93.3,91.2,87.0,85.8,86.3,86.874,88.475,88.671,87.328,86.173,85.967,84.794,84.177,81.73,78.897,76.905,74.928,74.065,73.847,75.305
CWURN000SAG      ,CWURN000SAG      ,"Other goods and services in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,117.2,124.1,130.5,135.7,136.6,138.5,142.7,146.9,154.15,160.886,179.876,189.384,193.175,196.437,199.435,203.39,208.046,213.076,219.322,224.193,229.545,237.205,245.82
CWURN000SAGC     ,CWURN000SAGC     ,"Other goods in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.536,103.764,105.344,106.725,108.842,111.097,113.265,116.909,119.09,122.195,126.185,131.352
CWURN000SAGS     ,CWURN000SAGS     ,"Other personal services in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.167,102.841,104.837,106.793,108.954,111.867,115.199,118.139,121.571,124.036,128.324,132.031
CWURS000SAG      ,CWURS000SAG      ,"Other goods and services in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,110.5,119.8,129.3,139.4,149.0,156.8,160.2,166.0,171.7,179.2,189.8,208.5,219.7,229.3,240.0,245.5,250.8,258.4,264.7,273.386,283.56,303.083,313.687,318.6,324.554,331.172,337.255,342.71,348.857,357.315,366.551,375.701,382.462,396.146
CWURS000SAGC     ,CWURS000SAGC     ,"Other goods in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.087,102.595,104.207,106.113,108.346,109.264,110.283,112.93,115.008,117.253,118.852,122.251
CWURS000SAGS     ,CWURS000SAGS     ,"Other personal services in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.217,102.889,105.178,107.565,109.221,111.892,114.979,117.8,121.562,125.199,128.069,133.675
