index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
PCU522110522110108            ,PCU522110522110108            ,"PPI industry data for Commercial banking-Other loan services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,92.5,95.9,98.7,92.9,81.2,99.0,110.5,107.1,98.9,89.1,86.4,86.5,84.4,86.2,90.3,95.3,97.0
PCU5221105221102              ,PCU5221105221102              ,"PPI industry data for Commercial banking-Deposit services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,107.6,102.2,99.9,111.4,115.8,94.5,74.3,59.4,56.3,55.6,58.7,61.1,61.3,60.1,63.6,67.3,61.7
PCU522110522110201            ,PCU522110522110201            ,"PPI industry data for Commercial banking-Demand deposits, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,101.4,102.0,100.7,99.0,98.0,97.0,103.0,110.7,100.8
PCU522110522110202            ,PCU522110522110202            ,"PPI industry data for Commercial banking-Time and other deposits, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,97.8,94.1,109.3,122.1,124.8,121.1,127.4,133.0,122.7
PCU5221105221103              ,PCU5221105221103              ,"PPI industry data for Commercial banking-Trust services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.2,101.5,103.2,107.5,111.9,103.8,100.4,103.9,101.8,105.5,115.1,105.0,104.2,108.9,110.9,117.2,111.2
PCU5221105221104              ,PCU5221105221104              ,"PPI industry data for Commercial banking-Other banking services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.6,105.4,106.4,106.5,107.1,109.0,112.2,111.6,111.1,111.3,108.7,105.9,104.9,105.1,105.6,104.0,104.9
PCU522110522110P              ,PCU522110522110P              ,"PPI industry data for Commercial banking-Primary services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,102.8,106.1,113.0,114.0,102.7,97.5,102.8,107.4,106.1,104.1,102.8,101.4,100.3,102.4,108.6,111.8,99.4
PCU52212-52212-               ,PCU52212-52212-               ,"PPI industry data for Savings institutions, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.9,98.8,101.2,106.0,102.9,98.9,107.0,110.6,106.7,103.2,97.2,95.5,93.3,94.1,93.6,93.1,88.9
PCU522120522120               ,PCU522120522120               ,"PPI industry data for Savings institutions, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.9,98.8,101.2,106.0,102.9,98.9,107.0,110.6,106.7,103.2,97.2,95.5,93.3,94.1,93.6,93.1,88.9
PCU5221205221201              ,PCU5221205221201              ,"PPI industry data for Savings institutions-Loan services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,92.2,86.4,85.2,75.3,59.2,81.7,108.0,126.4,127.4,122.6,113.5,112.0,108.8,109.8,111.8,111.9,104.8
PCU522120522120101            ,PCU522120522120101            ,"PPI industry data for Savings institutions-Residential real estate loans, except home equity, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,92.6,81.3,76.2,64.0,58.0,92.6,112.4,124.5,121.1,116.8,109.8,109.7,103.9,99.8,97.2,96.1,94.8
PCU522120522120102            ,PCU522120522120102            ,"PPI industry data for Savings institutions-Nonresidential real estate loans, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,89.4,107.3,119.9,108.8,79.9,105.6,159.4,193.7,196.6,191.8,177.2,175.9,170.7,172.9,183.3,186.3,157.7
PCU522120522120103            ,PCU522120522120103            ,"PPI industry data for Savings institutions-Home equity loans, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,87.3,104.8,124.6,115.7,88.1,97.4,139.9,177.2,194.1,202.9,198.9,197.9,200.1,217.7,245.5,258.2,191.1
PCU522120522120105            ,PCU522120522120105            ,"PPI industry data for Savings institutions-Commercial, industrial, and agricultural loans, except real estate, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,96.9,117.5,131.9,139.4,83.7,90.8,118.2,148.5,158.0,140.0,124.6,127.0,132.8,143.8,166.9,182.2,143.4
PCU522120522120106            ,PCU522120522120106            ,"PPI industry data for Savings institutions-New and used auto and truck loans, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,91.9,71.3,60.0,57.2,64.2,94.8,113.0,133.3,130.5,110.6,87.7,69.5,67.2,68.1,65.2,68.2,73.2
PCU522120522120109            ,PCU522120522120109            ,"PPI industry data for Savings institutions-Credit cards, overdraft credit, and related plans, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,101.3,103.0,103.8,107.1,106.5,108.0,111.4,106.4,107.3
PCU522120522120111            ,PCU522120522120111            ,"PPI industry data for Savings institutions-Other loan services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,93.5,90.0,91.8,89.3,78.1,83.3,92.8,91.9,92.3,89.5,82.5,88.1,88.7,97.2,102.6,103.1,94.9
PCU5221205221202              ,PCU5221205221202              ,"PPI industry data for Savings institutions-Deposit services, not seasonally adjusted",Index base: 2003.12 = 100,2001-M12,2021-M11,,,,111.7,114.5,121.3,144.8,158.5,120.0,104.3,88.4,80.8,80.8,87.0,82.9,84.0,84.8,79.0,77.3,77.1
PCU522120522120201            ,PCU522120522120201            ,"PPI industry data for Savings institutions-Demand deposits, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,92.9,86.6,85.6,83.2,84.2,87.1,94.6,104.6,96.3
PCU522120522120202            ,PCU522120522120202            ,"PPI industry data for Savings institutions-Time and other deposits, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,104.6,107.2,118.8,112.4,113.9,114.2,101.1,94.4,97.2
PCU5221205221203              ,PCU5221205221203              ,"PPI industry data for Savings institutions-Trusts and other banking services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,101.6,105.5,117.4,134.3,137.1,135.8,135.3,136.8,136.8,136.9,137.2,141.3,141.7,143.9,147.0,149.5,151.2
PCU522120522120P              ,PCU522120522120P              ,"PPI industry data for Savings institutions-Primary services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.9,98.9,101.3,106.2,103.1,99.1,107.2,110.8,106.9,103.3,97.4,95.7,93.4,94.3,93.8,93.3,89.1
PCU523---523---               ,PCU523---523---               ,"PPI industry sub-sector data for Security, commodity contracts and like activity, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,103.4,109.4,113.8,119.9,119.5,112.2,119.5,125.9,128.9,138.3,146.9,152.8,166.6,177.4,192.1,197.2,195.0
PCU5231--5231--               ,PCU5231--5231--               ,"PPI industry group data for Securities and commodity contracts intermediation and brokerage, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2021-M11,88.1,81.8,82.5,84.2,88.1,90.1,92.8,94.2,90.1,93.5,97.0,96.3,97.5,97.6,100.2,118.2,124.9,140.7,145.3,126.6
PCU52311-52311-               ,PCU52311-52311-               ,"PPI industry data for Investment banking and securities dealing, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,102.6,109.1,111.0,113.6,125.4,119.0,127.9,136.9,134.0,135.3,134.7,141.9,184.4,209.4,251.0,269.6,257.9
PCU523110523110               ,PCU523110523110               ,"PPI industry data for Investment banking and securities dealing, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,102.6,109.1,111.1,113.6,125.0,118.7,127.3,136.1,133.0,134.5,133.8,140.9,183.1,208.0,249.3,267.7,256.1
PCU5231105231102              ,PCU5231105231102              ,"PPI industry data for Investment banking and securities dealing-Dealer transactions, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2021-M11,78.6,73.9,72.0,72.6,70.4,64.6,65.7,88.4,88.7,94.1,102.6,96.0,97.4,99.6,95.2,93.8,94.7,99.3,100.7,145.0
PCU523110523110201            ,PCU523110523110201            ,"PPI industry data for Investment banking and securities dealing-Dealer transactions, equity securities, not seasonally adjusted",Index base: 2005.06 = 100,2000-M06,2021-M11,330.8,202.6,145.7,134.3,110.6,101.6,119.2,143.0,107.6,91.5,85.5,83.0,89.8,94.6,99.5,93.3,100.3,105.1,106.3,161.7
PCU523110523110202            ,PCU523110523110202            ,"PPI industry data for Investment banking and securities dealing-Dealer transactions, debt securities and all other trading, not seasonally adjusted",Index base: 2000.06 = 100,1999-M12,2021-M11,,101.8,103.2,105.1,103.4,95.0,96.0,130.1,132.3,141.4,154.9,140.0,135.6,135.6,119.3,123.0,117.2,124.9,127.2,164.9
PCU5231105231103              ,PCU5231105231103              ,"PPI industry data for Investment banking and securities dealing-Investment banking services, not seasonally adjusted",Index base: 2000.06 = 100,1999-M12,2021-M11,100.3,100.1,101.2,105.5,116.0,119.9,121.7,118.2,100.3,117.8,127.7,135.3,141.8,151.8,160.3,161.0,176.8,192.6,200.0,219.4
PCU5231105231104              ,PCU5231105231104              ,"PPI industry data for Investment banking and securities dealing-Other securities dealing services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,103.0,118.6,136.7,143.7,87.2,63.3,62.8,59.8,62.0,56.6,42.1,63.9,185.9,388.7,790.3,968.4,207.1
PCU523110523110P              ,PCU523110523110P              ,"PPI industry data for Investment banking and securities dealing-Primary services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,102.7,109.5,111.8,115.2,130.6,123.1,133.6,144.6,141.8,142.9,142.5,150.1,195.0,221.5,265.5,285.1,272.8
PCU52312-52312-               ,PCU52312-52312-               ,"PPI industry data for Securities brokerage, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.0,102.2,105.2,109.7,103.4,99.6,99.8,100.3,101.3,102.8,103.7,102.7,103.6,99.6,103.5,101.4,76.0
PCU523120523120               ,PCU523120523120               ,"PPI industry data for Securities brokerage, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.0,102.2,105.2,109.6,103.3,99.5,99.7,100.3,101.2,102.7,103.7,102.6,103.5,99.6,103.5,101.4,75.9
PCU5231205231201              ,PCU5231205231201              ,"PPI industry data for Securities brokerage-Brokerage services, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2021-M11,94.6,90.5,95.4,95.6,97.0,98.3,102.9,98.5,95.7,93.5,92.5,92.8,94.6,95.3,93.8,93.3,81.5,79.4,72.5,51.9
PCU523120523120101            ,PCU523120523120101            ,"PPI industry data for Securities brokerage-Brokerage services, equities and ETFs, not seasonally adjusted",Index base: 2000.06 = 100,1999-M12,2021-M11,96.2,94.7,96.0,95.7,98.1,101.2,104.1,98.8,96.1,92.1,90.9,91.3,93.9,95.4,94.6,96.1,82.4,80.1,70.7,42.7
PCU523120523120102            ,PCU523120523120102            ,"PPI industry data for Securities brokerage-Brokerage services, all other securities, not seasonally adjusted",Index base: 2000.06 = 100,1999-M12,2021-M11,92.3,84.4,94.4,95.5,95.4,94.1,100.9,97.8,94.7,95.0,94.4,94.3,94.0,92.8,89.5,84.3,77.4,76.0,75.5,74.9
PCU5231205231204              ,PCU5231205231204              ,"PPI industry data for Securities brokerage-Other securities related services including margin lending and mutual fund sales, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2021-M11,84.7,73.3,73.6,74.7,77.4,82.0,87.1,79.0,73.6,76.7,78.1,78.1,79.7,81.1,81.6,85.2,101.1,115.1,118.2,90.8
PCU523120523120P              ,PCU523120523120P              ,"PPI industry data for Securities brokerage-Primary services, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,100.0,102.4,105.5,111.0,104.1,99.5,99.6,99.8,99.9,101.9,103.0,101.9,102.8,98.9,102.7,100.7,75.4
PCU52392-52392-               ,PCU52392-52392-               ,"PPI industry data for Portfolio management, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,108.1,117.8,124.8,137.1,131.2,116.0,132.7,144.5,154.2,179.5,204.2,215.2,218.9,233.7,247.1,252.6,268.0
PCU523920523920               ,PCU523920523920               ,"PPI industry data for Portfolio management, not seasonally adjusted",Index base: 2002.06 = 100,2002-M06,2021-M11,,,93.7,106.6,116.2,123.2,135.4,129.5,114.5,131.0,142.7,152.2,177.2,201.5,212.4,216.1,230.7,243.9,249.4,264.6
PCU5239205239201              ,PCU5239205239201              ,"PPI industry data for Portfolio management-Mutual fund and exchange traded fund management, not seasonally adjusted",Index base: 2002.06 = 100,1999-M12,2021-M11,,,94.4,109.6,123.0,135.0,153.0,143.2,125.5,147.5,160.2,176.6,228.5,254.1,267.5,274.7,290.3,313.3,324.0,352.8
PCU523920523920101            ,PCU523920523920101            ,"PPI industry data for Portfolio management-Management of equity funds, not seasonally adjusted",Index base: 2017.01 = 100,2017-M01,2021-M11,,,,,,,,,,,,,,,,,116.4,133.5,138.9,161.4
PCU523920523920102            ,PCU523920523920102            ,"PPI industry data for Portfolio management-Management of bond funds, not seasonally adjusted",Index base: 2017.01 = 100,2017-M01,2021-M11,,,,,,,,,,,,,,,,,100.9,101.9,107.3,112.6
PCU523920523920103            ,PCU523920523920103            ,"PPI industry data for Portfolio management-Management of other funds, not seasonally adjusted",Index base: 2017.01 = 100,2017-M01,2021-M11,,,,,,,,,,,,,,,,,101.6,103.7,104.3,101.5
PCU5239205239202              ,PCU5239205239202              ,"PPI industry data for Portfolio management-Private portfolio management, not seasonally adjusted",Index base: 2002.06 = 100,1999-M12,2021-M11,,,93.6,109.2,116.9,123.7,135.4,131.3,116.8,131.4,143.4,151.4,170.7,195.5,206.1,209.1,220.9,230.3,233.4,242.8
PCU523920523920201            ,PCU523920523920201            ,"PPI industry data for Portfolio management-Management of equity private portfolios, not seasonally adjusted",Index base: 2017.01 = 100,2017-M01,2021-M11,,,,,,,,,,,,,,,,,103.6,112.4,111.5,118.6
PCU523920523920202            ,PCU523920523920202            ,"PPI industry data for Portfolio management-Management of bond private portfolios, not seasonally adjusted",Index base: 2017.01 = 100,2017-M01,2021-M11,,,,,,,,,,,,,,,,,98.3,97.4,102.7,103.3
PCU523920523920203            ,PCU523920523920203            ,"PPI industry data for Portfolio management-Management of other private portfolios, not seasonally adjusted",Index base: 2017.01 = 100,2017-M01,2021-M11,,,,,,,,,,,,,,,,,100.8,102.8,104.3,107.5
PCU523920523920P              ,PCU523920523920P              ,"PPI industry data for Portfolio management-Primary services, not seasonally adjusted",Index base: 2002.06 = 100,2002-M06,2021-M11,,,95.2,110.0,119.9,128.7,142.8,136.7,120.9,138.3,150.6,160.7,187.1,212.7,224.2,228.1,243.5,257.5,263.2,279.2
PCU52393-52393-               ,PCU52393-52393-               ,"PPI industry data for Investment advice, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,102.0,104.8,119.4,129.7,133.4,134.7,133.4,135.7,139.1,140.1,144.8,149.6,147.3,163.5,174.7,179.9,196.7
PCU523930523930               ,PCU523930523930               ,"PPI industry data for Investment advice, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,102.0,104.8,119.4,129.7,133.4,134.7,133.3,135.6,139.1,140.0,144.8,149.6,147.3,163.4,174.6,179.9,196.6
PCU5239305239301              ,PCU5239305239301              ,"PPI industry data for Investment advice-Investment advisory services, not seasonally adjusted",Index base: 2002.06 = 100,1999-M12,2021-M11,,,104.0,107.4,110.3,125.7,135.3,139.2,140.5,138.3,138.5,141.9,142.9,147.7,152.6,150.3,166.8,178.2,183.5,200.6
PCU523930523930P              ,PCU523930523930P              ,"PPI industry data for Investment advice-Primary services, not seasonally adjusted",Index base: 2002.06 = 100,2002-M06,2021-M11,,,104.0,107.4,110.3,125.7,135.3,139.2,140.5,138.3,138.5,141.9,142.9,147.7,152.6,150.3,166.8,178.2,183.5,200.6
