index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU4511204511201              ,PCU4511204511201              ,"PPI industry data for Hobby, toy, and game stores-Hobby, toy, and game store services, not seasonally adjusted",Index base: 2000.06 = 100,1999-M12,2022-M01,95.3,87.8,95.8,101.8,103.1,107.0,103.2,109.9,113.7,111.5,109.4,106.2,106.6,106.0,102.4,98.0,96.2,91.9,89.0,83.6,83.72
PCU45112045112011             ,PCU45112045112011             ,"PPI industry data for Hobby, toy, and game stores-Retailing of hobby and craft goods, toys, and games (including video games), not seasonally adjusted",Index base: 2013.12 = 100,2013-M12,2022-M01,,,,,,,,,,,,,,106.0,100.0,93.4,93.0,94.1,90.8,84.8,85.561
PCU45112045112012             ,PCU45112045112012             ,"PPI industry data for Hobby, toy, and game stores-Retailing of all other goods, not seasonally adjusted",Index base: 2013.12 = 100,2013-M12,2022-M01,,,,,,,,,,,,,,91.9,92.2,91.3,87.8,76.8,74.8,70.5,70.124
PCU451120451120P              ,PCU451120451120P              ,"PPI industry data for Hobby, toy, and game stores-Primary services, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2022-M01,95.3,87.8,95.8,101.8,103.1,107.0,103.2,109.9,113.7,111.5,109.4,106.2,106.6,106.0,102.4,98.0,96.2,91.9,89.0,83.6,83.72
PCU451130451130               ,PCU451130451130               ,"PPI industry data for Sewing, needlework, and piece goods stores, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2016-M09,95.0,91.0,91.3,94.2,95.5,99.5,98.8,100.9,103.8,101.7,101.9,103.6,101.7,101.5,100.3,,,,,,
PCU4512--4512--               ,PCU4512--4512--               ,"PPI industry group data for Book, periodical and music stores, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,94.7,92.5,91.6,95.4,96.2,95.6,95.3,97.2,100.6,105.0,108.7,113.7,115.7,118.5,120.0,121.8,126.5,130.129
PCU45121-45121-               ,PCU45121-45121-               ,"PPI industry data for Book stores and news dealers, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,95.0,92.0,94.2,97.1,98.0,101.3,102.8,105.9,110.9,115.8,119.8,125.3,127.5,130.6,132.2,134.3,139.4,143.416
PCU451211451211               ,PCU451211451211               ,"PPI industry data for Book stores, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2022-M01,108.0,106.9,113.7,118.2,114.5,117.2,120.8,121.9,125.9,127.9,131.7,137.9,144.0,148.9,155.8,158.5,162.5,164.4,167.0,173.4,178.349
PCU4512114512111              ,PCU4512114512111              ,"PPI industry data for Book stores-Book store services, not seasonally adjusted",Index base: 2000.06 = 100,1999-M12,2022-M01,108.0,106.9,113.7,118.2,114.5,117.2,120.8,121.9,126.0,127.9,131.8,137.9,144.0,149.0,155.9,158.4,162.2,164.2,166.8,173.2,178.236
PCU451211451211101            ,PCU451211451211101            ,"PPI industry data for Book stores-Retailing of books, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M01,,,,,,,,,,,,,,,104.0,106.3,109.6,112.0,113.0,117.7,122.751
PCU451211451211102            ,PCU451211451211102            ,"PPI industry data for Book stores-Retailing of all other goods, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M01,,,,,,,,,,,,,,,105.2,105.5,106.6,105.7,108.9,112.4,112.391
PCU451211451211P              ,PCU451211451211P              ,"PPI industry data for Book stores-Primary services, not seasonally adjusted",Index base: 2000.06 = 100,2000-M06,2022-M01,108.0,106.9,113.7,118.2,114.5,117.2,120.8,121.9,126.0,127.9,131.8,137.9,144.0,149.0,155.9,158.4,162.2,164.2,166.8,173.2,178.236
